,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,traceability_code,packaging,ingredients_origins,manufacturing,link,markets,allergens,brand_owner,additives,nova_score,generic_name,producer_info,origin_detail
549,Jus d'ananas du Costa Rica - Plein Fruit,000189870,,['France'],[],[],?,50,209 kj(50 kcal),0,0,"12,5","9,6","0,4",0,0,['Plein Fruit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Pirates Gold,8718800008837,,['France'],[],[],?,521,2180 kj(521 kcal),28,17,60,59,"6,1","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Gâteau chinois crème - 540g,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540 g,,,,,,,,,,,,,
552,Jambon serrano - 500g,8436004686131,,['France'],[],[],?,230,962 kj(230 kcal),"13,1","3,6",0,0,"26,8","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,
553,Pão,5605053000608,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Sirop de pêche,5420009702715,,['France'],[],[],?,41,172 kj(41 kcal),"0,1","0,1","10,3","10,2","0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Mini saucisses de volaille,0215343035750,['Sans arômes artificiels'],['France'],[],[],?,230,962 kj(230 kcal),18,"6,6","2,7","1,3",14,"1,65","0,66",,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",18 g,en quantité modérée,6.6 g,en quantité élevée,1.3 g,en faible quantité,1.65 g,en quantité élevée,,+28%,+26%,+53%,+82%,+116%,+150%,-15%,-7%,-7%,15,+53%,D,+53%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,"['FR 85.065.001 CE', 'Chavagnes-en-Paillers (Vendée, France)']",,,,,,,,,,,,
556,Sablés nature,3770012586010,"['Bio', 'Agriculture UE/Non UE']",['France'],[],[],?,481,2013 kj(481 kcal),25,8,57,17,8,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Blanc en neige - En Cuisine - 300g,3184830034231,,['France'],"[""Blancs d'aufs 74%"", 'sucre 18%%', 'caramel 8% ', 'sUcre', 'sirop de glucose', 'sucre inverti', 'eau', 'épaississant', ' gomme xanthane Conservation :A conserver entre 0C et +4°C maximum A consommer ropidement']",[],?,124,519 kj(124 kcal),0,0,23,23,8,"0,3","0,12","['En Cuisine', 'Promocash']",D,"[""Produits d'élevages"", 'Œufs', 'en:egg-white-raw']",0 g,en faible quantité,0 g,en faible quantité,23 g,en quantité élevée,0.3 g,en quantité modérée,,-6%,-7%,-100%,-100%,+3287%,+4633%,-35%,+14%,+14%,3,,C,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,300 g,"['EMB 22171E', ""Plaintel (Côtes-d'Armor, France)""]",['Plastique'],,,,,,,['E415 - Gomme xanthane'],4,,,
558,Andouillette à la ficelle,2670112032732,,['France'],[],[],?,239,1000 kj(239 kcal),20,"8,7",0,0,"14,8","1,23","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Gressins au sarrasin,3347436000097,,['France'],[],[],?,437,1828 kj(437 kcal),16,"1,3",72,1,"2,3","1,8","0,72",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",16 g,en quantité modérée,1.3 g,en faible quantité,1 g,en faible quantité,1.8 g,en quantité élevée,,+4%,+4%,+48%,-42%,+8%,-60%,-80%,-5%,-5%,13,+2%,D,+2%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,,,,,,,
560,Les fruits secs,3155571040027,,['France'],[],[],?,373,1561 kj(373 kcal),"9,5","4,6",55,"19,4","7,9","0,819","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Eucalyptus,10310007,,['France'],[],[],?,0,0 kj(0 kcal),"0,5","0,01","96,2","66,2","0,5","0,022","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Les p'tites pailles - Les 2 Vaches - 6x 100g,3661344420175,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique', 'Fair for Life']",['France'],[],[],?,73,305 kj(73 kcal),"1,8","1,2","11,2","11,2",3,"0,11","0,044",['Les 2 Vaches'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 x 100 g,,,,,,,,,,,,,
563,Chipolatas de poulet de Licques,3277890021386,,['France'],[],[],?,175,732 kj(175 kcal),11,"3,2","1,1","0,3",16,"1,9","0,76",,,['Chipolata de poulet'],11 g,en quantité modérée,3.2 g,en quantité modérée,0.3 g,en faible quantité,1.9 g,en quantité élevée,,,,,,,,,,,13,,D,,,,,,,,,,"['FR 62.506.002 CE', 'Licques (Pas-de-Calais, France)']",,,,,,,,,,,,
564,Pâte à tartiner chocolat noisette - Jardin Bio,3478820025430,['Bio'],['France'],[],[],?,554,2318 kj(554 kcal),"34,4","5,6","53,3","51,6","6,2","0,06","0,024",['Jardin Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Bananes,2184435001486,"['Bio', 'Bio européen', 'Commerce équitable', 'Max Havelaar', 'AB Agriculture Biologique']",['France'],[],[],?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,,,
566,Mélange Apéritif Salé,07987786,,['France'],[],[],?,636,2661 kj(636 kcal),54,"8,8","8,4","5,3",24,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Aiguillettes de poulet,0294194037984,,['France'],[],[],?,130,544 kj(130 kcal),"1,8","0,7",0,0,"28,5","0,09","0,036",,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",1.8 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,0.09 g,en faible quantité,,+3%,+4%,-3%,+47%,-100%,-100%,+26%,-79%,-79%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
568,Martins,3094272100015,,['France'],[],[],?,63,264 kj(63 kcal),"0,05","0,003","16,49","14,89","0,53",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 13117H', 'Vitrolles (Bouches-du-Rhône, France)']",,,,,,,,,,,,
569,Poivrons bicolore,8436541602168,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Longueteau XO Tres Vieux Rhum Agricole,3357900009730,,['France'],[],[],?,?,,?,,?,,?,,,,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums', 'Rhums agricoles']",,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,,
571,Escalope milanaise,2431641019744,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,,,,,,,,,,,,,,,,,,,,,,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,,,,,,,,,,,,
572,Orange,5010677424851,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Charal,0292464090653,"['Viande Française', 'Viande-bovine-francaise']",['France'],[],[],?,?,,?,,?,,?,,,['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Poudre à crème à chaud - Patisdecor,3700105226431,,['France'],[],[],?,359,1502 kj(359 kcal),"0,2","0,1","87,6","0,3","0,3","0,3","0,12",['Patisdecor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,eclair chocolat,0207033009844,,['France'],[],[],?,236,987 kj(236 kcal),10,"6,2",32,18,"3,8","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Vin alsace,3187858100209,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Charal bavettes,0292475052350,"['Viande Française', 'Viande-bovine-francaise']",['France'],[],[],?,?,,?,,?,,?,,,['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Epinards en branches,5410153017049,"['Bio', 'Bio européen', 'BE-BIO-01']",['France'],[],[],?,24,100 kj(24 kcal),"0,1",0,"0,6",0,"3,5","0,35","0,14",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Épinards', 'Epinards en branches']",0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.35 g,en quantité modérée,,,-15%,-72%,-100%,-60%,-100%,+21%,+19%,+19%,-6,,A,,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,,,,,,,,,,,,,,
579,Bourbon vanilla bio,3760197180530,['Bio'],['France'],[],[],?,400,1674 kj(400 kcal),0,0,"99,9","99,9",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Cumin entier,8436049612072,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Pâté aux châtaignes de l'Ardèche - Lucien Georgelin,3330720652171,['Fabriqué en France'],['France'],[],[],?,255,1067 kj(255 kcal),22,11,"1,8","0,5",12,"1,7","0,68",['Lucien Georgelin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Pop fruits - L'Epicurien,3441260005034,,['France'],[],[],?,?,,?,,?,,?,,,"[""L'Epicurien""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Carrot Ginger Soup,4006195001101,,['France'],[],[],?,73,305 kj(73 kcal),"1,8","1,1",12,"4,7","1,6","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Sandwich parisien,0202237015745,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Glace à la menthe chocolat,3760295050544,,['France'],[],[],?,262,1096 kj(262 kcal),"13,5","8,8","31,3","26,3","3,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 42.234.002 CE', 'Saint-Héand (Loire, France)']",,,,,,,,,,,,
586,Nouilles de riz à l'asiatique,3350033631892,,['France'],[],[],?,182,761 kj(182 kcal),11,"1,7",15,"4,6","4,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Sandwich Saumon fumé Radis blanc et wasabi - Casino,3222477295452,,['France'],[],[],?,204,854 kj(204 kcal),"8,9",5,21,"2,2","8,7","1,1","0,44",['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 60139A', 'Chambly (Oise, France)', 'FR 60.139.011 CE', 'Chambly (Oise, France)']",,,,,['Casino'],,,,,,,
588,Thon germon fumé - Guyader - 200g,3370003010045,['Fumé au bois de hêtre'],['France'],[],[],?,123,515 kj(123 kcal),"0,2","0,2","0,4","0,4",30,"2,9","1,16",['Guyader'],D,"['Produits de la mer', 'Poissons', 'Thons', 'Poissons fumés', 'Thons fumés']",0.2 g,en faible quantité,0.2 g,en faible quantité,0.4 g,en faible quantité,2.9 g,en quantité élevée,,0%,+4%,-89%,-57%,-71%,-30%,+29%,+20%,+20%,11,+34%,D,+34%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,200g,"['FR 44.109.008 CE', 'Nantes (Loire-Atlantique, France)']",['Frais'],,,,,,,,,,,
589,Nougat,3105560304791,,['France'],[],[],?,410,1715 kj(410 kcal),8,"0,7",79,69,"4,4","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,La Pouzzolane du Velay,3760030910034,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Creme de balsamique blanc,8033210890156,,['France'],[],[],?,36,151 kj(36 kcal),10,1,10,7,2,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,VegeTartine carotte et lentille corail,3152300000000,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Nueces,8421783150171,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Coren Mimos Solomillo de Pollo de corral,2602179004407,,['France'],[],[],?,114,477 kj(114 kcal),"1,6","0,3","0,5","0,5",25,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Protidiet Potage Legumes,0621498030357,,['France'],[],[],?,333,1393 kj(333 kcal),"1,8","0,4",15,"7,6",67,"9,3","3,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Pâtes à La Semoule Et Aux Oeufs Frais - Tagliarelle épinard,8005016141268,,['France'],[],[],?,378,1582 kj(378 kcal),"4,6","1,3","68,7","2,9","14,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Rice noodles with kimchi flavored soup,0081652081005,,"['France', 'États-Unis']","['Noodles: rice flour', 'wheat flour', 'starch', 'salt soup: salt', 'kimchi powder extract', 'red pepper powder', 'sugar', 'monosodium glutamate', 'soy sauce powder ', 'soybean', 'wheat', 'salt', 'dried kimchi', 'garlic powder', 'onion powder', 'dried green onion', 'dried carrot', 'black pepper powder', 'citric acid', 'beef extract', 'paprika powder', 'caramel powder']","['Non végétalien', 'Non végétarien']",?,356,1490 kj(356 kcal),"1,11",0,80,"5,56","7,78","5,278","2,111",,,"['Plats préparés', 'Soupes']",1.11 g,en faible quantité,0 g,en faible quantité,5.56 g,en quantité modérée,5.28 g,en quantité élevée,,+525%,+529%,-43%,-100%,+1291%,+221%,+254%,+510%,+510%,14,+754%,D,+754%,,,,,,,,,,,,,,,"['Gluten', 'Soja']",ASSI,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",4,,,
598,Moricettes nature,2010041000004,,['France'],[],[],?,291,1218 kj(291 kcal),"5,5","0,4",51,"4,3","8,3","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Vin rouge,3412798004288,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,,
600,Magret de canard,2233316045597,,['France'],[],[],?,337,1410 kj(337 kcal),30,"9,9","1,5","0,7",16,"1,3","0,52",,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",30 g,en quantité élevée,9.9 g,en quantité élevée,0.7 g,en faible quantité,1.3 g,en quantité modérée,,-1%,-1%,+2%,-1%,+20%,+4%,-11%,-21%,-21%,18,-2%,D,-2%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,"['FR 65.304.002 CE', 'Maubourguet (Hautes-Pyrénées, France)']",,,,,,,,,,,,
601,Queues de crevettes coktail - Delicemer - 140g,3760036820252,,['France'],[],[],?,168,703 kj(168 kcal),11,"1,4","1,4",1,14,"2,2","0,88",['Delicemer'],D,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Queues de crevettes']",11 g,en quantité modérée,1.4 g,en faible quantité,1 g,en faible quantité,2.2 g,en quantité élevée,,+71%,+72%,+532%,+233%,+172%,+372%,-26%,+49%,+49%,12,+433%,D,+433%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,140 g,,,,,,,,,,,,,
602,Salade de fruits,2042219024079,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Royal Panax - 250ML - Nutrition Concept,3465371350012,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Mélange Tokyo,2600803013122,,['France'],[],[],?,467,1954 kj(467 kcal),"20,9","5,7","54,8","11,3","13,2","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Houmous de courgette,3760286220345,,['France'],[],[],?,75,314 kj(75 kcal),"2,5","0,9","2,5","1,5","2,7","0,9","0,36",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",2.5 g,en faible quantité,0.9 g,en faible quantité,1.5 g,en faible quantité,0.9 g,en quantité modérée,,-71%,-71%,-88%,-63%,-76%,+12%,-58%,-13%,-13%,2,-60%,B,-60%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,,,,,
606,Pepsi,4060800158543,,['France'],[],[],?,43,180 kj(43 kcal),0,0,11,11,0,0,0,['Pepsi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Mimolette jeune,0204108014505,,['France'],[],[],?,327,1368 kj(327 kcal),25,18,0,0,25,"2,5",1,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes jeunes']",25 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,2.5 g,en quantité élevée,,+2%,+2%,+4%,+10%,-100%,-100%,-3%,-2%,-2%,19,+3%,E,+3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
608,Mini cannelés - Quai Sud,3662051006461,,['France'],[],[],?,?,,?,,?,,?,,,['Quai Sud'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Spiritueux L'épicé Saint-aubin,6091307110077,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Topolia Lemon,5203930066107,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Cantal entre deux,2225653028531,,['France'],[],[],?,375,1569 kj(375 kcal),29,20,1,1,26,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 63.113.081 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,,,,,,,,,,,
612,Cornichon croquant,3770014014009,,['France'],[],[],?,14,59 kj(14 kcal),0,0,"0,5","0,3","1,3","2,3","0,92",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",0 g,en faible quantité,0 g,en faible quantité,0.3 g,en faible quantité,2.3 g,en quantité élevée,,-48%,-45%,-100%,-100%,-85%,-89%,+29%,+34%,+34%,5,+130%,C,+130%,,,,,,,,,,,,,,,,,,,,,
613,Fromage Chèvre Brebis,2486025022308,,['France'],[],[],?,450,1883 kj(450 kcal),"39,2",27,"0,5","0,5","24,2","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Ice tea tepavi,5202867025126,,['France'],[],[],?,1,4 kj(1 kcal),0,0,11,"0,11",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Jus de Pommes,000000000429,['Bio'],['France'],[],[],?,48,201 kj(48 kcal),"0,2",0,12,11,"0,2","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Figue lerida,2609847027294,,['France'],[],[],?,251,1050 kj(251 kcal),"1,4","0,3","50,4","48,1","3,4","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Tominaga Tea  green   Tominaga   Tea,4936790440268,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Terrine Rustique Au Jus De Truffe 130G,3760190203489,,['France'],[],[],?,324,1356 kj(324 kcal),29,11,1,"0,1",15,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Tisane Tilleul,3760200980379,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Jamón serrano 8 mois,8421511008361,,['France'],[],[],?,193,808 kj(193 kcal),"7,4","2,7","0,7","0,7",31,"6,6","2,64",,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",7.4 g,en quantité modérée,2.7 g,en quantité modérée,0.7 g,en faible quantité,6.6 g,en quantité élevée,,-19%,-19%,-41%,-42%,-3%,+57%,+2%,+41%,+41%,14,-15%,D,-15%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,
621,Maquereau fumé,2970819001506,,['France'],[],[],?,209,874 kj(209 kcal),"14,5","3,3","0,5","0,5","19,6","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.234.002 CE', 'Saint-Pierre-Quiberon (Morbihan, France)']",,,,,,,,,,,,
622,Bûche Citron Jaune,3770010291176,,['France'],[],[],?,159,665 kj(159 kcal),"0,8","0,4",35,29,"1,3","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Donuts chocolat,0204440019022,,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",,,,,,,,,,,,,,,,,,,,,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,
624,Impact whey protein - MyProtein,5056185700247,,['France'],[],[],?,318,1331 kj(318 kcal),7,"4,7","5,4","5,4",76,"0,47","0,188",['MyProtein'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Amande quiriga - Medicis - 50g,3340390003067,,['France'],[],[],?,573,2397 kj(573 kcal),"37,2",16,"50,9","46,8","8,6","0,087","0,035",['Medicis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 g,,,,,,,,,,,,,
626,Olio canapa Bio (huile de graines de chanvre bio) -,8594167140508,"['Bio', 'Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,820,3431 kj(820 kcal),92,8,0,0,0,0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de chanvre']",92 g,en quantité élevée,8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+2%,+2%,-5%,-15%,-100%,,-100%,,,10,+4%,C,+4%,,,,,,,,,,,,,,,,,,,,,
627,poivre noir,9001414043004,,['France'],[],[],?,307,1284 kj(307 kcal),"1,5","0,5",53,"0,5",11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Cheddar cheese ploughman s,2144814970017,,['France'],[],[],?,217,908 kj(217 kcal),"8,7","4,6",24,"4,8","9,4","0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Tartelette Fraise,0202282022965,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes à la fraise']",,,,,,,,,,,,,,,,,,,,,,,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,,,,,,,,,,
630,Cotton candy,0609015726419,,['France'],[],[],?,130,544 kj(130 kcal),0,0,33,33,0,0,0,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Barbes à papa']",0 g,en faible quantité,0 g,en faible quantité,33 g,en quantité élevée,0 g,en faible quantité,,-65%,-66%,-100%,-100%,-65%,-65%,-100%,-100%,-100%,8,-43%,C,-43%,,,,,,,,,,,,,,,,,,,,,
631,Napoleon,4017773301834,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Pastille miel cranberry,3362329208282,,['France'],[],[],?,392,1640 kj(392 kcal),"0,5","0,5",98,70,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,4984100870267,4984100870267,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
