,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,traceability_code,packaging,ingredients_origins,manufacturing,link,markets,allergens,brand_owner,additives,nova_score,generic_name,producer_info,origin_detail
634,Lot mini viennoiserie * 20,3760197870752,,['France'],[],[],?,297,1243 kj(297 kcal),"17,8","11,5","13,9","0,4","7,1","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 97410H', 'Saint-Benoît (La Réunion, France)']",,,,,,,,,,,,
635,Sirop de fruits grenadine,9950366303004,,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de grenadine']",,,,,,,,,,,,,,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,,
636,Thomas Henry Tonic 20 CL Fles,4260310550473,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Ocean 52,8437016824030,,['France'],[],[],?,19,79 kj(19 kcal),0,0,"4,3","4,3",0,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Hinter-schinken,2707865002313,,['France'],[],[],?,134,561 kj(134 kcal),5,"2,1",1,1,21,"2,25","0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,3700467202418,3700467202418,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Pate d'amande 50% - 5kg,3660407046345,,['France'],[],[],?,453,1895 kj(453 kcal),"25,6","2,7","47,4","41,1","8,6","0,04","0,016",,E,"['Massepain', ""Pâtes d'amande""]",25.6 g,en quantité élevée,2.7 g,en quantité modérée,41.1 g,en quantité élevée,0.04 g,en faible quantité,,+3%,+2%,+53%,+51%,-27%,-33%,+38%,+4%,+4%,16,+3%,D,+3%,92.2%,3.6%,1.7%,1.8%,0.8%,0.0%,25,5 kg,,,,,,,,,,,,,
641,Jus de raisin,3287387120034,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PG Tips Pyramid Tea Bags Black Tea,5000118030154,,['France'],[],[],?,14,59 kj(14 kcal),"0,5","0,3","0,3","0,3","0,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Merguez,0202284034966,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Glucose 5% Viaflo,5413760241616,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Fruit snack - Paskesz,0025675122253,,['France'],[],[],?,90,377 kj(90 kcal),0,0,13,11,1,0,0,['Paskesz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,beignets framboise - 300g,,['en:palm-oil-free'],['France'],[],['Sans huile de palme'],?,1328,5556 kj(1328 kcal),"9,7","1,5",50,20,"6,7","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,,,,
647,Wafers alla Nocciola - 175g,8006210175066,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175 g,,,,,,,,,,,,,
648,Weiss,3595181921468,,['France'],[],[],?,?,,?,,?,,?,,,['Weiss'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Natural pera y mango ecológica - Skuik,8437013771047,['Bio'],['France'],[],[],?,54,226 kj(54 kcal),"0,07",0,"11,78","10,94","0,51","0,006","0,002",['Skuik'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Chia Shots,9340224006008,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Argousier pomme bio,3770000265262,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,257,1075 kj(257 kcal),"0,3","0,3",62,61,"0,25","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Tisane minceur - 100g,3700525900171,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,
653,Gros sel - 1kg,3700768700026,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,,,
654,Fanta cherry,0049000078374,,"['France', 'Espagne']",[],[],?,42,176 kj(42 kcal),0,0,"11,34","11,04",0,0,0,['Fanta'],,"['Boissons', 'Boissons gazeuses', 'Sodas']",0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,,+56%,+52%,-100%,-100%,+67%,+67%,-100%,-100%,-100%,14,+52%,E,+52%,,,,,,,,,,,,,,,,,,,,,
655,sesame complet grille,3827390228503,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,591,2473 kj(591 kcal),"49,5","6,9","8,1","0,5","20,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Touron blando de almendra - 200g,8411784777118,['Fabriqué en Espagne'],['France'],[],[],?,516,2159 kj(516 kcal),40,"4,5",39,33,14,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,,
657,Bulgur,8058774732131,,['France'],[],[],?,342,1431 kj(342 kcal),"1,3","0,6",76,"0,4",12,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Yaourt nature au lait de brebis,3770014610003,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Schlauer Fuchs,9006127063134,"['Bio', 'Bio européen', 'AT-BIO-301']",['France'],[],[],?,561,2347 kj(561 kcal),"0,5","0,4",65,29,1,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Chocolate,00052320,,['France'],[],[],?,551,2305 kj(551 kcal),"34,3",19,"52,4",51,7,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Le patatine gourmet,8025579410021,,['France'],[],[],?,477,1996 kj(477 kcal),23,"1,9",59,0,7,"0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,CEREMAC - Nestlé,13607364,,['France'],[],[],?,?,,?,,?,,?,,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Milk chocolate coconut macadamias,0072992043105,,"['France', 'États-Unis']","['Milk chocolate [sugar', 'milk', 'cocoa butter', 'chocolate', 'milk fat', 'soy lecithin ', 'emulsifier', 'vanilla]', 'dry roasted macadamia nuts', 'white chocolate [sugar', 'cocoa butter', 'whole milk powder', 'milk fat', 'soy lecithin ', 'emulsifier', 'salt', 'vanilla]', 'sugar', 'coconut', 'resinous glaze', 'maltodextrin', 'salt', 'natural and artificial flavor', 'cornstarch', 'sodium metabisulfite ', 'preservative']",['Non végétalien'],?,553,2314 kj(553 kcal),"39,47","18,42","52,63","47,37","5,26","0,362","0,145",,,['Snacks'],39.5 g,en quantité élevée,18.4 g,en quantité élevée,47.4 g,en quantité élevée,0.362 g,en quantité modérée,,+23%,+23%,+89%,+104%,-6%,+57%,-16%,-31%,-31%,25,+40%,E,+40%,,,,,,,,,,,,,,,"['Lait', 'Soja']",Hawaiian Host Inc.,"['E322i - Lécithine', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",4,,,
664,Les graines express,3431330008768,,['France'],[],[],?,156,653 kj(156 kcal),"2,7","0,4","21,7","0,4","7,1","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Grüne Oliven Gefüllt Mit Paprikacreme 365g Glas Don Fernando,9002859064555,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,126,527 kj(126 kcal),13,3,0,0,"0,7",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,glace caramel beurre salé - Glace de la Ferme,8718531514881,,['France'],[],[],?,250,1046 kj(250 kcal),"12,1","6,4","28,6","20,9","4,1","0,8","0,32",['Glace de la Ferme'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Salade de pates,3760005681525,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Poulet Cuisses - La Nouvelle Agriculture,0253089015483,,['France'],[],[],?,198,828 kj(198 kcal),14,"3,5",0,0,18,"0,18","0,072",['La Nouvelle Agriculture'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Délice de tomates séchées,3272970190099,,['France'],[],[],?,354,1481 kj(354 kcal),34,"3,2","6,4","6,4","3,2","4,8","1,92",,,"['Produits à tartiner', 'Produits à tartiner salés', 'en:Dried tomatoes spreads', 'en:Tomato spreads']",34 g,en quantité élevée,3.2 g,en quantité modérée,6.4 g,en quantité modérée,4.8 g,en quantité élevée,,+20%,+20%,+30%,-59%,+82%,+404%,-63%,+264%,+264%,18,+44%,D,+44%,,,,,,,,,,,,,,,,,,,,,
670,Parmentier de poisson à la provençale,3660014120391,,['France'],[],[],?,134,561 kj(134 kcal),"8,4","3,9","9,4","2,8","4,8","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Tortilla chips kase,4304218723901,,['France'],[],[],?,446,1866 kj(446 kcal),25,"2,6",50,"5,4",0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Manchons de poulet et pommes de terre fondantes - 350g,3660014120377,,['France'],[],[],?,172,720 kj(172 kcal),"10,2","3,8","10,9","1,3","8,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 g,,,,,,,,,,,,,
673,Hofbräuhaus München,4005686004058,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Noix d'epaule nature,2254556067484,['en:gluten-free'],['France'],[],[],?,274,1146 kj(274 kcal),"11,8","4,5","0,5","0,5",35,"4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Reblochon de Savoie Fermier - Monoprix Gourmet,0200015036807,,['France'],[],[],?,336,1406 kj(336 kcal),28,17,0,0,21,"1,2","0,48",['Monoprix Gourmet'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",28 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,1.2 g,en quantité modérée,,+4%,+4%,+4%,-10%,-100%,-100%,+5%,-10%,-10%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,['Monoprix'],,,,,,,
676,Pain de campagne 400 grammes,0210510008209,,['France'],[],[],?,270,1130 kj(270 kcal),"1,3","0,2",55,"1,5","9,2","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Pancakes protéines,2239481903953,,['France'],[],[],?,350,1464 kj(350 kcal),"2,2",0,50,"0,5",32,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Flori de soc,5942207009460,,['France'],[],[],?,8,33 kj(8 kcal),0,0,"1,7","1,7",0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Brushetta jambon fromage champignons,0232293020995,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Zaeti con uvetta,8012600210224,,['France'],[],[],?,422,1766 kj(422 kcal),14,"8,3","64,4","22,1","7,7","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,chorizo choix doux,2688497021586,['Sans colorants'],['France'],[],[],?,476,1992 kj(476 kcal),43,17,"2,3","1,8",20,"3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Super smoothie DEFENCE,00989343,,['France'],[],[],?,56,234 kj(56 kcal),"0,3","0,2","12,3",9,"0,7","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Saucisse de porc fraiche espelette,2201602041462,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Limonade,3760157210307,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Viande de bœuf séchée,3517738662419,,['France'],[],[],?,188,787 kj(188 kcal),"3,9","1,7","0,9","0,8",37,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 57032A', 'Ars-sur-Moselle (Moselle, France)', 'FR 57.032.001 CE', 'Ars-sur-Moselle (Moselle, France)']",,,,,,,,,,,,
686,Krikri,5283003397499,,['France'],[],[],?,530,2218 kj(530 kcal),30,"1,5",43,8,22,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Vanille Macadamia - Auchan,3596710470389,"['Produit en braille', 'Nutriscore', 'Nutriscore E']",['France'],[],[],?,365,1527 kj(365 kcal),21,12,40,34,"3,5","0,3","0,12",['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,
688,Sweet chili sauce,8717677867097,,['France'],[],[],?,183,766 kj(183 kcal),0,0,45,45,0,"4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Granole - Colussi - 300g,8002590054649,,['France'],[],[],?,473,1979 kj(473 kcal),18,"2,9",69,23,"7,5","0,47","0,188",['Colussi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,,,,
690,Mojito,8411139150016,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Dormir,3700292876778,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,S/vide 3 épices fts maquereaux,2434623017325,,['France'],[],[],?,199,833 kj(199 kcal),"12,8","3,3","0,4","0,1","20,8","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Extreme 85% Noir - Chocolaterie Castelain - 30g,3514280152047,,['France'],[],[],?,584,2443 kj(584 kcal),49,"29,5","17,1","12,7","9,9","0,02","0,008",['Chocolaterie Castelain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 g,,,,,,,,,,,,,
694,Bombay mix - Suma,5017601008422,,['France'],[],[],?,546,2284 kj(546 kcal),"28,9","2,9","51,3","21,6","14,9","2,25","0,9",['Suma'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Pom'potes 5 fruits,3021760546291,"['Sans sucre ajouté', 'Nutriscore', 'Nutriscore A']",['France'],[],[],?,63,264 kj(63 kcal),"0,5","0,2",13,12,"0,5","0,01","0,004","[""Pom'Potes""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Filets de poulet,0219968032347,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
697,Petits crackers sans cuisson Betteraves rouge et gingembre,2952350335821,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'FR-BIO-10', 'Fabriqué en France']",['France'],[],"['Végétalien', 'Végétarien']",?,279,1167 kj(279 kcal),"6,6","0,8","44,8",18,7,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Pommes,3760254122008,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Chocolat d'iceland - 100g,5690576570141,,['France'],[],[],?,547,2289 kj(547 kcal),34,20,50,50,"8,6","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,
700,Chocolat d'iceland - 100g,5690576570141,,['France'],[],[],?,547,2289 kj(547 kcal),34,20,50,50,"8,6","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,
701,Flan x2,3228463400275,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Dattes fourrées aux amandes de Tunisie -,6194052900082,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Confiseries aux fruits', 'Dattes fourrées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Vegana - 130g,5413401005386,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Sans lactose']",['France'],[],"['Végétalien', 'Végétarien']",?,474,1983 kj(474 kcal),50,6,"5,4","1,6","0,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 g,,,,,,,,,,,,,
704,Pave de campagne 3 meuniers 350g,0200058005587,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Madeleine géante à partager,3760026380827,,['France'],[],[],?,424,1774 kj(424 kcal),22,"8,2",51,22,"6,4","1,09","0,436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,La Belle Truffe Noix de Cajou à la truffe d'été,3527904430186,,['France'],[],[],?,611,2556 kj(611 kcal),47,"6,3",22,"5,4",23,3,"1,2",,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",47 g,en quantité élevée,6.3 g,en quantité élevée,5.4 g,en quantité modérée,3 g,en quantité élevée,,+2%,+2%,+2%,-26%,-14%,-17%,+23%,+378%,+378%,14,+85%,D,+85%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,
707,Huile d'olive vierge extra Arbequina récolte précoce -,8437001948123,,['France'],"[""HUILE D'OLIVE VIERGE EXTRA Arbequina Récolte Précoce""]",[],3685,896,3685 kj(896 kcal),100,13,0,0,0,0,0,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive d'Espagne"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",100 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+2%,+1%,+1%,+2%,-11%,,,,,,6,-3%,C,-3%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,
708,Fromage de tête au poivre,2454881020141,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de tête']",,,,,,,,,,,,,,,,,,,,,,,76.6%,14.8%,4.7%,2.2%,1.3%,0.4%,42,,,,,,,,,,,,,,
709,Tofu cacahuètes et noisettes - Carte Nature,3700477661090,,['France'],[],[],?,182,761 kj(182 kcal),13,"2,1","1,7","0,9",15,"0,92","0,368",['Carte Nature'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Grana padano aop - Monoprix,0200006024233,,['France'],[],[],?,398,1665 kj(398 kcal),29,18,"0,1",0,33,"1,5","0,6",['Monoprix'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",29 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,,+1%,+0%,+0%,0%,+1098%,-100%,0%,-1%,-1%,15,-1%,D,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,['Monoprix'],,,,,,,
711,Coconut chips,8858837683222,,['France'],[],[],?,450,1883 kj(450 kcal),34,30,39,7,4,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Derby,5012501090409,,['France'],[],[],?,198,828 kj(198 kcal),"11,3","8,9",55,"17,6",4,"0,058","0,023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Rose côtes de Gascogne,3273591001757,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Légumes Apéro,2868030020478,['Sans conservateurs'],['France'],[],[],?,30,126 kj(30 kcal),"0,472","0,056","5,528","3,283","1,131","0,028","0,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Bouchons porc combava,3760041240021,,['France'],[],[],?,210,879 kj(210 kcal),11,"4,4",6,"1,1",18,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Rillettes de saumon - Groix & Nature,3760056410808,,['France'],[],[],?,191,799 kj(191 kcal),14,"5,6",3,"0,7",14,"0,84","0,336",['Groix & Nature'],E,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de saumon']",14 g,en quantité modérée,5.6 g,en quantité élevée,0.7 g,en faible quantité,0.84 g,en quantité modérée,,-13%,-13%,-19%,+16%,+35%,-23%,+4%,-26%,-26%,5,-43%,C,-43%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,,,,,,,,
717,Sel marin de l'ile de Ré Grillades,3558180031224,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Côté de porc assaisonnement mexicaine,2665610060288,,['France'],[],[],?,167,699 kj(167 kcal),10,"3,7","1,3","0,6",18,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Roquefort,0200012028867,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",,,,,,,,,,,,,,,,,,,,,,,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,,,,,,,,,,,,,,
720,Cips tarhana,8697464690155,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Rillette de canard,3432450062036,,['France'],[],[],?,487,2038 kj(487 kcal),49,16,"1,4","0,6","8,7","1,2","0,48",,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",49 g,en quantité élevée,16 g,en quantité élevée,0.6 g,en faible quantité,1.2 g,en quantité modérée,,+21%,+21%,+34%,+28%,+142%,+139%,-46%,-12%,-12%,21,+9%,E,+9%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,
722,Shiitake à poêler,2868016017454,['Sans conservateurs'],['France'],[],[],?,25,105 kj(25 kcal),"0,4","0,01","3,1","0,4","0,014","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Confiture extra Mirabelles - 370g,3760283590427,['Fabriqué en France'],['France'],[],[],?,240,1004 kj(240 kcal),0,0,58,53,0,"0,016","0,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370 g,,,,,,,,,,,,,
724,Magret de canard du sud ouest séché - 90g,3315854953097,,['France'],[],[],?,330,1381 kj(330 kcal),27,12,"0,5","0,5",24,"3,6","1,44",,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",27 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,3.6 g,en quantité élevée,,-3%,-3%,-8%,+20%,-60%,-25%,+34%,+118%,+118%,24,+30%,E,+30%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,90 g,,,,,,,,,,,,,
725,Chispalhada,8410867403616,,['France'],[],[],?,121,506 kj(121 kcal),"6,3",2,"6,7",1,"7,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Olives noires entières à la grecque,2609831007615,,['France'],[],[],?,346,1448 kj(346 kcal),"35,2","3,7","1,1","0,6","1,9",8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
