,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,labels,ingredients_origins,manufacturing,traceability_code,link,producer_info,palm_ingredients,origin_detail,brand_owner
119,Flocons 5 Céréales - Auchan Bio - 500g,3596710447299,B,Mélange de flocons de céréales complètes issus d'agriculture biologique.,500 g,"['Sachet', 'Plastique']","['Auchan Bio', 'Auchan']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales']",['Auchan'],['France'],"['Flocons de seigle complet* 35 % ', 'contient gluten', 'flocons de blé complet* 25% ', 'contient gluten', ""flocons d'orge complète* 20 % "", 'contient gluten', ""flocons d'avoine complète* 15 % "", 'contient gluten', ""flocons d'épeautre complet* 5 % "", 'contient gluten', "" *Issu d'agriculture biologique""]",[],1,2.5 g,en faible quantité,0.4 g,en faible quantité,1.1 g,en faible quantité,0.1 g,en faible quantité,?,,333,-15%,1393 kj(333 kcal),-15%,"2,5",-69%,"0,4",-79%,62,-6%,"1,1",-90%,10,+2%,"0,1",-71%,"0,04",-71%,-6,-276%,A,-276%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,['Gluten'],"['Bio', 'Bio européen', 'DE-ÖKO-024', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Riche en fibres', 'AB Agriculture Biologique']",,"['Allemagne', 'Lübeck']",,,,,,
120,Les Grosses Faims - Lasagnes à la Bolognaise - Auchan - 450g,3596710449354,C,lasagnes,450 g,"['surgelé', 'Carton']",['Auchan'],"['Surgelés', 'Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Plats préparés surgelés', 'Lasagnes à la bolognaise']",['Auchan'],['France'],"['Eau', 'pâtes cuites 23,1 % ', 'semoule de blé dur ', 'contient gluten', 'eau', 'viande bovine 13,5% ', 'origine France', 'concentré de tomates 12,6%', 'tomates pelées concassées 5,5% ', 'tomates', 'jus de tomates', 'oignons 5,5%', 'emmental 2,4% ', 'contient lait', 'crème fraîche 2,1 % ', 'contient lait', 'amidon transformé de maïs', 'ail', 'carottes', 'huile végétale de colza', ""jus concentré d'oignons"", 'sel', 'sucre', 'lait écrémé en poudre', 'farine de blé ', 'contient gluten', 'basilic', 'thym', 'arôme naturel de muscade']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,5 g,en quantité modérée,2.1 g,en quantité modérée,4.5 g,en faible quantité,0.7 g,en quantité modérée,?,,128,-4%,536 kj(128 kcal),-4%,5,-18%,"2,1",-17%,12,-4%,"4,5",+65%,"7,4",+17%,"0,7",-11%,"0,28",-11%,0,-100%,B,-100%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,['E14XX - Amidons modifiés'],"['Gluten', 'Lait']",['Produit en braille'],['Viande bovine française'],,"['FR 79.005.001 CE', 'Airvault (Deux-Sèvres, France)', 'EMB 79005A', 'Airvault (Deux-Sèvres, France)']",https://www.marie.fr/plats-prepares/plats-cuisines/en-solo/pates-cuisinees/lasagnes-a-la-bolognaise/305,,,,
121,Velouté de petits pois ricotta - Auchan - 33cl,3596710458554,A,,33 cl,"['brique carton', 'Carton']",['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",['Auchan'],['France'],"['Eau', 'légumes 39,6% ', 'petit pois 20 %', 'pomme de terre', 'oignon', 'ricotta 4% ', 'lait', 'crème fraiche 2,8% ', 'lait', 'amidon transformé de maïs', 'sel', 'cerfeuil', 'coriandre 0,3%', 'arômes naturels']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1.2 g,en faible quantité,0.6 g,en faible quantité,0.5 g,en faible quantité,0.6 g,en quantité modérée,?,,44,+13%,184 kj(44 kcal),+13%,"1,2",-22%,"0,6",-1%,"5,9",+24%,"< 0,5",-73%,"1,7",+99%,"0,6",-7%,"0,24",-7%,0,-100%,B,-100%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,['E14XX - Amidons modifiés'],['Lait'],"['Nutriscore', 'Nutriscore B']",,,"['EMB 62331', 'Feuchy (Pas-de-Calais, France)']",,,,,
122,Epinard branche - Findus,3599741004707,B,,,,['Findus'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Légumes-feuilles', 'Épinards', 'Épinards surgelés']",['Magasins U'],['France'],[],[],,3.2 g,en quantité modérée,2.1 g,en quantité modérée,1.2 g,en faible quantité,0.56 g,en quantité modérée,?,,63,+66%,264 kj(63 kcal),+69%,"3,2",+118%,"2,1",+220%,"4,3",+116%,"1,2",+71%,"3,3",+21%,"0,56",+69%,"0,224",+69%,-3,,A,,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,,,,,,,,,,,
123,Whey crunch protein bar praline - Decathlon - 60g,3608419191813,,,60 g,"['Sachet', 'Plastique', 'Individuel']",['Decathlon'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,['France'],"['Protéines de soja', 'sirop de glucose-fructose', 'protéines de lait', 'pâte à glacer blanche 11% ', 'sucre', 'graisse végétale ', 'palmiste et noix de coco', 'lait écrémé en poudre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'fructo-oligosaccharides', 'gélatine hydrolysée', 'amidon', 'huile de tournesol', 'sirop de fructose', 'fructose', 'humectant: glycérol', 'poudre de praliné ', '2%', ' ', 'noisette', 'sucre', 'arôme', 'noisettes', 'sucre', 'sel', 'stabilisant : carbonate de calcium', 'émulsifiants ', 'lécithine de soja', ""sucroesters d'acides gras"", 'antioxydant : alpha-tocophérol']","['Huile de palme', 'Non végétalien']",4,12 g,en quantité modérée,5.7 g,en quantité élevée,24 g,en quantité élevée,0.8 g,en quantité modérée,?,,404,+9%,1690 kj(404 kcal),+9%,12,-8%,"5,7",-3%,"33,9",+4%,24,+80%,38,+30%,"0,8",+63%,"0,32",+63%,18,+75%,D,+75%,,,,,,,,"['E322i - Lécithine', 'E428 - Gélatine', 'E422 - Glycérol', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition', 'E307 - Alphatocophérol']","['Lait', 'Fruits à coque', 'Soja']",,,,,,,['Huile de palme'],,
124,Confiture d'abricots - Bonne Maman - 680g,3608580002536,B,,680 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Bonne Maman'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,['France'],"['abricots', 'sucre', 'sucre roux de canne', 'jus de citron concentré et', 'éventuellement', 'gélifiant : pectine de fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.1 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,?,,241,+10%,1008 kj(241 kcal),+10%,"0,1",-56%,0,-100%,59,+11%,59,+17%,"0,5",-0%,0,-100%,0,-100%,7,-22%,C,-22%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,['E440 - Pectines'],,,,,,,,,,
125,Confiture Bonne Maman Fraises et Framboises,3608580793304,D,,,,['Bonne Maman'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confitures de fruits rouges', 'Confitures de framboises', 'Confitures de fraises']",,"['Algérie', 'France']","['fruits ', 'fraises 31%', 'framboises 19%', 'SUcre', 'sucre roux de canne', 'jus de citrons concentré', 'gélifiant: pectine de fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.1 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0 g,en faible quantité,?,,239,+10%,1000 kj(239 kcal),+10%,"0,1",-67%,0,-100%,58,+11%,58,+15%,"0,5",-9%,0,-100%,0,-100%,6,-37%,C,-37%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['E440 - Pectines'],,,,['France'],,,,,,
126,l onctueux intensément poire - Andros - 388g,3608580879206,B,,388 g,['2 × 2 × 97 g'],['Andros'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Desserts de fruits']",,['France'],"['poires 64%', 'pommes 25%', 'sucre', ': pectines de fruits', 'arômes naturels de poire', ""correcteur d'acidité : citrates de calcium"", 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.2 g,en faible quantité,0 g,en faible quantité,15 g,en quantité élevée,0.03 g,en faible quantité,?,,68,-21%,285 kj(68 kcal),-14%,"0,2",-83%,0,-100%,15,-3%,15,+11%,"0,4",-51%,"0,03",-36%,"0,012",-36%,-4,,A,,53.3%,21.3%,9.7%,9.5%,4.9%,1.3%,91,"['E440 - Pectines', 'E333 - Citrates de calcium', 'E300 - Acide ascorbique']",,,,,,,,,,
127,[n. a!] Nature Addicts Frucht Snack Himbeere - 35g,3609200003070,,,35 g,['Kunststofffolie'],['Nature addicts'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Fruits et produits dérivés']","['Delhaize', 'Rewe', 'Dm']","['Belgique', 'France', 'Allemagne']","[""ZUTATEN: konzentnerter Gel•o'ftl "", 'Pekm', 'Pflanzenfasem ', ' ZlÙusfrudlten', 'natürlKh6 unn S urenw1Glutenl-N enthalten']","['Végétalien', 'Végétarien']",4,0.5 g,en faible quantité,0 g,en faible quantité,69.3 g,en quantité élevée,0.1 g,en faible quantité,?,,301,+48%,1259 kj(301 kcal),+51%,"0,5",-49%,0,-100%,"69,3",+64%,"69,3",+90%,"1,4",+26%,"0,1",+172%,"0,04",+172%,3,-27%,C,-27%,,,,,,,,['E440 - Pectines'],,"['Végétarien', 'Végétalien', 'Fabriqué en Belgique', 'Sans sucre ajouté', 'Sans conservateurs']",,,,,,,,
128,Sauce spéciale Pommes de terre - Bénédicta - 260g,3660603091231,,,260 g,"['Bocal', 'Verre', 'métal']",['Bénédicta'],"['Epicerie', 'Sauces']",,['France'],"['Eau', 'huile de colza', ""vinaigre d'alcool"", 'crème fraîche de Normandie ', '2,9 %', ' ', 'lait', ""jaunes d'œufs"", 'sucre', 'amidon modifié', 'ciboulette ', '2 %', 'sel', 'stabilisants : pectine', 'gomme xanthane', 'arômes', 'acidifiant : acide lactique', 'conservateur : sorbate de potassium', 'antioxydant : E385,']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,38.8 g,en quantité élevée,2.9 g,en quantité modérée,2.7 g,en faible quantité,1.9 g,en quantité élevée,?,,372,+56%,1556 kj(372 kcal),+58%,"38,8",+114%,"2,9",+34%,"5,1",-49%,"2,7",-58%,"0,6",-78%,"1,9",-21%,"0,76",-21%,14,+21%,D,+21%,,,,,,,,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E415 - Gomme xanthane', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']","['Œufs', 'Lait']",,,,,Sauce spéciale Pommes de terre,,,,
129,Spaghetti courts aux oeufs frais - Lustucru - 500g,3660861002956,B,,500 g,"['Carton', 'sachet']",['Lustucru'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes aux œufs']",['Magasins U'],['France'],[],[],,3.5 g,en quantité modérée,0.8 g,en faible quantité,6 g,en quantité modérée,0.1 g,en faible quantité,?,,372,+11%,1556 kj(372 kcal),+10%,"3,5",-15%,"0,8",-29%,70,+18%,6,+135%,"13,5",+3%,"0,1",-58%,"0,04",-58%,-3,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,,,,,
130,Blanc de volaille bio 2 tranches - Bio Village - 80g,3661112052577,B,,80 g,['Barquette plastique'],"['Bio Village', 'Marque Repère']","['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches']",['Leclerc'],['France'],"['Filet de poule* 92% ', 'viande origine france', 'eau', 'sel', 'saccharose*', 'aromes naturels', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', 'caramel ', 'sucre*', 'eau', "" *ingredients issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,0.5 g,en faible quantité,0.2 g,en faible quantité,0.9 g,en faible quantité,1.5 g,en quantité modérée,421,-5%,?,,421 kj(101 kcal),-6%,"0,5",-76%,"0,2",-67%,"0,9",-17%,"0,9",+6%,23,+11%,"1,5",-19%,"0,6",-19%,2,-55%,B,-55%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique']",['Viande origine France'],,"['FR 22.046.001 CE', ""Collinée (Côtes-d'Armor, France)""]",,,,,
131,Saucisses cocktail - Tradilège - 400g,3661112054694,E,saucisses cocktail cuites fumées,400 g,"['sous vide', 'sachet sous vide']","['Tradilège', 'Marque Repère', 'Leclerc']","['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Charcuteries cuites', 'Saucisses de Strasbourg', 'Saucisses cocktail']",['Leclerc'],['France'],"['Viande de porc ', '63%', 'eau', 'gras de porc,sirop de glucose,fibres de {allergene}ble{/allergene} et de carottes', 'plasma de porc,{allergene}lactose{/allergene}', 'proteines de {allergene}lait{/allergene},proteines de pois', 'sel', 'couenne de porc', 'emulsifiants : e450-e451', 'aromes', 'arome de fumee', 'fumee liquide', 'epices', 'conservateurs : e250-e326', 'antioxydants : e300-e301-e316', 'dextrose', 'acidifiant : e262', 'colorant : e120', 'ferments', ' {traces}traces de soja', '{/traces}']","['Non végétalien', 'Non végétarien']",4,23 g,en quantité élevée,8.8 g,en quantité élevée,1.3 g,en faible quantité,2.1 g,en quantité élevée,1087,+5%,?,,1087 kj(260 kcal),+5%,23,+6%,"8,8",+10%,"1,9",+15%,"1,3",+78%,12,+2%,"2,1",+11%,"0,84",+11%,20,+13%,E,+13%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E326 - Lactate de potassium', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E316 - Érythorbate de sodium', 'E262 - Acétates de sodium', 'E120 - Acide carminique']","['Gluten', 'Lait']","['Viande Française', 'Viande Porcine Française']",,['France'],,,,,,
132,Blanc de dinde -25 % de sel x 4 tranches - Tradilège - 160g,3661112079079,C,"Blnc de dinde de qualité supérieure, traité en salaison à teneur réduite en sel de 25%",160 g,"['Barquette', 'Film', 'Plastique', 'Sous atmosphère protectrice']","['Tradilège', 'Marque Repère']","['Viandes', 'Volailles', 'Dindes', 'Blancs de dinde']",['Leclerc'],['France'],"['Blanc de dinde de qualite superieure traite en salaison a teneur reduite en sel de 25% filet et filet interne de dinde ', '84%', 'eau', 'sel', 'aromes', 'dextrose', 'gelifiant : carraghenanes', 'antioxydant : e316', 'conservateur : e250', 'colorant : caramel ordinaire']",[],4,1 g,en faible quantité,0.1 g,en faible quantité,0.7 g,en faible quantité,1.3 g,en quantité modérée,411,-5%,?,,411 kj(98 kcal),-4%,1,-38%,"0,1",-80%,"0,8",-47%,"0,7",-19%,"21,2",+6%,"1,3",-34%,"0,52",-34%,1,-81%,B,-81%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a']",,"['Peu ou pas de sel', 'Peu de sel', 'Viande Française', 'Allégé en sel', 'Moins 25% de sel', 'Point Vert', 'Nutriscore', 'Nutriscore B', 'Volaille-francaise']",['France'],,"['FR 22.046.001 CE', ""Collinée (Côtes-d'Armor, France)""]",,,,,
133,Viande Hachée Pur Bœuf 5% MG - Férial - 500g,3661112091767,,,500 g,"['Frais', 'Plastique', 'Atmosphère protectrice']","['Férial', 'Marque Repère']","['Viandes', 'Bœuf', 'Viandes fraîches', 'Viandes hachées']",['Leclerc'],['France'],['100% pur viande bovine'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,4.69 g,en quantité modérée,1.64 g,en quantité modérée,0 g,en faible quantité,0.145 g,en faible quantité,507,,121,-32%,507 kj(121 kcal),-33%,"4,69",-64%,"1,64",-67%,0,-100%,0,-100%,"19,6",+14%,"0,145",-41%,"0,058",-41%,-3,-180%,A,-180%,,,,,,,,,,"['Viande Française', '100% muscle', 'Point Vert', 'Pur bœuf', 'Viande-bovine-francaise']",['France'],['France'],"['FR 56.225.001 CE', 'Saint-Léry (Morbihan, France)']",,,,,
134,Viande de boeuf hachée - Férial - 500g,3661112092122,,,500 g,"['Barquette', 'Film en plastique', 'Barquette']","['Férial', 'Marque Repère']","['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande hachée']",['Leclerc'],['France'],"['100% pure viande bovine', ' origine france', ' elabore en france', ' pourcentage de matiere grasse inferieur a 15%', ' rapport collagene sur proteines de viande inferieur a 15%']","['Non végétalien', 'Non végétarien']",,13.6 g,en quantité modérée,5.88 g,en quantité élevée,0 g,en faible quantité,0.1 g,en faible quantité,830,-7%,199,-10%,830 kj(199 kcal),-9%,"13,6",-16%,"5,88",-7%,"0,5",-79%,0,-100%,"18,7",+23%,"0,1",-92%,"0,04",-92%,2,-83%,B,-83%,,,,,,,,,,"['Viande Française', 'Fabriqué en France', 'Viande-bovine-francaise']",['Origine française'],['France'],"['FR 56.225.001 CE', 'Saint-Léry (Morbihan, France)']",,,,,
135,Eau de source - Saint Benoit - 500ml,3661974000082,,,500 ml,"['01 PET', 'PET', '01', '♳']",['Saint Benoit'],"['Boissons', 'Eaux', 'Eaux de sources', 'Boissons sans sucre ajouté']",,['France'],['Eau de source'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,0,-100%,A,-100%,,,,,,,,,,,,,"['EMB 45290', ""Saint-Martin-d'Abbat (Loiret, France)""]",,,,,
136,Peanut butter - Fitness Boutique - 1kg,3662072017033,C,Beurre de cacahuètes,1 kg,"['Pot', 'Plastique']",['Fitness Boutique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",,['France'],['100 % cacahuètes entières grillées'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,46 g,en quantité élevée,8.2 g,en quantité élevée,5.9 g,en quantité modérée,0 g,en faible quantité,?,,596,-1%,2494 kj(596 kcal),-0%,46,-4%,"8,2",-1%,"11,6",-19%,"5,9",-7%,"29,6",+20%,0,-100%,0,-100%,1,-91%,B,-91%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,['Arachides'],['en:palm-oil-free'],,,,,,,,
137,Crêpe de froment - Naturalia - 240g,3700036901483,B,,240 g,,['Naturalia'],"['Crêpes et galettes', 'Crêpes', 'Crêpes de froment']",['Naturalia'],['France'],"['Farine de froment* ', 'gluten', ' 37%', 'lait entier*', 'œufs*', 'sucre de canne*', 'huile de tournesol*', 'sel de Guérande', "" *Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,11 g,en quantité modérée,2.5 g,en quantité modérée,22 g,en quantité élevée,0.39 g,en quantité modérée,?,,310,+7%,1297 kj(310 kcal),+6%,11,+42%,"2,5",-14%,43,-8%,22,+8%,"7,7",+1%,"0,39",-51%,"0,156",-51%,5,-52%,C,-52%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,"['Œufs', 'Gluten', 'Lait']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,"['FR 35.027.002 CE', 'Boisgervilly (Ille-et-Vilaine, France)']",,,,,
138,Les allumettes bien élevées - brocéliande - 150g,3700133906046,D,Lardons,150 g,"['Sachet', 'Plastique']",['brocéliande'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc']",,['France'],"['Poitrine de porc issue d’animaux élevés sans antibiotique dès la fin du sevrage et nourris sans OGM ', '<0,9%', ' ', ' sel ', ' conservateurs : lactate de potassium et nitrite de sodium ', ' dextrose de maïs ', ' antioxydant : érythorbate de sodium']",[],4,20 g,en quantité modérée,7.5 g,en quantité élevée,0.7 g,en faible quantité,2.3 g,en quantité élevée,1046,-0%,252,-5%,1046 kj(252 kcal),-4%,20,-7%,"7,5",-8%,1,+20%,"0,7",+6%,17,+4%,"2,3",-12%,"0,92",-12%,20,+1%,E,+1%,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,"['E326 - Lactate de potassium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",,"['Viande Française', 'en:gluten-free', 'Nourri sans OGM', 'Viande Porcine Française', ""Saveurs de l'Année"", ""Saveurs de l'Année 2016"", ""en:Saveurs de l'Année (France)""]",['France'],['France'],"['FR 22.093.001 CE', ""Lamballe (Côtes-d'Armor, France)""]",,,,,
139,Madeleines type sans gluten - Allergo - 180g,3700211234023,B,Madeleines Sans Gluten Sans Lactose,180 g,"['Carton', 'sachet plastique individuel', 'Plastique']",['Allergo'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']","['Carrefour', 'Magasins U']",['France'],"['Œufs 25 %', 'graisse de palme non hydrogénée', 'sucre', 'farine de riz 11,6 %', 'fécule de pomme de terre', 'dextrose', 'humectant ', 'glycérol', 'sirop de glucose', 'arôme', 'amidon de riz', 'émulsifiant ', 'lécithines de colza', 'épaississant ', 'gomme guar', ' poudres à lever ', 'diphosphates', 'carbonates de sodium', 'phosphates de calcium', 'alcool éthylique', 'sel', 'arôme']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,24 g,en quantité élevée,12 g,en quantité élevée,24 g,en quantité élevée,0.87 g,en quantité modérée,?,,440,-0%,1841 kj(440 kcal),+0%,24,+5%,12,+73%,51,-3%,24,-13%,"4,6",-19%,"0,87",+7%,"0,348",+7%,21,+14%,E,+14%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,"['E422 - Glycérol', 'E322i - Lécithine', 'E412 - Gomme de guar', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E1510 - Éthanol']",['Œufs'],"['Huile de palme durable', 'en:gluten-free', 'RSPO', 'Point Vert', 'Fabriqué en France', 'Sans lactose', 'Sans lait', 'Sans soja', 'en:peanut-free']",,['France'],,,,['Huile de palme'],,
140,Brioche tressée à la main - Sans marque - 600g,3700679601009,C,Brioche Tressée à la Main,600 g,"['Sachet', 'Plastique']",['Sans marque'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées']",,['France'],"['Farine de blé', 'sucre', 'œufs frais', 'eau', 'huile de colza', 'levain ', 'farine de blé', 'de blé malté et de seigle', 'eau', 'levure', 'spiritueux ', 'alcool', 'kirsch', 'arôme naturel', ""émulsifiants: mono - et diglycérides d'acides gras - esters polyglycériques d'acides gras - stéaroyl-2 lactylate de sodium"", 'sel', 'levure', 'arômes naturels ', 'contient alcool', 'épaississant : gomme tara', 'farine de seigle', 'poudre de lactosérum', 'germe de blé', 'colorant : caroténoïdes', 'conservateur: acide sorbique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,9.5 g,en quantité modérée,1.3 g,en faible quantité,11.8 g,en quantité modérée,1.12 g,en quantité modérée,?,,333,-7%,1393 kj(333 kcal),-7%,"9,5",-26%,"1,3",-80%,"53,4",+4%,"11,8",-18%,"7,6",-6%,"1,12",+12%,"0,448",+12%,11,-31%,D,-31%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E475 - Esters polyglycériques d'acides gras"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E417 - Gomme tara', 'E160 - Caroténoïdes', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",['Fabriqué en France'],,['France'],,,,,,
141,Soupe 7 légumes - Marcel bio - 48cl,3700749302171,A,,48 cl,['Bouteille verre'],['Marcel bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupe-artisanale']","['carrefour market', 'Géant']",['France'],"['Légumes > 56,5% : ', 'carotte* 13%', 'potimarron vert* 11%', 'poireau* 10%', 'haricots verts* 9%', 'pomme de terre* 6%', 'épinards* 5%', 'oignons*', 'eau', ""huile d'olive vierge extra*"", 'sel', 'poivre*', "" *Ingrédients issus de l'agriculture biologique""]",[],3,0.6 g,en faible quantité,0.1 g,en faible quantité,1.2 g,en faible quantité,0.41 g,en quantité modérée,?,,35,-15%,146 kj(35 kcal),-15%,"0,6",-65%,"0,1",-82%,"5,4",+18%,"1,2",-38%,"1,1",+18%,"0,41",-37%,"0,164",-37%,1,-30%,B,-30%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,['Bio'],"['Union européenne', 'Non Union Européenne']",['Provence'],['FR-BIO-01'],http://www.marcel-bio.com,,,,
