,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,labels,ingredients_origins,manufacturing,traceability_code,link,producer_info,palm_ingredients,origin_detail,brand_owner
142,Beurre de baratte doux - Ker Argoët - 250g,3701002400023,C,Beurre de baratte pasteurisé doux,250 g,['Aluminium'],"['Ker Argoët', 'Le fromager des Halles']","['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres moulés', 'Beurres pasteurisés', 'Beurres de crème douce']",['Grand Frais'],['France'],"['Crème de lait pasteurisée ', 'origine France', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,82 g,en quantité élevée,53 g,en quantité élevée,0.6 g,en faible quantité,0.03 g,en faible quantité,?,,743,+1%,3109 kj(743 kcal),+1%,82,+1%,53,-6%,"0,6",-12%,"0,6",-2%,"0,7",-1%,"0,03",-97%,"0,012",-97%,19,-17%,E,-17%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,['Lait'],,['France'],"['La Talaudière', '42350']","['FR 29.232.093 CE', 'Quimper (Finistère, France)', 'EMB 29232B', 'Quimper (Finistère, France)']",,,,,
143,Yaourts Marrons Au Lait Montagne - Grand Frais - 500g (4x125g),3701002400146,C,,500 g (4x125g),,"['Grand Frais', 'Le Clos Des Vaches']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la châtaigne']",,['France'],[],[],,3.2 g,en quantité modérée,2 g,en quantité modérée,10 g,en quantité modérée,0.12 g,en faible quantité,?,,102,-15%,427 kj(102 kcal),-15%,"3,2",-29%,2,-32%,14,-11%,10,-25%,"4,1",+8%,"0,12",+18%,"0,048",+18%,2,-51%,B,-51%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,,,,,
144,Yaourts aux Fruits Mixés - Les 4 Pis - 1kg,3701002400443,C,Yaourt au lait entier sucré avec des fruits,1 kg,['Frais'],['Les 4 Pis'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",,['France'],"['lait entier 81%', 'sucre 9,8%', 'fruits ', 'fraise 5% ', ' framboise 5% ', ' mangue 5% ', ' pêche 5% ', ' abricot-nectarine : abricot 2,5%', 'nectarine 2,5% ', ' fruits rouges : cerise 1,5%', 'fraise 1,4%', 'groseille 1,4%', 'cassis 0,7%', 'lactose et protéines de lait', 'amidon modifié de maïs', 'épaississants ', 'gomme guar', 'pectine', 'arômes', 'colorants ', 'carmins', 'extrait de paprika', 'bêta-carotène', 'curcumine', 'jus de carotte noire', 'ferments lactiques']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,3 g,en quantité modérée,1.9 g,en quantité modérée,12.9 g,en quantité élevée,0.14 g,en faible quantité,391,-4%,93,-7%,391 kj(93 kcal),-6%,3,-4%,"1,9",-4%,"13,2",-1%,"12,9",+4%,"3,3",-10%,"0,14",+23%,"0,056",+23%,2,-28%,B,-28%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E440 - Pectines', 'E120 - Acide carminique', 'E160c - Extrait de paprika', 'E160ai - Bêta-carotène', 'E100 - Curcumine']",['Lait'],,,,,,,,,
145,Taboulé oriental aux 2 poivrons bio - Jardin Bio - 400g,3760018882919,B,,400 g,"['Barquette', 'Plastique', 'Frais']","['Jardin Bio', 'Léa Nature']","['Plats préparés', 'Plats à base de semoule', 'Taboulés', 'Taboulés orientaux']",['Carrefour'],['France'],"['Semoule de blé dur réhydratée 51 %', 'poivrons 23 %', 'vinaigrette ', 'huile de tournesol', 'eau', ""vinaigre d'alcool"", ""moutarde [vinaigre d'alcool"", 'graines de moutarde', 'eau', 'sel]', 'sel', 'épaississants : gomme xanthane - gomme guar', 'oignon', 'raisin sec', 'persil', 'jus de citron', 'menthe en huile ', 'menthe', 'huile de tournesol', 'sel', 'jus de citron', 'sel']",[],4,10.2 g,en quantité modérée,1.2 g,en faible quantité,4.7 g,en faible quantité,1.3 g,en quantité modérée,?,,193,+9%,808 kj(193 kcal),+9%,"10,2",+50%,"1,2",+70%,21,-11%,"4,7",+16%,"3,3",-23%,"1,3",+37%,"0,52",+37%,7,+162%,C,+162%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,"['E415 - Gomme xanthane', 'E412 - Gomme de guar']","['Gluten', 'Moutarde']","['Bio', 'Bio européen', '1% pour la planète', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['France'],,,,,,
146,Goji superfruit - Karéléa - 175g,3760020503925,,,175 g,"['Sachet', 'Plastique']","['Karéléa', 'Léa Nature']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Baies de goji séchées']",,['France'],"['Baies de goji', ' Contient des sulfites']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,2.5 g,en faible quantité,0.4 g,en faible quantité,51 g,en quantité élevée,0.96 g,en quantité modérée,?,,333,+1%,1393 kj(333 kcal),+0%,"2,5",-15%,"0,4",-10%,60,+1%,51,+14%,11,-12%,"0,96",+53%,"0,384",+53%,3,+2%,C,+2%,,,,,,,,,['Anhydride sulfureux et sulfites'],"['Bio', 'Sans sucre ajouté']",,,,,,,,
147,Moelleux aux Noisettes - jacquemart,3760026381015,,,,['350g'],['Jacquemart'],"['Biscuits et gâteaux', 'Gâteaux', 'Moelleux aux noisettes']",['Magasins U'],['France'],"[""sucre roux de canne 31% blancs d'oeufs beurre farine de blé noisettes 10% "", 'poudre et éclat de noisettes', ' stabilisant : sortirons', 'oeufs entiers,sel', 'poudre à lever', 'diphosphates et carbonates de sodium', ' maison de blé', 'arômes ', ' contient de l alcool', ' traces possibles d autres fruits à coque de soja et de graines de sésame']",['Non végétalien'],4,23 g,en quantité élevée,12 g,en quantité élevée,36 g,en quantité élevée,0.475 g,en quantité modérée,?,,418,+4%,1749 kj(418 kcal),+4%,23,+18%,12,+57%,47,-5%,36,+29%,"6,3",+16%,"0,475",-22%,"0,19",-22%,24,+34%,E,+34%,,,,,,,,"['E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']",,"['Sans colorants', 'Spécialité fabriquée en Limousin']",,['Limousin'],,,,,,
148,Crème glacée caramel beurre salé - L'Angélys - 750ml / 450g,3760039982087,B,Crème Glacée au caramel au beurre salé,750 ml / 450 g,"['Bac', 'Plastique', 'Surgelé']","[""L'Angélys""]","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au caramel']","['Franprix', 'Magasins U']",['France'],"['Sirop de sucre', 'caramel ', '15', '7 %', ' ', 'Saccharose', 'eau', 'poudre de lait écrémé', 'beurre salé de baratte ', '7 %', 'crème', 'sirop de glucose de maïs', 'émulsifiant ', ""mono— et diglycérides d'acides gras"", 'stabilisants ', 'farine de graines de caroube', 'alginate de sodium', 'gomme de guar', 'carraghénanes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,8.6 g,en quantité modérée,6.2 g,en quantité élevée,17 g,en quantité élevée,0.4 g,en quantité modérée,?,,195,-17%,816 kj(195 kcal),-17%,"8,6",-25%,"6,2",-18%,26,-9%,17,-30%,"3,5",+9%,"0,4",+23%,"0,16",+23%,12,-19%,D,-19%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E401 - Alginate de sodium', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],"['en:gluten-free', 'Point Vert', 'Fabriqué en France', 'Sans colorants', 'Sans arômes ajoutés', 'Sans conservateurs', 'PEFC', 'en:saveurs-de-l-annee-france', 'Entrepreneurs + Engagés', ""Saveurs de l'Année 2017"", 'Triman']",,"['France', 'Charente-Maritime']","['FR 17.164.003 CE', 'Fontcouverte (Charente-Maritime, France)']",http://www.langelys.com/les-glaces/caramel-au-beurre-sale/,,,,
149,Lamelles de kebab poulet dinde family FRANCE KEBAB - 750g,3760051585174,,Préparation rôtie et surgelée à base de viandes épicées,750 g,['Plastique'],['France Kebab'],"['Plats préparés', 'Brochettes']","['Super U', 'Magasins U']",['France'],"['Viande de poulet 36%', 'viande de dinde 33%', 'lait écrémé', ' fécule de pomme de terre', 'sel', 'oignon', 'épices 0,8%', 'dextrose', 'stabilisant: E451', 'ail en poudre', 'maltodextrine', 'exhausteur de goût: E621', ' amidon modifié de pomme de terre', 'extrait de levure', 'arôme', 'extrait de poivre', 'persil']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,9 g,en quantité modérée,3.1 g,en quantité modérée,2.2 g,en faible quantité,1.7 g,en quantité élevée,653,+9%,?,,653 kj(156 kcal),-2%,9,+18%,"3,1",+40%,"5,1",+51%,"2,2",+52%,"13,5",-18%,"1,7",+77%,"0,68",+77%,11,+225%,D,+225%,,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']",['Lait'],"['en:saveurs-de-l-annee-france', ""Saveurs de l'Année 2017""]",['Union européenne'],['Pays-Bas'],['NL 208919 EG'],,,,,
150,Casa azzurra Mozzarella Di Latte Di Buffala les 3 fromages - 3x 100g,3760056265316,D,,3 x 100 g,['Frais'],['Casa Azzurra'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella', 'it:Mozzarella di buffala']",,['France'],[],[],,24 g,en quantité élevée,17 g,en quantité élevée,0.6 g,en faible quantité,0.4 g,en quantité modérée,?,,274,+5%,1146 kj(274 kcal),+6%,24,+16%,17,+21%,"0,6",-42%,"0,6",-20%,14,-17%,"0,4",-41%,"0,16",-41%,9,-12%,C,-12%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['Fabriqué en Italie', 'Sans conservateurs']",,,,,,,,
151,Feta bio - Casa Azzurra,3760056265378,C,,,,['Casa Azzurra'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']",,['France'],"['lait pasteurisé de brebis* ', '70% min', 'lait pasteurisé de chèvre* ', '30% maxi', ' - sel - ferments lactiques ', 'contient lait', ' - coagulant microbien', "" *Ingrédient issu de l'agriculture biologique""]",['Non végétalien'],3,23 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,2.3 g,en quantité élevée,?,,276,-2%,1155 kj(276 kcal),-2%,23,-2%,14,-9%,0,-100%,0,-100%,17,+5%,"2,3",-3%,"0,92",-3%,18,+5%,D,+5%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,['Lait'],"['Bio', 'Bio européen', 'GR-BIO-03']",,['Grèce'],,,,,,
152,Yaourts cazaubon vanille x4 - 4 * 125g,3760074310036,,,4 * 125 g,"['Pot', 'Plastique', 'Réfrigéré']",['Cazaubon'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts vanille']",,['France'],"['Lait demi écrémé', 'sucre', 'extrait naturel de vanille', ' ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,3 g,en quantité modérée,1.5 g,en quantité modérée,12.5 g,en quantité modérée,0.12 g,en faible quantité,?,,93,-4%,389 kj(93 kcal),-4%,3,-15%,"1,5",-33%,"12,6",+6%,"12,5",+13%,"3,3",-14%,"0,12",+11%,"0,048",+11%,2,-26%,B,-26%,,,,,,,,,['Lait'],['Point Vert'],,['France'],"['FR 65.366.001 CE', 'Poueyferré (Hautes-Pyrénées, France)']",,,,,
153,Baies De Goji - Ethnoscience - 400g,3760087360691,,,400 g,['Sachet'],"['Ethnoscience', 'Ecoidées']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Baies de goji séchées']",['Naturalia'],['France'],"['Baies Goji séchées ', 'Lycium Barbarum']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.8 g,en faible quantité,0.5 g,en faible quantité,25.5 g,en quantité élevée,1.09 g,en quantité modérée,?,,243,-26%,1017 kj(243 kcal),-27%,"1,8",-39%,"0,5",+13%,"69,9",+18%,"25,5",-43%,"13,3",+6%,"1,09",+74%,"0,436",+74%,-3,-202%,A,-202%,,,,,,,,,,['Bio'],['Mongolie'],,,,,,,
154,Huile vierge BIO de COLZA - Paysans d ici - 75cl,3760091722232,B,Huile de Tournesol bio équitable,75 cl,"['Bouteille', 'Verre']","['Paysans d ici', ""Paysans d'ici"", 'Ethiquable']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",['Carrefour'],['France'],['Huile de tournesol bio pressé artisanalement à froid'],[],,100 g,en quantité élevée,10.4 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+3%,3766 kj(900 kcal),+3%,100,+3%,"10,4",-2%,0,-100%,0,-100%,0,-100%,< 0,-100%,0,-100%,11,0%,D,0%,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique', 'Origine France', 'Agriculture France', 'Agriculture Paysanne']","['France', 'Gascogne', 'Gers']","['Ferme de Cambos à Lauraët', 'France', 'Gascogne', 'Gers']","['EMB 47310D', 'Tonneins (Lot-et-Garonne, France)']",http://www.ethiquable.coop/fiche-produit-equitable-et-bio/huile-tournesol-gers-paysans-dici,,,,
155,Noix de cajou Sans sel - Ethiquable - 100g,3760091722522,D,,100 g,"['Sachet', 'Plastique']",['Ethiquable'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",['Super-U'],['France'],"[""Noix de cajou grillées à sec et sans sel issues du commerce équitable et de l'agriculture biologique""]",[],,48 g,en quantité élevée,9.5 g,en quantité élevée,5.9 g,en quantité modérée,0.025 g,en faible quantité,2458,-2%,593,-1%,2458 kj(593 kcal),-2%,48,+4%,"9,5",+12%,20,-22%,"5,9",-9%,18,-4%,"0,025",-96%,"0,01",-96%,7,-8%,C,-8%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'GB-ORG-05', 'Max Havelaar', 'Producteurs-paysans']","['Salvador', 'Inde']",['Fleurance'],,http://www.ethiquable.coop/,,,,
156,Sucre blond de canne en poudre - Ethiquable - 750g,3760091726186,B,,750 g,,['Ethiquable'],"['Édulcorants', 'Sucres', 'Sucres de canne', 'Sucres en poudre']",,['France'],"[""Sucre blond de canne en poudre issu du commerce équitable et de l'agriculture biologique""]",[],,0 g,en faible quantité,0 g,en faible quantité,99.5 g,en quantité élevée,0 g,en faible quantité,?,,398,-0%,1665 kj(398 kcal),-1%,0,-100%,0,-100%,"99,5",-0%,"99,5",-0%,0,-100%,0,-100%,0,-100%,14,-2%,D,-2%,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'FR-BIO-10', 'Symbole des Producteurs Paysans']",,"['conditionné en France', 'agriculture Paraguay']",['FR-BIO-10'],,,,,
157,Graines BIO Lin Doré - Paysans d'ici - 250g,3760091726513,C,,250 g,"['Sachet', 'Plastique']","[""Paysans d'ici""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Lins', 'Graines de lin brun', 'Graine de lin doré']",['Monoprix'],['France'],['graines de lin'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,39.5 g,en quantité élevée,4 g,en quantité modérée,0 g,en faible quantité,0.01 g,en faible quantité,?,,499,+2%,2088 kj(499 kcal),+4%,"39,5",+8%,4,+17%,"0,2",-98%,0,-100%,"21,5",+9%,"0,01",-88%,"0,004",-88%,-1,-155%,A,-155%,87.9%,0.0%,4.6%,2.5%,3.1%,1.9%,35,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Fabriqué en France', 'Agriculture-france']",['France'],['France'],,,,,,
158,Nouilles instantanées saveur crevette TOM YUM - WaiWai - 180g,3760092457478,,Nouilles chinoises,180 g,['Sachets plastique'],['WaiWai'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées', 'Nouilles chinoises']",['Auchan'],['France'],"['Nouilles ', '48 g', ' : farine de blé tendre 80%', 'huile de palme', 'huile de sésame', 'arôme de poulet ', 'dont arachides,soja', ',\rAssaisonnement en poudre ', '9 g', ' : sel', 'sucre', 'piment en poudre', 'ail', 'exhausteur de goût : E621', ""correcteur d'acidité : E330"", 'arôme tom yum crevette 1,3%', 'oignon de printemps,\rAssaisonnement huile ', '3 g', ' : huile de palme', 'piment en poudre,']",['Huile de palme'],4,,,,,,,,,2008,+65%,?,,2008 kj(480 kcal),+88%,"22,6",+337%,"10,2",+413%,"59,6",+43%,"6,7",+219%,8,+12%,"7,5",+515%,3,+515%,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Gluten', 'Arachides', 'Graines de sésame', 'Soja']","['Halal', 'en:The Central Islamic Committee of Thailand']",,['Thaïlande'],,,,['Huile de palme'],,
159,Riz basmati indien blanc - Autour du riz - 500g,3760103144700,B,Riz basmati indien blanc,500 g,"['Sachet', 'Atmosphère protectrice']",['Autour du riz'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz blanc', 'Riz Basmati', 'Riz Basmati blancs']",,['France'],"[""100% riz basmati blanc issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.3 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.08 g,en faible quantité,1486,+13%,350,+10%,1486 kj(350 kcal),+10%,"1,3",+36%,"0,3",+49%,76,+12%,0,-100%,"7,9",+4%,"0,08",+111%,"0,032",+111%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10', 'Point Vert']",,,,http://boutique.autourduriz.com/riz-thai-et-basmati/72-riz-basmati-blanc.html,,,,
160,Sirop De Fleurs De Coco - AUTOUR DU RIZ,3760103149477,,,,,['AUTOUR DU RIZ'],"['Édulcorants', 'Additifs alimentaires', 'Succédanés du sucre', 'Édulcorants naturels']",,['France'],"[""SIROP DE FLEURS DE COCO Ingredient Déclaration 100% sirop de fleurs nutritionnelle de coco issu de l'agriculture POur 100 ml biologique""]",[],1,0.3 g,en faible quantité,0 g,en faible quantité,53.6 g,en quantité élevée,2.1 g,en quantité élevée,?,,345,+53%,1443 kj(345 kcal),+55%,"0,3",+161%,0,-100%,"84,7",+12%,"53,6",+115%,"0,8",+459%,"2,1",+3320%,"0,84",+3320%,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique', 'en:PH-BIO-154']",,,,,,,,
161,Petits cakes pépite chocolat noir - France cake tradition - 245g,3760121211316,D,,245g,,['France cake tradition'],"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']",,['France'],"['Oeufs entiers 26%', 'farine de blé semi-complète T80 23%', 'sucre de canne 19%', 'huile de colza désodorisée', 'pépites de chocolat 15% ', 'sucre-de canne', 'pâte de-cacao', 'beurre de-cacao', 'extrait de vanille', ' Cacao : 48% min', 'jaunes d’œufs en poudre réhydratés', 'farine de blé blanche T55', 'sirop de sucre de canne-inverti', 'rhum 1%', 'gomme d acacia', 'caramel aromatique', 'sel marin', 'poudres à lever ', 'tartrates de potassium', 'carbonates de sodium', 'extrait de vanille']",['Non végétalien'],4,24 g,en quantité élevée,5.2 g,en quantité élevée,29 g,en quantité élevée,0.44 g,en quantité modérée,1826,+0%,437,0%,1826 kj(437 kcal),-0%,24,+2%,"5,2",-35%,48,-2%,29,-6%,"7,2",+25%,"0,44",-15%,"0,176",-15%,16,-14%,D,-14%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,"[""E414 - Gomme d'acacia"", 'E336 - Tartrates de potassium', 'E500 - Carbonates de sodium']","['Œufs', 'Gluten']","['Bio', 'Bio européen', 'Commerce équitable', 'Contient du gluten', 'AB Agriculture Biologique', 'Entrepreneurs + Engagés']",,,,,,,,
162,Sucre de coco - Comptoirs & Compagnies - 200g,3760123181242,B,,200 g,"['Carton', 'boîte', 'Plastique']",['Comptoirs & Compagnies'],"['Édulcorants', 'Sucres', 'Sucres de coco']",,['France'],"['100 % sucre de fleur de cocotier*', "" * produit issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,372,-3%,1556 kj(372 kcal),-3%,0,-100%,0,-100%,92,-2%,0,-100%,1,-14%,0,-100%,0,-100%,4,-71%,C,-71%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,"['Bio', 'Ecocert', 'Bio européen', 'FR-BIO-01', 'Sans additifs', 'Sans colorants', 'Sans conservateurs', 'Agriculture non UE', 'AB Agriculture Biologique']",,,,,,,,
163,Barres au chocolat et orange - Dukan - 150g,3760151012464,D,,150g,,['Dukan'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales au chocolat']",,['France'],[],[],,12 g,en quantité modérée,3.8 g,en quantité modérée,0.7 g,en faible quantité,0.29 g,en faible quantité,?,,355,-20%,1485 kj(355 kcal),-21%,12,-38%,"3,8",-62%,53,-10%,"0,7",-98%,14,+96%,"0,29",-22%,"0,116",-22%,3,-83%,C,-83%,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,,,['Avec édulcorants'],,,,,,,,
164,Sauce façon Mayonnaise - Dukan - 300ml,3760151014468,D,Sauce façon mayonnaise avec édulcorant,300 ml,"['Plastique', 'Squeezer']",['Dukan'],"['Epicerie', 'Sauces', 'Mayonnaises']",,['France'],"['Eau', 'vinaigre', 'amidon modifié', ""jaune d'œuf en poudre "", 'plein air', 'moutarde de Dijon ', 'eau', 'graines de moutarde', 'vinaigre', 'sel antioxydant: disulfite de potassium', 'acidifiant: acide citrique', 'huile de tournesol', 'poudre de lait écrémé', 'édulcorant ', '2 %', ' ', 'Eythritol et glycosides de stéviol', 'jus de citron concentré', 'épaississant : gomme de guar et gomme de xanthane', 'conservateur : E202', 'antioxydant : E385']",['Non végétalien'],4,4.6 g,en quantité modérée,0.4 g,en faible quantité,0.1 g,en faible quantité,0.22 g,en faible quantité,?,,72,-88%,301 kj(72 kcal),-88%,"4,6",-93%,"0,4",-94%,"7,9",+194%,"0,1",-93%,"1,7",+38%,"0,22",-83%,"0,088",-83%,-1,-106%,A,-106%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,"['E14XX - Amidons modifiés', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']","['Œufs', 'Moutarde', 'Anhydride sulfureux et sulfites']","['Nutriscore', 'Point Vert', 'Nutriscore A']",,,,,,,,
