,name,bar_code,brand,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,manufacturing,markets,traceability_code,palm_ingredients,generic_name,ingredients_origins,link,brand_owner
1769,Ayçekirdeği - Hanlı,8690123213047,['Hanlı'],,['France'],"['Roasted Sunflower Seeds in Shell', 'salt', ' Allergen Information: May contain traces of pistachios', 'hazelnuts', 'peanuts', 'almonds', 'cashews', 'walnuts', 'sesame and Wheat gluten', ' F- Graines de tournesol grillées et salées', ' Ingrédients: Graines de tournesol grillées', 'sel', ' Allergies: Peut contenir des traces de pistaches', 'noisettes', 'arachides', 'amandes', 'noix de cajou', 'noix', 'sésame et gluten Ce blé', ' NL- Gezouten Geroosterde Zonnebloempitten', ' Ingrediënten: Geroosterde Zonnebloempitten', 'zout', ' Allergenen Informatie: Kan sporen van pistachenoten', 'hazelnoten', ""pinda's"", 'amandelen', 'cashewnoten', 'walnoten', 'sesam en tarwe gluten bevatten', ' S-Satüd Rostade Solrcfrôn', ' Ingredienser: Rostade Solrosfrôn', 'salt', ' Alergen Information: Kan innehàlla spàr av Pistagenôtter', 'hasselnôtter', 'jordnôtter', 'mandel', 'cashewnòtter', 'Valnôtter', 'sesam vetegluten', ' flystede Saltede Solsikkefro', ' Ingredienser: Ristede SolsikkefrLj Allergen Informasjon: Kan inneholde spor av pistasjengtter', 'hasseingtter peangtter', 'mandler', 'Cashewngttcr', 'valngtter', 'sesamtrg og hvetegluten', ' DK- Ristede og saltede solsikkekerner', ' Ingredienser: Ristede solsikkekerner', 'salt', ' Allergener: Kan indeholde spor af ngdder', 'sesam og hvedegluten', ' >KapeHHbje ceMeqKn C COJ1biO', ' CocraB?', ' CeraeqKh', 'com']",,,[],,?,640,2678 kj(640 kcal),50,3,24,1,19,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Graines de tournesol grillées sans sel,8690123213054,,,['France'],[],,,[],,?,644,2694 kj(644 kcal),50,3,24,1,19,0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",50 g,en quantité élevée,3 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,,+13%,+13%,+9%,-39%,+80%,-59%,-14%,-100%,-100%,5,-62%,C,-62%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,
1771,pinar,8690123213061,,,['France'],[],,,[],,?,640,2678 kj(640 kcal),50,3,24,1,19,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Graine de tournesol,8690123215027,,,['France'],[],,,[],,?,650,2720 kj(650 kcal),50,0,0,0,24,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",50 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,,,+14%,+14%,+9%,-100%,-100%,-100%,+9%,,,,,,,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,
1773,NOISETTES DÉCORTIQUÉES GRILLÉES,8690123412549,,,['France'],[],,,[],,?,679,2841 kj(679 kcal),"61,5","5,5","11,4","6,7","16,6","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Pois chiches blanc grillees - Pinar,8690123512508,['Pinar'],,['France'],"['vos 50', ' Allergies: gluten de blé']",,,[],4,?,356,1490 kj(356 kcal),5,1,50,7,20,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Pois chiches soufflés,8690123522514,,,['France'],[],,,[],,?,378,1582 kj(378 kcal),3,0,78,35,10,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Pinar Geröstete Und Gesalzene Pistazien 250 g,8690123602513,,,['France'],[],,,[],,?,568,2377 kj(568 kcal),"42,2","6,1","21,6","5,3","20,1","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Lokum - Tadam,8690123813544,['Tadam'],,['France'],"['Carottes', 'sucre', 'noisettes', '8%', 'noix de coco', 'acidifiant: E330', 'Arôme', ' Allergies: Peut contenir des traces de pistaches', 'cacahuètes', 'amandes', 'noix de cajou', 'sésame et gluten de blé NL']",['E330 - Acide citrique'],['Fruits à coque'],[],4,?,373,1561 kj(373 kcal),3,0,87,78,2,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Cosbybon,8690146065906,,,['France'],[],,,[],,?,469,1962 kj(469 kcal),"23,56","19,74","54,88","54,88","3,69","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Lacets,8690146069096,,,['France'],[],,,[],,?,371,1552 kj(371 kcal),"3,4",2,82,52,"3,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Candy sticks,8690146082569,,,['France'],[],,,[],,?,381,1594 kj(381 kcal),"1,4","1,1",90,62,"2,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Fraise,8690146084402,,,['France'],[],,,[],,?,374,1565 kj(374 kcal),"0,7","0,5",89,64,3,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Candy Sticks Fizzy,8690146084426,,,['France'],[],,,[],,?,374,1565 kj(374 kcal),"0,7","0,5",89,64,3,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Candy sticks,8690146090137,,,['France'],[],,,[],,?,374,1565 kj(374 kcal),"0,7","0,5",84,64,3,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Rainbow Twist - Bebeto,8690146091882,['Bebeto'],['Halal'],['France'],['Glucosa-fructosa de allura/ tartrazina/ azul brillante'],,,[],,?,327,1368 kj(327 kcal),0,0,"77,3","68,1","4,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Candy Sticks,8690146101444,,,['France'],[],,,[],,?,373,1561 kj(373 kcal),3,"1,8",84,60,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Sauer mix,8690146112440,,['Halal'],['France'],[],,,[],,?,377,1577 kj(377 kcal),0,0,91,46,"3,2","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Sour blast,8690146115311,,['Halal'],['France'],[],,,[],,?,373,1561 kj(373 kcal),3,"1,8",84,60,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Sour blast,8690146115328,,,['France'],[],,,[],,?,373,1561 kj(373 kcal),3,"1,8",84,60,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,sour blast,8690146115342,,,['France'],[],,,[],,?,373,1561 kj(373 kcal),3,"1,8",84,60,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Stick bebeto,8690146115397,,,['France'],[],,,[],,?,374,1565 kj(374 kcal),"0,7","0,5",89,64,3,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Corn mallow,8690146120025,,,['France'],[],,,[],,?,327,1368 kj(327 kcal),0,0,"77,3","68,15","4,5","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Ice cream,8690146123637,,,['France'],"['E150,E171,E163']","['E150 - Caramel', 'E171 - Oxyde de titane', 'E163 - Anthocyanes']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,338,1414 kj(338 kcal),0,0,80,46,"4,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Bebeto Sour Strawberry Sticks,8690146680215,,,['France'],[],,,[],,?,373,1561 kj(373 kcal),3,"1,8",84,60,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Fingo,8690351067009,['Fingo'],,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Fingo,8690351067108,,,['France'],[],,,[],,?,506,2117 kj(506 kcal),"25,2",2,1,1,"3,65",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Fingo,8690351167037,['Fingo'],,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Triangle wafers,8690351167198,,,['France'],[],,,[],,?,558,2335 kj(558 kcal),31,"7,8","66,2",37,"3,65","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Mousse Milky,8690351170273,,,['France'],[],,,[],,?,437,1828 kj(437 kcal),"21,5",10,56,26,"5,3","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Ikram - Ülker,8690504010227,['Ülker'],,['France'],"['Biscuites sandwich a la treme noisette', 'Ingrédients', 'Biscuits 70% [farine de blé', 'huile de palme', 'sucre', 'sirop de glucose', 'poudre de lactosérum ', 'produit laitier', 'sel', 'poudre à lever ', 'carbonates de sodium', ""carbonates d'ammonium"", 'diphosphate disodique', 'arôme', 'conservateur ', 'métabisulfite de sodium', ']', 'crème à la noisette 30% [sucre', 'huile de palme', 'puree de noisette ', '15%', 'amidon de maïs', 'lait en poudre', 'poudre de lactosérum ', 'produit laitier', 'arôme', 'poudre de cacao', 'sel', 'émulsifiant ', 'lécithine de soja', 'acidre at ', 'acide citrique', ']', 'Peut contenir des traces de Œuf', ' Ne contient pas de la graisse de porc ou de ses dérivés,']","['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E450i - Pyrophosphate de sodium acide', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E330 - Acide citrique']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,?,504,2109 kj(504 kcal),"25,1","11,6","63,2","24,1","6,2","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,,,
1800,Shek,8690504016663,,,['France'],[],,,[],,?,376,1573 kj(376 kcal),"9,6","2,7",33,30,35,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Kraker,8690504057413,,,['France'],[],,,[],,?,453,1895 kj(453 kcal),19,3,58,0,11,"2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Ulker Alpella Cake With Orange Sauce - 50 GR - Ulket,8690504059868,['Ulket'],,['France'],[],,,[],,?,461,1929 kj(461 kcal),"24,6","5,4","64,2","22,8","3,5","0,077","0,031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Dankek - Ükler,8690504064886,['Ükler'],,['France'],"['Sucre', 'farine de blé', 'huile de palme', 'raisin ', '11,3%', 'sirop de glucose', 'amidon de blé', 'fruits 5,4% ', 'orange', 'coing', 'citron', 'figue', 'œuf', 'amidon de mais', 'émulsifiant ', 'E471 ', 'végétale', 'esters de polyglycerol des acides gras végétales ', 'légumes', 'sel', 'lait en poudre écrémé', 'poudre à lever ', 'diphosphate carbonate de sodium', 'conservateur ', 'sorbate de potassium', 'gomme de guar', 'épaississants ', 'gomme de xanthan', 'émulsifiant ', 'lécithine de soja', 'arôme', 'colorants ', 'caroténoides', ' Peut contenir des traces de noisettes', ' Ne contient pas de la graisse de porc ou de ses dérivés']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E322i - Lécithine', 'E160 - Caroténoïdes']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja', 'Amidon de blé', 'Lait en poudre écrémé']","['Huile de palme', 'Non végétalien']",4,?,405,1695 kj(405 kcal),0,0,33,0,"3,9","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,,,
1804,Roulo pasta,8690504066927,,,['France'],[],,,[],,?,304,1272 kj(304 kcal),7,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Saklıköy,8690504083139,,,['France'],[],,,[],,?,471,1971 kj(471 kcal),"18,9","8,8","64,8","19,7","7,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Sakliköy - Ülker,8690504083146,['Ülker'],,['France'],"['Farine de blé', 'farine de ilé entier ', '23%', 'sucre', 'huile de palme', 'sirop de glucose', 'extrait de malt ', 'orge', 'œuf', 'lait en poudre', 'poudre à lever ', ""carbonates d'ammonium"", 'carbonates de sodium', 'diphosphate disodique', 'émulsifiant ', 'lécithine de soja', 'stéaroyl-2-lactylate', 'sel', 'arôme', ' Peut contenir des traces de noisettes et listache', ' Ne contient pas de la graisse de porc ou de ses dérivés']","[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E450i - Pyrophosphate de sodium acide', 'E322i - Lécithine']","['Œufs', 'Gluten', 'Soja']","['Huile de palme', 'Non végétalien']",4,?,461,1929 kj(461 kcal),"17,4","8,5","66,3","18,5","7,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,,,
1807,Café Crown saveur Noisette - Ulker,8690504098966,['Ulker'],,['France'],"['Sucre 50,5 %', 'crème à café 39 %,', 'sirop de glucose huile de coco hydrogénée', 'stabilisant ', 'phosphate de sodium', 'protéines de lait', 'émulsifiant ', 'E471 ', 'végétale', 'antiagglomérant ', 'dioxyde de silicium', 'café instantané 0', '5 %', 'arôme']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E551 - Dioxyde de silicium']",['Lait'],['Non végétalien'],4,?,415,1736 kj(415 kcal),14,"13,6","71,5",52,"0,8",0,0,,"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Boissons instantanées', 'Boissons au café', 'Boissons lactées au café', 'Boissons avec sucre ajouté']",14 g,en quantité élevée,13.6 g,en quantité élevée,52 g,en quantité élevée,0 g,en faible quantité,,+114%,+125%,+136%,+206%,+155%,+146%,-86%,-100%,-100%,,,,,,,,,,,,,"['Sachet', 'Plastique']",,,,,"Préparation pour boisson chaude avec café instantané suce,crémier et saveur de noisette.",,,
1808,Alpella Hazelnut Cocoa Cream 15.87 Oz. (Pack Of 6),8690504126003,,,['France'],[],,,[],,?,527,2205 kj(527 kcal),"29,9","27,6","62,5","59,7",2,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Coco pops,8690504271284,,,['France'],[],,,[],,?,392,1640 kj(392 kcal),"3,3","1,6",34,29,6,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Camlica Lemon Flavoured Fizzy Drink - 250ml,8690504518761,['Çamlica'],,['France'],"['eau', 'sucre', 'concentré de jus de citron', 'dioxyde de carbone', 'acidulants ', 'E330', 'E331', 'conservateur ', 'E202', 'antioxydants ', 'E300', 'stabilisant ', 'gomme arabique', 'colorant ', 'E160a', 'arôme']","['E290 - Dioxyde de carbone', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', ""E414 - Gomme d'acacia"", 'E160a - Carotènes mélangés']",,"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,?,212,887 kj(212 kcal),"12,5","12,5",50,"12,5",0,0,0,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Sodas', 'Sodas aux fruits', 'Sodas au citron', 'Boissons avec sucre ajouté']",12.5 g,en quantité élevée,12.5 g,en quantité élevée,12.5 g,en quantité élevée,0 g,en faible quantité,,+864%,+745%,+14169%,+80545%,+736%,+113%,-100%,-100%,-100%,29,+246%,E,+246%,,,,,,,,250 ml,"['Verre', 'Bouteille']",['Turquie'],,,,,,,
1811,Velouté de volaille,8690504641643,,,['France'],[],,,[],,?,22,92 kj(22 kcal),"0,5","0,2","3,8","0,5","0,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Ulker Mushroom Soup 65 G,8690504641674,,,['France'],[],,,[],,?,86,360 kj(86 kcal),"0,5","0,09","4,2","0,8","0,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Ulker Bizim Ince Uzun Makarna / Sedano Pasta - 500 GR,8690504643395,['Ulker'],,['France'],"['DIIROtSQiNnnlCH Wi100 G OS DE POP MAKAPOH H nMOY ZY HATA CTO""HOCT CPEAHA XPAHHTEAHA XPAH RAMOct ïER \'OOGR PASTE TE PA GATIJAR', ' VALOAREA IN 100 ROAHE CRUDE triton', ' Per •onm', ' Voedin Swarden/ jn100g Enerji1Energie/B energeüque / Ene ebkavïedn 15091355 ost ', 'Jk']",,,[],,?,355,1485 kj(355 kcal),1,"0,01",76,"0,01","10,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Ülker Nudel Diverse,8690504643517,['Ülker'],,['France'],[],,,[],,?,200,837 kj(200 kcal),0,0,42,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Ulker Bizim Mutfak Farfalle Pasta 500G,8690504643524,['Ulker'],,['France'],"['BUGDAY IRMIGI', ' GLUTEN ICERiR', ' PUŒANDAWAY FROMSU LIGHT', ' ALLERGENft SONNENLICHT SCHUTZEN', ' AN EINEM TROCKENEN DE BLÉ DE UN ENDROIT LOIN DE IA DE ET O DIJRUM GRIESMECEI', ' IN KOELE', 'DROGE EN ZONNESTRAIEN', ' BEVAT GLUTEN DE TRIGO GL', 'JTEN DE CONSERVAR LONGE DOS RAIOS VOCÉ SOIN E EM LUGARESSE', 'OS E INODORQÈ O COCTAB', ' KPYflA', "" COAEPXMT nr02HOCTVlVlHOMEPCEPHy/A3AHHHAYflAKOBŒXPHTb' B 3AnMOB"", ' TORKIBI DIJRlJt/ BOGDA MANNA YARMASI', 'TêRKÌBÌNDê QLIJTEN VAR GÜN QURu', 'OOXUSUZ BIR SORAITDO SAXLAYIN', "" SON PAKET'""]",,['Gluten'],[],,?,355,1485 kj(355 kcal),1,0,42,2,"10,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Bizim Mutfak,8690504643715,,,['France'],[],,,[],,?,355,1485 kj(355 kcal),0,0,76,0,"10,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Ulker Chicken Bouillon 12 Tablets,8690504644880,,,['France'],[],,,[],,?,163,682 kj(163 kcal),"5,6","4,3","27,6","20,3","0,4","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Makarnali Sebze Çorbasi Zengin Lezzetler,8690504647461,,,['France'],[],,,[],,?,29,121 kj(29 kcal),"0,5","0,2","5,2","0,85","0,8","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Nohutlu ve misirli yayla çorbasi,8690504649847,,,['France'],[],,,[],,?,39,163 kj(39 kcal),"0,2","0,08","7,8","0,9","1,1","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Rulokat,8690504921950,,,['France'],[],,,[],,?,502,2100 kj(502 kcal),"24,1","10,4","65,2","29,6","5,2","0,191","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,8690504931133,8690504931133,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Patrician salatasi - Tukas,8690508006516,['Tukas'],,['France'],"[""aubergine grillée poivrons rouge grillées eau sel régulateur d'acidité acide citrique antioxidant acide ascorbic""]",,,[],,?,221,925 kj(221 kcal),5,0,6,3,1,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Okraschoten Mit Tomaten,8690508202444,,,['France'],[],,,[],,?,44,184 kj(44 kcal),"0,2",0,"7,5",2,"1,8",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Pâte de poivron rouge,8690508600158,,,['France'],[],,,[],,?,72,301 kj(72 kcal),"0,5","0,1",16,6,2,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,BBQ SOS,8690508600516,,,['France'],[],,,[],,?,139,582 kj(139 kcal),"0,2",0,32,22,"2,4","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Pâtes langues d'oiseau  piyale - 500g,8690516005280,['Piyale'],,['France'],"['Semoule de blé dur', 'semoule de blé souple']",,,[],,?,355,1485 kj(355 kcal),1,0,76,0,"10,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,['Sachet'],,,,,,,,
1827,Mercimek çorbasi,8690516500037,,,['France'],[],,,[],,?,97,406 kj(97 kcal),"0,1","0,01","1,1","0,3","4,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Mayonnaise,8690518523300,,,['France'],[],,,[],,?,100,418 kj(100 kcal),15,0,"4,1",2,"1,2","1,6","0,64",D,"['Epicerie', 'Sauces', 'Mayonnaises']",15 g,en quantité modérée,0 g,en faible quantité,2 g,en faible quantité,1.6 g,en quantité élevée,,-84%,-84%,-77%,-100%,+52%,+37%,-2%,+20%,+20%,8,-55%,C,-55%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,
1829,8690526003122,8690526003122,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Gong original - Eti,8690526004679,['Eti'],['Contient du gluten'],['France'],"['corn 47%', 'Rice 43%', 'Wheat', 'salt', 'oat', 'vegetable Oil ', 'palm', ' Emulsifier ', 'Sunflower lecithin', ' Contains Gluten', ' May contain trace amounts of Mustard and Milk Product']",,"['Gluten', 'Avoine']",[],,?,459,1920 kj(459 kcal),"16,2","7,4","71,3",0,"5,8","1,675","0,67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Benimo,8690526043296,,,['France'],[],,,[],,?,476,1992 kj(476 kcal),"13,5","0,08","63,8","38,4","5,2","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Eti Adicto Intense- Chocolate Coevered Cake,8690526096827,,,['France'],[],,,[],,?,475,1987 kj(475 kcal),"25,8","14,6","53,5","35,6",5,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Crax,8690533714141,,,['France'],[],,,[],,?,470,1966 kj(470 kcal),"18,2","8,8","63,5","8,2",9,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Abricots secs -,8690535081272,,,['France'],[],,,[],,?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,,,,,,,,,,,,,,,,,,,,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,,
1835,Banana pudding,8690547100015,,['Halal'],['France'],[],,,[],,?,129,540 kj(129 kcal),"3,28",0,"22,13","22,13","2,71","0,001",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Jus D'orange 25CL X 12 Dimes Arev,8690558013151,,,['France'],[],,,[],,?,190,795 kj(190 kcal),"0,05",0,"10,8","9,4","0,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Dimes Kirsebær 100 % Juice,8690558020005,,,['France'],[],,,[],,?,53,222 kj(53 kcal),"0,2",0,15,"14,6","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,red nectar fruits - dimes - 1litre,8690558020241,['Dimes'],,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1litre,,,,,,,,,
1839,Niks xxl - Biscuit,8690562011402,['Biscuit'],,['France'],"['Karatnelall òisküvi isindekiier: ', 'Soya Lesitini E322', 'Gida Sanayi Tuzu', 'Aroma Seker: Aiti Suyu Tozu/Süt Ürünii lçerir', 'Bitkisel BuàdàY Unu ', 'Glutehlçûir', 'Beyaz Seker', 'Sanayi Tuzu', 'Tereyaj frit', ' ', 'GbŒni Vanille ü', ' ?auète Oe DeGiucose', 'Sirop DeSuce ,']",,,[],,?,471,1971 kj(471 kcal),"18,2",0,"72,2",0,"3,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Fromage en Saumure,8690565005095,,,['France'],[],,,[],,?,310,1297 kj(310 kcal),"28,1","19,6","1,3","1,3",13,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Fromage en Saumure,8690565015247,,['Fabriqué en Allemagne'],['France'],[],,,[],,?,305,1276 kj(305 kcal),"27,5",18,"0,1","0,1","14,3",3,"1,2",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages saumurés']",27.5 g,en quantité élevée,18 g,en quantité élevée,0.1 g,en faible quantité,3 g,en quantité élevée,,-7%,-7%,+3%,+1%,-92%,-87%,-30%,+131%,+131%,18,+31%,D,+31%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
