,name,bar_code,eco_score,packaging,brand,categories,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,manufacturing,traceability_code,markets,allergens,ingredients_origins,labels,link,palm_ingredients,brand_owner
276,Truite fumee de france,3389400341157,E,,,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",['France'],[],,[],,7 g,en quantité modérée,1.6 g,en quantité modérée,0 g,en faible quantité,2.7 g,en quantité élevée,?,,156,-5%,653 kj(156 kcal),-5%,7,-11%,"1,6",-1%,0,-100%,0,-100%,"23,1",+2%,"2,7",-2%,"1,08",-2%,12,+2%,D,+2%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,,,
277,Saumon fumé de France - Grand Large,3389400341485,E,,['Grand Large'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['France'],"['SAUMON fumé à la corde au bois de hêtre 97%', 'sel 3% ', ""sel de l'île de Ré 55%"", 'sel fin sec 45%']",,[],3,9.1 g,en quantité modérée,2.5 g,en quantité modérée,0.5 g,en faible quantité,3.6 g,en quantité élevée,?,,169,-9%,707 kj(169 kcal),-9%,"9,1",-13%,"2,5",+21%,"0,5",+1%,"0,5",+50%,"21,8",-1%,"3,6",+28%,"1,44",+28%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,['Poisson'],,,,,
278,Chutes de saumon fumée de l'atlantique,3389400341584,,,,,['France'],[],,[],,,,,,,,,,?,,210,,879 kj(210 kcal),,13,,3,,0,,0,,23,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,
279,Saumon atlantique fumé,3389400341935,E,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons Atlantique fumés']",['France'],[],,[],,13 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,2.5 g,en quantité élevée,?,,210,+11%,879 kj(210 kcal),+11%,13,+20%,3,+40%,0,-100%,0,-100%,23,+4%,"2,5",-11%,1,-11%,14,+4%,D,+4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,
280,Saumon fumé d Écosse -,3389400341959,E,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""en:Saumons fumés d'Ecosse""]",['France'],[],,[],,14 g,en quantité modérée,6.5 g,en quantité élevée,0 g,en faible quantité,2.3 g,en quantité élevée,?,,210,+10%,879 kj(210 kcal),+10%,14,+26%,"6,5",+161%,8,+1643%,0,-100%,21,-4%,"2,3",-5%,"0,92",-5%,18,+48%,D,+48%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,['Ecosse'],,,,
281,Rillettes de volaille - La Ferme du Mesnil - 190g,3389560001007,,"['Pot', 'Verre', 'Couvercle', 'Métal']",['La Ferme du Mesnil'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles']",['France'],"['Viande de volaille du Mesnil ', '59%', ' avec son bouillon ', 'eau', 'poireaux', 'carottes', 'thym', 'laurier', 'graisse de canard ', '27%', 'sel', 'poivre']",,"['Non végétalien', 'Non végétarien']",3,29 g,en quantité élevée,8.8 g,en quantité élevée,0 g,en faible quantité,1.1 g,en quantité modérée,?,,333,+10%,1393 kj(333 kcal),+11%,29,+12%,"8,8",-6%,"0,5",-72%,0,-100%,18,+26%,"1,1",-29%,"0,44",-29%,16,-10%,D,-10%,,,,,,,,,190 g,['Normandie'],"['FR 14.370.031 CE', 'Molay-Littry (Calvados, France)']",['Super U'],['Œufs'],,['Fabriqué en Gourmandie'],,,
282,Fruits de pays,3389681000569,,,,,['France'],[],,[],,,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,96,,93,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Bonbons des Vosges arome bourgeons de sapin LA CONFISERIE BRESSAUDE,3389681001030,,,['La Confiserie Bressaude'],,['France'],"['Sirop dc glucose', 'mtjme naturel sapin', ' Arôme naturel eucalyptus ', 'huile essentielle', ' Menthols']",,[],4,,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,98,,77,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
284,Confiture,3389681003027,,,,,['France'],[],,[],,,,,,,,,,?,,243,,1017 kj(243 kcal),,"0,2",,0,,59,,56,,"0,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
285,Confiture maison mirabelle - La Confiserie Bressaude,3389681003034,,,['La Confiserie Bressaude'],,['France'],"['Sucre', 'pectine', 'fruits', ' Préparé avec 50 g de fruits 1 100 g', ' Teneur totaie en sucres : 57 g/ g', ' Energia IC30 Kj ']",['E440 - Pectines'],[],4,,,,,,,,,?,,246,,1029 kj(246 kcal),,"0,15",,0,,60,,57,,"0,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
286,Delices des sommets a la cerise,3389681003935,,,,,['France'],[],,[],,,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,98,,77,,0,,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,
287,Bombons Sapin - La Confiserie Bressaude,3389681004079,,,['La Confiserie Bressaude'],"['Snacks', 'Snacks sucrés', 'Confiseries']",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,77 g,en quantité élevée,0 g,en faible quantité,?,,400,-5%,1674 kj(400 kcal),-5%,0,-100%,0,-100%,98,+47%,77,+55%,0,-100%,0,-100%,0,-100%,14,-23%,D,-23%,,,,,,,,,,,,,,,,,,
288,Bonbons des Vosges arôme eucalyptus - La Confiserie Bressaude - 350g,3389681004161,C,"['Plastique', 'Pot']",['La Confiserie Bressaude'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['France'],"['Sucre', 'sirop de glucose', 'arôme eucalyptus', 'menthol', 'colorant E141ii']",['E141ii - Sels de sodium et de potassium de complexes cupriques de chlorophyllines'],[],4,0 g,en faible quantité,0 g,en faible quantité,77 g,en quantité élevée,,,?,,400,+12%,1674 kj(400 kcal),+12%,0,-100%,0,-100%,98,+18%,77,+33%,0,-100%,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,Bonbons arôme eucalyptus,350 g,,"['EMB 88075', 'Bresse (Vosges, France)']",['Carrefour contact'],,"['France', '88250-La Bresse']",['Fabrication artisanale'],,,
289,Bonbons des Vosges - La Confiserie Bressaude,3389681004253,E,,['La Confiserie Bressaude'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,77 g,en quantité élevée,,,?,,400,+12%,1674 kj(400 kcal),+12%,0,-100%,0,-100%,98,+18%,77,+33%,0,-100%,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
290,Fraîcheur des Vosges,3389681004437,,,,,['France'],[],,[],,,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,98,,77,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Fruit des bois,3389681004451,,,,,['France'],[],,[],,,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,98,,77,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
292,Carré Pectoral - La Confiserie Bressaude,3389681004567,,,['La Confiserie Bressaude'],,['France'],[],,[],,,,,,,,,,?,,390,,1632 kj(390 kcal),,0,,0,,85,,77,,11,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
293,Chouchous - La Confiserie Bressaude,3389682001244,,,['La Confiserie Bressaude'],,['France'],[],,[],,,,,,,,,,?,,498,,2084 kj(498 kcal),,27,,4,,56,,49,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Cocktail de fruits,3389682002357,,,,,['France'],[],,[],,,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,98,,77,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
295,Brisure Infusion - La Confiserie Bressaude,3389683001069,,,['La Confiserie Bressaude'],,['France'],[],,[],,,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,98,,77,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
296,Olives de Provence,3389750002739,,,,,['France'],[],,[],,,,,,,,,,?,,558,,2335 kj(558 kcal),,38,,16,,37,,35,,12,,"0,052",,"0,021",,,,,,,,,,,,,,,,,,,,,,,
297,Pate De Fruits Mignonettes 200GRS,3389750010109,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",['France'],[],,[],,0.5 g,en faible quantité,0.5 g,en faible quantité,73 g,en quantité élevée,0.16 g,en faible quantité,?,,313,-1%,1310 kj(313 kcal),-1%,"0,5",+47%,"0,5",+317%,77,+1%,73,+10%,"0,5",-23%,"0,16",+33%,"0,064",+33%,8,-3%,C,-3%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,
298,Dix fruits - Au Cœur Des Vergers De Provence,3389750022522,,,['Au Cœur Des Vergers De Provence'],,['France'],"['tr,llsc 2,500 passion franlboisc', '2,500', ""L'iiollc 0"", '1009', 'sucrc de gltlC0<c de blé', ' gélifianl pect Inc', ' arôlilcs tillils :tctdc Citl naturcl de vanille ', "" pariilllts dans l'ctlll""]",,[],,,,,,,,,,?,,1304,,5456 kj(1304 kcal),,"0,5",,"0,5",,76,,73,,"0,5",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,
299,3389790002515,3389790002515,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,3389790002515,3389790002515,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,3389790003901,3389790003901,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,3389790004090,3389790004090,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,3389790004113,3389790004113,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,3389790004250,3389790004250,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Mini galettes de lentilles,3390000910421,,,,,['France'],[],,[],,,,,,,,,,?,,395,,1653 kj(395 kcal),,12,,"1,5",,57,,"5,4",,"12,9",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en France']",,,
306,Le Coulommiers -  - 400g,3390010002710,D,['Frais'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Fromages au lait cru', 'Coulommiers']",['France'],"['lait  cru de vache de la Brie', 'sel', 'ferments lactiques', 'présure animale', 'colorant : rocou']",['E160b - Rocou'],"['Non végétalien', 'Non végétarien']",4,21 g,en quantité élevée,14 g,en quantité élevée,0.4 g,en faible quantité,2.1 g,en quantité élevée,?,,277,-0%,1159 kj(277 kcal),-0%,21,-6%,14,-10%,"0,8",+57%,"0,4",+54%,21,+11%,"2,1",+41%,"0,84",+41%,17,+21%,D,+21%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,400 g,,,,['Lait'],,,,,
307,Sosso maïs - Royal Bourbon - 500g,3390091106116,,['Sachet'],['Royal Bourbon'],,['France'],['Semoule de mais dur précuite de qualité supérieure'],,[],,,,,,,,,,?,,63.1,,264 kj(63 kcal),,"2,8",,"0,29",,"8,32",,"0,31",,"0,91",,"0,01",,"0,004",,,,,,,,,,,,,,500 g,,,['Jumbo Score'],,,,,,
308,Raz el Hanout - Gretel,3390122204200,,,['Gretel'],"['Epicerie', 'Condiments', ""Mélanges d'herbes et d'épices"", 'Ras el hanout']",['France'],"[""Flocons de complète'"", 'blé complet*', 'Sucre de canne non raffiné* ', ""pommes' 10%"", ""huile de tournesol'"", ""raisins' 5% "", ""raisins'"", ""huile de tournesol'"", ""farine de blé'"", ""soufflettes de céréales' "", ""riz'"", ""blé'"", ""avoine'"", ""orge'"", ""sirop de malt d'orge déshydraté'"", ""miel'"", 'cannelle 0,770 ? Ingrédients Issus de CAgriculture Biologique', "" 'Sans huile de palme France"", 'conditionné en France', ' un atelier qui utilise des fruits à coques', 'du soja', 'des graines de sésame', 'des produits et de ?arachde']",,['Non végétalien'],3,9.5 g,en quantité modérée,1.2 g,en faible quantité,28 g,en quantité élevée,0.01 g,en faible quantité,?,,402,+173%,1682 kj(402 kcal),+173%,"9,5",+63%,"1,2",+18%,"67,5",+314%,28,+442%,"7,7",+35%,"0,01",-100%,"0,004",-100%,7,+9%,C,+9%,,,,,,,,,,,,,"['Gluten', 'Avoine']",,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Conditionné en France']",,,
309,Curcuma - La  Conquête Des Saveurs,3390122206310,B,,['La  Conquête Des Saveurs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Curcuma']",['France'],"['CURCUMA Ingrédlents: - Orlglne: Inde', 'Chine']",,[],,1 g,en faible quantité,1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,?,,1,-98%,4 kj(1 kcal),-99%,1,-43%,1,+146%,"0,1",-99%,"0,1",-87%,"0,1",-97%,"0,1",+59%,"0,04",+59%,,,,,68.8%,0.0%,19.6%,5.2%,6.4%,0.0%,82,,,,,,,,,,,
310,Gingembre confit - La Conquête des Saveurs,3390122206327,,,['La Conquête des Saveurs'],,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Epices de couscous - La Conquête des Saveurs,3390122206341,,,['La Conquête des Saveurs'],,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Airelles cuisinées,3390123001006,,,,,['France'],[],,[],,,,,,,,,,?,,209,,874 kj(209 kcal),,"0,1",,0,,"52,17",,"45,97",,"0,18",,"0,57",,"0,228",,,,,,,,,,,,,,,,,,,,,,,
313,Confit de Figue - La Conquête des Saveurs - 220g,3390123001105,,"['Plastique', 'Pot']",['La Conquête des Saveurs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Fruits et produits dérivés', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Chutneys de fruit', 'Confits de figues']",['France'],"['Figues réhydratées ', '53 %', 'sucre', ""vinaigre d'alcool"", 'amidon modifié', 'sel', 'antioxydant : E325', 'acidifiant : E270', 'conservateurs : E202', 'E211']","['E14XX - Amidons modifiés', 'E325 - Lactate de sodium', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.54 g,en faible quantité,0.07 g,en faible quantité,30.5 g,en quantité élevée,0.4 g,en quantité modérée,?,,203,+6%,849 kj(203 kcal),+5%,"0,54",-2%,"0,07",-52%,31,-29%,"30,5",-26%,"1,11",+28%,"0,4",-7%,"0,16",-7%,4,-50%,C,-50%,,,,,,,,Confit de Figue,220 g,,,['Carrefour City'],,,,,,
314,Confit d'oignons framboisé - La Conquête Des Saveurs,3390123001303,,,['La Conquête Des Saveurs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",['France'],[],,[],,0.15 g,en faible quantité,0 g,en faible quantité,45.7 g,en quantité élevée,0.29 g,en faible quantité,?,,197,+17%,824 kj(197 kcal),+17%,"0,15",-91%,0,-100%,"48,07",+37%,"45,67",+41%,"0,6",-40%,"0,29",-54%,"0,116",-54%,8,+21%,C,+21%,,,,,,,,,,,,,,,,,,
315,Soupe printanière Bio - Lentesoep - 730ml,3390124001050,,"['Butelka', 'Szkło']",['Lentesoep'],"['Plats préparés', 'Soupes']","['Belgique', 'France']","['eau', 'legumes* ', '41%', ' ', 'petit pois*', 'carotte*', 'haricot vert', 'amidon de mais""', ""huile d'olive"", 'sel', 'poivre*', ""Produits issus de l'agriculture biologique BE-BIO-01"", ' Fabriqué dans un atelier utilisant: céleri', 'oeuf', 'moutarde', 'sulfites,moluspes poissons', 'crustacés', 'soja', 'gluten']",,"['Non végétalien', 'Non végétarien']",4,1 g,en faible quantité,0.01 g,en faible quantité,0.3 g,en faible quantité,1.8 g,en quantité élevée,?,,35,-39%,146 kj(35 kcal),-38%,1,-48%,"0,01",-98%,4,-30%,"0,3",-83%,"0,44",-80%,"1,8",+108%,"0,72",+108%,6,+266%,C,+266%,,,,,,,,,730 ml,,,['Carrefour'],,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'BE-BIO-01', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Nutriscore', 'Nutriscore A']",http://www.laconquetedessaveurs.com,,
316,Gaspaccho - Bio,3390124001203,B,,['Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']",['France'],"['eau', 'tomate* ', '29%', 'concombre*', 'poivrons rouges* ', 'vinaigre de vin rouge*', 'épaississant', 'amidon de maïs*', ""huile d'olive*"", 'ail*', 'sucre de canne*', 'jus de citron* ', 'poivre*', ""piment* [* produits issus de l'agriculture biologique FR-BIO-01]""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.95 g,en faible quantité,0.07 g,en faible quantité,3.61 g,en faible quantité,0.64 g,en quantité modérée,?,,137,+234%,573 kj(137 kcal),+231%,"0,95",-61%,"0,07",-82%,"4,78",+42%,"3,61",+42%,"0,97",+23%,"0,64",-4%,"0,256",-4%,3,+152%,C,+152%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,
317,Velouté de châtaignes Bio - La Conquête des Saveurs,3390124001852,,,['La Conquête des Saveurs'],,['France'],[],,[],,,,,,,,,,?,,62,,259 kj(62 kcal),,"2,83",,"1,05",,"8,15",,"0,14",,"0,84",,"0,59",,"0,236",,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,
318,Mélange Pain de Campagne 115 g - La Conquête des Saveurs,3390125003893,,"['Pot', 'Couvercle', 'Plastique']",['La Conquête des Saveurs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Mélange de graines pour pain de campagne', 'Mélanges de graines']",['France'],"['Graines de sésame', 'lin et millet']",,['Sans huile de palme'],1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,Mélange de graines pour pain de campagne,115 g,"['59200 Tourcoing', 'Nord', 'Nord-Pas-de-Calais', 'France']","['EMB 59599AI', 'Tourcoing (Nord, France)']",['Leclerc'],['Graines de sésame'],"['France', '59200 Tourcoing', 'Nord', 'Nord-Pas-de-Calais']",,http://www.laconquetedessaveurs.com/,,
319,Nectar de kiwi bio - Feria de fruits - 75cl,3390125005118,C,"['Bouteille', 'Verre']","['Feria de fruits', 'La conquête des saveurs']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de kiwi']",['France'],"['Purée de kiwi 50%', 'eau', 'sucre']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.33 g,en faible quantité,0 g,en faible quantité,12.7 g,en quantité élevée,0 g,en faible quantité,?,,56,+12%,234 kj(56 kcal),+13%,"0,33",+42%,0,-100%,"12,7",+15%,"12,7",+43%,"0,53",+87%,0,-100%,0,-100%,15,+14%,E,+14%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,75 cl,['France'],,['Cora'],,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans colorants', 'AB Agriculture Biologique']",http://www.laconquetedessaveurs.com/nectar-de-kiwis-bio/,,
320,Nectar de Pêche Bio - Feria de Fruits - 75cl,3390125005385,C,"['Verre', 'Bouteille']",['Feria de Fruits'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits']",['France'],"['Purée de pêche 50 %', 'eau', 'sucre']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.32 g,en faible quantité,0.01 g,en faible quantité,13.2 g,en quantité élevée,0.01 g,en faible quantité,?,,57,+16%,238 kj(57 kcal),+18%,"0,32",+79%,"0,01",-66%,"13,15",+15%,"13,15",+23%,"0,32",+1%,"0,01",+4%,"0,004",+4%,15,+10%,E,+10%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,75 cl,,,,,,"['Bio', 'Bio européen', 'Sans colorants', 'Sans conservateurs', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique']",,,
321,Coulis de Framboise bio - Féria de fruits - 25cl,3390125007044,,"['Bouteille', 'Verre']",['Féria de fruits'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de framboise']",['France'],"['framboise ', '66%', 'sucre', 'eau', 'épaississant : amidon de maïs']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.2 g,en faible quantité,0 g,en faible quantité,27.3 g,en quantité élevée,0 g,en faible quantité,515,-2%,122,-7%,515 kj(122 kcal),-7%,"0,2",-28%,0,-100%,"28,7",+2%,"27,3",+4%,1,+13%,0,-100%,0,-100%,5,+96%,C,+96%,,,,,,,,,25 cl,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,
322,Ail semoule - 90g,3390126000006,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Ail et dérivés', 'Légumes séchés moulus', 'Ail sec broyé']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,25.9%,0.0%,39.7%,11.5%,22.9%,0.0%,95,,90 g,,,,,,,,,
323,Coriandre moulue -  - 50g,3390126000112,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Herbes aromatiques', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Produits de coriandre', 'Feuilles de coriandre', 'Coriandre en poudre']",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,50 g,,,,,,,,,
324,Curry Poudre - 75g,3390126000204,,,,,['France'],[],,[],,,,,,,,,,?,,308,,1289 kj(308 kcal),,"6,5",,"0,8",,"35,1",,"2,9",,"11,4",,,,,,,,,,,,,,,,,,75 g,,,,,,,,,
325,Epices a barbecue - 100g,3390126000372,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,
326,Epices omelettes - La Conquête des saveurs - 70g,3390126000464,,,['La Conquête des saveurs'],,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,70 g,,,,,,,,,
327,La vinaigrette bio nature,3390380000101,D,,,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",['France'],[],,[],,50 g,en quantité élevée,5.2 g,en quantité élevée,0.5 g,en faible quantité,2.4 g,en quantité élevée,?,,456,+26%,1908 kj(456 kcal),+27%,50,+36%,"5,2",+38%,"0,6",-87%,"0,5",-85%,0,-100%,"2,4",+25%,"0,96",+25%,20,+34%,E,+34%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,['Bio'],,,
328,Puree tahin sesame blanc - Jean Hervé - 350g,3390390000030,C,,['Jean Hervé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits à tartiner', 'Céréales et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Purées de céréales', 'Purées de sésame', 'Purées de sésame blanc']",['France'],"['Sésame pelé*', "" *Issu de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,55 g,en quantité élevée,8 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,?,,609,-1%,2548 kj(609 kcal),-2%,55,+2%,8,-1%,"10,5",+26%,1,+60%,"18,2",-14%,"0,8",+463%,"0,32",+463%,17,+28%,D,+28%,84.4%,6.1%,3.7%,4.2%,1.7%,0.0%,47,,350 g,,,,,,"['Bio', 'Bio-dynamie', 'Demeter']",,,
329,150G Gomasio - Jean Hervé,3390390000139,,,['Jean Hervé'],"['Epicerie', 'Condiments', 'Gomasio']",['France'],[],,[],,52.7 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,2 g,en quantité élevée,?,,623,+7%,2607 kj(623 kcal),+8%,"52,7",+7%,0,-100%,"16,5",+111%,0,-100%,"20,7",+7%,2,-52%,"0,8",-52%,15,-18%,D,-18%,,,,,,,,,,,,,,,['Point Vert'],,,
