,name,bar_code,eco_score,packaging,brand,categories,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,manufacturing,traceability_code,markets,allergens,ingredients_origins,labels,link,palm_ingredients,brand_owner
1196,Original Collection - Häagen-Dazs - 400ml,3415581580006,B,['Cupboard'],['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",['France'],[],,[],,16.6 g,en quantité modérée,10.4 g,en quantité élevée,15.5 g,en quantité élevée,0.305 g,en quantité modérée,1068,+9%,?,,1068 kj(255 kcal),+10%,"16,6",+42%,"10,4",+37%,"22,7",-19%,"15,5",-34%,4,+27%,"0,305",+103%,"0,122",+103%,17,+27%,D,+27%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,ice cream,400 ml,,,['Carrefour'],,,"['Arômes naturels', 'Pur beurre']",,,
1197,"Vanilla Attraction - Häagen-Dazs - 344g ( 3x 87g , 1x 83g)",3415581586008,B,"['surgelé', 'Carton']",['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],"['Macadamia nut brittle : crème fraîche', 'lait écrémé concentré', 'sucre', ""jaune d'oeuf"", 'sirop de glucose', 'noix de macadamia', 'huile de noix de coco', 'beurre', 'arôme naturel de vanille', 'poudre à lever : bicarbonate de sodium', 'sel\rVannila : crème fraîche', 'lait écrémé concentré', 'sucre', ""jaune d'oeuf"", 'arôme naturel de vanille\rCookies & cream : crème fraîche', 'lait écrémé concentré', 'sucre', ""jaune d'oeuf"", 'farine de blé', 'huile de noix de coco', 'caco maigre', 'arôme naturel de vanille', 'poudre à lever : bicarbonate de sodium', 'sel\rPralines & cream  : crème fraîche', 'lait écrémé concentré', 'sucre', ""jaune d'oeuf"", 'noix de pécran', 'sirop de glucose', 'arôme naturel de vanille', 'beurre', 'sel', 'gélifiant : pectines']","['E500ii - Carbonate acide de sodium', 'E440 - Pectines']",['Non végétalien'],4,17.4 g,en quantité modérée,10.7 g,en quantité élevée,20 g,en quantité élevée,0.21 g,en faible quantité,1142,+27%,?,,1142 kj(273 kcal),+25%,"17,4",+60%,"10,7",+56%,"25,4",-3%,20,-11%,"3,9",+17%,"0,21",+39%,"0,084",+39%,17,+35%,D,+35%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,Crème glacée à la vanille avec sauce caramel et noix de pécan caramélisées,"344 g ( 3 x 87 g , 1 x 83 g)",['Arras - France'],,"['U', 'Magasins U', 'Carrefour']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,,,
1198,Häagen-Dazs vanilla pecan,3415581686937,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],,[],,21.7 g,en quantité élevée,10 g,en quantité élevée,18.4 g,en quantité élevée,0.33 g,en quantité modérée,?,,293,+33%,1226 kj(293 kcal),+34%,"21,7",+99%,10,+46%,"19,4",-26%,"18,4",-18%,"4,7",+41%,"0,33",+119%,"0,132",+119%,17,+35%,D,+35%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,,
1199,Salted caramel beurre salé - Häagen-Dazs,3415583405017,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],,[],,17.3 g,en quantité modérée,11.1 g,en quantité élevée,22.5 g,en quantité élevée,0.48 g,en quantité modérée,?,,284,+29%,1188 kj(284 kcal),+30%,"17,3",+59%,"11,1",+62%,28,+7%,"22,5",+0%,4,+20%,"0,48",+218%,"0,192",+218%,19,+51%,E,+51%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,['Entrepreneurs + Engagés'],,,
1200,Secret Sensations - Chocolat Fondant - Häagen-Dazs,3415583601013,B,"['Pot', 'Surgelé']",['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au chocolat', 'en:Chocolate ice cream']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,['Point Vert'],,,
1201,secret sensations - häagen-dazs - 100ml,3415583602010,A,"['Pot', 'surgelé']",['häagen-dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,100ml,,"['FR 62.817.030 CE', 'Tilloy-lès-Mofflaines (Pas-de-Calais, France)']",,,['France'],,,,
1202,Haagen - Dazs Secret Sensation Chocolate Fondant Pint,3415584601111,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],,[],,15.4 g,en quantité modérée,9 g,en quantité élevée,25 g,en quantité élevée,0.19 g,en faible quantité,?,,277,+26%,1159 kj(277 kcal),+26%,"15,4",+41%,9,+31%,"28,9",+10%,25,+12%,"4,8",+44%,"0,19",+26%,"0,076",+26%,16,+27%,D,+27%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,,
1203,Secret sensations crème brûlée - Häagen-Dazs - 386g,3415584602118,B,"['pot en carton', 'surgelé']",['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],"['crème fraîche', 'sucre', 'lait écrémé concentré', ""jaune d'oeuf"", 'sirop de glucose déshydraté', 'beurre de cacao', 'arôme naturel de vanille', 'pectines']",['E440 - Pectines'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,13 g,en quantité modérée,7.6 g,en quantité élevée,21.7 g,en quantité élevée,0.254 g,en faible quantité,986,+10%,?,,986 kj(236 kcal),+8%,13,+19%,"7,6",+11%,"27,1",+3%,"21,7",-3%,"2,6",-22%,"0,254",+68%,"0,102",+68%,14,+11%,D,+11%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,Crème glacée avec des inclusions de sauce caramel et des morceaux de sucre caramélisés,386 g,,"['FR 62.817.030 CE', 'Tilloy-lès-Mofflaines (Pas-de-Calais, France)']",['Super U'],"['Œufs', 'Lait']",,,,,
1204,"Crème glacée, praline et caramel séduction - Häagen-Dazs",3415585801015,,,['Häagen-Dazs'],,['France'],"['*Apport de référence pour un adulte-type ', 'S 400 kJ/ 2']",,[],,,,,,,,,,?,,285,,1192 kj(285 kcal),,"16,3",,"8,2",,"29,5",,"25,1",,"4,7",,"0,39",,"0,156",,,,,,,,,,,,,,,,,,,,,,,
1205,Triple sensations speculoos caramel desire - Häagen-Dazs - 73g,3415585803019,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,73 g,,,,,,['Fabriqué en France'],,,
1206,"Triple Sensations vanille, chocolat amandes - Häagen-Dazs - 4pots",3415585804016,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,4 pots,,,,,,,,,
1207,Milk & creams Classic Milk douceur de lait - Häagen-Dazs - 500ml,3415587101113,B,"['Carton', 'surgelé', 'Pot']",['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],,[],,15.5 g,en quantité modérée,9.5 g,en quantité élevée,16.9 g,en quantité élevée,0.2 g,en faible quantité,?,,239,+9%,1000 kj(239 kcal),+9%,"15,5",+42%,"9,5",+39%,21,-20%,"16,9",-25%,4,+20%,"0,2",+32%,"0,08",+32%,14,+11%,D,+11%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,500ml,['France'],"['FR 62.817.030 CE', 'Tilloy-lès-Mofflaines (Pas-de-Calais, France)']",['Cora'],,,"['Kascher', 'en:Orthodox Union Kosher']",,,
1208,Milk and Cream - Honey Walnut & Cream - Häagen-Dazs - 430g,3415587110115,B,"['Pot', 'Surgelé', 'Plastique']",['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],"['CREME fraîche', 'sucre', 'LAIT écrémé concentré', 'LAIT entier concentré', 'sirop de glucose déshydraté', 'NOIX', ""jaune d'OEUF"", 'miel de fleurs', 'amidon de mais', 'huile de noix de coco', 'gélifiant : pectines', 'sel']",['E440 - Pectines'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,15.1 g,en quantité modérée,8.1 g,en quantité élevée,23.1 g,en quantité élevée,0.15 g,en faible quantité,1094,+22%,262,+19%,1094 kj(262 kcal),+19%,"15,1",+39%,"8,1",+18%,"27,3",+4%,"23,1",+3%,"4,1",+23%,"0,15",-1%,"0,06",-1%,16,+27%,D,+27%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,Crème glacée avec une sauce au miel (10%) et de noix caramélisées (7%).,430 g,['France'],"['FR 62.817.030 CE', 'Tilloy-lès-Mofflaines (Pas-de-Calais, France)']",['Franprix'],"['Œufs', 'Lait', 'Fruits à coque']",,"['Point Vert', 'Fabriqué en France']",https://haagen-dazs.fr/produits/honey-walnut-and-cream-pint,,
1209,Hazelnut crunch - Häagen-Dazs,3415587117114,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],"['Crème glacée à la noisette et morceaux de noisettes concentré', 'sucre', 'noisettes grillées', ""jaune d'œuf"", 'sirop de glucose déshydratérÇn Eufintlécfrinedetoumesol']",,['Non végétalien'],3,18.1 g,en quantité modérée,9.3 g,en quantité élevée,21.3 g,en quantité élevée,0.17 g,en faible quantité,?,,281,+28%,1176 kj(281 kcal),+28%,"18,1",+66%,"9,3",+36%,"24,8",-5%,"21,3",-5%,"4,6",+38%,"0,17",+13%,"0,068",+13%,16,+27%,D,+27%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,['Œufs'],,['Ne pas recongeler'],,,
1210,Passion noix de coco - Häagen-Dazs,3415587132711,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],,[],,14.7 g,en quantité modérée,9.2 g,en quantité élevée,24.7 g,en quantité élevée,0.15 g,en faible quantité,?,,254,+15%,1063 kj(254 kcal),+16%,"14,7",+35%,"9,2",+34%,"26,7",+2%,"24,7",+10%,"3,6",+8%,"0,15",-1%,"0,06",-1%,17,+35%,D,+35%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,['Sans arômes artificiels'],,,
1211,Cherry Blossom - Häagen-Dazs,3415587138102,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],,[],,14.8 g,en quantité modérée,9 g,en quantité élevée,21.7 g,en quantité élevée,0.16 g,en faible quantité,?,,243,+10%,1017 kj(243 kcal),+11%,"14,8",+36%,9,+31%,"23,1",-12%,"21,7",-3%,"3,8",+14%,"0,16",+6%,"0,064",+6%,15,+19%,D,+19%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,,
1212,Frozen yogurt- yellow peach - Häagen-Dazs,3415587140716,,,['Häagen-Dazs'],,['France'],[],,[],,,,,,,,,,?,,191,,799 kj(191 kcal),,"8,1",,5,,"25,4",,"21,8",,4,,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,
1213,Sorbet mangue - Häagen-Dazs - 100ml e / 92g e,3415587303142,C,"['Carton', 'Surgelé', 'Pot']",['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la mangue']",['France'],"['Eau', 'purée de mangue ', '37%', 'sucre', 'sirop de glucose déshydraté', 'gélifiant : pectines', 'arômes naturels']",['E440 - Pectines'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.2 g,en faible quantité,0.1 g,en faible quantité,25.5 g,en quantité élevée,0.02 g,en faible quantité,?,,112,-9%,469 kj(112 kcal),-9%,"0,2",-22%,"0,1",+15%,"26,9",-8%,"25,5",0%,"0,2",-49%,"0,02",-39%,"0,008",-39%,6,+11%,C,+11%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,100 ml e / 92 g e,['France'],,['Leclerc'],,,['Point Vert'],https://haagen-dazs.fr/parfums/mango-sorbet,,
1214,Sorbet Framboise - Häagen-Dazs,3415587304149,C,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la framboise']",['France'],"['Purée de framboise ', '35%', 'eau', 'sucre', 'sirop de glucose déshydraté', 'purée de mûres', 'jus de citron issu de concentré', 'arôme naturel de framboise', 'gélifiant : pectines']",['E440 - Pectines'],[],4,0.1 g,en faible quantité,0 g,en faible quantité,23.3 g,en quantité élevée,0.15 g,en faible quantité,?,,111,-5%,464 kj(111 kcal),-6%,"0,1",-56%,0,-100%,"26,5",-3%,"23,3",-1%,"0,5",-11%,"0,15",+594%,"0,06",+594%,5,+6%,C,+6%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,,,,,['Fabriqué en France'],,,
1215,Sorbet Framboise - Häagen-Dazs,3415587304156,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],,[],,0.4 g,en faible quantité,0 g,en faible quantité,23.6 g,en quantité élevée,0.01 g,en faible quantité,?,,118,-46%,494 kj(118 kcal),-46%,"0,4",-96%,0,-100%,"26,8",+2%,"23,6",+5%,"0,5",-85%,"0,01",-93%,"0,004",-93%,6,-52%,C,-52%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,,
1216,Chocolate salted caramel - Häagen-Dazs,3415587308147,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],,[],,17.5 g,en quantité modérée,10.9 g,en quantité élevée,26.4 g,en quantité élevée,0.46 g,en quantité modérée,?,,286,+30%,1197 kj(286 kcal),+31%,"17,5",+61%,"10,9",+59%,"27,2",+4%,"26,4",+18%,"4,3",+29%,"0,46",+205%,"0,184",+205%,20,+59%,E,+59%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,['Fabriqué en France'],,,
1217,Frozen Yogourt Strawberry - Häagen-Dazs,3415587322143,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Yaourts glacés']",['France'],"['yaourt ', '26%', 'lait écrémé', 'sucre', 'crème fraîche', 'fraises ', '11%', 'sirop de glucose déshydraté', ""jaune d'œuf"", 'jus de citron concentré', 'gélifiant : pectine', ' arôme naturel', ' Allergènes: voir les ingrédients en gras']",['E440 - Pectines'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,8.1 g,en quantité modérée,5.8 g,en quantité élevée,22.5 g,en quantité élevée,0.2 g,en faible quantité,?,,189,+11%,791 kj(189 kcal),+13%,"8,1",+33%,"5,8",+46%,"24,8",+1%,"22,5",+10%,4,+17%,"0,2",+59%,"0,08",+59%,11,+40%,D,+40%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,"['Œufs', 'Lait']",,,,,
1218,Glace Häagen-Dazs,3415587326103,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],,[],,13.2 g,en quantité modérée,8 g,en quantité élevée,20.3 g,en quantité élevée,0.05 g,en faible quantité,?,,219,-0%,916 kj(219 kcal),-0%,"13,2",+21%,8,+17%,"21,5",-18%,"20,3",-9%,"3,4",+2%,"0,05",-67%,"0,02",-67%,13,+3%,D,+3%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,,
1219,Coconut chocolate - Häagen-Dazs - 100ml,3415587336140,B,['Pot'],['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],"['aeme fraiche 3296', 'lait écrémé concentré', 'sucre', 'noix de coco rapée ', '7%', 'copeaux de chocolat ', 'sucre', 'pâte de cacao', 'beurr concentré', 'émulsifiant léathine de soja']",,['Non végétalien'],3,17.4 g,en quantité modérée,11.2 g,en quantité élevée,22.2 g,en quantité élevée,0.15 g,en faible quantité,?,,272,+24%,1138 kj(272 kcal),+24%,"17,4",+60%,"11,2",+64%,"24,3",-7%,"22,2",-1%,"3,9",+17%,"0,15",-1%,"0,06",-1%,17,+35%,D,+35%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,100ml,['France'],,['Leclerc'],,,,,,
1220,Haagen Dazs coconut chocolate,3415587336157,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],,[],,17.4 g,en quantité modérée,11.2 g,en quantité élevée,22.2 g,en quantité élevée,0.15 g,en faible quantité,?,,272,+24%,1138 kj(272 kcal),+24%,"17,4",+60%,"11,2",+64%,"24,3",-7%,"22,2",-1%,"3,9",+17%,"0,15",-1%,"0,06",-1%,17,+35%,D,+35%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,,
1221,Bâtonnet macadamia nut brittle - Häagen-Dazs,3415587400018,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",['France'],"['crème glacée vanille ', 'crème fraiche', 'lait écrémé concentré', 'sucre', ""jaune d'œuf"", 'arôme naturel de vanille', 'chocolat de couverture ', 'beurre de cacao', 'sucre', 'pâte de cacao', 'lait entier en poudre', 'beurre concentré', 'huile de noix de coco', 'lait écrémé en poudre', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', 'confiseries aux noix de macadamia caramélisées ', 'sucre', '% sirop de glucose', 'huile de noix de coco', 'noix de macadamia', 'beurre', 'poudre à lever: bicarbonate de sodium', 'sel']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']",['Non végétalien'],4,26.2 g,en quantité élevée,16 g,en quantité élevée,26.9 g,en quantité élevée,0.11 g,en faible quantité,?,,365,+57%,1527 kj(365 kcal),+57%,"26,2",+124%,16,+111%,"27,5",-1%,"26,9",+15%,"4,3",+36%,"0,11",-27%,"0,044",-27%,19,+42%,E,+42%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,"['Œufs', 'Lait', 'Fruits à coque', 'Soja']",,,,,
1222,Glace - Häagen-Dazs,3415587403194,B,,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",['France'],[],,[],,18.8 g,en quantité modérée,10.6 g,en quantité élevée,18.2 g,en quantité élevée,0.073 g,en faible quantité,?,,263,+13%,1100 kj(263 kcal),+13%,"18,8",+61%,"10,6",+39%,"19,1",-32%,"18,2",-22%,"3,8",+20%,"0,073",-51%,"0,029",-51%,17,+27%,D,+27%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,['Fabriqué en France'],,,
1223,Chocolate Choc Almond - Häagen-Dazs,3415587404016,,,['Häagen-Dazs'],,['France'],[],,[],,,,,,,,,,?,,364,,1523 kj(364 kcal),,"26,4",,15,,"24,7",,"23,2",,"5,6",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,
1224,White & Almonds - Häagen-Dazs,3415587407017,,,['Häagen-Dazs'],"['Surgelés', 'Cônes et batonnets surgelés']",['France'],[],,[],,26.8 g,en quantité élevée,15.6 g,en quantité élevée,24.6 g,en quantité élevée,0.24 g,en faible quantité,?,,364,+18%,1523 kj(364 kcal),+23%,"26,8",+58%,"15,6",+44%,"25,3",-22%,"24,6",-4%,"5,2",+52%,"0,24",+29%,"0,096",+29%,20,+22%,E,+22%,,,,,,,,,,,,,,,,,,
1225,Mango & Raspberry - Häagen-Dazs,3415587465123,,,['Häagen-Dazs'],"['Surgelés', 'Cônes et batonnets surgelés']",['France'],[],,[],,15.6 g,en quantité modérée,13.7 g,en quantité élevée,20.7 g,en quantité élevée,0.07 g,en faible quantité,?,,237,-23%,992 kj(237 kcal),-20%,"15,6",-8%,"13,7",+27%,"25,2",-22%,"20,7",-19%,"3,9",+14%,"0,07",-62%,"0,028",-62%,16,-2%,D,-2%,,,,,,,,,,,,,,,,,,
1226,Chocolate Choc Almond  - Häagen-Dazs - 240ml ou 210g,3415587504013,B,"['Boîte', 'Carton', 'Surgelé']",['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés']",['France'],"['Ingrédients: crème glacée au chocolat ', 'crème fraiche', 'lait écrémé concentré', 'sucre', 'cacao en poudre ', '6%', ""jaune d'œuf"", 'chocolat de couverture ', 'beurre de cacao', 'sucre', 'pâte de cacao', 'lait entier en poudre', 'huile de noix de coco', 'lait écrémé en poudre', 'arôme naturel de vanille', 'émulsifiant: lécithine de soja', 'sauce au chocolat ', 'sucre', 'lait écrémé concentré', 'cacao maigre en poudre', 'huile de noix de coco', 'pâte de cacao', 'beurre de cacao', 'beurre', 'amidon de riz', 'arôme naturel de vanille', 'sel', 'amandes grillées ', 'amandes', 'huile de carthame']",['E322i - Lécithine'],['Non végétalien'],4,26.9 g,en quantité élevée,15 g,en quantité élevée,22.8 g,en quantité élevée,0.12 g,en faible quantité,1503,+27%,?,,1503 kj(359 kcal),+28%,"26,9",+65%,15,+35%,"25,9",-11%,"22,8",-11%,"5,6",+92%,"0,12",-14%,"0,048",-14%,17,+4%,D,+4%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"Crème glacée au chocolat avec sauce au chocolat (11%) et amandes grillées (5%), chocolat de couverture (21%)",240 ml ou 210 g,,"['FR 62.817.030 CE', 'Tilloy-lès-Mofflaines (Pas-de-Calais, France)']",['Dia'],"['Œufs', 'Lait', 'Fruits à coque']",,,http://www.haagendazs-experience.com,,
1227,White & Almond - Häagen-Dazs - 210g (240ml),3415587507014,B,"['Carton', 'surgelé']",['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés', 'Bâtonnets glacés à la vanille']",['France'],"['crème glacée à la vanille ', 'crème fraîche', 'lait écrémé concentré', 'sucre', ""jaune d'œuf"", 'sirop de glucose déshydraté', 'arôme naturel de vanille', 'sel', 'chocolat blanc belge ', 'beurre de cacao', 'sucre', 'lait entier en poudre', 'lait écrémé en poudre', 'beurre concentré', 'huile de noix de coco', 'émulsifiant : lécithine de soja', 'amandes caramélisées ', 'amandes grillées', 'sucre', 'huile de noix de coco', 'sirop de glucose', 'sirop de sucre caramélisé']",['E322i - Lécithine'],['Non végétalien'],4,26.8 g,en quantité élevée,15.6 g,en quantité élevée,24.6 g,en quantité élevée,0.23 g,en faible quantité,?,,362,+25%,1515 kj(362 kcal),+25%,"26,8",+51%,"15,6",+27%,"25,3",-13%,"24,6",-5%,"5,2",+77%,"0,23",+61%,"0,092",+61%,20,+16%,E,+16%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"Crème glacée à la vanille, éclats d'amandes caramélisées (7%) et chocolat blanc belge (22%)",210 g (240 ml),['France'],"['FR 62.817.030 CE', 'Tilloy-lès-Mofflaines (Pas-de-Calais, France)']","['Cora', 'Magasins U']","['Œufs', 'Lait', 'Fruits à coque', 'Soja']",,"['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants']",,,
1228,Speculoos - Häagen-dazs,3415587517013,B,,['Häagen-dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés']","['Belgique', 'France']","['crème glacée au caramel ', 'crème fraîche', 'lait écrémé concentré', 'sucre', 'jaune d’œuf', 'sirop de glucose déshydraté', 'lait entier concentré', 'sirop de glucose', 'sel', 'arôme naturel de vanille', 'chocolat blanc Belge ', 'beurre de cacao', 'sucre', 'lait entier en poudre', 'lait écrémé en poudre', 'beurre concentré', 'huile de noix de coco', 'émulsifiant : lécithine de soja', 'morceaux de spéculoos ', 'farine de blé', 'sucre', 'huile de colza', 'huile de noix de coco', 'beurre concentré', 'sirop de sucre candy', 'poudre à leverv: bicarbonate de sodium : sel', 'cannelle', 'émulsifiant : lécithine de soja']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']",['Non végétalien'],4,26.3 g,en quantité élevée,16.1 g,en quantité élevée,22.3 g,en quantité élevée,0.3 g,en faible quantité,1540,+31%,369,+33%,1540 kj(369 kcal),+32%,"26,3",+61%,"16,1",+45%,"27,9",-4%,"22,3",-13%,"4,9",+68%,"0,3",+116%,"0,12",+116%,19,+16%,E,+16%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,"['Magasins U', 'Delhaize']","['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,
