,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,traceability_code,packaging,additives,allergens,nova_score,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,ingredients_origins,manufacturing,brand_owner,generic_name,link
393,Lunettes à la myrtille - 50g,3663350067696,['France'],[],[],?,440,1841 kj(440 kcal),16,10,68,30,6,"0,2","0,08",50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Miel d'acacia,3770010421214,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,
395,Maccaw Juice Exotic Fruits & Fibers,5281034010769,['France'],[],[],?,52,218 kj(52 kcal),0,0,13,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Coq au vin flambé à l'Amargnac,3321950014327,['France'],[],[],?,115,481 kj(115 kcal),"6,2","1,8","0,7","0,7",14,"0,97","0,388",,,,,,,,D,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats préparés en conserve', 'Coq au vin']",6.2 g,en quantité modérée,1.8 g,en quantité modérée,0.7 g,en faible quantité,0.97 g,en quantité modérée,,-14%,-14%,+20%,+22%,-82%,-18%,+32%,+1%,+1%,1,-30%,B,-30%,80.7%,12.7%,1.9%,2.8%,1.1%,0.8%,36,,,,,,,
397,Harissa,3014000027773,['France'],[],[],?,108,452 kj(108 kcal),2,"0,4",19,4,4,12,"4,8",,,,,,,,C,"['Epicerie', 'Sauces', 'Harissas']",2 g,en faible quantité,0.4 g,en faible quantité,4 g,en faible quantité,12 g,en quantité élevée,,+2%,+1%,-55%,-35%,+109%,+8%,+59%,+227%,+227%,11,+29%,D,+29%,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,,,,,,,
398,Saumon atlantique fumé,3444940000411,['France'],[],[],?,190,795 kj(190 kcal),10,"2,5",1,"0,5",22,"2,5",1,,,,,,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",10 g,en quantité modérée,2.5 g,en quantité modérée,0.5 g,en faible quantité,2.5 g,en quantité élevée,,+3%,+3%,-5%,+21%,+102%,+50%,-0%,-11%,-11%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,
399,Bio Primo Rohrohrzucker - 500g,2200062139542,['France'],[],"['Végétalien', 'Végétarien']",?,390,1632 kj(390 kcal),0,0,"97,4","97,4",0,0,0,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,
400,Bio Primo Rohrohrzucker - 500g,2200062139542,['France'],[],"['Végétalien', 'Végétarien']",?,390,1632 kj(390 kcal),0,0,"97,4","97,4",0,0,0,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,
401,Pottasche,4002674142815,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,pain de mie nature sans gluten,0260065024933,['France'],[],[],?,279,1167 kj(279 kcal),"6,3","0,5",48,"4,4","4,4",11,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,
403,Mures deshydratee - 50g,3418659880107,['France'],[],[],?,298,1247 kj(298 kcal),2,0,55,49,9,"0,02","0,008",50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Trockenbackhefe - Backfee - 7g,4008377006614,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,7g,['Backfee'],,['Packet'],,,,C,"['Additifs alimentaires', 'Levures de boulanger']",,,,,,,,,,,,,,,,,,,,,,,35.8%,54.7%,4.4%,2.7%,2.4%,0.0%,60,,,,,,,
405,Apisum,8500004100284,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,"Tajine de poulet au quinoa, boulgour, fruits secs - L'Esprit Frais",3701138136643,['France'],[],[],?,117,490 kj(117 kcal),"5,1","0,9","9,1","5,9","7,4","1,4","0,56",,"[""L'Esprit Frais""]","['FR 59.597.001 CE', 'Tilloy-lez-Cambrai (Nord, France)']",,,,,D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Tajines de poulet']",5.1 g,en quantité modérée,0.9 g,en faible quantité,5.9 g,en quantité modérée,1.4 g,en quantité modérée,,-11%,-8%,+29%,+31%,-28%,+70%,+2%,+76%,+76%,2,+7307%,B,+7307%,79.2%,13.1%,2.3%,3.2%,1.3%,0.9%,42,"['Nutriscore', 'Nutriscore B']",,,,,,
407,Gavrilovic Fileki,3858881220232,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,DNS,3162420141163,['France'],[],[],?,270,1130 kj(270 kcal),11,0,37,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Perla Salt Shakers 250G,5021584177525,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Caramels fondants à la noisette,3498751003413,['France'],[],[],?,437,1828 kj(437 kcal),"13,2","6,8","75,6","64,2","3,9","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PATE DE CAMPAGNE - Jean Floc'h,3434350000163,['France'],"['Foie de porc', 'gorge de porc', 'gras de porc', 'eau', 'couenne de porc', 'oignons', ""blanc d'œuf"", 'farine de blé', 'amidon de blé', 'sel', 'épices et aromates', 'lactose', 'protéines de lait', 'arômes', 'dextrose', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,285,1192 kj(285 kcal),24,"9,4","3,8","1,2","13,5","1,7","0,68",,"[""Jean Floc'h""]",,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",4,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",24 g,en quantité élevée,9.4 g,en quantité élevée,1.2 g,en faible quantité,1.7 g,en quantité élevée,,-8%,-8%,-11%,-7%,+58%,+30%,-5%,+2%,+2%,19,0%,E,0%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,
412,Inca Kola 237ml,7750182006149,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Maté aromatisé à l'orange,7792710002056,['France'],[],[],?,94,393 kj(94 kcal),0,0,"19,8","4,8","1,78","0,017","0,007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,
414,Poulet Blanc,0200330021199,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,
415,4003885001007,4003885001007,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Granulated Pure Cane Sugar,0072100024002,"['France', 'États-Unis']",['Cane sugar'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,375,1569 kj(375 kcal),0,0,100,100,0,0,0,,,,,,,2,B,"['Édulcorants', 'Sucres']",0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,,-4%,-4%,-100%,-100%,+2%,+6%,-100%,-100%,-100%,14,-1%,D,-1%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,Imperial Sugar Company,,
417,Rice &rice Cuor Di Riso Al Cacao,8018699014835,['France'],[],[],?,477,1996 kj(477 kcal),22,5,63,34,5,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,2050000083488,2050000083488,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Thé noir aromatisé violette,2010050206596,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Le Porc - Côte échine sans os - Carrefour,2409031030761,['France'],[],[],?,?,,?,,?,,?,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Viande Française', 'FR-BIO-10', 'Viande Porcine Française']",['Carrefour'],,,,,
421,Super Square,5060470840723,['France'],[],"['Végétalien', 'Végétarien']",?,433,1812 kj(433 kcal),20,"5,9",54,38,"7,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,
422,Matilde Milkshake Mix,5760466871983,['France'],[],[],?,120,502 kj(120 kcal),"3,9","2,6",18,18,"3,5","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Organic Hot Chocolate,5060175132451,['France'],[],[],?,385,1611 kj(385 kcal),"4,8","2,8","69,7","60,5",10,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'GB-ORG-05']",,,,,,
424,Confiture d'abricots fabrication artisanale au chaudron,3770014286055,['France'],[],[],?,235,983 kj(235 kcal),"0,1","0,01","57,1","56,2","0,5","0,01","0,004",,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",0.1 g,en faible quantité,0.01 g,en faible quantité,56.2 g,en quantité élevée,0.01 g,en faible quantité,,+7%,+7%,-56%,-77%,+7%,+11%,-0%,-55%,-55%,7,-22%,C,-22%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,
425,Canela molida - El Corte Inglés,8433329069632,['France'],[],[],?,?,,?,,?,,?,,,,['El Corte Inglés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Confiture Groseilles,3760175590047,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Capri-Sub bio - Capri-Sun,4000177017272,['France'],[],[],?,?,,?,,?,,?,,,,['Capri-Sun'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
428,Pate à tartiner Noisette croustillante Secrets d'Emnaïs,3760306500068,['France'],[],['Sans huile de palme'],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,
429,Jardin byzantin - Palais Des Thés - 100g,3700256729546,['France'],[],[],?,?,,?,,?,,?,,,100 g,['Palais Des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Cheddar rouge,2474412021713,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Pain Chocolat 3Meuniers,0209113018371,['France'],[],[],?,324,1356 kj(324 kcal),19,12,33,"9,9","5,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Poulet fermier,2209331007216,['France'],[],[],?,149,623 kj(149 kcal),7,"0,5","0,5","0,5",21,"0,2","0,08",,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers']",7 g,en quantité modérée,0.5 g,en faible quantité,0.5 g,en faible quantité,0.2 g,en faible quantité,,+7%,+8%,+13%,-69%,+34%,+64%,+2%,+24%,+24%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Label Rouge'],,,,,,
433,Crispy Crunchy Granola,9414763003245,['France'],[],[],?,437,1828 kj(437 kcal),15,"1,6","62,6","24,2","9,6","0,078","0,031",,,,,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",15 g,en quantité modérée,1.6 g,en quantité modérée,24.2 g,en quantité élevée,0.078 g,en faible quantité,,+10%,+9%,+72%,-27%,-6%,+45%,+3%,-78%,-78%,11,+104%,D,+104%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,
434,Rillette de marlin,3379141203692,['France'],[],[],?,251,1050 kj(251 kcal),"22,591","4,672","2,294",1,"10,565","2,091","0,836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,
435,Metton affiné,3373831215293,['France'],[],[],?,160,669 kj(160 kcal),1,"0,6","0,7","0,7",36,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Tentation - Daco Bello - 350g,3270720016842,['France'],[],[],?,374,1565 kj(374 kcal),7,"1,2",72,63,"3,8","0,04","0,016",350 g,['Daco Bello'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Jarret demi-sel - Carrefour,2227430022176,['France'],[],[],?,140,586 kj(140 kcal),6,"2,4","0,6",0,21,"3,5","1,4",,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,
438,Noisette décortiquée,2600140033586,['France'],[],[],?,692,2895 kj(692 kcal),"60,7","4,5","16,7","4,3","14,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Choco mix,2609845034249,['France'],[],[],?,563,2356 kj(563 kcal),"40,8","17,5","39,9","37,6","9,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Pignon de pain - 125g,3760025040722,['France'],[],[],?,733,3067 kj(733 kcal),"70,6","6,2","5,5","5,4","17,7","0,18","0,072",125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,
441,Gainer max - Eafit,3518681009641,['France'],[],[],?,?,,?,,?,,?,,,,['Eafit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Chef’s Essentials Quarter Pound Burgers,5020379069595,"['France', 'Royaume-Uni']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Boudin blanc à la truffe 1% -,2494747040142,['France'],[],[],?,257,1075 kj(257 kcal),"22,6","8,3","9,6","2,6","9,9","1,8","0,72",,,,,,,,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs']",22.6 g,en quantité élevée,8.3 g,en quantité élevée,2.6 g,en faible quantité,1.8 g,en quantité élevée,,+6%,+5%,+12%,+6%,+123%,+32%,-4%,+21%,+21%,18,+12%,D,+12%,,,,,,,,,,,,,,
444,Superfood Creamer Turmeric,0855694006391,"['France', 'États-Unis']","['Coconut milk powder', 'organic coconut sugar', 'organic turmeric powder', 'aquamin ', 'calcium from marine algae', 'organic extra virgin coconut oil']",[],?,500,2092 kj(500 kcal),25,25,50,50,0,0,0,,,,,,,3,,"['Substitut du lait', 'en:Creamer']",25 g,en quantité élevée,25 g,en quantité élevée,50 g,en quantité élevée,0 g,en faible quantité,,+37%,+37%,+37%,+80%,+22%,+154%,-100%,-100%,-100%,26,+69%,E,+69%,,,,,,,,,,,,"Laird Superfood, LLC",,
445,Saucisse fumée cuite x 4,2699537022371,['France'],[],[],?,415,1736 kj(415 kcal),38,15,"3,56","0,13","15,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Cocos cuisinés - 660g,3574313021139,['France'],[],[],?,89,372 kj(89 kcal),0,0,12,"1,4","6,4","0,9","0,36",660 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Tome De Brebis,2446416037465,['France'],[],[],?,341,1427 kj(341 kcal),28,18,"2,3","0,5",20,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Pavé Corrézien,0209094025399,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Capill'expert,3700914600125,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Mozzarella Sandwich/Panini - Granarolo - 400g,8002670315813,['France'],[],[],?,320,1339 kj(320 kcal),22,15,2,1,25,"1,2","0,48",400 g,['Granarolo'],"['FR 62.205.003 CE', 'Campagne-lès-Wardrecques (Pas-de-Calais, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,
451,Araignee porc tandori,0200168025789,['France'],[],[],?,203,849 kj(203 kcal),14,"4,5","1,2",0,18,"0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Tapenade noire - 700g,3760002340074,['France'],[],[],?,320,1339 kj(320 kcal),"30,2","3,3","4,1","0,5","2,8","5,6","2,24",700 g,,,,,,,C,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades noires']",30.2 g,en quantité élevée,3.3 g,en quantité modérée,0.5 g,en faible quantité,5.6 g,en quantité élevée,,+16%,+16%,+13%,-6%,+31%,+7%,+59%,+79%,+79%,16,+8%,D,+8%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,,,,
453,Tablette chocolat au lait du pays alpin,3045140105632,['France'],[],[],?,530,2218 kj(530 kcal),29,18,59,58,"6,3","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Poulet fermier bio,0227645040547,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
455,Cannelloni di carne 500 g,8019634000333,['France'],[],[],?,243,1017 kj(243 kcal),"9,5","6,3","29,7","3,7","9,73","1,18","0,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Mon repas Gerlinéa - Torti onctueuse aux petits légumes,3175681162969,['France'],[],[],?,364,1523 kj(364 kcal),"3,4","0,8",54,"3,8",25,"1,7","0,68",,['Gerlinéa'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Pont l'évêque AOP au lait cru,0204748047888,['France'],[],[],?,305,1276 kj(305 kcal),24,16,"0,5","0,5",21,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Knorr Cup a Soup Poulet Chinois 21-pack - 21x 175ml,8710908927522,['France'],[],[],?,25,105 kj(25 kcal),"0,5","0,1","4,8","0,8","0,8","0,88","0,352",21 x 175 ml,['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Kinnerton Paw Patrol Calendario de adviento chocolate,5010775193741,['France'],[],[],?,521,2180 kj(521 kcal),29,18,53,53,10,"0,34","0,136",,,,,,,,,"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",29 g,en quantité élevée,18 g,en quantité élevée,53 g,en quantité élevée,0.34 g,en quantité modérée,,+3%,+1%,-1%,+3%,-6%,+3%,+68%,+77%,+77%,27,+8%,E,+8%,,,,,,,,,,,,,,
460,Carpe fumée de loire - 200g,3760029053759,['France'],[],[],?,208,870 kj(208 kcal),16,"8,7","4,8",1,11,"2,4","0,96",200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Salade acapulco,0209153019154,['France'],[],[],?,280,1172 kj(280 kcal),26,"3,7","4,8","2,4","6,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Saint-nectaire fermier AOP,0244082030702,['France'],[],[],?,332,1389 kj(332 kcal),27,18,"1,1","0,4",21,"1,5","0,6",,,"['FR 59.512.030 CE', 'Roubaix (Nord, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Pate a tartiner,3330720028068,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Saumon atlantique fumé,3250392806668,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,,,,,,,,,,,,,,,,,,,,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,
465,Brie fruits secs jeunes pousses - Monoprix,3350033678781,['France'],[],[],?,276,1155 kj(276 kcal),13,"6,4",30,"4,7","8,8","1,1","0,44",,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,
466,Chutney de tomate au safran - 100g,3770005790004,['France'],[],[],?,47,197 kj(47 kcal),"0,5","0,5",10,10,"0,55","0,17","0,068",100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Fourme d'ambert,0209689012209,['France'],[],[],?,326,1364 kj(326 kcal),26,20,1,0,22,"2,5",1,,,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",26 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,2.5 g,en quantité élevée,,-5%,-5%,-8%,+1%,+1%,-100%,+9%,+13%,+13%,19,+6%,E,+6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
468,0209088025060,0209088025060,['France'],[],[],?,?,,?,,?,,?,,,,,"['FR 69.027.063 CE', 'Brignais (Rhône, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Tropicana 100% Juice - Fruit medley,0048500017647,"['France', 'États-Unis']","['Filtered water', 'apple juice concentrate', 'cherry juice concentrate', 'clarified pineapple juice concentrate', 'natural flavors', 'carmine ', 'color', 'ascorbic acid ', 'vitamin c', 'grape juice concentrate', 'malic acid', 'vitamin e acetate ', 'vitamin e', ' and niacinamide ', 'vitamin b3']","['Non végétalien', 'Non végétarien']",?,47,197 kj(47 kcal),0,0,"11,49","10,81","0,68","0,02","0,008",,['Tropicana'],,,['E296 - Acide malique'],,4,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux']",0 g,en faible quantité,0 g,en faible quantité,10.8 g,en quantité élevée,0.02 g,en faible quantité,,+18%,+17%,-100%,-100%,+37%,+45%,+76%,-18%,-18%,15,+154%,E,+154%,,,,,,,,,,,,"Tropicana Products, Inc.",,
470,Le Torchonay 4 tranches,0209083019941,['France'],[],[],?,141,590 kj(141 kcal),"6,2","2,2","0,5","0,5","20,7","1,92","0,768",,,"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,
471,Chocolat meringue cranberry,8718537568048,['France'],[],[],?,520,2176 kj(520 kcal),28,17,60,"58,1","5,8","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Praliné - Maitre Truffout,9002859043482,['France'],[],[],?,?,,?,,?,,?,,,,['Maitre Truffout'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Compté,0210844028737,['France'],[],[],?,429,1795 kj(429 kcal),35,26,"1,6","0,5",27,"0,9","0,36",,,"['EMB 25427A', 'Noironte (Doubs, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,La Biquette Chevrefeuille,0200178028534,['France'],[],[],?,262,1096 kj(262 kcal),"21,5","14,9","2,2","1,8","18,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,
475,Abricots secs - Agidra,3580281205525,['France'],[],[],?,238,996 kj(238 kcal),"0,5","0,1",63,53,"3,4","0,02","0,008",,['Agidra'],,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",0.5 g,en faible quantité,0.1 g,en faible quantité,53 g,en quantité élevée,0.02 g,en faible quantité,,-10%,-9%,+3%,+65%,+8%,+17%,+10%,-43%,-43%,5,+45%,C,+45%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,
476,Vitelotte,3360190022679,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Mélange sportif,2600688036803,['France'],[],[],?,484,2025 kj(484 kcal),30,"2,2",31,30,17,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Palette de porc cuite,2211322045923,['France'],[],[],?,190,795 kj(190 kcal),14,"5,7","0,9","0,6",15,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,
479,Biscotti integrale,8017097000167,['France'],[],[],?,355,1485 kj(355 kcal),9,2,63,20,8,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
