,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,traceability_code,packaging,additives,allergens,nova_score,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,ingredients_origins,manufacturing,brand_owner,generic_name,link
1399,petit bâtons de berger - Justin Bridou,3449850415065,['France'],[],[],?,530,2218 kj(530 kcal),"44,2","17,7","4,1","3,2",29,5,2,,['Justin Bridou'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,petit bâtons de berger - Justin Bridou,3449850415065,['France'],[],[],?,530,2218 kj(530 kcal),"44,2","17,7","4,1","3,2",29,5,2,,['Justin Bridou'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,Château Gaudin,3475380054276,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,Andouillettes au canard,3700468405139,['France'],[],[],?,229,958 kj(229 kcal),15,"5,1","1,7","0,4",22,"1,2","0,48",,,"['EMB 49239A', 'Pin-en-Mauges (Maine-et-Loire, France)', 'FR 49.239.001 CE', 'Pin-en-Mauges (Maine-et-Loire, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,Pinpasen,8723400787105,['France'],[],[],?,328,1372 kj(328 kcal),"0,3","0,2",75,49,"6,4","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,Gnocchi di patate,8068020464082,['France'],[],[],?,147,615 kj(147 kcal),0,0,34,"1,7",16,"1,8","0,72",,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",0 g,en faible quantité,0 g,en faible quantité,1.7 g,en faible quantité,1.8 g,en quantité élevée,,-12%,-12%,-100%,-100%,+3%,+42%,+281%,+59%,+59%,3,-16%,C,-16%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,
1405,Poulet,0262009020339,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Franprix'],,,,,
1406,Praline Feuilleté Noir Café - Comptoir du Cacao - 120g,3760078999497,['France'],[],[],?,566,2368 kj(566 kcal),40,16,41,31,7,"0,2","0,08",120 g,['Comptoir du Cacao'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,Filet mignon fumé au bois de hêtre,0281458025986,['France'],[],[],?,137,573 kj(137 kcal),"4,5","1,7","0,4",0,24,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,
1408,Gâteau aux amandes,5604551080020,['France'],[],[],?,373,1561 kj(373 kcal),"14,8","2,3","52,5","29,6","6,8","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,Paquet sisteron barquette panse d'agneau,0269466031298,['France'],[],[],?,133,556 kj(133 kcal),"6,5","2,3","0,5","0,5",18,"0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,petit montagnard - 556g,2485720042772,['France'],[],[],?,239,1000 kj(239 kcal),15,10,1,1,25,"2,5",1,556g,,"['15.141.001', 'FR 15.141.001 CE', 'Neussargues-Moissac (Cantal, France)']",['Tomme'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Le petit montagnard'],,,['Cantal'],,,
1411,Pilon de poulet - Le Gaulois,2487381008920,['France'],[],[],?,121,506 kj(121 kcal),"5,4","1,6",0,0,18,"0,26","0,104",,['Le Gaulois'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nutriscore'],,,,,,
1412,Terrine de lièvre artisanale à l'armagnac - Saveurs des mauges - 180g,3340584105485,['France'],[],[],?,276,1155 kj(276 kcal),22,"7,6",6,"1,2",14,"1,3","0,52",180 g,['Saveurs des mauges'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,
1413,Donuts cjoco simpsons,2020003102561,['France'],[],[],?,470,1966 kj(470 kcal),"28,9",0,"46,3","18,2",5,"0,57","0,228",,,,,,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",28.9 g,en quantité élevée,0 g,en faible quantité,18.2 g,en quantité élevée,0.57 g,en quantité modérée,,+15%,+15%,+27%,-100%,+3%,+8%,-16%,-40%,-40%,11,-44%,D,-44%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,
1414,Blonde,3760032530179,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,
1415,Confit Bio Oignons et Figues - 2x 100g,3760058113226,['France'],[],[],?,164,686 kj(164 kcal),0,0,39,37,"0,9","0,48","0,192",2 x 100 g,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",0 g,en faible quantité,0 g,en faible quantité,37 g,en quantité élevée,0.48 g,en quantité modérée,,-2%,-3%,-100%,-100%,+11%,+14%,-10%,-23%,-23%,7,+6%,C,+6%,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,
1416,Vin de bordeaux,3522030061570,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,Pâté du Causse aux girolles - 180g,3700428466767,['France'],[],[],?,217,908 kj(217 kcal),15,"5,6",3,"0,6",18,"1,3","0,52",180 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,Tomme brebis chèvre,2488647017519,['France'],[],[],?,450,1883 kj(450 kcal),"39,2",27,0,0,"24,2","1,8","0,72",,,"['FR 09.272.010 CE', 'Saint-Paul-de-Jarrat (Ariège, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,Fromage frais de vache,3760248090023,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,PIMENT DOUX MOULU - NUIT DÉPICES - 250G,3547402100107,['France'],[],[],?,?,,?,,?,,?,,,250G,['NUIT DÉPICES'],"['EMB 59178', 'Douai (Nord, France)']",,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Piments']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,0.0%,5.3%,5.5%,1.2%,70,,,,,,,
1421,"Tomate, Aubergine, Blé, AVEC MORCEAUX - Bio Village - 260g",3564707159463,['France'],[],[],?,65,272 kj(65 kcal),"1,3","0,5","9,9","3,9","2,2","0,07","0,028",260 g,['Bio Village'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE']",['Leclerc'],,,,,
1422,Saumon bio fumé Irlande - 260g,5099305001749,['France'],[],[],?,195,816 kj(195 kcal),"11,4","2,05","0,1","0,1","23,4","2,64","1,056",260 g,,,,,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",11.4 g,en quantité modérée,2.05 g,en quantité modérée,0.1 g,en faible quantité,2.64 g,en quantité élevée,,+5%,+6%,+9%,-0%,-80%,-70%,+6%,-6%,-6%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,['Bio'],,,,,,
1423,baguette de tradition francaise - 250g,3289660544001,['France'],[],[],?,?,,?,,?,,?,,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,Grana Padano,2441851030040,['France'],[],[],?,384,1607 kj(384 kcal),28,18,0,0,33,"1,6","0,64",,,"['EMB 84007', 'Avignon (Vaucluse, France)']",,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",28 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,-3%,-3%,-3%,0%,-100%,-100%,0%,+6%,+6%,16,+6%,D,+6%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1425,Chipolata,2688540022379,['France'],[],[],?,75,314 kj(75 kcal),6,0,"0,55","0,55","3,5",1,"0,4",,,,,,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",6 g,en quantité modérée,0 g,en faible quantité,0.55 g,en faible quantité,1 g,en quantité modérée,,-69%,-69%,-68%,-100%,-53%,-13%,-77%,-44%,-44%,2,-88%,B,-88%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,
1426,MyProtein Impact Whey Protein Blueberry - 25g,5055936818378,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,25 g,['MyProtein'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,
1427,Impact whey protein - MyProtein - 25g,5055936818422,"['Autriche', 'France']",[],[],?,384,1607 kj(384 kcal),"7,5","4,6","4,2","4,2",75,"0,3","0,12",25 g,['MyProtein'],,['Stück'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,0202654025914,0202654025914,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,Saint Émilion,3760195790786,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,"Papillotes lait, noir et blanc",3257984464121,['France'],[],[],?,533,2230 kj(533 kcal),31,15,55,52,"6,6","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,Sauté de Veau,3532820000207,['France'],[],[],?,115,481 kj(115 kcal),"5,1","2,99","3,06",1,"13,9","0,22","0,088",,,,,,,,D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats au veau', 'Sauté de veau']",5.1 g,en quantité modérée,2.99 g,en quantité modérée,1 g,en faible quantité,0.22 g,en faible quantité,,-5%,-4%,+1%,+33%,-51%,-16%,+38%,-73%,-73%,-2,-257%,A,-257%,83.4%,6.0%,2.8%,2.0%,1.2%,4.6%,40,,,,,,,
1432,My Protein The Pre-Workout Lemon Sherbert - MyProtein - 14.80000019073486g,5056185786876,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,14.80000019073486 g,['MyProtein'],,['Stück'],,,,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,My Protein The Pre-Workout Orange Mango & Passionfruit - MyProtein - 14g,5056104549452,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,14 g,['MyProtein'],,['Stück'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,Les Algues Folles - forestier,3336950000089,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,Domaine de Bresse,2488025016738,['France'],[],[],?,434,1816 kj(434 kcal),42,29,1,"0,5",13,"1,1","0,44",,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,2325277004369,2325277004369,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,70cl,5410293803137,['France'],[],[],?,?,,?,,?,,?,,,70 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,SFOGLIE,8000105005872,['France'],[],[],?,479,2004 kj(479 kcal),"23,1","10,6","60,1",25,"5,9","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,
1439,Cebolla troceada tarro - El Corte Ingles,8433329069137,['France'],[],[],?,?,,?,,?,,?,,,,['El Corte Ingles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,Grand pain tranche,0211377019421,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,Jumbo cashews (noix de cajou),0628653001566,['France'],[],[],?,290,1213 kj(290 kcal),24,4,15,2,8,"0,2","0,08",,,,,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",24 g,en quantité élevée,4 g,en quantité modérée,2 g,en faible quantité,0.2 g,en faible quantité,,-52%,-51%,-48%,-53%,-41%,-69%,-57%,-68%,-68%,-3,-140%,A,-140%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,['en:gluten-free'],,,,,,
1442,Sanpellegrino Sparkling Pompelmo Juice 16percent 200ML. - 200ml,8002270018817,['France'],[],[],?,39,163 kj(39 kcal),0,0,"9,4","9,4",1,0,0,200 ml,['Sanpellegrino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,Pâté au foie de canard et cèpes,3464052221016,['France'],[],[],?,335,1402 kj(335 kcal),"30,8","12,59","1,3","0,7","13,3","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,2290070006455,2290070006455,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,Poivre noir,4012346617206,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,Le veau steaks - Charal - 600g,3181238972851,['France'],[],[],?,211,883 kj(211 kcal),15,"4,8",0,0,19,"0,24","0,096",600 g,['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,Oreilles d'âne,3462453333338,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,"Barre protéinée flapjack gingembre, orange, chocolat noir - LumberJack - 65g",5024293202779,['France'],"['OATS ', '14%', 'Salted Butter ', 'Butter ', 'MILK', 'Salt', 'Dark Chocolate Flavoured Topping ', '12%', 'Sugar', 'Vegetable Fats ', 'Palm Kernel', 'Palm', 'Fat Reduced Cocoa Powder', 'Emulsifier ', 'SOYA Lecithin', 'Natural Flavouring', 'Chicory Fibre,Whey Protein Isolate ', '9%', ' ', 'MILK', 'Chopped Dates ', 'Dates,Rice Flour', 'Ginger Pieces ', '7%', ' ', 'Ginger,Sugar Syrup', 'Rice Syrup', 'Isolated SOYA Protein ', '5%', ' ', 'Skimmed MILK Powder', 'Pea Protein ', '3%', 'Humectant ', 'E422', 'Dextrose', 'Flavouring']","['Huile de palme', 'Non végétalien', 'Végétarien']",?,418,1750 kj(418 kcal),"16,9","10,9","43,1","26,2","21,5","0,523","0,209",65 g,"['LumberJack', 'Lumber Jack']",,['Plastique'],"['E322i - Lécithine', 'E422 - Glycérol']","['Lait', 'Avoine', 'Soja']",4,,"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées', 'Flapjack']",16.9 g,en quantité modérée,10.9 g,en quantité élevée,26.2 g,en quantité élevée,0.523 g,en quantité modérée,,+13%,+13%,+30%,+85%,+32%,+97%,-27%,+7%,+7%,17,+65%,D,+65%,,,,,,,,"['Végétarien', 'en:gluten-free']",['Boostbox'],,['Angleterre'],,"Barre protéinée flapjack gingembre, orange, chocolat noir",http://www.lumberjackbars.com
1449,Chips vis,3660207815608,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,Rillettes de canard,00160445,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,,,,,,,,,,,,,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,
1451,Pots chocolate & hazelnuts praline,5060253702217,['France'],[],[],?,426,1782 kj(426 kcal),36,16,18,16,"6,2","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,Biddenden - 75cl,5017685880037,['France'],[],[],?,?,,?,,?,,?,,,75 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,Tesa Selbstklebehaken,4042448105035,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,['Stück'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,Crème balsamique - Casa Rinaldi,8006165386067,['France'],[],[],?,?,,?,,?,,?,,,,['Casa Rinaldi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,91871,91871,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,Multifruits,8422791009741,['France'],[],[],?,63,264 kj(63 kcal),"0,3","0,1",14,11,2,"0,008","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,Levure de bière bio,3535400017459,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,C,"['Additifs alimentaires', 'Levures de bière']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,35.8%,54.7%,4.4%,2.7%,2.4%,0.0%,60,['Bio'],,,,,,
1458,Condiment balsamique blanc,3760069442360,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Escalopes de dinde,2431638022115,['France'],[],[],?,97,406 kj(97 kcal),"0,1","0,1",1,"0,1",23,"1,1","0,44",,,,,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",0.1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en quantité modérée,,-20%,-19%,-92%,-75%,-67%,-87%,+0%,+99%,+99%,0,,B,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,
1460,Pic Saint Loup,3770002610282,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Speculoos,3532090002475,['France'],[],[],?,482,2017 kj(482 kcal),"18,4","6,81","72,3","36,4","6,7","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,Tarte meringuee au citron,0204017039033,['France'],[],[],?,378,1582 kj(378 kcal),17,11,49,37,"5,7","0,2","0,08",,,,,,,,C,"['Tartes', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Tartes au citron', 'Biscuit sec nappé aux fruits', 'Tartes au citron meringuées']",17 g,en quantité modérée,11 g,en quantité élevée,37 g,en quantité élevée,0.2 g,en faible quantité,,+9%,+9%,+16%,+22%,+4%,+10%,+12%,-7%,-7%,22,+15%,E,+15%,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,,,,,,,
1463,Corazones de alcachofa medianos - Cynara,8437006034401,['France'],[],[],?,32,134 kj(32 kcal),0,0,5,1,2,"0,7","0,28",,['Cynara'],,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Artichauts', ""Coeurs d'artichauts""]",0 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0.7 g,en quantité modérée,,-36%,-35%,-100%,-100%,+10%,-18%,+15%,-19%,-19%,-3,,A,,,,,,,,,,,,,,,
1464,Pain de mie,3760245790087,['France'],[],[],?,234,979 kj(234 kcal),"3,1","1,9",47,3,"4,9","1,1","0,44",,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",3.1 g,en quantité modérée,1.9 g,en quantité modérée,3 g,en faible quantité,1.1 g,en quantité modérée,,-12%,-13%,-31%,+193%,+3%,-42%,-42%,-4%,-4%,4,+176%,C,+176%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,,
1465,Baguette bio,0203958005589,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert']",,,,,,
1466,Jambon gran riserva 24 mesi,8002974040633,['France'],[],[],?,256,1071 kj(256 kcal),16,"6,4",0,0,28,5,2,,,,,,,,,"['Viandes', 'Charcuteries', 'Jambons']",16 g,en quantité modérée,6.4 g,en quantité élevée,0 g,en faible quantité,5 g,en quantité élevée,,+51%,+53%,+109%,+120%,-100%,-100%,+19%,+73%,+73%,19,+79%,E,+79%,,,,,,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,
1467,Palette sans os fumee,0294446064225,['France'],[],[],?,176,736 kj(176 kcal),11,"4,4",0,0,19,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,Curry Kori,8436038265104,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,Épices Poulet,8436038263391,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Mimolette vielle,2441820025657,['France'],[],[],?,385,1611 kj(385 kcal),28,21,0,0,31,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,4031446887876,4031446887876,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,ECHINAFLOR,3760102770030,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,Jus de Pomme Cassis,3770005958060,['France'],[],[],?,40,167 kj(40 kcal),0,0,10,10,0,0,0,,,,,,,,,['Jus de pomme cassis'],0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité modérée,0 g,en faible quantité,,-15%,-15%,-100%,-100%,-9%,+6%,-100%,-100%,-100%,2,+12%,B,+12%,,,,,,,,,,,,,,
1474,Passata - sweet harvest,5000232883650,"['France', 'Royaume-Uni']",[],[],?,?,,?,,?,,?,,,,['sweet harvest'],,['Carton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Huile d'olive vierge extra,3542330000178,['France'],[],[],?,900,3766 kj(900 kcal),100,17,"0,5","0,5","0,5","0,2","0,08",,,,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",100 g,en quantité élevée,17 g,en quantité élevée,0.5 g,en faible quantité,0.2 g,en faible quantité,,+6%,+6%,+5%,+24%,,,,,,7,+15%,C,+15%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
1476,Petits - Merci,4014400927450,['France'],[],[],?,584,2443 kj(584 kcal),"40,7",25,"43,8","41,5","8,3","0,13","0,052",,['Merci'],,,,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",40.7 g,en quantité élevée,25 g,en quantité élevée,41.5 g,en quantité élevée,0.13 g,en faible quantité,,+10%,+11%,+27%,+44%,-16%,-13%,+41%,-15%,-15%,26,+7%,E,+7%,,,,,,,,,,,,,,
1477,Beignets chocolat noisette,0260523019358,['France'],[],['Sans huile de palme'],?,405,1695 kj(405 kcal),20,"2,4",50,20,"5,4","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,
1478,Prawn ring - Deluxe,40876085,['France'],[],[],?,97,406 kj(97 kcal),"0,6","0,1",10,"8,6",11,"1,03","0,412",,['Deluxe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,Vinaigre de miel,3380250505034,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,Saucisse de Toulouse,0210649033394,['France'],[],[],?,183,766 kj(183 kcal),"9,4","3,8","0,5","0,5",17,"2,1","0,84",,,"['FR 26.347.022 CE', ""Tain-l'Hermitage (Drôme, France)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,
1481,AMANDES ASSORTIES BIO. FABRICATION ARTISANALE,3760059938378,['France'],[],[],?,582,2435 kj(582 kcal),44,17,36,31,0,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09']",,,,,,
1482,Panettone Gran Cacao - Loison - 1000g,0799729002081,['France'],[],[],?,400,1670 kj(400 kcal),"17,5","12,5","52,5",25,"7,5","0,625","0,25",1000 g,['Loison'],,,,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",17.5 g,en quantité modérée,12.5 g,en quantité élevée,25 g,en quantité élevée,0.625 g,en quantité modérée,,+7%,+7%,+17%,+39%,+2%,-3%,+10%,+42%,+42%,19,+2%,E,+2%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,Panettone,
