,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,manufacturing,traceability_code,markets,allergens,nova_score,origin_detail,producer_info,additives,ingredients_origins,link,palm_ingredients,brand_owner
1071,Activia Granola,5410146417733,,,['Activia'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux céréales']","['Belgique', 'France', 'Espagne']","['YAOURT ', '87,9%', ': yaourt avec Bifidus ActiRegularis ', 'lait', 'sucre ', '3,5%', '/ GRANOLA ', '12,1%', "" : flocons d'avoine "", '62,5%', ' ', 'gluten', 'fibre alimentaire ', 'oligofructose', ' ', '10%', '« crispies » de céréales ', '8%', ' ', 'riz', 'mais', 'farine de blé', 'seigle et orge cacao maigre en poudre', 'sel', ' ', 'gluten', 'miel ', '6%', 'farine de blé et seigle ', '6%', ' ', 'gluten', 'sure ', '5%', 'huile végétale ', 'tournesol', 'sel', ' Peut contenir : fruits à coque', 'oeuf', 'soja', 'graines de sésame', 'autres céréales contenant du gluten']",['Non végétalien'],2.2 g,en faible quantité,1 g,en faible quantité,10 g,en quantité modérée,0.1 g,en faible quantité,?,,109,-8%,456 kj(109 kcal),-7%,"2,2",-42%,1,-50%,"16,5",+9%,10,-14%,6,+36%,"0,1",-19%,"0,04",-19%,0,-100%,B,-100%,,,,,,,,,,,,,['Delhaize'],"['Gluten', 'Lait', 'Avoine']",4,,,,,,,
1072,Mix&go bífidus con muesli y frambuesa - Danone - 170g,8410500022693,C,170 g,['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au Bifidus', 'Yaourts aux fruits', 'Yaourts à la framboise']","['France', 'Espagne']",[],[],2.6 g,en faible quantité,1 g,en faible quantité,10.3 g,en quantité modérée,0.1 g,en faible quantité,?,,110,+12%,460 kj(110 kcal),+12%,"2,6",-12%,1,-45%,"15,7",+19%,"10,3",-15%,"5,9",+66%,"0,1",-8%,"0,04",-8%,-1,-140%,A,-140%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,,,,,,,,,
1073,Noisettes Décortiquées - Casino - 125g,3222477064379,D,125 g,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noisettes', 'Fruits à coques décortiqués', 'Noisettes décortiquées']",['France'],[],[],63 g,en quantité élevée,5.3 g,en quantité élevée,4.5 g,en faible quantité,0 g,en faible quantité,?,,666,-1%,2787 kj(666 kcal),-1%,63,+1%,"5,3",+9%,"4,7",-49%,"4,5",+12%,15,-1%,0,-100%,0,-100%,3,+400%,C,+400%,92.4%,1.7%,0.0%,3.6%,2.2%,0.0%,45,,,,,,['Casino'],,,,,,,,,
1074,Valsoia Almond Drink,8006040480002,,,,,"['France', 'Italie']",[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,"1,1",,"0,2",,"3,2",,3,,"0,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Tigretón - Bimbo - 150g,8412600025529,,150g,['Bimbo'],"['Biscuits et gâteaux', 'Pâtisseries']","['France', 'Espagne']","['AZÚCAR,HARINA DE TRIGO', 'AGUA', 'HUEVO LIQUIDO PASTEURIZADO', 'GRASAS VEGETALES ', 'PALMA', 'COCO', 'PALMISTE', 'PULPA DE FRUTA ', '4%', ' ', 'MANZANA', 'MELOCOTÓN', 'JARABE DE GLUCOSA Y FRUCTOSA', 'JARABE DE GLUCOSA', 'CACAO DESGRASADO EN POLVO ', '3%', ' ACEITE VEGETAL ', 'GIRASOL', 'AROMAS', 'DEXTROSA', 'GASIFICANTES ', 'E450', 'E 500', 'LECHE DESNATADA EN POLVO', 'ALMIDÓN MODIFICADO DE MAÍZ', 'ALMIDON DE ARROZ', ' EMULGENTES ', ' LECITINA DE GIRASOL ', 'E 471', 'E 475', 'E 492 ,E 476', 'E 435', 'COLORANTES ', 'E 120', 'E 160a', 'E 150d', ' SAL', 'ESTABILIZANTES ', 'E407,E 410', ' CONSERVADORES ', 'E 200', 'E 202', 'ACIDULANTE', 'E 330']","['Huile de palme', 'Non végétalien', 'Non végétarien']",13 g,en quantité modérée,9.4 g,en quantité élevée,37 g,en quantité élevée,0.63 g,en quantité modérée,?,,367,-3%,1536 kj(367 kcal),-2%,13,-23%,"9,4",+15%,56,+17%,37,+26%,"4,5",-16%,"0,63",+52%,"0,252",+52%,19,+11%,E,+11%,,,,,,,,,['plástico'],,['España'],,,['Gluten'],4,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E475 - Esters polyglycériques d'acides gras"", 'E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E435 - Monostéarate de polyoxyéthylène sorbitane', '', 'Risque modéré de sur-exposition', 'E120 - Acide carminique', 'E160a - Carotènes mélangés', ""E150d - Caramel au sulfite d'ammonium"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",['Espagne'],,['Huile de palme'],
1076,Petits fours financiers,6923818881323,,,,,"['France', 'Maroc']",[],[],,,,,,,,,?,,452,,1891 kj(452 kcal),,"22,9",,"11,9",,52,,"31,6",,"8,1",,"0,13",,"0,052",,,,,,,,,,,,,,,,,"['EMB 50577', 'Sortosville-en-Beaumont (Manche, France)']",,,,,,,,,,
1077,Thé Détox - BiOrigine,3286010047991,,,['BiOrigine'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1078,Haricots Verts extra-fins - Bonduelle,3083681094985,B,,['Bonduelle'],"['Plats préparés', 'Légumes préparés', 'Ratatouilles']",['France'],"[""Dés d'aubergines préfrites "", 'aubergines', 'huile de tournesol', 'dés de courgettes', 'purée de tomates mi-réduite 20% ', 'acidifiant : acide citrique', ""dés d'oignons"", 'dés de poivrons rouges', 'double concentré de tomate 3%', ""huile d'olive vierge extra 2%"", 'sucre 1,5%', 'sel', 'ail', 'jus concentré de citron', 'farine de blé', 'thym 0,1%']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.1 g,en faible quantité,0.1 g,en faible quantité,1.3 g,en faible quantité,0.79 g,en quantité modérée,?,,20,-71%,84 kj(20 kcal),-70%,"0,1",-97%,"0,1",-81%,"2,3",-55%,"1,3",-67%,"1,4",+19%,"0,79",+11%,"0,316",+11%,1,+2%,B,+2%,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,,['Conserve'],,,,,['Gluten'],3,,,['E330 - Acide citrique'],,,,
1079,Yaourt brassé mangue vanille BIO - Pâturages Bio,3250392721084,B,,"['Pâturages Bio', 'Pâturages']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au lait de vache', 'Yaourts à la mangue']",['France'],"['lait entier 76', '8%', 'mangue 10%', 'sucre de canne 7', '6 % ', 'poudre de lait écrémé', 'amidon de maïs', 'arôme naturel', 'arôme naturel de vanille Bourbon', 'extrait de vanille Bourbon', 'ferments lactiques ', 'dont lait', "" Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3.1 g,en quantité modérée,2.2 g,en quantité modérée,12.1 g,en quantité modérée,0.11 g,en faible quantité,?,,98,-4%,410 kj(98 kcal),-0%,"3,1",+2%,"2,2",+11%,"14,1",+5%,"12,1",-2%,"3,4",-9%,"0,11",+3%,"0,044",+3%,3,+5%,C,+5%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,"['Bio', 'Bio européen', 'Nutriscore', 'Nutriscore C', 'AB Agriculture Biologique', 'en:lait-francais-french-milk']",,,['Intermarché'],['Lait'],4,,,,,,,
1080,5000159500173,5000159500173,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Filets de truite nature fumés - sans peau - Golden Seafood - 125g,27066850,,125 g,['Golden Seafood'],,"['Belgique', 'France']",['Truite arc-en-ciel'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,419,,117,,419 kj(117 kcal),,"4,5",,"1,2",,0,,0,,19,,2,,"0,8",,,,,,,,,,,,,Filet de truite,['Barquette plastique sous-vide'],,,['TR 48 0037'],['Aldi'],,,,,,,,,
1082,Mellow Mellow,4014437125218,,,,,['France'],[],[],,,,,,,,,?,,328,,1372 kj(328 kcal),,0,,0,,78,,69,,4,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Filets de Maquereaux au Naturel - 125g,3251870002428,,125 g,,"['en:Filets de maquereaux', 'en:Filets de poissons', 'en:Maquereaux', 'en:Poissons', 'en:Produits de la mer']",['France'],[],[],16 g,en quantité modérée,4.6 g,en quantité modérée,0.5 g,en faible quantité,0.2 g,en faible quantité,?,,238,+27%,996 kj(238 kcal),+28%,16,+45%,"4,6",+166%,"0,5",-85%,"0,5",-28%,24,+47%,"0,2",-78%,"0,08",-78%,1,-64%,B,-64%,,,,,,,,,,,,"['EMB 13078', 'Port-Saint-Louis-du-Rhône (Bouches-du-Rhône, France)']",,,,,,,,,,
1084,Mayonnaise à l'huile d'avocat - d&L - 300ml,5414972126074,C,300 ml,['d&L'],"['Epicerie', 'Sauces', 'Mayonnaises']","['Belgique', 'France']",[],[],72 g,en quantité élevée,7.1 g,en quantité élevée,2.7 g,en faible quantité,1.3 g,en quantité modérée,?,,667,+9%,2791 kj(667 kcal),+9%,72,+9%,"7,1",+15%,3,+12%,"2,7",+85%,"1,2",-2%,"1,3",-2%,"0,52",-2%,20,+12%,E,+12%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,"['Bocal', 'Verre']",,,,,,,,,,,,,
1085,Crêpes natures bio - Chabrior - 6crêpes 240g,3250392728441,B,6 crêpes 240g,['Chabrior'],"['Crêpes et galettes', 'Crêpes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,,['Bio'],,,['Intermarché'],,,,,,,,,
1086,Chips a la truffe d'été - Deluxe,20055974,,,['Deluxe'],,['France'],[],[],,,,,,,,,?,,536,,2243 kj(536 kcal),,33,,"2,7",,51,,"0,4",,6,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,"Naked Mango Machine Apple, Mango & Orange Smoothie - 360ml",3168930158240,,360 ml,['Naked'],,"['Belgique', 'France']","['Jus et purée de pomme ', '59%', ',purée de mangue ', '22%', "",jus d'orange "", '12%', ',purée de papaye ', '4%', ',purée de banane,extrait de curcuma ', '0,1%', ',arômes naturels,vitamines C', 'E', 'B6', 'Thiamine ', 'B1', ' et Riboflavine ', 'B2']",['Sans huile de palme'],,,,,,,,,199,,47,,199 kj(47 kcal),,"0,5",,"0,5",,12,,"9,6",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,"Boisson pasteurisée à base de jus, de purées de fruits, curcuma et arômes naturels, enrichie en vitamines.",,"['Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,['Delhaize'],,4,,,['E100 - Curcumine'],,,,
1088,Kaki,8435177016851,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Kakis']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,OUI AU BLÉ 100% COMPLET - Naturalia,3700036905962,,,['Naturalia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",['France'],"['Semoule complète de blé dur ', 'Italie', "" issue de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",2.2 g,en faible quantité,0.4 g,en faible quantité,3.2 g,en faible quantité,0.01 g,en faible quantité,?,,350,+5%,1464 kj(350 kcal),+5%,"2,2",-15%,"0,4",-43%,67,+8%,"3,2",+16%,12,+3%,"0,01",-95%,"0,004",-95%,-6,,A,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-008', 'AB Agriculture Biologique']",,,['Naturalia'],,1,,,,,,,
1090,Saumon en Croûte - Picard - 700g,3270160473786,,700 g,['Picard'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson']",['France'],"['Filet de saumon qualité sans arêtes 35,7% ', 'Salmo salar', 'Chili ou Norvège ou lles Féroé poissons', 'farine de blé ', 'gluten', 'beurre ', 'lait', ' 12,8%', 'épinard en branche 9,6%', 'chou vert 8,3%', 'eau', 'crème liquide [crème ', 'lait', 'épaississants carraghénanes]', 'crêpe [farine de froment ', 'gluten', 'farine de sarrasin', 'lait entier', 'œuf entier liquide pasteurisé', 'sel', 'eau]', 'vin blanc 2,1%', 'oeuf entier liquide pasteurisé', 'échalote', 'oignon 0,8%', 'sel', 'arôme naturel de poivre']","['Non végétalien', 'Non végétarien']",18 g,en quantité modérée,11 g,en quantité élevée,1.9 g,en faible quantité,0.89 g,en quantité modérée,?,,264,+35%,1105 kj(264 kcal),+38%,18,+51%,11,+256%,14,+75%,"1,9",+27%,11,-7%,"0,89",-25%,"0,356",-25%,14,+130%,D,+130%,,,,,,,,,['Surgelé'],,['France'],"['FR 29.233.001 CE', 'Quimperlé (Finistère, France)']",['Picard'],"['Œufs', 'Poisson', 'Gluten', 'Lait']",4,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Saumon origine Chili ou Norvège ou Îles Féroé'],https://www.picard.fr/produits/saumon-en-croute-000000000000047378.html?cgid=plats-cuisines&prefn1=enviePlatsCuisines&sz=12&start=0&prefv1=Plats%20Traiteur&viewAll=1,,
1091,Smooth peanut butter - Sanitarium - 500g,9300652012248,C,500g,['Sanitarium'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Pâtes à tartiner', 'Beurres de fruits à coques', 'Beurres de cacahuètes']","['Australie', 'France']","['Cacahuètes fraîchement grillés ', '96%', 'huile végétales', ""stabilisant : mono et diglycerides d'acides gras""]","[""Pourrait contenir de l'huile de palme""]",54.4 g,en quantité élevée,8.4 g,en quantité élevée,3.8 g,en faible quantité,0.00475 g,en faible quantité,2690,+6%,644,+7%,2690 kj(644 kcal),+8%,"54,4",+13%,"8,4",+1%,10,-31%,"3,8",-40%,27,+10%,"0,005",-99%,"0,002",-99%,11,0%,D,0%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,['Jar'],"['Peu ou pas de sel', 'Sans sel ajouté', 'Sans sucre ajouté', 'en:made in Australia from less than 10% Australian ingredients']",['Australia'],,['Woolworths'],['Arachides'],4,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,
1092,Lomo - Embutidos y Jamones España - 200g,8428204006208,,200 g,['Embutidos y Jamones España'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Produits à la viande', 'Préparations de viande', 'Porc']","['France', 'Espagne']",[],[],6.48 g,en quantité modérée,2.66 g,en quantité modérée,0.39 g,en faible quantité,4.42 g,en quantité élevée,846,+9%,199,+4%,846 kj(199 kcal),+7%,"6,48",-42%,"2,66",-38%,"0,39",-56%,"0,39",-36%,"34,95",+77%,"4,425",+132%,"1,77",+132%,14,+26%,D,+26%,,,,,,,,,,['Fabriqué en Espagne'],"['Toledo', 'España']",['ES 10.05238/TO CE'],['Ahorramás'],,,,,,,https://espanahijos.com/,,
1093,Purée de noisettes - Direct Producteurs Fruits secs - 300g,3760159013142,,300 g,['Direct Producteurs Fruits secs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Fruits et produits dérivés', 'Fruits à coques et dérivés', 'Produits déshydratés', 'Pâtes à tartiner végétales', 'Aliments à base de plantes séchées', ""Purées d'oléagineux"", 'Fruits secs', 'Beurres de fruits à coques', 'Purées de noisette']",['France'],['Noisettes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",62.4 g,en quantité élevée,4.5 g,en quantité modérée,4.9 g,en faible quantité,0 g,en faible quantité,"2700,28",+5%,646,-3%,"2700,28 kj(646 kcal)",-3%,"62,4",+4%,"4,5",-7%,"17,6",+60%,"4,9",-34%,15,+1%,0,-100%,0,-100%,-2,-128%,A,-128%,,,,,,,,Purée de noisettes,['pot en verre'],"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique', 'Biopartenaire']",['Espagne'],['SN007693N19'],['Magasins bio'],['Fruits à coque'],1,,,,['Turquie'],http://www.directproducteursfruitssecs.com/fruitsec/?produit=noisettes&id=89,,
1094,Truite fumée,3250392697181,E,,,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",['France'],[],[],8.1 g,en quantité modérée,1.6 g,en quantité modérée,0.5 g,en faible quantité,3.4 g,en quantité élevée,?,,163,-1%,682 kj(163 kcal),-0%,"8,1",+3%,"1,6",-1%,"0,5",+20%,"0,5",+70%,22,-3%,"3,4",+24%,"1,36",+24%,13,+10%,D,+10%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,,,,,,,
1095,3401381381813,3401381381813,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Off the Eaten Path Crunchy pea & pinto bean snacks sea salt - 100g,3168930157335,,100 g,['Off the eaten path'],"['Snacks', 'Snacks salés']",['France'],"['Biscuit de haricot pinto ', 'farine de haricot pinto ', '18%', 'amidon de pomme de terre', 'sel', 'poudre de betterave', 'chlorure de potassium', ',biscuit de petit pois ', 'farine de petit pois ', '18%', 'amidon de pomme de terre', 'sel', 'chlorure de potassium', ""poudre d'épinard"", ',biscuit de haricot blanc ', 'farine de haricot blanc ', '18%', 'amidon de pomme de terre', 'sel', 'chlorure de potassium', ',huile de tournesol,sel de mer']",[],18 g,en quantité modérée,1.8 g,en quantité modérée,2.2 g,en faible quantité,2 g,en quantité élevée,1890,-4%,451,-2%,1890 kj(451 kcal),-2%,18,-26%,"1,8",-57%,58,+22%,"2,2",-33%,"9,8",+15%,2,+30%,"0,8",+30%,9,-26%,C,-26%,,,,,,,,"Mélange de biscuits de haricots pinto, de petits pois et de haricots blancs au sel de mer",['Carton'],['Point Vert'],,,['carrefour market'],,3,,,,,,,
1097,Captain kombucha,5600787049114,C,,['Captain Kombucha'],"['Boissons', 'Boissons au thé', 'Kombuchas']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,5.9 g,en quantité modérée,0 g,en faible quantité,?,,23,+28%,96 kj(23 kcal),+28%,0,-100%,0,-100%,"5,9",+54%,"5,9",+72%,0,-100%,0,-100%,0,-100%,8,+40%,D,+40%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,,,,,,,,,,,,,
1098,Paleta reserva - Realvalle,20659530,E,,['Realvalle'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']","['France', 'Espagne']",[],[],23 g,en quantité élevée,11 g,en quantité élevée,1 g,en faible quantité,3.7 g,en quantité élevée,?,,307,+28%,1284 kj(307 kcal),+29%,23,+83%,11,+136%,1,+39%,1,+124%,24,-21%,"3,7",-21%,"1,48",-21%,23,+40%,E,+40%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,
1099,Soin réhydratant Antidessèchement - 50ml,3058325035884,,50 ml,,"['Non alimentaire', 'Open Beauty Facts']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Flacon'],,,,,,,,,,,,,
1100,Cidre rosé,3271470760436,D,,,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres rosés']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,,,,,
1101,Navajuelas del pacífico al natural - Conosur,8410721055111,,,['Conosur'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve']","['France', 'Espagne']",[],[],1 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,?,,95,-55%,397 kj(95 kcal),-55%,1,-93%,"0,4",-86%,6,+637%,0,-100%,15,-25%,1,0%,"0,4",0%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,,,,
1102,Hydrance légère  émulsion hydratante - Avène - 40ml,3282779206303,,40ml,['Avène'],"['Non alimentaire', 'Open Beauty Facts']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Indie - Brewdog - 330ml,5056025408920,C,330 ml,['Brewdog'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières du Royaume Uni']","['Chine', 'France', 'Japon']","['eau', ""malt d'orge"", 'blé', 'levure', 'houblons']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,Independent Pale Ale,"['Glass bottle', 'Green dot', 'Recycle']","['EAC', 'Déconseillé aux femmes enceintes', 'en:Veganistisch', 'en:Vegetarisch']",,,,['Gluten'],3,,,,,,,
1104,Ma boisson bio Riz nature - NaturéO,3701091782352,C,,['NaturéO'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', 'Boissons au riz', 'Boissons végétales de riz nature']","['Belgique', 'France']","['Eau', 'riz 16%', 'huile de riz', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",25 g,en quantité élevée,0.2 g,en faible quantité,0.2 g,en faible quantité,0.1 g,en faible quantité,?,,61,+2%,255 kj(61 kcal),+4%,25,+2132%,"0,2",-0%,"13,1",+17%,"0,2",-96%,"8,5",+2687%,"0,1",+6%,"0,04",+6%,-5,-702%,A,-702%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,['Brique'],"['Bio', 'Bio européen', 'IT-BIO-007']",['Italie'],,,,3,,,,"['France', 'Italie', 'Thaïlande']",,,
1105,Naranja 100% exprimida con pulpa - Alipende,8421691848504,D,,['Alipende'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]","['France', 'Espagne']",[],[],0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0.01 g,en faible quantité,?,,43,0%,180 kj(43 kcal),-1%,0,-100%,0,-100%,10,+3%,10,+9%,"0,6",-5%,"0,01",+12%,"0,004",+12%,3,+1%,C,+1%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,
1106,Nic-Nac - Boni - 500gr,5400141217445,C,500gr,['Boni'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']","['Belgique', 'France']","['Petits biscuits en forme de lettres et de chiffres', ' Farine de blé,sucre', 'huile de navette', 'sirop de sucre inverti', 'poudres a lever ', 'E500', 'E450', 'sel', 'lactosérum en poudre partiellement dessalé ', 'contient du lait', 'germes de blé', 'miel', 'arôme', ' Contient du gluten et du lait', "" Peut contenir des traces d'oeufs"", 'de soja', 'de fruits à coque et de sésame']",['Non végétalien'],9 g,en quantité modérée,0.7 g,en faible quantité,22 g,en quantité élevée,0.93 g,en quantité modérée,?,,433,-4%,1812 kj(433 kcal),-4%,9,-45%,"0,7",-89%,78,+17%,22,-31%,"8,5",+15%,"0,93",+97%,"0,372",+97%,10,-41%,C,-41%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,['Sachet'],,,,['Colruyt'],"['Gluten', 'Lait']",4,,,"['E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,,
1107,Mini brownies chocolat pépites - Cora,3257986122555,D,,['Cora'],"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",['France'],"['Sucre - huile de colza - oeufs - chocolat 11,1% [sucre - pâte de cacao - cacao en poudre - sirop de glucose-fructose - beurre de cacao - émulsifiant : lécithines ', 'soja', ' - cacao maigre en poudre - arôme naturel de vanille] - farine de blé - lait écrémé concentre sucré ', 'lait écrémé - sucre', ' - pépites de chocolat 5,0% [sucre - pâte de cacao - beurre de cacao - cacao maigre en poudre - émulsifiant : lécithines ', 'soja', "" - arôme naturel de vanille] - sirop de glucose-fructose - farine de soja - stabilisant: E422 - blanc d'oeufs - cacao en poudre - poudres à lever : E450"", 'E500 - sel - émulsifiants : E471', 'E322', 'E472c - conservateur : E202 - arômes - gélifiant : E415 - acidifiant : E330 - épaississant : E440 - farine de blé malté']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",25 g,en quantité élevée,4.6 g,en quantité modérée,36 g,en quantité élevée,0.4 g,en quantité modérée,1905,+0%,456,+0%,1905 kj(456 kcal),+0%,25,-2%,"4,6",-44%,49,+2%,36,+5%,"6,9",+17%,"0,4",+5%,"0,16",+5%,17,-11%,D,-11%,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,,,,['Cora'],"['Œufs', 'Gluten', 'Lait', 'Soja']",4,,,"['E322 - Lécithines', 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E440 - Pectines']",,,,
