,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,manufacturing,traceability_code,markets,allergens,nova_score,origin_detail,producer_info,additives,ingredients_origins,link,palm_ingredients,brand_owner
482,Biscottes au blé complet - Carrefour - 300g,5400101201705,A,300 g,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback', 'Biscottes au blé complet']","['Belgique', 'France']",[],[],6 g,en quantité modérée,0.6 g,en faible quantité,3.5 g,en faible quantité,1.1 g,en quantité modérée,?,,387,-2%,1619 kj(387 kcal),-2%,6,-10%,"0,6",-67%,65,-5%,"3,5",-40%,13,+10%,"1,1",-5%,"0,44",-5%,-2,-132%,A,-132%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,['Carton'],,,,['Carrefour'],['Gluten'],,,,,,,,
483,Sauce Pesto Genovese - Carrefour - 180g,5400101241213,C,180 g,['Carrefour'],"['Epicerie', 'Sauces', 'Sauces Pesto']","['Belgique', 'France']","['Basilic 35 %', 'huile de tournesol', 'fromage à pâte dure 7,5 % ', 'lait', 'sel', 'présure animale', 'conservateur: lysozyme d’œuf', 'eau', 'noix de cajou', 'Pecorino 3,6 % ', 'lait de brebis', 'sel', 'présure animale', 'sel', 'sucre', 'pignons de pommes de terre', ""huile d'olive"", 'arôme naturel de basilic', 'ail', 'correcteur d’acidité : glucono-delta-lactone']","['Non végétalien', 'Non végétarien']",41 g,en quantité élevée,6.4 g,en quantité élevée,2.5 g,en faible quantité,3.4 g,en quantité élevée,1717,+8%,432,+2%,1717 kj(432 kcal),-2%,41,0%,"6,4",+6%,"7,9",+19%,"2,5",-19%,"5,5",+24%,"3,4",+46%,"1,36",+46%,19,+4%,E,+4%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,"['Bocal', 'Verre']",,,,['Carrefour'],"['Œufs', 'Lait', 'Fruits à coque']",4,,,"['E1105 - Lysozyme', 'E575 - Glucono-delta-lactone']",,,,
484,Gouda Stylesse - Carrefour - 300g,5400101255432,D,300 g,['Carrefour'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte pressée non cuite', 'Fromages des Pays-Bas', 'Fromages pasteurisés', 'Fromages en tranches', 'Goudas', 'Fromages allégés']","['Belgique', 'France']","['Lait de vache pasteurisé', 'sel', 'ferment lactique', 'présure de veau', 'conservateur: nitrate de sodium', 'colorant : rocou']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",21 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,29,-81%,121 kj(29 kcal),-82%,21,+131%,14,+114%,18,+809%,0,-100%,27,+38%,"1,6",+37%,"0,64",+37%,12,+67%,D,+67%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,Gouda jeune allégé en matière grasse. Fromage à pâte pressée non cuite.,"['Barquette', 'Plastique']","['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Allégé en matière grasse', '-34\xa0% de matière grasse']",,,['Carrefour'],['Lait'],4,,,"['E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition', 'E160b - Rocou']",,,,
485,Galettes de riz - Delhaize bio - 130g,5400111043685,B,130 g,['Delhaize bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']","['Belgique', 'France']","['Riz complet', 'Sarrasin', 'Amarante', 'Millet', 'Sel marin']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3 g,en quantité modérée,0.2 g,en faible quantité,1 g,en faible quantité,0.3 g,en quantité modérée,?,,409,-5%,1711 kj(409 kcal),-5%,3,-75%,"0,2",-97%,"85,8",+21%,1,-92%,8,+8%,"0,3",+65%,"0,12",+65%,-1,-112%,A,-112%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,Galettes de riz,['Plastique'],"['Bio', 'Bio européen', 'BE-BIO-02', 'Agriculture UE/Non UE']",,,['Delhaize'],,3,,,,"['Union européenne', 'Non Union Européenne']",,,
486,Nic Nac - Biscuits - Delaize - 400g,5400111053523,D,400 g,"['Delaize', 'Delhaize']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['Belgique', 'France']","['Farine de blé', 'sucre', 'huile végétale et graisse végétale hydrogénée ', 'huile de palme et de palmiste', 'dextrose', 'lait concentré', 'miel', 'œufs', 'farine de riz', 'fructose', 'amidon de pomme de terre', 'émulsifiant ', 'lécithine de soja', 'farine de soja', 'arôme', 'sel', 'poudres à lever ', ""carbonate acide d'ammonium et carbonate acide de sodium"", 'améliorant de la farine ', 'disulfite de sodium']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",8.7 g,en quantité modérée,5.4 g,en quantité élevée,24 g,en quantité élevée,0.8 g,en quantité modérée,?,,434,-8%,1816 kj(434 kcal),-9%,"8,7",-58%,"5,4",-47%,79,+23%,24,-19%,"8,3",+28%,"0,8",+36%,"0,32",+36%,16,-19%,D,-19%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,['Sachet plastique'],"['Nutriscore', 'Nutriscore D']",,,['Delhaize'],"['Œufs', 'Gluten', 'Soja']",4,,,"['E322i - Lécithine', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,['Huile de palme'],
487,Saumon Atlantique norvégien fumé - Delhaize - 140g,5400112218402,D,140 g,['Delhaize'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']","['Belgique', 'France']","['saumon 97%', 'sel', 'fumée']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",12 g,en quantité modérée,2.1 g,en quantité modérée,0.1 g,en faible quantité,3 g,en quantité élevée,?,,200,+8%,837 kj(200 kcal),+8%,12,+14%,"2,1",+2%,"0,1",-80%,"0,1",-70%,23,+4%,3,+6%,"1,2",+6%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,['sous atmosphère protégée'],"['Nutriscore', 'Nutriscore D']",,,['Delhaize'],['Poisson'],3,,,,['Norvège'],,,
488,Mayonnaise aux oeufs - Delhaize - 420ml,5400113005841,D,420 ml,['Delhaize'],"['Epicerie', 'Sauces', 'Mayonnaises']","['Belgique', 'France']","['huile de colza ', '78%', ""jaunes d'œufs sales "", '9%', 'eau', 'moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'curcuma', 'vinaigre', 'antioxydant : extrait naturel de romarin', 'arôme naturel de poivre,']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",75 g,en quantité élevée,6.1 g,en quantité élevée,0.5 g,en faible quantité,0.94 g,en quantité modérée,?,,682,+11%,2853 kj(682 kcal),+11%,75,+13%,"6,1",-1%,"0,5",-81%,"0,5",-66%,"1,2",-2%,"0,94",-29%,"0,376",-29%,16,-11%,D,-11%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,['Nutriscore'],,,['Delhaize'],"['Œufs', 'Moutarde']",4,,,,,,,
489,Riz au lait - demi-écrémé - Delhaize - 180g,5400119012492,B,180 g,['Delhaize'],"['Desserts', 'Puddings', 'Riz au lait']","['Belgique', 'France']","['Lait demi-écrémé', 'riz 10% ', 'sucre', 'amidons modifiés ', 'phosphate de diamidon acétylé', 'adipate de diamidon acétylé', 'gélatine', 'stabilisant ', 'carraghénanes', 'arôme de vanille', 'colorant ', 'rocou']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1.2 g,en faible quantité,0.7 g,en faible quantité,13.3 g,en quantité élevée,0.08 g,en faible quantité,?,,113,-22%,473 kj(113 kcal),-21%,"1,2",-68%,"0,7",-69%,"22,1",-2%,"13,3",-1%,"3,3",-4%,"0,08",-38%,"0,032",-38%,1,-75%,B,-75%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,Dessert au riz aromatisé à la vanille,['Plastic'],,,"['BE M003 EC', 'FR 28.530.030 CE']",['Delhaize'],['Lait'],4,,,"['E14XX - Amidons modifiés', 'E1414 - Phosphate de diamidon acétylé', 'E1422 - Adipate de diamidon acétylé', 'E428 - Gélatine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160b - Rocou']",,,,
490,Fromage frais nature - Delhaize - 200g,5400601356226,D,200g,"['Delhaize', 'Delhaize']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à la crème']","['Belgique', 'France']","['lait écrémé', 'crème', 'sel', ""culture d'acide lactique""]",['Non végétalien'],25 g,en quantité élevée,16 g,en quantité élevée,3 g,en faible quantité,0.8 g,en quantité modérée,?,,252,+70%,1054 kj(252 kcal),+68%,25,+136%,16,+130%,3,-45%,3,-37%,"5,1",-24%,"0,8",+140%,"0,32",+140%,13,+217%,D,+217%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Pot'],,,,['Delhaize'],['Lait'],3,,,,,,,
491,Super Food Hulled Hemp Raw Seeds - Purasana - 200g,5400706613323,,200 g,['Purasana'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'nl:Hennepzaden']",['France'],"['100% graines de chanvre écossés brut et biologique ', 'Cannabis sativa', "" de l'Europe ou de Chine""]","['Végétalien', 'Végétarien']",51.5 g,en quantité élevée,4 g,en quantité modérée,2.7 g,en faible quantité,0.7 g,en quantité modérée,2502,+116%,621,+104%,2502 kj(621 kcal),+99%,"51,5",+666%,4,+360%,"5,5",-86%,"2,7",+108%,32,+167%,"0,7",+186%,"0,28",+186%,8,,C,,,,,,,,,Graine de chanvre décortiquée,"['Point vert', 'Sachet plastique']","['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'BE-BIO-02', 'Agriculture UE/Non UE', 'Riche en Oméga-3', 'Sans lactose', 'Sans soja', 'Omega-3', 'Riche en vitamine B6', 'Riche en vitamine E', 'en:Rich in magnesium', 'en:Rich in phosphorus', 'en:Rich in potassium', 'en:Rich in vitamin B3', 'nl:kosher-lbd', 'nl:thc-vrij']",,,['Eau Vive'],,,,,,['en:Hennepzaad uit Europa of China'],,,
492,Schweppes Tonic Original Premium Mixers,54004139,,,['Schweppes'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons avec sucre ajouté']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,8.8 g,en quantité élevée,0 g,en faible quantité,?,,37,+37%,155 kj(37 kcal),+34%,0,-100%,0,-100%,"8,8",+30%,"8,8",+33%,0,-100%,0,-100%,0,-100%,12,+30%,E,+30%,,,,,,,,,,,,,,,,,,,,,,
493,Minute Maid Orange - 330ml,54008304,,330ml,['Minute Maid'],,"['Belgique', 'France']",[],[],,,,,,,,,?,,42,,176 kj(42 kcal),,0,,0,,"8,7",,"8,7",,"0,7",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Thé glacé bio - Honest - 375ml,54008373,B,375ml,"['Honest', 'Coca-Cola Company']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons sans alcool', 'Boissons au thé', 'Thés glacés', 'Thés glacés saveur framboise', 'Boissons avec sucre ajouté']","['France', 'Suisse']","['Infusion de thé noir 95% ', 'eau', 'thé noir', ' ', ' sucre de canne ', ' arôme naturel de thé avec autres arômes naturels ', ' acidifiant : acide citrique ', ' antioxydant : acide ascorbique ', ' jus de framboise à ba de concentré ', ' extrait de basilic']",[],0 g,en faible quantité,0 g,en faible quantité,4.5 g,en quantité modérée,0 g,en faible quantité,78,,18,,78 kj(18 kcal),-16%,0,-100%,0,-100%,"4,5",-15%,"4,5",-14%,0,-100%,0,-100%,0,-100%,6,-18%,D,-18%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,4,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,
495,Instant - Levure Sèche - Bruggeman - 55g (5sachets de 11g),54061019,C,55 g (5 sachets de 11 g),['Bruggeman'],"['Additifs alimentaires', 'Levures de bière', 'Levure-seche', 'Levures']","['Belgique', 'France']","['levure ', 'Saccharomyces cerevisiae', 'émulsifiant: monostéarate de sorbitane ', 'E491', ',']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,"72,727",+2077%,"45,455",+3170%,"7,273",-66%,"7,273",+46%,"21,818",+39%,"0,045",-97%,"0,018",-97%,,,,,35.8%,54.7%,4.4%,2.7%,2.4%,0.0%,60,,"['Atmosphère protectrice', 'Boite carton', 'Sachet', 'boîte']",,,"['EMB 50109', 'Cérences (Manche, France)']","['Carrefour', 'Delhaize']",,4,,,"['E491 - Monostéarate de sorbitane', '', 'Risque élevé de sur-exposition']",['Union européenne'],,,
496,"Lait concentré sucré - Nestlé - 130,7ml",5410001015005,E,"130,7ml",['Nestlé'],"['Produits laitiers', 'Laits', 'Laits concentrés', 'Laits concentrés non sucrés', 'Laits concentrés sucrés', 'Laits entiers concentrés']","['Belgique', 'France', 'États-Unis']",[],[],6.2 g,en quantité modérée,3.8 g,en quantité modérée,42.3 g,en quantité élevée,0.2 g,en faible quantité,?,,248,-3%,1038 kj(248 kcal),-0%,"6,2",-20%,"3,8",-24%,"42,3",+14%,"42,3",+15%,"5,8",-17%,"0,2",-17%,"0,08",-17%,15,+15%,D,+15%,80.3%,6.9%,7.8%,3.3%,1.7%,0.0%,33,,"['Tube', 'Plastique']",,,['ES 15.00337/PO CE'],"['Colruyt', 'Delhaize']",,,,,,,,,
497,Spa Citron,5410013122753,,,['Spa'],['Boissons'],"['Belgique', 'France']",[],[],0 g,en faible quantité,0 g,en faible quantité,4.5 g,en quantité modérée,0 g,en faible quantité,?,,18,-68%,75 kj(18 kcal),-69%,0,-100%,0,-100%,"4,5",-60%,"4,5",-52%,0,-100%,0,-100%,0,-100%,6,-22%,D,-22%,,,,,,,,,,,,,,,,,,,,,,
498,Eau aromatisée Spa Grapefruit,5410013154044,,,['Spa'],"['Boissons', 'Eaux', 'Boissons sans alcool', 'Eaux aromatisées', 'Boissons sans sucre ajouté']","['Belgique', 'France']",['Eau Minérale'],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,,,,
499,Lipton - yellow Label atea - 100bags,5410033853002,,100 bags,['yellow Label atea'],,"['France', 'Gabon']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Penny - Colruyt,5410041005004,,,['Colruyt'],,"['Belgique', 'France']","['s Végétales ', 'E492', 'colorant ', 'E150cò', 'atomes,']",[],,,,,,,,,?,,515,,2155 kj(515 kcal),,26,,16,,62,,39,,"6,8",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,['Delhaize'],,4,,,"['E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition']",,,,
501,Cent wafers - Lu - 10Pakets de 45g,5410041081909,C,10 Pakets de 45g,['Lu'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées']","['Belgique', 'France']","['Farine de blé', 'sucre', 'graisse de coco totalement hydrogénée', 'pâte de cacao', 'cacao maigre en poudre', 'huile de colza', 'lactose et protéines de lait', 'lait entier en poudre', 'émulsifant ', 'lécithine de soja', 'colorant ', 'E150c', 'poudres à lever ', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', 'sel', 'arôme ', 'vanilline', ',']",['Non végétalien'],28 g,en quantité élevée,25 g,en quantité élevée,29 g,en quantité élevée,0.1 g,en faible quantité,?,,525,+5%,2197 kj(525 kcal),+5%,28,+13%,25,+68%,59,-5%,29,-18%,6,+15%,"0,1",-69%,"0,04",-69%,18,-19%,D,-19%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,['Plastique'],,,['3053819-3516CS-HFB0056A'],['Colruyt'],"['Gluten', 'Lait', 'Soja']",4,,,"['E322i - Lécithine', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium']",,,,
502,Lulu L'Ourson Fraise - LU,5410041138603,,,['LU'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux à la fraise']","['Belgique', 'France']",[],[],10 g,en quantité modérée,1.6 g,en quantité modérée,34 g,en quantité élevée,0.8 g,en quantité modérée,?,,364,-1%,1523 kj(364 kcal),-4%,10,-21%,"1,6",-24%,64,+8%,34,-5%,"4,7",+6%,"0,8",+16%,"0,32",+16%,14,-7%,D,-7%,,,,,,,,,['Carton'],,,,['Delhaize'],,,,,,,,,
503,Lulu mini - Lu,5410041376104,,,['Lu'],,"['Belgique', 'France']","['Farine de bié 24,406', 'suce', 'huiles yegetaies ', 'colza', 'palme', 'toumesott en proportions variables', 'oeufs 10,1 sirop de glucose', 'chocolat [pâte de cacao', 'suce', 'cacao maigre en poudre', 'émulsifiant ', 'lécithine sta*sant ', 'gtycérol', 'lait écrémé 4,2% et lait entier 2,4% en poudre ', 'équivalent lait 63,394', 'sirop de giucose-fructose', 'poudres lever isoïique', 'carbonate acide de sodium', 'émulsifiant ', 'E471', 'sel', 'arôme vanille', 'arôme noisette']",[],,,,,,,,,?,,406,,1699 kj(406 kcal),,17,,"4,3",,58,,33,,"6,3",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,['Delhaize'],"['Œufs', 'Lait']",,,,,,,,
504,Impérial poudre pudding vanille - 1kg,5410056010758,,1 kg,['Imperial'],,"['Belgique', 'France']","['amidon de mais', 'arôme', 'colorants: carotènes et riboflavine', 'Droog en bij voorkeur koel bewaren', 'Conserver au sec et de préférence au frais', 'SC22018 Ten minste houdbaar tot:']",[],,,,,,,,,?,,354,,1481 kj(354 kcal),,"0,2",,"0,1",,88,,"0,1",,"0,3",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,['Delhaize'],,4,,,"['E160 - Caroténoïdes', 'E101i - Riboflavine']",,,,
505,Pudding Powder Vanille Sucré - Imperial,5410056011236,,,['Imperial'],"['Produits laitiers', 'Desserts', 'Aides culinaires', 'Desserts lactés', 'Préparations pour desserts', 'Desserts lactés à la vanille']",['France'],"['amidon de maïs', 'sucre', 'arôme', 'colorants ', 'carotènes et riboflavine']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,82,-41%,343 kj(82 kcal),-40%,"1,4",-72%,"0,9",-72%,"14,4",-20%,"9,3",-38%,3,-7%,"0,1",-25%,"0,04",-25%,,,,,,,,,,,,,,['Sans conservateurs'],,,['Magasins U'],,4,,,"['E160 - Caroténoïdes', 'E101i - Riboflavine']",,,,
506,Moutarde - D&L - 450ml,5410056196629,B,450 ml,['D&L'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']","['Belgique', 'France']","['Vinaigre', 'graines de moutarde', 'eau', 'sel', 'épices,']","['Sans huile de palme', 'Végétalien', 'Végétarien']",7.1 g,en quantité modérée,1.1 g,en faible quantité,1.6 g,en faible quantité,3.06 g,en quantité élevée,?,,127,-25%,531 kj(127 kcal),-25%,"7,1",-34%,"1,1",+34%,"6,9",0%,"1,6",-59%,"5,3",-19%,"3,06",-35%,"1,224",-35%,12,+3%,D,+3%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,['Plastique'],,,,,['Moutarde'],3,,,,,,,
507,Côte d'Or noir noisettes - 45g e,5410081202784,E,45 g e,"[""Côte d'Or"", 'Mondelez']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aux noisettes', 'Chocolats noirs aux noisettes']","['Belgique', 'France']","['Noisettes 34 %', 'sucre', 'pâte de cacao', 'beurre de cacao', 'beurre concentré', 'émulsifiants ', 'lécithine de soja', 'arôme', ' Cacao : 46 % minimum dans le chocolat noir']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",38 g,en quantité élevée,16 g,en quantité élevée,41 g,en quantité élevée,0.01 g,en faible quantité,2354,-0%,566,-1%,2354 kj(566 kcal),-1%,38,-7%,16,-14%,44,+14%,41,+22%,"7,2",-10%,"< 0,01",-69%,"0,004",-69%,21,-0%,E,-0%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,"['Sachet', 'Plastique']","['Agriculture durable', 'Point Vert']",['Belgique'],,,"['Lait', 'Fruits à coque', 'Soja']",4,,,['E322i - Lécithine'],,,,
508,Biscuits Dinosaurus chocolat au lait Bakeries - Lotus,5410126004748,,,['Lotus'],,['France'],[],[],,,,,,,,,?,,497,,2079 kj(497 kcal),,"22,7",,"12,2",,"66,2",,"31,1",,"6,2",,"0,55",,"0,22",,,,,,,,,,,,,,['boîte carton'],,,,,,,,,,,,,
509,Spéculos 6 cereales - Lotus - 10x2,5410126006865,D,10x2,['Lotus'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Spéculoos']","['Belgique', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.0%,9.8%,3.2%,2.0%,1.9%,0.0%,53,,,,,,,,,,,,,,,
510,Mini Suzy - Lotus - 292g,5410126012453,C,292 g,"['Lotus', 'Lotus Bakeries']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'Gaufres liégeoises']","['Belgique', 'France']","['Farine de blé', 'sucre', 'huiles végétales ', 'palme', 'colza', 'chocolat 12 % ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'graisse butyrique ', 'lait', 'émulsifiant ', 'lécithine de soja et E476', 'sirop de glucose-fructose', 'œufs de poules élevées au sol', 'levure', 'émulsifiant ', ""mono - et diglycérides d'acides gras"", 'stéaroyl - 2-lactylate de sodium', 'lécithine de soja', 'sel', 'arôme,']","['Huile de palme', 'Non végétalien']",23.4 g,en quantité élevée,11.9 g,en quantité élevée,30.8 g,en quantité élevée,0.55 g,en quantité modérée,?,,453,-0%,1895 kj(453 kcal),-0%,"23,4",-1%,"11,9",-2%,"54,5",+2%,"30,8",+12%,"5,2",-13%,"0,55",-28%,"0,22",-28%,22,-4%,E,-4%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,Gaufres de Liège,"['Plastique', 'Carton', 'Sachet']",['Point Vert'],,,['Delhaize'],"['Œufs', 'Gluten', 'Lait', 'Soja']",4,,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,['Huile de palme'],
511,OIKOS GREEK Yaourt à la grecque Pêche - DANONE - 500g,5410146412547,C,500 g,"['DANONE', 'Activia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la grecque', 'Yaourts à la pêche', 'Yaourts sur lit de fruits']","['Belgique', 'France', 'Suisse']","['Yaourt ', 'lait', 'pêche ', '12%', 'sucre ', '9', '6%', 'épaississants ', 'amidon modifié de maïs', 'carraghénanes', ""correcteur d'acidité "", 'citrate de sodium', 'arôme', 'colorant ', 'bêta-carotène']",[],8 g,en quantité modérée,5.2 g,en quantité élevée,13.3 g,en quantité élevée,0.12 g,en faible quantité,585,+52%,?,,585 kj(140 kcal),+50%,8,+214%,"5,2",+223%,"14,1",+6%,"13,3",+9%,"2,8",-21%,"0,12",+12%,"0,048",+12%,7,+257%,C,+257%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,['Delhaize'],,,,,,,,,
512,Yaourt nature sucré maigre - Danone - 4pots,5410146417160,,4 pots,['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']","['Belgique', 'France']","['Yaourt maigre ', 'dont 91% de lait', 'sucre ', '6,8%', 'vitamine D']",['Non végétalien'],1 g,en faible quantité,0.6 g,en faible quantité,11.2 g,en quantité modérée,0.12 g,en faible quantité,?,,67,-27%,280 kj(67 kcal),-27%,1,-69%,"0,6",-71%,"11,2",+2%,"11,2",+11%,"3,4",-10%,"0,12",+4%,"0,048",+4%,0,-100%,B,-100%,,,,,,,,,['Pot en plastique'],,,,['Delhaize'],['Lait'],3,,,,,,,
513,Actimel à la Fraise - Danone,5410146417313,E,,['Danone'],"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire']","['Belgique', 'France']","['Lait écrémé', 'eau', 'lait écrémé concentré et/ou en poudre', 'fraise ', '2%', 'épaississnts ', 'amidon modifié de tapioca', 'pectine', 'concentré de minéraux du lait', 'arômes naturels ', ""correcteurs d'acidité "", 'citrate de sodium', 'acide citrique', 'édulcorants ', 'sucralose', 'acésulfame K', 'ferments lactiques dont Lactobacillus casei Danone ', 'lait', 'vitamines ', 'B6', 'D', 'uteillos']",['Non végétalien'],0.1 g,en faible quantité,0.1 g,en faible quantité,3 g,en quantité modérée,0.11 g,en faible quantité,?,,27,-62%,113 kj(27 kcal),-63%,"0,1",-93%,"0,1",-89%,"3,2",-72%,3,-72%,"2,6",-10%,"0,11",+4%,"0,044",+4%,5,-69%,C,-69%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,"Spécialité laitière fermentée à boire au L casei ,saveur fraise, avec sucres et édulcorants et enrichie en vitamines B6 et D",,"['Peu ou pas de matière grasse', 'Sans matière grasse']",,,['Delhaize'],['Lait'],4,,,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E331 - Citrates de sodium', 'E330 - Acide citrique', 'E955 - Sucralose', 'E950 - Acésulfame K']",,,,
