,name,bar_code,eco_score,generic_name,brand,categories,labels,origin_detail,producer_info,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nova_score,palm_ingredients,allergens,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,additives,manufacturing,ingredients_origins,brand_owner,link
73,Chips à la crecette - Carrefour,3560071217747,,,['Carrefour'],,,,,"['EMB 85208', 'Saint-Denis-la-Chevasse (Vendée, France)']",['Carrefour'],['France'],[],[],?,,536,,31,,62,,2,,,,,,,,,,,,2243 kj(536 kcal),3,"6,8",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,
74,Polenta Gialla - Tre Mulini,8017596015044,,,['Tre Mulini'],,,,,,,"['France', 'Italie']",[],[],?,,72,,"0,5",,"15,5",,"1,7",,,,,,,,,,,,301 kj(72 kcal),"0,1","0,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,
75,Preparation cake framboise/citron - Légendes Gourmandes,3760155983562,,,['Légendes Gourmandes'],,,,,,,['France'],[],[],?,,362,,"0,6",,79,,8,,,,,,,,,,,,1515 kj(362 kcal),"0,1",39,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,
76,Confiture artisanale extra - Maison Cassandrine - 330g,3760012030026,B,,['Maison Cassandrine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,,['France'],"['Fruits', 'sucre et pectine si nécessaire', ' PREPAREE avec 52 g de FRUITS pour 100 g', ' Teneur totale en sucre 6lg pour 100 g']",[],?,,232,+6%,"0,2",-12%,63,+18%,"0,3",-40%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,971 kj(232 kcal),0,61,0,0,,0.2 g,en faible quantité,0 g,en faible quantité,61 g,en quantité élevée,0 g,en faible quantité,+6%,-100%,+21%,-100%,-100%,11,+22%,D,+22%,330 g,,,,,
77,Lentilles Vertes,3760153320000,,,,,,,,,,['France'],[],[],?,,366,,2,,"26,4",,"27,2",,,,,,,,,,,,1531 kj(366 kcal),"0,33","3,7","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,
78,Heinler Bierhefe levure de biere en flocon -,4000345088769,C,,,"['Additifs alimentaires', 'Levures de bière']","['Végétarien', 'Végétalien']",,,,,['France'],[],"['Végétalien', 'Végétarien']",?,,186,-2%,"3,7",+32%,"6,1",-50%,0,-100%,35.8%,54.7%,4.4%,2.7%,2.4%,0.0%,60,,,,778 kj(186 kcal),"1,6","0,2","0,75","0,3",,3.7 g,en quantité modérée,1.6 g,en quantité modérée,0.2 g,en faible quantité,0.75 g,en quantité modérée,-0%,+106%,-92%,+225%,+225%,,,,,,,,,,
79,Lait,8410135001360,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Reis Alternative Slim,4260383940041,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,['France'],[],"['Végétalien', 'Végétarien']",?,,8,,"0,2",,0,,0,,,,,,,,,,,,33 kj(8 kcal),0,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,
81,Gel énergétique caramel salé,3863349375775,,,,,,,,,,['France'],[],[],?,,290,,"0,5",,68,,"2,6",,,,,,,,,,,,1213 kj(290 kcal),"0,3","52,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
82,Ard'pero cocktail nature,3421010005583,,,,,,,,"['FR 07.338.002 CE', 'Vernoux-en-Vivarais (Ardèche, France)']",,['France'],[],[],?,,206,,"13,7",,"6,5",,"14,9",,,,,,,,,,,,862 kj(206 kcal),"5,8","2,2","1,56","0,624",,,,,,,,,,,,,,,,,,,,,,,,
83,Chocolate Stars - freee - 300g,5011766778008,B,,['Freee'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Végétalien', 'Agriculture UE', 'Agriculture UE/Non UE', 'GB-ORG-05', 'Sans lait', 'en:Soil Association Organic']",,,,,"['France', 'Royaume-Uni']","['Maize flour', 'rice flour', 'cane sugar', 'chocolate 5% ', 'cocoa mass', 'cane sugar', 'cocoa butter', 'cocoa powder', 'cocoa', 'salt', 'rice bran extract']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,400,+0%,"4,5",-48%,82,+23%,"6,6",-29%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,3,,,1674 kj(400 kcal),"2,5",24,"0,29","0,116","['HDPE', 'card box']",4.5 g,en quantité modérée,2.5 g,en quantité modérée,24 g,en quantité élevée,0.29 g,en faible quantité,+0%,+14%,+44%,-19%,-19%,9,+67%,C,+67%,300 g,,,,,
84,"White Vanille Cappuccino, Vanille - Brüger",4052700082844,,,"['Brüger', 'Brüger Family']",,,,,,,['France'],[],[],?,,408,,"9,3",,"75,6",,"4,8",,,,,,,,,,,,1707 kj(408 kcal),"8,5","68,7","1,74","0,696",['Boite'],,,,,,,,,,,,,,,,,,,,,,,
85,Rote Curry Paste - Fair - 195g,2009010001227,,,['Fair'],"['Epicerie', 'Sauces', 'Pâtes de curry', 'Pâtes de curry rouges']","['Commerce équitable', 'Fairtrade International']",,,,,"['France', 'Allemagne']",[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Glas'],,,,,,,,,,,,,,,,,,195g,,,,,
86,Tendre Soupe de patates douces - La Compagnie des Bocaux - 48cL,3770007164360,,,['La Compagnie des Bocaux'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer']","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien', 'FR-BIO-15', 'Point Vert', 'Sans colorants', 'Sans conservateurs']",,,,,['France'],[],"['Végétalien', 'Végétarien']",?,,32,-32%,"0,2",-89%,"5,9",+162%,"0,9",-81%,,,,,,,,,,,134 kj(32 kcal),0,3,"0,31","0,124",['Verre'],0.2 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,0.31 g,en quantité modérée,-32%,-100%,+284%,-64%,-64%,1,+1%,B,+1%,48 cL,,,"['France', 'Provence']",,
87,Rinderfond - 400g,4260125367044,,,,,,,,,,"['France', 'Allemagne']",[],[],?,,20,,"1,2",,"1,3",,"0,9",,,,,,,,,,,,84 kj(20 kcal),"0,1","1,3",1,"0,4",['Glas'],,,,,,,,,,,,,,,,,,400 g,,,,,
88,Pura liquirizia,80688105,,,,,,,,,,['France'],[],[],?,,360,,0,,0,,4,,,,,,,,,,,,1506 kj(360 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
89,Gaufres,0205602009844,,,,,,,,,,['France'],[],[],?,,380,,27,,25,,"8,2",,,,,,,,,,,,1590 kj(380 kcal),"2,2","2,6","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,
90,Filets de poulet - La Nouvelle Agriculture,0213311056486,D,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,['France'],[],[],?,,460,+251%,"1,3",-55%,0,-100%,23,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,1925 kj(460 kcal),"0,4",0,"0,11","0,044",,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,+255%,-46%,-100%,-85%,-85%,0,,B,,,,,,,
91,Tomato  Pesto - Nonna Nella,8030776000098,,,,,"['Bio', 'Fabriqué en Italie']",,,,,['France'],[],[],?,,307,,31,,"5,5",,"1,6",,,,,,,,,,,,1284 kj(307 kcal),"5,5","2,8","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,
92,creme fraiche épaisse de Normandie bio 38% MG - Franprix,3263858871117,,,['Franprix'],,['Bio'],,,"['EMB 61402B', 'Saint-Hilaire-de-Briouze (Orne, France)']",['Franprix'],['France'],[],[],?,,365,,38,,"2,7",,"3,1",,,,,,,,,,,,1527 kj(365 kcal),"27,1","2,7","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,
93,Confit d'oignon au jus de framboise - Le Manoir Alexandre,3513261290785,,,['Le Manoir Alexandre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",,,,,,['France'],[],[],?,,146,-13%,"0,5",-70%,34,-3%,"0,8",-20%,,,,,,,,,,,611 kj(146 kcal),"0,5",33,"0,43","0,172",,0.5 g,en faible quantité,0.5 g,en faible quantité,33 g,en quantité élevée,0.43 g,en quantité modérée,-13%,+89%,+2%,-31%,-31%,4,-39%,C,-39%,,,,,,
94,Farine de noix de coco -,4260087081002,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Noix de coco sèches', 'Farine de noix de coco séchée']",['en:gluten-free'],,,,,['France'],[],[],?,,348,-7%,12,-10%,22,-21%,16,-3%,,,,,,,,,,,1456 kj(348 kcal),11,21,"0,13","0,052",,12 g,en quantité modérée,11 g,en quantité élevée,21 g,en quantité élevée,0.13 g,en faible quantité,-7%,-6%,+46%,+5%,+5%,8,+65%,C,+65%,,,,,,
95,Piparra dulce en aceite de oliva -,8413236700644,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Poivrons au vinaigre', 'en:Pickled guindilla peppers']",,,,,,"['France', 'Espagne']",[],[],?,,40,-43%,"0,2",-73%,"9,46",+210%,2,+27%,,,,,,,,,,,167 kj(40 kcal),"0,02","5,1","0,9","0,36",,0.2 g,en faible quantité,0.02 g,en faible quantité,5.1 g,en quantité modérée,0.9 g,en quantité modérée,-43%,-88%,+650%,-42%,-42%,-2,-767%,A,-767%,,,,,,
96,Epaule Cuite,3451660198106,,,,,,,,,,['France'],[],[],?,,96,,"2,8",,"1,9",,"15,9",,,,,,,,,,,,402 kj(96 kcal),"1,1","1,9","3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,
97,Champignon de Paris BIO -,3760075021023,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Champignons de Paris en conserve']",['Bio'],,,,,['France'],[],[],?,,17,-23%,"0,3",-11%,"1,8",+114%,"1,2",-47%,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,71 kj(17 kcal),"0,1","0,1","1,7","0,68",,0.3 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,1.7 g,en quantité élevée,-19%,+47%,-68%,+162%,+162%,2,,B,,,,,,,
98,Huile de Noix perigord - Le moulin de Cacau - 50cl,3760157580783,D,,['Le moulin de Cacau'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,['France'],[],[],?,,857,-3%,"95,2",-3%,"0,5",+5968%,"0,4",+6280%,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,3586 kj(857 kcal),"9,2","0,5","0,05","0,02",,95.2 g,en quantité élevée,9.2 g,en quantité élevée,0.5 g,en faible quantité,0.05 g,en faible quantité,-2%,-2%,+14351%,+3348%,+3348%,5,-7%,C,-7%,50 cl,,,,,
99,yogourt - Cremo,7610434018958,,,['Cremo'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,,,,['France'],[],[],?,,111,+21%,"3,2",-2%,17,+55%,"3,5",-7%,,,,,,,,,,,464 kj(111 kcal),0,0,"0,09","0,036",,3.2 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,0.09 g,en faible quantité,+21%,-100%,-100%,-22%,-22%,-1,-133%,A,-133%,,,,,,
100,Hindi sosis,8711659020357,,,,,['Halal'],,,,,['France'],[],[],?,,230,,"17,4",,50,,"13,7",,,,,,,,,,,,962 kj(230 kcal),"5,1","0,2",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,
101,Alberti Torrone Strega,80600831,E,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",['en:gluten-free'],,,,,['France'],[],[],?,,531,+19%,"29,8",+81%,"57,2",-13%,"5,9",-18%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,2222 kj(531 kcal),15,"50,6",0,0,,29.8 g,en quantité élevée,15 g,en quantité élevée,50.6 g,en quantité élevée,0 g,en faible quantité,+19%,+658%,-7%,-100%,-100%,26,+62%,E,+62%,,,,,,
102,Cocktail pomme cassis,3760066140047,,,,,,,,,,['France'],[],[],?,,45,,"0,02",,"10,7",,"0,2",,,,,,,,,,,,188 kj(45 kcal),0,"9,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,
103,Paleta Mango 16G,0759686843684,,,,,,,,,,['France'],[],[],?,,56,,0,,40,,0,,,,,,,,,,,,234 kj(56 kcal),0,40,28,"11,2",,,,,,,,,,,,,,,,,,,,,,,,
104,Pousses de bambou en tranches,3379145041771,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pousses', 'Pousses de bambou']",,,,,,['France'],[],[],?,,11,-59%,0,-100%,"1,8",-26%,"0,9",-39%,87.9%,0.0%,0.0%,4.8%,5.7%,1.5%,80,,,,46 kj(11 kcal),0,"0,9","0,9","0,36",['Conserve'],0 g,en faible quantité,0 g,en faible quantité,0.9 g,en faible quantité,0.9 g,en quantité modérée,-57%,-100%,+125%,+236%,+236%,3,+669%,C,+669%,,,,,,
105,Patatine gusto piu',8002026004484,,,,,,,,,,['France'],[],[],?,,519,,32,,"52,2",,"5,6",,,,,,,,,,,,2171 kj(519 kcal),"12,5","1,6","1,88","0,752",,,,,,,,,,,,,,,,,,,,,,,,
106,GliGnocchettisardi,8051122530168,,,,,,,,,,['France'],[],[],?,,352,,"1,5",,70,,13,,,,,,,,,,,,1473 kj(352 kcal),"0,4",2,0,0,,,,,,,,,,,,,,,,,,,,,,,,
107,Confit de canard - Poule et toque - 250g,3295080754807,,,['Poule et toque'],,,,,"['FR 56.166.066 CE', 'Plouay (Morbihan, France)']",,['France'],[],[],?,,278,,20,,0,,25,,,,,,,,,,,,1163 kj(278 kcal),"6,7",0,"1,2","0,48",,,,,,,,,,,,,,,,,,,250g,,,,,
108,Marmellata,80955849,,,,,"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,['France'],[],[],?,,46.599998474121,,0,,48,,"0,12",,,,,,,,,,,,195 kj(46 kcal),0,22,9,"3,6",,,,,,,,,,,,,,,,,,,,,,,,
109,Lait équitable - Auchan,3596710462292,B,,['Auchan'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT', 'Laits entiers', 'Laits de vache']","['Nutriscore', 'Nutriscore B', 'en:lait-francais-french-milk']",,,,['Auchan'],['France'],[],[],?,,0,-100%,0,-100%,0,-100%,0,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,0 kj(0 kcal),0,0,0,0,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,['France'],,
110,Roll spring aux crevettes,3760190934406,,,,,,,,,,['France'],[],[],?,,160,,"1,5",,"32,3",,"3,7",,,,,,,,,,,,669 kj(160 kcal),"0,2","5,3","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,
111,Pâté au piment d'Espelette,3293540431107,,,,,,,,,,['France'],[],[],?,,328,,30,,"2,3",,13,,,,,,,,,,,,1372 kj(328 kcal),12,"0,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,
112,Ayran,4040900104114,,,,,,,,,,['France'],[],[],?,,36,,2,,"2,8",,"1,9",,,,,,,,,,,,151 kj(36 kcal),"1,3","2,8","0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,
113,Cevapcico - Coop - 400g,7613379379863,,,['Coop'],,,,,,,"['France', 'Suisse']",[],[],?,,217,,16,,"1,2",,17,,,,,,,,,,,,908 kj(217 kcal),"7,7",0,"1,8","0,72",['Tüte'],,,,,,,,,,,,,,,,,,400 g,,,,,
114,Kaviar de soja,3760286310367,,,,,"['Végétarien', 'Végétalien']",,,,,['France'],[],"['Végétalien', 'Végétarien']",?,,347,,"7,3",,"12,7",,"48,5",,,,,,,,,,,,1452 kj(347 kcal),"1,2","6,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,
115,Barre immunité,3770009909020,,,,,['Bio'],,,,,['France'],[],[],?,,494,,28,,44,,12,,,,,,,,,,,,2067 kj(494 kcal),3,18,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,
116,Biscuit Curcuma,3760253840958,,,,,,,,,,['France'],[],[],?,,482,,"19,9",,"70,3",,"6,2",,,,,,,,,,,,2017 kj(482 kcal),"13,8","27,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,
117,Dolcetto,8021398443912,,,,,,,,,,['France'],[],[],?,,401,,39,,"0,9",,11,,,,,,,,,,,,1678 kj(401 kcal),27,"0,5","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,
118,Gateaux Orientaux Chocolat Noir Et Coco - Beybaba,4260143894041,,,,,,,,,,['France'],[],[],?,,514,,"33,7",,"47,8",,"5,5",,,,,,,,,,,,2151 kj(514 kcal),"19,4","19,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,
119,Aufschnitt Buffet Gut & Günstig Bierschinken - 150g,4311596480975,,,,,,,,,,"['France', 'Allemagne']",[],[],?,,275,,25,,1,,12,,,,,,,,,,,,1151 kj(275 kcal),"10,1",1,"2,6","1,04",,,,,,,,,,,,,,,,,,,150 g,,,,,
120,Madeleines,0205297016073,B,,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,,,,['France'],[],[],?,,370,-16%,14,-39%,53,+0%,"7,9",+39%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,1548 kj(370 kcal),"8,2",29,"0,5","0,2",,14 g,en quantité modérée,8.2 g,en quantité élevée,29 g,en quantité élevée,0.5 g,en quantité modérée,-16%,+18%,+5%,-38%,-38%,20,+9%,E,+9%,,,,,,
121,Crema alla nocciola e cacao,8056459823693,,,,,,,,,,['France'],[],[],?,,623,,48,,37,,"6,3",,,,,,,,,,,,2607 kj(623 kcal),5,"28,3","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,
122,Crème de tomates confites - Sur le Sentier des Bergers - 90g,3760183040121,,,['Sur le Sentier des Bergers'],,,,,"['FR 04.135.001 CE', 'Moustiers-Sainte-Marie (Alpes-de-Haute-Provence, France)']",,['France'],[],[],?,,218,,"19,2",,"6,8",,"2,2",,,,,,,,,,,,912 kj(218 kcal),"1,9","6,5","2,1","0,84",,,,,,,,,,,,,,,,,,,90 g,,,,,
123,White sourdough - Sainsbury's - 400g,00252751,,,"[""Sainsbury's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,,"['France', 'Royaume-Uni']","['Fortified British wheat flour ', 'wheat flour', 'calcium carbonate', 'iron', 'niacin', 'thiamin', 'water', 'sea salt', 'rapeseed oil', 'extra virgin olive oil ', '0', '5%', 'soya flour', 'rice flour', 'wheat gluten', 'fermented wheat flour', 'flour treatment agent: ascorbic acid']",['Sans huile de palme'],?,,1081,+230%,"2,9",-53%,"46,7",-15%,"9,6",+1%,,,,,,,,4,,"['Gluten', 'Soja']",4523 kj(1081 kcal),"0,4","2,9","0,68","0,272",['Plastic'],2.9 g,en faible quantité,0.4 g,en faible quantité,2.9 g,en faible quantité,0.68 g,en quantité modérée,+228%,-66%,-26%,-47%,-47%,11,+116%,D,+116%,400g,['E300 - Acide ascorbique'],,,,
124,Aiguillettes de canard du Sud-Ouest - Thiriet - 500g,3292590851590,,,['Thiriet'],['Aiguillette de canard surgelee'],['IGP'],,,"['EMB 64161', 'Came (Pyrénées-Atlantiques, France)']",['Thiriet'],['France'],[],[],?,,138,,"4,7",,"0,6",,23,,,,,,,,,,,,577 kj(138 kcal),"1,7","0,6","0,13","0,052","['Carton', 'Surgele']",4.7 g,en quantité modérée,1.7 g,en quantité modérée,0.6 g,en faible quantité,0.13 g,en faible quantité,,,,,,-3,,A,,500g,,,['Sud ouest'],,
125,Mini Laugen Kreationen - Edeka - 768g,4311501363478,,,['Edeka'],,,,,,,"['France', 'Allemagne']","['Weizenmehl', 'Wasser', 'Backmittel ', 'jodiertes Speisesalz [Speisesalz', 'Kaliumjodat]', 'Zucker', 'Weizenmehl', 'Weizenmalzmehl', 'Emulgator: Mono - und Diacetylweinsäureester von Mono - und Diglyceriden von Speisefettsäuren', ' gerös - tetes Gerstenmalzmehl', 'Dextrose', 'Stabilisator: Diphosphate', ' Verdickungsmittel: Natrium - Carboxymethylcellulose', ' Hefepulver', 'Hefe', 'Brezellauge ', 'Wasser', 'Säureregulator: Natrium - hydroxid', 'Essigessenz', ' Beipack: Speisesalz', ' Das Produkt kann Spuren von Ei', 'Milch', 'Sellerie', 'Senf und Sesam enthalten']","[""Pourrait contenir de l'huile de palme""]",?,,467,,48,,"7,3",,"1,4",,,,,,,,,4,,['Gluten'],1954 kj(467 kcal),"2,3","0,3",1,"0,4",,,,,,,,,,,,,,,,,,,768g,"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose', 'E260 - Acide acétique']",,,,
126,Chips à la crevette-Saveur Sweet Chilli,3396119013152,,,,,,,,,,['France'],[],[],?,,517,,28,,64,,1,,,,,,,,,,,,2163 kj(517 kcal),"1,9",11,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,
127,Bella de Gerignola,3382510019169,,,,,,,,,,['France'],[],[],?,,162,,16,,1,,"1,3",,,,,,,,,,,,678 kj(162 kcal),"2,9","0,3","3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,
128,Samosas aux legumes,3366760042849,E,,,"['Plats préparés', 'Samoussas']",,,,,,['France'],[],[],?,,179,-16%,"8,7",-11%,"18,3",-21%,"5,8",-21%,94.1%,2.8%,0.7%,0.7%,0.4%,1.4%,7,,,,749 kj(179 kcal),"0,9","1,7",1,"0,4",['Barquette'],8.7 g,en quantité modérée,0.9 g,en faible quantité,1.7 g,en faible quantité,1 g,en quantité modérée,-16%,-54%,-54%,-7%,-7%,3,-41%,C,-41%,,,,,,
129,Tè nero - Galvanina,8007885745882,,,['Galvanina'],,,,,,,['France'],[],[],?,,12,,0,,3,,0,,,,,,,,,,,,50 kj(12 kcal),0,3,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,
130,Kakao Nibs - DAVERT - 180g,4019339414507,,,['DAVERT'],['en:Cocoa nibs'],,,,,,"['Autriche', 'France']",[],[],?,,634,,57,,11,,14,,,,,,,,,,,,2653 kj(634 kcal),34,"0,4","0,01","0,004","['Cardboard', 'Plastic']",57 g,en quantité élevée,34 g,en quantité élevée,0.4 g,en faible quantité,0.01 g,en faible quantité,,,,,,12,,D,,180 g,,,['Pérou'],,
131,Andalouse sauce,5425027603037,D,,,"['Epicerie', 'Sauces', 'Sauces andalouses']",,,,,,['France'],[],[],?,,0,-100%,"43,1",-20%,"8,3",+2%,"1,8",-4%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,0 kj(0 kcal),"2,5","5,2","2,7","1,08",,43.1 g,en quantité élevée,2.5 g,en quantité modérée,5.2 g,en quantité modérée,2.7 g,en quantité élevée,-100%,-41%,-12%,+44%,+44%,13,-27%,D,-27%,,,,,,
132,Cocktail etudiant - Rapunzel,4006040185079,,,['Rapunzel'],,"['Bio', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,['France'],[],[],?,,477,,30,,39,,11,,,,,,,,,,,,1996 kj(477 kcal),"4,9",34,0,0,,,,,,,,,,,,,,,,,,,,,,,,
133,Cocktail de fruits de mer,3254612611636,,,,,,,,,,['France'],[],[],?,,84,,1,,3,,16,,,,,,,,,,,,351 kj(84 kcal),"0,3","0,3","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,
134,Longkou Vermicelli,6930537600050,,,,,,,,,,['France'],[],[],?,,334,,0,,80,,"3,6",,,,,,,,,,,,1397 kj(334 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
135,Le Gouzon,30041486,,,,,,,,,,['France'],[],[],?,,271,,23,,3,,15,,,,,,,,,,,,1134 kj(271 kcal),18,"0,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
136,3498430010237,3498430010237,,,,,,,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,wikla Z Chrzanem 370G - Rolnik - 370ml,5900919000489,A,,['Rolnik'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Betteraves', 'Betteraves en conserve', 'Betteraves marinées']",,,,,,"['France', 'Allemagne']","['Rote Beete ', '60%', 'Meerrettich ', '20%', 'Wasser', 'Branntweinessig', 'Zucker', 'Salz']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,66,+47%,"0,5",+131%,12,+77%,2,+47%,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,3,,,276 kj(66 kcal),"0,1",11,"0,75","0,3",['Glas'],0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité modérée,0.75 g,en quantité modérée,+51%,+128%,+78%,+90%,+90%,-3,,A,,370ml,,,,,
