,name,bar_code,brand,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,palm_ingredients,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,labels,manufacturing,traceability_code,markets,generic_name,ingredients_origins,link
32,Madeleines longues aux œufs frais Le Ster,3255290253163,['Le Ster'],['France'],"['Farine de blé 29%', 'huile de colza', 'eufs 17%t sucret sirop de glucose-fructose stabilisant : glycérol', 'lait écrémé en poudret poudres à lever : diphosphates', 'carbonates de sodium amidon', 'émulsifiant E47Ì sel', 'arômes', 'épaississants : gomme xanthane - gomme guar', ' Peut contenir des traces de soia et de fruits à coque,']","['E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",[],4,?,445,1862 kj(445 kcal),22,"2,3",55,28,"6,1","1,1","0,44",,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,['Gluten'],22 g,en quantité élevée,2.3 g,en quantité modérée,28 g,en quantité élevée,1.1 g,en quantité modérée,,+1%,+1%,-4%,-67%,+4%,+2%,+7%,+36%,+36%,17,-8%,D,-8%,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,['Sans conservateurs'],,,,,,
33,Madeleines longues aux pépites de sucre - Le Ster,3255290253170,['Le Ster'],['France'],"['Farine de blé 26%', 'huile de colza', 'œufs frais 16%', 'sucre', 'sirop de glucose-fructose', 'sucre en grains 9%', 'stabilisant : glycérol', 'lait écrémé en poudre', 'poudres à lever ', 'diphosphates', 'carbonates de sodium', 'amidon', 'émulsifiant : E471', 'sel', 'arômes', 'épaississants : gomme xanthane - gomme guar']","['E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane', 'E412 - Gomme de guar']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,449,1879 kj(449 kcal),20,"2,2",60,35,"5,6",1,"0,4",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,"['Œufs', 'Gluten', 'Lait']",20 g,en quantité modérée,2.2 g,en quantité modérée,35 g,en quantité élevée,1 g,en quantité modérée,,+2%,+2%,-12%,-68%,+14%,+27%,-1%,+23%,+23%,18,-2%,D,-2%,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,['Sans conservateurs'],,,,,,
34,Madeleines longues pépites sucre Le Ster,3255290253187,['Le Ster'],['France'],"['Farine de blé 26%', 'huile de colza', 'oeufs frais 16%', 'sucre', 'sirop de glucose-fructose', 'sucre en grains 9%', 'stabilisant : glycérol', 'lait écrémé en poudre', 'poudres à lever : diphosphates', 'carbonates de sodium', 'amidon', 'émulsifiant : E471 ', 'sel', 'arômes', 'épaississants : gomme xanthane - gomme guar', ' Peut contenir des traces de soja et de fruits à coque']","['E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane', 'E412 - Gomme de guar']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,449,1879 kj(449 kcal),20,"2,2",60,35,"5,6",1,"0,4",,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,"['Œufs', 'Gluten']",20 g,en quantité modérée,2.2 g,en quantité modérée,35 g,en quantité élevée,1 g,en quantité modérée,,+2%,+2%,-12%,-68%,+14%,+27%,-1%,+23%,+23%,18,-2%,D,-2%,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,['Sans conservateurs'],,,,,,
35,Madeleines longues marbrées au chocolat - Le Ster - 300g,3255290253200,['Le Ster'],['France'],"['Farine de blé 26 %', 'huile de colza', 'œufs frais 17 %', 'sucre', 'sirop de glucose-fructose', 'stabilisant : glycérol', 'chocolat 4 % ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'cacao maigre en poudre', 'émulsifiant : lécithine de soja', 'arôme vanille', 'lait écrémé en poudre', 'cacao maigre en poudre 1 %', 'poudres à lever :diphosphates', 'carbonates de sodium', 'amidon', 'émulsifiant : E471', 'sel', 'arômes', 'épaississants : gomme xanthane - gomme guar']","['E422 - Glycérol', 'E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane', 'E412 - Gomme de guar']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,447,1870 kj(447 kcal),22,3,54,29,"6,3","0,975","0,39",300 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat', 'Madeleines longues']",,"['Œufs', 'Gluten', 'Lait', 'Soja']",22 g,en quantité élevée,3 g,en quantité modérée,29 g,en quantité élevée,0.975 g,en quantité modérée,,+2%,+2%,+4%,-14%,-2%,+3%,+12%,+16%,+16%,17,+5%,D,+5%,C,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,"['Sachet', 'Plastique']","['Sans conservateurs', 'Blé français']",,,,Format pocket,['France'],http://www.lesterlepatissier.com/madeleines-longues-format-pocket-c23.html
36,Muffin Le Ster,3255290253460,['Le Ster'],['France'],[],,[],,?,443,1854 kj(443 kcal),22,"3,7",55,29,"4,6","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Brownie comme à la maison,3255290257222,,['France'],[],,[],,?,490,2050 kj(490 kcal),31,12,47,38,"4,7","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Pain de mie complet,3255312567216,,['France'],[],,[],,?,251,1050 kj(251 kcal),4,"0,5",42,6,"8,4","1,1","0,44",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie', 'Pains complets', 'Pains de mie complet']",,,4 g,en quantité modérée,0.5 g,en faible quantité,6 g,en quantité modérée,1.1 g,en quantité modérée,,-3%,-3%,-7%,-20%,-2%,+20%,-6%,-4%,-4%,3,,C,,B,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,,,
39,La Mauny La Mauny Eleve Sous Bois Rhum Martinique,3255610017260,,['France'],[],,[],,?,0,0 kj(0 kcal),"4,7","0,7","60,4","6,3","16,7","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Maison La Mauny,3255610037206,['Maison La Mauny'],['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Les Cotentines - Galettes Sablées - Biscuiterie du Cotentin - 375g,3255651010022,"['Biscuiterie du Cotentin', 'Rouger Production']",['France'],"['Farine de blé', 'sucre', 'beurre 22%', 'amidon de blé', 'œufs entiers', 'lactosérum', ""extrait de malt d'orge"", 'sel', 'poudre de lait écrémé', 'poudre à lever ', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", 'diphosphate disodique']","['E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E450i - Pyrophosphate de sodium acide']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,470,1966 kj(470 kcal),19,12,69,25,7,"0,508","0,203",375 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Galettes sablées']",,"['Œufs', 'Gluten', 'Lait']",19 g,en quantité modérée,12 g,en quantité élevée,25 g,en quantité élevée,0.508 g,en quantité modérée,,+1%,+0%,-7%,-14%,+5%,-6%,+19%,-32%,-32%,20,-14%,E,-14%,C,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,"['Boite', 'Métal', 'Collector']",['Pur beurre'],"['50260', 'Manche', 'France', 'Normandie', 'Bricquebec']",,['Carrefour'],Galettes sablées pur beurre  (Boite métal décor plage),,
42,Asperges -,3255691001295,,['France'],[],,[],,?,15,63 kj(15 kcal),0,0,"1,9","1,7","1,2","0,9","0,36",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges blanches']",,,0 g,en faible quantité,0 g,en faible quantité,1.7 g,en faible quantité,0.9 g,en quantité modérée,,-21%,-18%,-100%,-100%,-3%,+45%,-18%,+14%,+14%,-2,,A,,C,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,,,,,,,,
43,Fonds d'artichauts - Rochefontaine - 95g,3255691003473,['Rochefontaine'],['France'],"[""mini fonds d'artichauts"", ' eau', 'sel acidifiant : acide citrique', 'affermissant: chlorure de çalcium', 'anti-oxydant: acide ascorbique', ' SANS CONSERVATEUR*']","['E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E300 - Acide ascorbique']",[],4,?,27,113 kj(27 kcal),0,0,"3,8","0,4",0,"0,29","0,116",95 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Artichauts', ""Coeurs d'artichauts""]",,,0 g,en faible quantité,0 g,en faible quantité,0.4 g,en faible quantité,0.29 g,en faible quantité,,-46%,-45%,-100%,-100%,-17%,-67%,-100%,-66%,-66%,-7,,A,,,,,,,,,,,['Sans conservateurs'],,,,,,
44,Coeurs De Palmiers - Rochefontaine,3255691005798,['Rochefontaine'],['France'],['VALEURS I ES MOYENNES POUR 100 G Énergie :'],,[],1,?,25,105 kj(25 kcal),1,0,2,0,2,"0,9","0,36",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Frais', 'Aliments à base de plantes frais', 'Cœurs de palmier']",,,1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.9 g,en quantité modérée,,-14%,-13%,+173%,-100%,-34%,-100%,-13%,+19%,+19%,-2,-314%,A,-314%,C,64.1%,17.1%,7.8%,4.1%,4.6%,2.3%,59,,,,,,,,
45,Coeurs de Palmiers mini - Rochefontaine,3255691007983,['Rochefontaine'],['France'],"[""Coeur de palmiers issu de biologique'"", ' eau', 'sel', ' acidifiant acide citrique ', ' anti  oxydant', 'acide ascorbique']","['E330 - Acide citrique', 'E300 - Acide ascorbique']",[],3,?,25,105 kj(25 kcal),1,0,2,1,2,"0,9","0,36",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Frais', 'Aliments à base de plantes frais', 'Cœurs de palmier']",,,1 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0.9 g,en quantité modérée,,-14%,-13%,+173%,-100%,-34%,+36%,-13%,+19%,+19%,-2,-314%,A,-314%,C,64.1%,17.1%,7.8%,4.1%,4.6%,2.3%,59,,['Bio'],,,,,,
46,Fagotins de Haricots Verts extra-fins - Comte de la Charnaye - 800g (440g égoutté),3255691008126,['Comte de la Charnaye'],['France'],"['Haricots verts extra-fins', 'eau', 'sel', 'lien végétal non comestible']",,[],3,116,?,116 kj(28 kcal),"0,5",0,"3,4",1,"1,4","0,8","0,32",800 g (440 g égoutté),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",,,0.5 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0.8 g,en quantité modérée,+17%,,+17%,+99%,-100%,+28%,+30%,-5%,+20%,+20%,-4,,A,,B,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,"['Conserve', 'Acier']",,['Kenya'],,['Noz'],,,
47,Cœurs de Palmier extra tendres - Sans marque - 400g,3255691009994,['Sans marque'],['France'],"['Cœurs de palmiers', 'sel', 'acide citrique', 'eau']",['E330 - Acide citrique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,138,?,138 kj(33 kcal),0,0,5,0,2,"0,66","0,264",400 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de plantes en conserve', 'Cœurs de palmier en conserve']",,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.66 g,en quantité modérée,+19%,,+15%,-100%,-100%,+59%,-100%,-11%,-17%,-17%,-1,,A,,C,64.1%,17.1%,7.8%,4.1%,4.6%,2.3%,59,"['Conserve', 'Métal']",['Riche en fibres'],,"['EMB 91570H', 'Saint-Michel-sur-Orge (Essonne, France)']",['Dia'],Cœurs de palmier,,
48,Pêches demi-fruits au sirop léger - Rochefontaine - 235g,3255693000050,['Rochefontaine'],['France'],"['Pêches demi-fruits', 'eau', 'sucre', 'sirop de glucose-fructose', 'acidifiant : acide citrique']",['E330 - Acide citrique'],[],4,264,?,264 kj(63 kcal),~ 0,~ 0,"14,6","14,1","0,4","0,025","0,01",235 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Pêches au sirop']",,,0 g,en faible quantité,0 g,en faible quantité,14.1 g,en quantité élevée,0.0254 g,en faible quantité,-4%,,-4%,-100%,-100%,-3%,+3%,-2%,+17%,+17%,-3,,A,,B,67.0%,17.7%,7.3%,4.5%,3.5%,0.0%,77,['Conserve'],"[""Fabriqué dans l'UE""]",['Union Européenne'],,['Noz'],Cocktail de fruits au sirop léger,,
49,Lychees dénoyautés au sirop léger - Rochefontaine - 450g,3255693000166,['Rochefontaine'],['France'],[],,[],,?,64,268 kj(64 kcal),0,0,"15,9","14,4","0,1","0,1","0,04",450g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Kup ananas au jus - Rochefontaine,3255693000197,['Rochefontaine'],['France'],"['Ananas ', '59%', 'eau ', '3096', 'jus de raisin à base de concentré ', '996', ""jus d'ananas "", '2%', 'antioxydant : acide ascorbique', 'acidifiant : acide citrique À CCASOMMER DE PRÉFÉRENCE AVANT : Voit sut le Faboqué Grece pout Rcxhefontòioe 1 5 bs rue de Mangnan 75?', '8 Pans']","['E300 - Acide ascorbique', 'E330 - Acide citrique']",[],,?,53,222 kj(53 kcal),0,0,"12,9","12,5","0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,
51,"Pêches (Solides et Liquides, Pack de Jus, en Conserve) - Rochefontaine",3255693000203,['Rochefontaine'],['France'],['MOYENNES POUR I OO G : 23 k/ /'],,[],,?,52,218 kj(52 kcal),0,0,"12,7","11,4","0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Kup Exotique Au Jus - Rochefontaine,3255693000234,['Rochefontaine'],['France'],[],,[],,?,51,213 kj(51 kcal),0,0,"12,5","11,5","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Kup exotique - Rochefontaine,3255693000319,['Rochefontaine'],['France'],[],,[],,?,51,213 kj(51 kcal),0,0,"12,5","11,5","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Rissolettes de veau - Savourel,3255790407127,['Savourel'],['France'],"['Viande de veau ', '55%', 'protéines de soja réhydratées ', '21 %', 'chapelure de blé ', 'farine de blé', 'sel', 'épices', 'eau', 'farine de blé', 'sel', 'épices et plantes aromatiques', 'dextrose', 'arômes', 'fibre de pois', 'extrait de levure', 'anti-agglomérants ', 'E504', ' Pourcentage de matières grasses inférieur à 13,5%']",['E504 - Carbonates de magnésium'],"['Non végétalien', 'Non végétarien']",4,?,233,975 kj(233 kcal),"13,5","6,5",13,"1,8",14,"1,7","0,68",,,,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Burger de boeuf - Alliance,3255790407400,['Alliance'],['France'],"['Viande de bœuf ', '66,5%', ' ', 'Origine : UE', 'protéines de SOJA réhydratées ', '24%', 'chapelure de blé ', 'farinede BUE', 'sel', 'gras de bœuf ', '3', '5%', 'sel', 'arôme', 'sucre caramélisé', 'fibre de riz Pourcentage de matières grasses : 20%']",,"['Non végétalien', 'Non végétarien']",4,?,252,1054 kj(252 kcal),20,"8,3","0,5","0,5",16,1,"0,4",,,,['Soja'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Rosti façon montagnard,3255790416525,,['France'],[],,[],,?,183,766 kj(183 kcal),9,"2,5",19,1,"5,6","1,5","0,6",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Plats préparés', 'Pommes de terre préfrites surgelées', 'Préparations à base de pommes de terre', 'Légumes préparés', 'Rostis', 'Röstis de pommes de terre surgelés']",,,9 g,en quantité modérée,2.5 g,en quantité modérée,1 g,en faible quantité,1.5 g,en quantité modérée,,+11%,+13%,+23%,+88%,-1%,+27%,+79%,+53%,+53%,7,+105%,C,+105%,B,40.8%,16.8%,10.8%,9.2%,4.7%,17.7%,91,,,,,,,,
57,Rôtis Façon Montagnard,3255790416549,,['France'],[],,[],,?,183,766 kj(183 kcal),9,"2,5",19,1,"5,6","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Cheeseburger - Toupargel,3255790416624,['Toupargel'],['France'],[],,[],,?,246,1029 kj(246 kcal),10,"4,9",27,"4,4",11,"1,2","0,48",,"['Sandwichs', 'Cheeseburgers']",,,10 g,en quantité modérée,4.9 g,en quantité modérée,4.4 g,en faible quantité,1.2 g,en quantité modérée,,-6%,-6%,-19%,-6%,+16%,+1%,-17%,-8%,-8%,12,-6%,D,-6%,E,92.4%,3.5%,1.0%,0.9%,0.5%,1.8%,15,,,,,,,,
59,Tartare de saumon - Toupargel,3255790416730,['Toupargel'],['France'],"['Saumon Atlantique qualité sans arête* cru en cubes ', '78%2', 'eau', ""huile d'olive vierge extra"", 'sel', 'lus concentré e citron ', '0,6%', 'ciboulette ', '0,6%', 'oignons en cubes', 'échalotes en cubes', 'poivre blanc en poudre', "" *La présence d'arêtes ne peut être complètement exclue"", ' Contient : poisson', ' Les allergènes à déclaration obligatoire sont soulignés dans la liste des ingrédients']",,[],,?,205,858 kj(205 kcal),14,"2,9","0,7","0,7","18,5","0,77","0,308",,,,['Poisson'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Rosti burger - Toupargel,3255790416754,['Toupargel'],['France'],[],,[],,?,219,916 kj(219 kcal),13,"4,4",17,"2,2","7,6","1,1","0,44",,['de:Rösti burger'],,,13 g,en quantité modérée,4.4 g,en quantité modérée,2.2 g,en faible quantité,1.1 g,en quantité modérée,,,,,,,,,,,6,,C,,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,
61,Croc rosti - Toupargel,3255790417225,['Toupargel'],['France'],[],,[],,?,183,766 kj(183 kcal),9,"2,5",19,1,"5,6","1,4","0,56",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Plats préparés', 'Préparations à base de pommes de terre', 'Légumes préparés', 'Rostis']",,,9 g,en quantité modérée,2.5 g,en quantité modérée,1 g,en faible quantité,1.4 g,en quantité modérée,,+12%,+13%,+25%,+81%,-2%,+22%,+74%,+44%,+44%,7,+107%,C,+107%,B,40.8%,16.8%,10.8%,9.2%,4.7%,17.7%,91,,,,,,,,
62,Boulette D'agneau Halal x33 -1kg - Alliance Elabores Sas - 1kg,3255790603260,['Alliance Elabores Sas'],['France'],"[""Viande d'agneau halal "", '25%', ' ', ' Origine UE ou hors UE', 'viande de mouton halal ', '25%', ' ', ' Origine UE ou hors UE', 'viande de dinde halal ', '20%', ' ', 'Origine UE', 'eau', 'protéines de SOJA ', '10%', 'sel', 'dextrose', 'ail déshydraté', 'arôme', 'épices', 'fibre de BLÉ']",,"['Non végétalien', 'Non végétarien']",4,?,245,1025 kj(245 kcal),20,8,"1,5","0,3",13,"1,475","0,59",1 kg,"['Viandes', 'Préparations de viande', 'Préparations de viande hachée']",,"['Gluten', 'Soja']",20 g,en quantité modérée,8 g,en quantité élevée,0.3 g,en faible quantité,1.48 g,en quantité modérée,,+11%,+12%,+24%,+27%,-38%,-60%,-14%,+23%,+23%,13,+12%,D,+12%,,,,,,,,,,['Halal'],,,,,,
63,"10 cordons bleus de dinde surgelés - Savourel - 10pièces, 1kg",3255790607244,"['Savourel', 'Alliance Elaborés']",['France'],"['54 % viande de dinde saumurée [80% viande de dinde', 'eau', 'liant protéique végétal ', 'soja', 'sel', 'dextrose de blé', 'arômes ', 'soja', 'antioxygène ', 'E316', ']', '\r24 % panure et chapelure ', 'eau', 'farine de blé', 'sel', 'levure', 'épices', '\r11 % jambon de dinde fumé et cuit [82% viande de dinde', 'eau', 'liant protéique ', 'soja', 'sel et sel nitrité', 'dextrose de blé', 'arômes ', 'soja', 'antioxygène ', 'E316', ']', '\r11 % fromage fondu [fromage', 'eau', 'beurre', 'protéines de lait', 'sels de fonte ', 'E331', 'amidon modifié', 'sel', 'acide lactique', 'colorant ', 'E160a', ']']","['E316 - Érythorbate de sodium', 'E331 - Citrates de sodium', 'E14XX - Amidons modifiés', 'E270 - Acide lactique', 'E160a - Carotènes mélangés']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,828,?,828 kj(198 kcal),10,,15,,12,,,"10 pièces, 1 kg","['Viandes', 'Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Préparations de viande', 'Volailles', 'Produits panés', 'Plats à la volaille', 'Dindes', 'Plats préparés surgelés', 'Plats à la dinde', 'Préparations à la dinde', 'Cordons bleus', 'Cordons bleus de dinde']",,"['Gluten', 'Lait', 'Soja']",10 g,en quantité modérée,,,,,,,+33%,,+22%,+26%,,+64%,,+11%,,,,,,,C,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,['Surgelé'],['Fabriqué en France'],,"['FR 76.278.001 CE', 'Foucarmont (Seine-Maritime, France)']",['Auchan'],Cordons bleus de dinde surgelés,['France'],
64,"Betteraves rouges - Lunor - 1,5kg",3255831031908,['Lunor'],['France'],[],,[],,?,54,226 kj(54 kcal),"0,5","0,01",13,10,"0,9","0,03","0,012","1,5 kg","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Betteraves', 'Betteraves en conserve']",,,0.5 g,en faible quantité,0.01 g,en faible quantité,10 g,en quantité modérée,0.03 g,en faible quantité,,+20%,+23%,+131%,-77%,+92%,+62%,-34%,-92%,-92%,-3,,A,,B,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,,,,,,,['France'],
65,Sel Fin - Cérébos - 5kg,3255840218307,['Cérébos'],['France'],"['Sel', 'antiagglomérant : E535']",['E535 - Ferrocyanure de sodium'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,?,?,,?,,?,,?,,,5 kg,"['Epicerie', 'Condiments', 'Sels', 'Sels fins']",,,,,,,,,,,,,,,,,,,,,,,,,B,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,"['Seau', 'Plastique']",,,,,,,
