,name,bar_code,brand,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,palm_ingredients,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,labels,manufacturing,traceability_code,markets,generic_name,ingredients_origins,link
768,St Jacques apéro Coudène - 20g x 20,3257630010535,['Coudène'],['France'],"['Farine de blé 24%', 'crème liquide', 'œuf entier', 'eau', 'noix de Saint Jacques* 7,5%', 'poireaux', 'huile de colza', 'carottes', 'vin blanc', 'emmental râpé', 'amidons modifiés', 'arôme ', 'lait', 'crustacés', 'poisson', 'sel', 'malt de blé']",['E14XX - Amidons modifiés'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,299,1251 kj(299 kcal),16,"5,6",30,"2,1","8,6","1,9","0,76",20g x 20,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches']",,"['Crustacés', 'Poisson', 'Gluten', 'Lait', 'Mollusques']",16 g,en quantité modérée,5.6 g,en quantité élevée,2.1 g,en faible quantité,1.9 g,en quantité élevée,,-1%,-1%,+17%,-19%,-20%,-88%,+61%,+212%,+212%,16,+14%,D,+14%,,,,,,,,,['Barquette'],,"['France', 'Gard']",,,Mini tartes garnies de noix de Saint Jacques,,http://www.coudene.com
769,Tielles sétoises Coudène - 110g x 4,3257630010542,['Coudène'],['France'],"['Farine de blé 33%', 'calmars et poulpes 25,2%', 'eau', 'huile de colza', 'double concentré de tomate 5,8%', 'oignons', 'huile d’olive vierge extra', 'herbes de Provence', 'persil', 'piment', 'ail', 'basilic', 'malt de blé', 'sel', 'amidon de maïs modifié']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,297,1243 kj(297 kcal),14,"1,1",34,"3,5","7,5","1,4","0,56",110g x 4,"['Tartes', 'Tourtes', 'Tielles Sétoises']",,"['Gluten', 'Mollusques']",14 g,en quantité modérée,1.1 g,en faible quantité,3.5 g,en faible quantité,1.4 g,en quantité modérée,,+2%,+2%,0%,-21%,+4%,+1%,-7%,0%,0%,6,+12%,C,+12%,C,73.9%,7.5%,3.3%,6.3%,1.9%,7.1%,56,['Barquette'],"['en:saveurs-de-l-annee-france', 'Sud de France']","['France', 'Gard']","['FR 30.243.003 CE', 'Saint-Christol-lès-Alès (Gard, France)']",,Tourtes garnies de calmars et poulpes,,http://www.coudene.com
770,Tapenade noire Coudène - 90g,3257630010757,['Coudène'],['France'],"['Olives noires 91%', 'câpres', 'anchois salés 1,8%', ""huile d'olive vierge extra"", 'ail', 'sel', 'jus de citron concentré', 'herbes de Provence', 'vinaigre de vin', 'poivre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,1080,?,1080 kj(258 kcal),26,"3,3","2,4","< 0,5","2,2","2,8","1,12",90g,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades noires']",,,26 g,en quantité élevée,3.3 g,en quantité modérée,0.5 g,en faible quantité,2.8 g,en quantité élevée,-1%,,-6%,-3%,-6%,-23%,+7%,+25%,-11%,-11%,16,+8%,D,+8%,C,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,['Verrine'],,,"['FR 30.243.003 CE', 'Saint-Christol-lès-Alès (Gard, France)']",['Auchan'],Spécialité tartinable à base d’olives noires et d’anchois,,http://www.coudene.com
771,Brandade de morue Coudène - 200g,3257630011969,['Coudène'],['France'],"['Huile de colza', 'morue 32%', 'eau', 'protéines de lait', 'sel', 'épaississant : carraghénanes ', ""extrait d'algues marines""]","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,452,1891 kj(452 kcal),47,4,"1,5","< 0,5","5,7",1,"0,4",200g,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",,"['Poisson', 'Lait']",47 g,en quantité élevée,4 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,,+105%,+105%,+183%,+90%,-81%,-30%,-16%,+15%,+15%,12,+183%,D,+183%,E,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,['Verre'],,"['France', 'Gard']",,,Spécialité à base de morue,,http://www.coudene.com
772,Aïoli Méditerranéenne,3257630012188,,['France'],[],,[],,?,777,3251 kj(777 kcal),86,"8,1","0,8","0,7","0,8","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Rouille Méditerranéenne -,3257630012195,,['France'],[],,[],,?,797,3335 kj(797 kcal),87,"11,2","2,4","0,5",1,"1,2","0,48",,"['Epicerie', 'Sauces']",,,87 g,en quantité élevée,11.2 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,,+235%,+238%,+381%,+419%,-76%,-92%,-63%,-50%,-50%,24,+107%,E,+107%,,,,,,,,,,,,"['FR 30.243.003 CE', 'Saint-Christol-lès-Alès (Gard, France)']",,,,
774,Petits cakes anchois et tapenade noire,3257630012416,,['France'],[],,[],,?,343,1435 kj(343 kcal),5,"1,5",10,"0,2",15,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Petit cake cabillaud et epices  chirizo -,3257630012423,,['France'],[],,[],,?,347,1452 kj(347 kcal),25,"2,9",20,"1,2",10,"2,4","0,96",,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson']",,,25 g,en quantité élevée,2.9 g,en quantité modérée,1.2 g,en faible quantité,2.4 g,en quantité élevée,,+78%,+81%,+110%,-6%,+149%,-20%,-15%,+103%,+103%,16,+162%,D,+162%,,,,,,,,,,,,,,,,
776,Brandade de morue Coudène - 90g,3257630014717,['Coudène'],['France'],"['Huile de colza', 'morue 32%', 'eau', 'protéines de lait', 'sel', 'épaississant : carraghénanes ', ""extrait d'algues marines""]","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,1861,?,1861 kj(445 kcal),47,4,"1,5","< 0,5","5,7",1,"0,4",90g,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",,"['Poisson', 'Lait']",47 g,en quantité élevée,4 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,+140%,,+102%,+183%,+90%,-81%,-30%,-16%,+15%,+15%,12,+183%,D,+183%,E,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,['Verrine'],,"['France', 'Gard']",,,Spécialité à base de morue,,http://www.coudene.com
777,Brandade de morue Coudène - 90g,3257630014748,['Coudène'],['France'],"['Huile de colza', 'morue 32%', 'eau', 'protéines de lait', 'sel', 'épaississant : carraghénanes ', ""extrait d'algues marines""]","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,452,1891 kj(452 kcal),47,4,"1,5","< 0,5","5,7",1,"0,4",90g,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",,"['Poisson', 'Lait']",47 g,en quantité élevée,4 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,,+105%,+105%,+183%,+90%,-81%,-30%,-16%,+15%,+15%,12,+183%,D,+183%,E,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,['Verrine'],,"['France', 'Gard']",,,Spécialité à base de morue,,http://www.coudene.com
778,Soupe poisson,3257630024716,,['France'],[],,[],,?,37,155 kj(37 kcal),"1,1","0,3","1,2","0,5","5,2",1,"0,4",,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,1.1 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,1 g,en quantité modérée,,-23%,-22%,-42%,-33%,-34%,-23%,+1%,+13%,+13%,1,+15%,B,+15%,E,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,,
779,Délice d'anchois Coudène - 90g,3257630051354,['Coudène'],['France'],"['Huile de colza', 'anchois salés 29%', 'eau', 'huile de tournesol', 'vinaigre de vin', 'ail 0,9%', 'protéines de lait', 'poivre', 'épaississant : gomme de xanthane']",['E415 - Gomme xanthane'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,1561,?,1561 kj(373 kcal),37,3,1,"< 0,5",9,"4,3","1,72",90g,"['Produits à tartiner', 'Produits à tartiner salés']",,['Lait'],37 g,en quantité élevée,3 g,en quantité modérée,0.5 g,en faible quantité,4.3 g,en quantité élevée,+27%,,+27%,+41%,-61%,-72%,-61%,+3%,+226%,+226%,16,+28%,D,+28%,,,,,,,,,['Verrine'],,"['France', 'Gard']",,,Spécialité tartinable à base d’anchois,,http://www.coudene.com
780,Tapenade verte Coudène - 90g,3257630053327,['Coudène'],['France'],"['Olives vertes 88%', 'câpres', 'ail', ""huile d'olive vierge extra"", 'anchois salés 1,7%', 'jus de citron concentré', 'herbes de Provence', 'vinaigre de vin', 'sel', 'poivre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,165,690 kj(165 kcal),16,"2,5",1,"< 0,5",2,2,"0,8",90g,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",,,16 g,en quantité modérée,2.5 g,en quantité modérée,0.5 g,en faible quantité,2 g,en quantité élevée,,-25%,-25%,-26%,-23%,-55%,+30%,+23%,-30%,-30%,12,-12%,D,-12%,C,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,['Verrine'],,"['France', 'Gard']",,,Spécialité tartinable à base d’olives vertes et d’anchois,,http://www.coudene.com
781,Caviar d'aubergines - Coudène - 90g,3257630062084,['Coudène'],['France'],"['Aubergines ', '65%', 'huile de colza', 'eau', 'tomates', 'olives noires', 'oignons', 'ail', ""huile d'olive"", 'jus de citron concentré', 'sel', 'épices']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,216,904 kj(216 kcal),"9,06",2,"9,83","3,5","2,47",0,0,90 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",,,9.06 g,en quantité modérée,2 g,en quantité modérée,3.5 g,en faible quantité,0 g,en faible quantité,,+17%,+18%,-46%,-4%,+86%,+17%,+58%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,"['Pot', 'Verre']",,,,,,,
782,La brandade de morue -,3257630078832,,['France'],[],,[],,?,455,1904 kj(455 kcal),47,4,"1,5","0,1","5,7",1,"0,4",,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue', 'en:preparations-made-from-fish-meat']",,,47 g,en quantité élevée,4 g,en quantité modérée,0.1 g,en faible quantité,1 g,en quantité modérée,,+106%,+107%,+183%,+90%,-81%,-86%,-16%,+15%,+15%,12,+183%,D,+183%,E,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,,,,,,,
783,Brandade de morue -,3257630095679,,['France'],[],,[],,?,455,1904 kj(455 kcal),47,4,"1,5","0,1","5,7",1,"0,4",,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Plats préparés au poisson', 'Morues', 'Brandades de morue', 'en:preparations-made-from-fish-meat']",,,47 g,en quantité élevée,4 g,en quantité modérée,0.1 g,en faible quantité,1 g,en quantité modérée,,+90%,+99%,+153%,+49%,-55%,-69%,-53%,+17%,+17%,12,+145%,D,+145%,E,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,"['FR 30.243.003 CE', 'Saint-Christol-lès-Alès (Gard, France)']",,,,
784,Soupe de poisson,3257630343466,,['France'],[],,[],,?,37,155 kj(37 kcal),"1,1","0,3","1,2","0,5","5,21",1,"0,4",,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,1.1 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,1 g,en quantité modérée,,-23%,-22%,-42%,-33%,-34%,-23%,+1%,+13%,+13%,1,+15%,B,+15%,E,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,,
785,Fleurie Chateau Verne Mazière 2011 - 75cl,3257650081126,['Verne Mazière'],['France'],[],,[],,?,?,,?,,?,,?,,,75 cl,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Bourgogne', 'Fleurie']",,,,,,,,,,,,,,,,,,,,,,,,,B,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['Bouteille verre'],"['AOC', 'Médaille de Bronze Mâcon 2012']",,,['Carrefour'],Beaujolais Fleurie,"['France', 'Bourgogne']",
786,3257650084776,3257650084776,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Moulin de Gassac - Daumas Gassac - 75cl,3257698320102,['Daumas Gassac'],['France'],"['Vin issu des cépages : Syrah', 'Grenache', 'Carignan ', 'contient des sulfites']",,[],3,?,?,,?,,?,,?,,,75 cl,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Languedoc']",,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,,,,,,,,,,,B,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['Bouteille', 'Verre']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Point Vert', 'AOP', 'Déconseillé aux femmes enceintes']",['France'],,,,['France'],
788,La Maison Bernard cancoillotte nature - Maison du Café,3257714189515,['Maison du Café'],['France'],[],,[],,?,81,339 kj(81 kcal),?,"1,8",?,"0,1",14,2,"0,8",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte fondue', 'Cancoillottes']",,,,,1.8 g,en quantité modérée,0.1 g,en faible quantité,2 g,en quantité élevée,,-47%,-46%,,-73%,,-71%,-3%,+44%,+44%,,,,,D,78.1%,12.8%,3.1%,3.8%,1.7%,0.5%,52,,,,,,,,
789,Cancoillotte Ail Fine Herbe - Maison Bernard,3257714189546,['Maison Bernard'],['France'],"['eau', 'metton ', 'lait écrémé pasteurisé ', 'origine : France', 'ferments lactiques coagulant', 'beurre', 'ail sels de fonte ', 'E450', 'E451', 'E452', 'fines herbes sel de cuisine']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",['Non végétalien'],4,?,159,665 kj(159 kcal),11,7,1,"0,5",14,"1,8","0,72",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte fondue', 'Cancoillottes']",,['Lait'],11 g,en quantité modérée,7 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,,+5%,+5%,+9%,+6%,+44%,+43%,-3%,+29%,+29%,9,+14%,C,+14%,C,78.1%,12.8%,3.1%,3.8%,1.7%,0.5%,52,['Pot en plastique'],,,,,,,
790,Saint-Pourçain 2013 - Les Deux Clochers - 75cl,3257731211305,['Les Deux Clochers'],['France'],"['Vin rouge ', 'sulfites', ' : Gamay / Pinot noir']",,['Sans huile de palme'],3,?,?,,?,,?,,?,,,75 cl,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Saint-Pourçain']",,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,,,,,,,,,,,B,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['Verre'],,"['Saint-Pourçain sur Sioule', 'France']",,['Nicolas'],,['France'],
791,Saint Pourçain blanc -,3257731230405,,['France'],['Contient des sulfites'],,[],3,?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Saint-Pourçain']",,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,,,,,,,,,,,B,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['Bouteille', 'Verre']",['AOC'],,,,,['France'],
792,Champagne brut Pierre Moreau - Cuvée premium - 750ml,3257941000393,['Pierre Moreau'],['France'],"['Champagne ', 'contient sulfites']",,"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",3,?,?,,?,,?,,?,,,750 ml,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins effervescents', 'Champagnes', 'Champagnes français', 'Champagnes bruts']",,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,,,,,,,,,,,B,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['Bouteille', 'Verre']","['Point Vert', 'Contient des sulfites', 'Déconseillé aux femmes enceintes']","['Reims', 'Marne', 'Grand Est', 'France']",,,Champagne brut,['France'],
793,Œufs frais gros - Cora - 6,3257980018670,['Cora'],['France'],['Oeufs de poule'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,602,?,602 kj(144 kcal),"10,3","2,7","0,7","0,7","12,3","0,32","0,128",6,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en cage']",,['Œufs'],10.3 g,en quantité modérée,2.7 g,en quantité modérée,0.7 g,en faible quantité,0.32 g,en quantité modérée,+2%,,+1%,+3%,+14%,+5%,+29%,-2%,+14%,+14%,-1,,A,,B,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,['Plastique'],['Pondu en France'],['France'],"['FR 51.237.002 CE', 'Esternay (Marne, France)']",['Cora'],Oeufs de poules élevées en cage datés du jour de ponte calibre gros,['France'],
794,Cacahuètes grillées et salées - Cora,3257980020703,['Cora'],['France'],"['Cacahuètes - huile de tournesol - sel', ' Traces éventuelles de fruits à coque', 'gluten', 'graines de sésame et soja']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,615,2573 kj(615 kcal),"50,4","7,8","10,1","5,6","26,1","1,02","0,408",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Snacks', 'Légumineuses', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Cacahuètes', 'Fruits à coque salés', 'Cacahuètes grillées', 'Cacahuètes salées']",,['Arachides'],50.4 g,en quantité élevée,7.8 g,en quantité élevée,5.6 g,en quantité modérée,1.02 g,en quantité modérée,,+1%,+2%,+4%,+8%,-19%,+6%,+3%,-13%,-13%,4,-34%,C,-34%,D,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,['Cora'],,,
795,Légère à Tartiner - Cora,3257980030597,['Cora'],['France'],[],,[],,?,346,1448 kj(346 kcal),38,15,"0,5","0,5","0,5","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,Pommes Frites Classiques 1 Kilo - Cora,3257980060846,['Cora'],['France'],['Pommes de terre 97% huile de tournesol 3% dextose stabilisant dtphosphate disodiqueo DIEPGEVROREH INGREDIÉNTEN: Aardappelen 97% ZOnneb10em01ie 3% de? stabilisatoc dinatriurndifostaat'],,[],,?,286,1197 kj(286 kcal),"10,6","1,3","40,9","1,6","4,3","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cora'],,,
797,Haricots verts très fins - Cora - 3 * 110g,3257980084774,['Cora'],['France'],"['Haricots verts coupés', 'eau', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,108,?,108 kj(26 kcal),"< 0,5",0,3,"0,8","1,6","0,75","0,3",3 * 110 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",,,0.5 g,en faible quantité,0 g,en faible quantité,0.8 g,en faible quantité,0.75 g,en quantité modérée,+9%,,+9%,+99%,-100%,+13%,+4%,+8%,+12%,+12%,-4,,A,,B,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,['Conserve'],,,,['Cora'],,,
798,Cordons Bleu Fromage - Cora - 200g,3257980095251,['Cora'],['France'],[],,[],,?,249,1042 kj(249 kcal),15,"4,1",16,"1,6",12,"1,6","0,64",200 g,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",,,15 g,en quantité modérée,4.1 g,en quantité modérée,1.6 g,en faible quantité,1.6 g,en quantité élevée,,+12%,+12%,+24%,+29%,+15%,+1%,-9%,+23%,+23%,14,+97%,D,+97%,D,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,"['Viande Française', 'Volaille-francaise']",,,['Cora'],,,
799,Chocolat au lait  - Cora - 100g,3257980095442,['Cora'],['France'],"['Sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'poudre de lait écrémé', 'lactose', ""poudre d'extrait de malt d'orge"", 'émulsifiant : lécithine de colza', 'arôme']",['E322i - Lécithine'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2256,?,2256 kj(539 kcal),31,19,57,56,"7,5","0,64","0,256",100 g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,"['Gluten', 'Lait']",31 g,en quantité élevée,19 g,en quantité élevée,56 g,en quantité élevée,0.64 g,en quantité modérée,-1%,,-2%,-10%,-3%,+10%,+14%,+5%,+175%,+175%,27,+6%,E,+6%,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['Plastique', 'Aluminium']",,,"['EMB 42218J', 'Saint-Étienne (Loire, France)', 'EMB 42218A', 'Saint-Étienne (Loire, France)']",['Cora'],Chocolat supérieur au lait,,
800,Sardines à la tomate - Cora,3257980099945,['Cora'],['France'],"['Sardines fritesàlhuile detournesol 71 % - eau - concentré de tomate 8,5% huile de colza vinai re de vin blanc - sel', ' Traces éventuelles de moutarde/SARDlENENMETT', 'MATENSA11S - INGREDlENTEN:Sardienen gebakken in zonnebloemolie 71% water - tomatenpuree 8,5% koolzaadolie Kan sporen bevatten vannosterd']",,[],,?,183,766 kj(183 kcal),"11,3","2,8","0,9","0,9","18,9","0,79","0,316",,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', 'Sardines à la tomate']",,,11.3 g,en quantité modérée,2.8 g,en quantité modérée,0.9 g,en faible quantité,0.79 g,en quantité modérée,,-1%,-1%,-6%,-8%,-45%,-4%,+9%,-16%,-16%,1,-71%,B,-71%,D,26.4%,30.5%,28.5%,13.5%,0.9%,0.3%,52,,,,,['Cora'],,,
801,Miettes de Thon à l'huile de tournesol - Cora - 160g (104g égoutté),3257980100047,['Cora'],['France'],['Thon précuit - huile de tournesol - sel'],,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,1000,?,1000 kj(239 kcal),17,"2,4","0,8","< 0,5",21,"0,75","0,3",160 g (104 g égoutté),"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", 'Miettes de thon', ""Thons à l'huile de tournesol""]",,['Poisson'],17 g,en quantité modérée,2.4 g,en quantité modérée,0.5 g,en faible quantité,0.75 g,en quantité modérée,+20%,,+23%,+36%,+44%,-52%,-57%,+18%,-29%,-29%,2,-12%,B,-12%,E,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,['Conserve'],,['France'],"['EMB 92026', 'Courbevoie (Hauts-de-Seine, France)']",['Cora'],,"[""Côte d'Ivoire""]",
802,Crackers goût quiche - Cora - 75g,3257980112163,['Cora'],['France'],"['Farine de blé - huiles végétales ', 'palme', 'colza', 'coprah', "" - fromages râpés - blancs d'oeufs pasteurisés - levure - légumes séchés "", 'carotte', 'oignon', 'poireau', 'céleri', 'chou vert', ' - sel - lait en poudre partiellement écrémé - arômes ', 'contient lait et exhausteurs de goût : E621', 'E627', 'E631', ' - amidon transformé - émulsifiant : E471 - persil séché - épice - colorants : E100', 'E160b', 'E160c - antioxydant : E306']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E100 - Curcumine', 'E160b - Rocou', 'E160c - Extrait de paprika', 'E306 - Extrait riche en tocophérols']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2340,?,2340 kj(559 kcal),"34,8","19,7","42,7",1,"17,8",2,"0,8",75 g,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['Huile de palme'],"['Céleri', 'Œufs', 'Gluten', 'Lait']",34.8 g,en quantité élevée,19.7 g,en quantité élevée,1 g,en faible quantité,2 g,en quantité élevée,+17%,,+19%,+75%,+263%,-28%,-74%,+80%,0%,0%,21,+36%,E,+36%,C,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Carton', 'Sachet', 'Plastique']",,,"['EMB 89265C', 'Montigny-la-Resle (Yonne, France)']",['Cora'],Biscuits salés goût quiche,,
803,Sélection brut - Charles d'Harleville - 3l,3257980112736,"[""Charles d'Harleville"", 'Cora', 'Altavilloise']",['France'],"['Champagne ', 'contient sulfites']",,"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",3,?,?,,?,,?,,?,,,3 l,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins effervescents', 'Champagnes', 'Champagnes français', 'Champagnes bruts']",,['Anhydride sulfureux et sulfites'],,,,,,,,,,,,,,,,,,,,,,,B,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['Bouteille', 'Verre']","['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Contient des sulfites', 'Déconseillé aux femmes enceintes']","['Hautvillers', 'Marne', 'Grand Est', 'France']",,['Cora'],Champagne brut,['France'],
804,"Betteraves Rouges En Dés Prêtes, 72 ClMarque Cora",3257980120441,['Cora'],['France'],[],,[],,?,34,142 kj(34 kcal),"0,5","0,01","6,1","5,7","0,9","0,6","0,24",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves']",,,0.5 g,en faible quantité,0.01 g,en faible quantité,5.7 g,en quantité modérée,0.6 g,en quantité modérée,,-24%,-24%,+53%,-82%,-20%,-16%,-45%,+121%,+121%,-2,,A,,B,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,,,,"['EMB 58009', 'Arbourse (Nièvre, France)']",,,,
