,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,packaging,categories,ingredients_origins,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,link,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,manufacturing,allergens,traceability_code,origin_detail,producer_info,palm_ingredients
1739,Yaourt nature - Lidl,20600400,['Lidl'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Pain aux Céréales - Leclerc - 350g,0206529008538,['Leclerc'],['France'],[],[],?,?,?,?,?,350g,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits de boulangerie']",['France'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],['Concarneau'],,['0206529008538'],,,
1741,huile d\'olive vierge - Elisa,0082082101417,['Elisa'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,so soja - sojade,0418202821147,['Sojade'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,Olive cassée à l’ail - Saransec,2609810015877,['Saransec'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Chargement…,3302740050817,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Taboulé - Priméal,3380380094910,['Priméal'],['France'],[],[],?,350,"1,6",70,"11,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464 kj(350 kcal),,"0,3",,"3,8",,,,,,,,,,,,,,,,
1746,pain au lait au levain - epid'or - 350,07282478,"[""epid'or""]",['France'],[],[],?,?,?,?,?,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Pain  petit épeautre - Satoriz,3760105230135,['Satoriz'],['France'],[],[],?,270,"1,2",54,"8,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130 kj(270 kcal),,"0,2",,"1,7",,,,,,,,,,,,,,,,
1748,Cabernet d\'anjou - Les hauts buis,0080405812811,['Les hauts buis'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,haricots verts - cassegrain,083681027860,['Cassegrain'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,beurre de baratte - ker argoet,701002400023,['ker argoet'],['France'],[],[],?,?,?,?,?,,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de baratte']",,,,,,,,E,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Détour scandinave - Palais des thés,0704065001216,['Palais des thés'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Detox scandinave - Palais des thés,2700461001216,['Palais des thés'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,2000000124991,,,['France'],[],[],?,11212,100,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46911 kj(11212 kcal),,2222,,1111,,1010,,404,,,,,,,,,,,,
1754,Marrons entiers - BIO VILLAGE - Marque Repère,356470713683902,['BIO VILLAGE - Marque Repère'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Gaufrette fromage protéiné - Lignaform,3760269952409,['Lignaform'],['France'],[],[],?,458,24,"10,1",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916 kj(458 kcal),,,,"0,2",,,,,,,,,,,,,,,,
1756,Framboises entières (surgelé) - DOUCEUR DU VERGER - Marque Repère,356470045732004,['DOUCEUR DU VERGER - Marque Repère'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Pur jus de citron de Sicile - BIO VILLAGE - Marque repère,356470714655501,['BIO VILLAGE - Marque repère'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Caramel Chocolat - CONFISEO - Marque repère,356470058088202,['CONFISEO - Marque repère'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Yaourt fermier - Mont Berry,234567890128,['Mont Berry'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Jambon supérieur - Super u,4202111286311,['Super u'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Le,9782070449941,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Bouchées croustillantes aubergine olive noires,3663219006248,,['France'],[],[],?,1084,"13,9","25,7","5,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4535 kj(1084 kcal),,"7,6",,"2,6",,,,,,,,,,,,,,,,
1763,Rollini vegetariani,8019314020040,,['France'],[],[],?,190,"6,9","3,5",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795 kj(190 kcal),,"2,2",,"0,4",,"1,9",,"0,76",,,,,,,,,,,,
1764,Pain 14 céréaler et graines - E.Leclerc,0218043010508,['E.Leclerc'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,ucre en morceaux - Eco+,345097006905505,['Eco+'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Sucre en morceaux - Eco+,345097006905205,['Eco+'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,2 riz basmati indica - Comptoir du Grain,356470654446801,['Comptoir du Grain'],['France'],[],[],?,?,?,?,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,,,,,,,C,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Fromage de Chèvre - Les Croisés,356470005783404,['Les Croisés'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Biscuits au gingembre et citron -,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Cap au sud - Casez,3248847701965,['Casez'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Noir Extra 99% cacao - EQUADOR  - Marque Repère,356470660604301,['EQUADOR  - Marque Repère'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,purée cacahuette - jean hervé,33900390000160,['jean hervé'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,miel de fleurs sauvage - miellerie de la natouze,9998110000007,['miellerie de la natouze'],['France'],[],[],?,?,?,?,?,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,saucisse - Ferme du marais champs,1203070039461,['Ferme du marais champs'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Tarte pommes - Carrefour,0202461050840,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,creation créme brulée - lindt,3049620042567,['Lindt'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,café corsé pour sennes - Grand\'mère,711000399255,"[""Grand\\'mère""]",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Bleu d’Auvergne - Paul Dischamp,3271560005621,['Paul Dischamp'],['France'],[],[],?,334,28,"0,6",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397 kj(334 kcal),,19,,"0,5",,,,,,,,,,,,,,,,
1779,Coffret Chic Marron Phrase 6 sachets - Reauté,3673200000001,['Reauté'],['France'],[],[],?,545,35,50,"6,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2280 kj(545 kcal),,"18,1",,41,,,,,,,,,,,,,,,,
1780,Poire séchée - Verger,3770001230962,['Verger'],['France'],[],[],?,344,"0,6",76,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439 kj(344 kcal),,"0,1",,52,,,,,,,,,,,,,,,,
1781,Fondants pesto,3273220073520,,['France'],[],[],?,235,12,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983 kj(235 kcal),,"1,9",,"0,3",,,,,,,,,,,,,,,,
1782,Gariguettes - Socave,3507031251014,['Socave'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Graine de lin - Festifruits,3352396201309,['Festifruits'],['France'],[],[],?,528,42,29,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2209 kj(528 kcal),,4,,1,,,,,,,,,,,,,,,,
1784,Coton tige,3263852377219,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Spaghettis - Panzani,6048310211000,['Panzani'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,yaourt brassé mangue passion - biocoop,37601216007,['Biocoop'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Bière des loups - IPA,2170114157117,['IPA'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Crème anglaise - Alsa,3027030078998,['Alsa'],['France'],[],[],?,120,"2,3",21,"3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502 kj(120 kcal),,"1,4",,19,,,,,,,,,,,,,,,,
1789,Gâche de Pâques - Sicard,3608733333357,['Sicard'],['France'],[],[],?,414,16,57,"10,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732 kj(414 kcal),,"5,7",,"18,7",,,,,,,,,,,,,,,,
1790,Petites betteraves rouges - Les Compagnons du Bio,3281440000929,['Les Compagnons du Bio'],['France'],[],[],?,?,?,?,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves', 'Betterave rouge']",,,,,,,,B,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Graine de courge Europe - Inconnue,0203715007221,['Inconnue'],['France'],[],[],?,?,?,?,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Produits de la plante de courge', 'Graines de courge et dérivés', 'Graines de courge']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Confiture reines-claudes - Andros,8500707787171,['Andros'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Découpes de poulet paprika - Volaé,3250393053313,['Volaé'],['France'],[],[],?,179,11,"2,7",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749 kj(179 kcal),,3,,1,,,,,,,,,,,,,,,,
1794,Chateau bessan segur - Bordeaux,3760189810957,['Bordeaux'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Frites justaufour - Mccain,6007211234211,['Mccain'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Lupin - Lusitana,3700068146685,['Lusitana'],['France'],[],[],?,123,"5,2","0,5",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515 kj(123 kcal),,"0,8",,"0,5",,,,,,,,,,,,,,,,
1797,Terrine de langoustines - Trésor Des Régimes,3760002252216,['Trésor Des Régimes'],['France'],[],[],?,201,15,"2,2",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841 kj(201 kcal),,"3,8",,"0,9",,,,,,,,,,,,,,,,
1798,Pain de mie frais complet aux graines de lin - Happy GO,3770006030260,['Happy GO'],['France'],[],[],?,?,?,?,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,,,,,,,B,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,ail semoule - ducros,166290200081,['Ducros'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,"Keto butter chicken,chou fleur,fèves - Seazon",3701456306018,['Seazon'],['France'],[],[],?,375,21,15,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569 kj(375 kcal),,11,,7,,,,,,,,,,,,,,,,
1801,Brasserie - Mc Cain,8710437107044,['Mc Cain'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Attilon - Domaine Attilon,9700105594046,['Domaine Attilon'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,beurre moulé - bio village,56470700117503,['bio village'],['France'],[],[],?,?,?,?,?,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
1804,digestion légère - LEA NATURE,3478821518963,['LEA NATURE'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Bernadette SAHUC - hepar,7612035974685,['Hepar'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Petit Chablis,3760025671537,['Petit Chablis'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Filet de poulet - Fleury  michon,3302740050558,['Fleury  michon'],['France'],[],[],?,493,"2,4","0,8",23,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,+276%,-17%,+67%,+1%,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,2.4 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en faible quantité,,,2063 kj(493 kcal),+280%,"0,7",-6%,"0,8",+229%,,,,,,,,,,,,,,,
1808,Chicoree soluble - Leroux,0561552585181,['Leroux'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Munster - Fromagerie pays welsche,0202104019005,['Fromagerie pays welsche'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Blanc Premier - Saint-Pourçain,6211751637702,['Saint-Pourçain'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Yam,3700446416256,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Purée cacahuètes toastées Perl'amande,3267110001540,"[""Perl'amande""]",['France'],[],[],?,613,"48,5","12,4","28,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2565 kj(613 kcal),,"7,1",,"6,7",,,,,,,,,,,,,,,,
1813,100 0/0 PUR JUS CLEMENTINE - BIO VILLAGE,356470713164302,['BIO VILLAGE'],['France'],[],[],?,?,?,?,?,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
1814,Farinelli de Lupin - Moulin Chaudé Frères De Versailles,3760274682117,['Moulin Chaudé Frères De Versailles'],['France'],[],[],?,360,8,12,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506 kj(360 kcal),,"1,8",,3,,,,,,,,,,,,,,,,
1815,Les infudions d\'afrique - Bissap,3110411810161,['Bissap'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,soja cuisine fluide - bjorg,322980134642,['Bjorg'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Boisson au jus de cranberry - Belle france,3118561307371,['Belle france'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Excellence doux 85% cacao noir délicat - Lindt,5286210629674,['Lindt'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Confiséo - Marque repère,3464700580892,['Marque repère'],['France'],[],[],?,?,?,?,?,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Galette de pommes de terre - 500g,10686553,,['France'],[],[],?,?,?,?,?,500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Confiséo - Marque Repère,8500700580892,['Marque Repère'],['France'],[],[],?,?,?,?,?,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,La Faisselle - GAEC DE LA GRANGE,7108174110013,['GAEC DE LA GRANGE'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Tartine spécial campagne - La Boulangere,3760049792706,['La Boulangere'],['France'],[],[],?,103,"2,6",16,"3,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431 kj(103 kcal),,"0,3",,"0,9",,,,,,,,,,,,,,,,
1824,Black menthol - Airwaves,1046900470085,['Airwaves'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Cornichons extra-fins - Carrefour,4231181691121,['Carrefour'],['France'],[],[],?,?,?,?,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Le crottin de chèvre - Rians,0141412876408,['Rians'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Vinaigre Balsamique de Modène - Maille,9447101061911,['Maille'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Cassoulet  larnaudie,3113010153172,,['France'],[],[],?,144,7,"7,5",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602 kj(144 kcal),,"2,5",,"0,5",,,,,,,,,,,,,,,,
1829,Jus de Pomme Poire - Le Vergé Du Comté,3770004420339,['Le Vergé Du Comté'],['France'],[],[],?,46,"0,5",11,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192 kj(46 kcal),,"0,1",,11,,,,,,,,,,,,,,,,
1830,Caviar d’aubergines - Comptoir d’Armenie,3770009542456,['Comptoir d’Armenie'],['France'],[],[],?,269.600006103516,"24,5","9,3","3,2",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",,,,+46%,+47%,+76%,+105%,,,,,,,,,,,,,24.5 g,en quantité élevée,24.5 g,en quantité élevée,6.1 g,en quantité modérée,,,1128 kj(269 kcal),+47%,"24,5",+1078%,"6,1",+104%,,,,,,,,,,,,,,,
1831,Whey,3662072028442,,['France'],[],[],?,360,"1,4","11,9","74,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506 kj(360 kcal),,"0,82",,"4,7",,,,,,,,,,,,,,,,
1832,Crème balsamique - Kash Food,3760174581336,['Kash Food'],['France'],[],[],?,213,?,53,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891 kj(213 kcal),,,,33,,,,,,,,,,,,,,,,
1833,baguette trafition - Le fournil des saveurs - 1,,['Le fournil des saveurs'],['France'],[],[],?,?,?,?,?,1,['Hi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,EAU DE SOURCE DE MONTAGNE - ECO,345097007078204,['ECO'],['France'],[],[],?,?,?,?,?,,,"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-100%,A,-100%,,,,,,,
1835,Boissons Dysbia - Pileje,3701145650477,['Pileje'],['France'],[],[],?,10,?,?,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42 kj(10 kcal),,,,,,,,,,,,,,,,,,,,
1836,Fleury michon,3140294057568,,['France'],[],[],?,100,"0,4","0,5",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418 kj(100 kcal),,,,,,,,,,,,,,,,,,,,
1837,Xeor liquide -,3564706534735,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Langue de chat - Sondey,3019188138648,['Sondey'],['France'],[],[],?,?,?,?,?,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Langues de chat']",,,,,,,,D,83.1%,10.0%,3.0%,2.0%,1.8%,0.0%,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Grønnsak boller,3516375085674,,['France'],[],[],?,139,"1,8","17,5","10,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582 kj(139 kcal),,"0,28",,"3,3",,,,,,,,,,,,,,,,
1840,Couscous parfumé - Tipiak,3410124609060,['Tipiak'],['France'],[],[],?,174,"1,4",33,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728 kj(174 kcal),,"0,2",,"1,9",,,,,,,,,,,,,,,,
1841,domaine de la Perrière - sancerre,3276210001114,['Sancerre'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,BOISSON AMANDE INTENSE - carrefour BIO,560070387427,['carrefour BIO'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
1843,Caffitaly Corposo Robusta - 120 Capsules,8032680750021,,['France'],[],[],?,1,0,"0,3","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 kj(1 kcal),,0,,0,,0,,0,,,,,,,,,,,,
1844,Petite galette sarrasin - Nature et galette,3760080261209,['Nature et galette'],['France'],[],[],?,241,"11,8",28,"5,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008 kj(241 kcal),,"1,4",,"0,6",,,,,,,,,,,,,,,,
1845,beurre de baratte doux - LEGALL,252920012305,['LEGALL'],['France'],[],[],?,?,?,?,?,,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de baratte']",,,,,,,,E,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Ourson jeff chocolat au lait - Le comptoir de Mathilde,3700961307558,['Le comptoir de Mathilde'],['France'],[],[],?,563,36,51,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2356 kj(563 kcal),,22,,50,,,,,,,,,,,,,,,,
1847,raviolis vietnamiens aux légumes - PICARD,270160729890,['PICARD'],['France'],[],[],?,?,?,?,?,,,,,['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,sauce soja - TANOSHI,229820762050,['TANOSHI'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
