,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,allergens,nova_score,quantity,additives,manufacturing,markets,link,palm_ingredients,generic_name,ingredients_origins,traceability_code
1555,KOMBUCHA -,3770006064203,['France'],[],[],?,28,117 kj(28 kcal),0,0,"4,4","4,2",0,0,0,,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons au thé', 'Kombuchas']",,,,,,,,,,+56%,+56%,-100%,-100%,+15%,+22%,-100%,-100%,-100%,7,+22%,D,+22%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,
1556,Bière ambrée au sapin - La bellecombaise - 33cl,3770006074004,['France'],[],[],?,?,,?,,?,,?,,,,C,['La bellecombaise'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières ambrées']",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,33cl,,,,,,,,
1557,Pachamaté,3770006082115,['France'],[],[],?,2,8 kj(2 kcal),"0,01","0,01","0,4","0,21","0,03","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Sucre Aromatique Mojito - Mojito Republic,3770006085000,['France'],[],[],?,382,1598 kj(382 kcal),?,0,?,"86,9",0,0,0,['Produits faisant référence au Mojito'],,['Mojito Republic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,"Infusion Miami Kiss ananas - papaye - melon (5x4g), 20g - Ky-drinks - 5*4g",3770006089008,['France'],[],[],?,?,,?,,?,,?,,,,,['Ky-drinks'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5*4g,,,,,,,,
1560,Kiwi bomb - Ki Drinks - 5*2g,3770006089015,['France'],[],[],?,?,,?,,?,,?,,,,,['Ki Drinks'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5*2g,,,,,,,,
1561,COCONING - K&Y TEA,3770006089022,['France'],"['White tea', 'cocoa shell', 'coconut', 'natural flavor', ' Intensité 2']",[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,['Arômes naturels'],B,['K&Y TEA'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés blancs']",,,,,,,,,,-50%,-45%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,
1562,"Infusion Lady Scarlet crème de fruits rouges, 15g - Ki Drinks - 5*3g",3770006089046,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,,,,,['Ki Drinks'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5*3g,,,,,,,,
1563,Caramel Circus - Thé vert genmaicha,3770006089053,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Sucre Galabé - Payet Et Riviere - 150g,3770006093005,['France'],[],[],?,363,1519 kj(363 kcal),0,0,"15,4","15,4",0,0,0,"['Sans additifs', 'Sans colorants', 'Sans conservateurs']",,['Payet Et Riviere'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,,,,
1565,CHUTNEY courgette fenouil - 90g,3770006106064,['France'],[],[],?,56,234 kj(56 kcal),"1,84","0,22","17,2","8,51","0,92","0,86","0,344","['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 g,,,,,,,,
1566,Poireaux à l'ancienne au roux blond,3770006106132,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Chutney Potimarron - 90g,3770006106187,['France'],[],[],?,89,372 kj(89 kcal),"0,28",0,"20,6","17,81","0,65","2,18","0,872",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 g,,,,,,,,
1568,Dessert de Clementine - butternut chocolat - L’atelier de L’Epicerie - 90g,3770006106231,['France'],"['Courge butternut* 75% ', 'Chocolat noir* ', ' cacao 72% ', ' 25% *Ingrédients issus de llagriculture biologique certifié par CERTIPAQ FR-BlO-09']",[],?,161,674 kj(161 kcal),17,"0,07","20,3","8,55","2,86","0,01","0,004",['Bio'],,['L’atelier de L’Epicerie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 g,,,,,,,,
1569,Tomates aux agrumes - 90g,3770006106279,['France'],[],[],?,105,439 kj(105 kcal),"0,33","0,08","41,2","19,1","1,76","1,17","0,468","['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 g,,,,,,,,
1570,surelles cristalisees - terre de bas saveurs - 150g,3770006117015,"['France', 'Guadeloupe']",['fruits 65% et sucre 35%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,['terre de bas saveurs'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Fruits confits']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Barquette'],,3,150g,,['les saintes'],['Carrefour'],,,,['Guadeloupe'],['AUCUN']
1571,Zouaffe,3770006119057,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Soupe de tomates - La Cuisine Des Potagers,3770006126000,['France'],"['Ingrédiemts-', ' Tomates fraîches* 81 Z', 'Oignon* 12', '2 X ', 'Concentré de tomate* 5-5 X', ""Huile d'olive* 0"", '8 X', 'Ail* 0', '5 X', 'Sel', 'Poivre*', 'Jus de citron*']",[],?,57,238 kj(57 kcal),"0,99","0,22","8,87","5,56","2,15","0,83","0,332","['Bio', 'Agriculture UE']",,['La Cuisine Des Potagers'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Soupe de legumes - La Cuisine Des Potagers - 450g,3770006126017,['France'],"['Eau', 'Pomme de terre 21 %', 'Carotte 16,2 %', 'Poireau 9,9 %', 'Oignon 9 % ', ""Huile d'olive 2 % Sel gris"", 'Thym', 'Sarriette']",[],?,43,180 kj(43 kcal),"2,08","0,39","4,9","1,26","0,7","0,43","0,172","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",B,['La Cuisine Des Potagers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",2.08 g,en faible quantité,0.39 g,en faible quantité,1.26 g,en faible quantité,0.43 g,en quantité modérée,,+5%,+5%,+20%,-31%,+7%,-35%,-25%,-34%,-34%,1,-30%,B,-30%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,3,450 g,,,,,,,,
1574,Soupe de légumes - La cuisine des potagers - 750g,3770006126024,['France'],"['Eau', 'Pomme de terre* 20', '7 X', 'Carottes* 16', '2 X', 'Poireaux* 9-9 X', 'Oignons* 9 X', ""Huile d'olive* 2 X"", 'Sel X', 'Thym* 0', '06 X', 'Sarriette* 0', '06 X Energie ', ' 43-']",[],?,43,180 kj(43 kcal),"2,08","0,39","4,9","1,26","0,7","0,42","0,168","['Bio', 'Bio européen', 'FR-BIO-01']",B,['La cuisine des potagers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",2.08 g,en faible quantité,0.39 g,en faible quantité,1.26 g,en faible quantité,0.42 g,en quantité modérée,,+5%,+5%,+20%,-31%,+7%,-35%,-25%,-36%,-36%,1,-30%,B,-30%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,750 g,,,,,,,,
1575,Soupe de courges - La Cuisine Des Potagers,3770006126031,['France'],"[' tau', ""Courges' 33-3 X"", ""Carottes • '2"", '5 Z', 'u', 's X', ""d'oOve%"", '9 X', ""Bouillon de légumes' 0-6 X""]",[],?,35,146 kj(35 kcal),"2,13","0,47","2,92","1,73","0,47","0,04","0,016","['Bio', 'Bio européen', 'FR-BIO-01']",,['La Cuisine Des Potagers'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Velouté - La Cuisine des Potagers,3770006126062,['France'],[],[],?,25,105 kj(25 kcal),"1,46","0,32","1,8","1,57","0,8","0,29","0,116",,,['La Cuisine des Potagers'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Sauce tomate cuisinée - La Cuisine des Potagers,3770006126093,['France'],[],[],?,70,293 kj(70 kcal),"1,78","0,35","10,71","7,69","1,92","0,083","0,033","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,['La Cuisine des Potagers'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Compote de poire pomme - La Cuisine des Potagers,3770006126123,['France'],[],[],?,88,368 kj(88 kcal),"0,23","0,03","20,08","19,52","0,35",0,0,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['La Cuisine des Potagers'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Confiture extra fraise - La Cuisine des Potagers - 300g,3770006126147,['France'],[],[],?,275,1151 kj(275 kcal),"0,06","0,01","68,09","67,61","0,22","0,02","0,008","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",C,['La Cuisine des Potagers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",0.06 g,en faible quantité,0.01 g,en faible quantité,67.6 g,en quantité élevée,0.02 g,en faible quantité,,+27%,+26%,-75%,-78%,+28%,+33%,-50%,-12%,-12%,12,+37%,D,+37%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,300 g,,,,,,,,
1580,Confiture d'abricot framboise - La Cuisine des Potagers - 300g,3770006126178,['France'],[],[],?,206,862 kj(206 kcal),"0,19","0,01",68,"48,76","0,65",,,"['Bio', 'Bio européen', 'FR-BIO-01']",B,['La Cuisine des Potagers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",0.19 g,en faible quantité,0.01 g,en faible quantité,48.8 g,en quantité élevée,,,,-6%,-6%,-16%,-77%,+28%,-3%,+29%,,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,300 g,,,,,,,,
1581,Confiture de pêche  - La cuisine des potagers - 300g,3770006126260,['France'],"['pêche 65%', 'sucre roux de canne 35%', 'acidifiant : jus de citron si nécessaire']",[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",B,['La cuisine des potagers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de pêches']",,,,,,,,,,,,,,,,,,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,3,300 g,,,,,,,,
1582,Cassis Fleurs de Sureau,3770006135064,['France'],[],[],?,19,79 kj(19 kcal),"0,6","0,3","2,9","2,9","0,05","0,04","0,016",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Thé vert jasmin,3770006135071,['France'],[],[],?,19,79 kj(19 kcal),"0,6","0,3","2,9","2,9","0,5","0,04","0,016","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Delice de figue au cognac,3770006142055,['France'],[],[],?,137,573 kj(137 kcal),"0,5","0,1",31,30,"0,8","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Tartinable au foie gras,3770006142079,['France'],[],[],?,361,1510 kj(361 kcal),35,14,"6,6","1,7","4,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Creme de caramel au beurre sale et au cognac,3770006142116,['France'],[],[],?,290,1213 kj(290 kcal),10,"6,8",47,17,"0,9","0,92","0,368",,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel']",10 g,en quantité modérée,6.8 g,en quantité élevée,17 g,en quantité élevée,0.92 g,en quantité modérée,,-31%,-31%,-48%,-43%,-20%,-64%,-50%,+51%,+51%,16,-35%,D,-35%,,,,,,,,,,,,,,,,,,,
1587,Bloc de foie gras de canard au cognac,3770006142413,['France'],[],[],?,429,1795 kj(429 kcal),44,20,"1,7","0,2",6,"1,7","0,68",,B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",44 g,en quantité élevée,20 g,en quantité élevée,0.2 g,en faible quantité,1.7 g,en quantité élevée,,-12%,-12%,-13%,-7%,-20%,-85%,-2%,+39%,+39%,22,+8%,E,+8%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,
1588,Sablés pur beurre a la fleur de sel - 110g,3770006142499,['France'],[],[],?,518,2167 kj(518 kcal),24,15,64,23,"9,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110 g,,,,,,,,
1589,Tartinable au citron,3770006142741,['France'],[],[],?,361,1510 kj(361 kcal),35,14,"6,6","1,7","4,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Miel de Printemps - Miel de Brenne - 500g,3770006149009,['France'],['Miel de printemps'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Origine France'],A,['Miel de Brenne'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels crémeux', 'Miels de Printemps']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['Pot', 'Bocal', 'Verre', 'métal']",,2,500 g,,['France'],,,,,"['France', 'Parc Naturel de la Brenne']",
1591,Breizhinade Poivrons,3770006152016,['France'],[],[],?,101,423 kj(101 kcal),"5,8",1,"8,4","4,1","2,2","1,26","0,504","['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 84044', 'Entrechaux (Vaucluse, France)']"
1592,Breizhinade Courgettes Curcuma,3770006152115,['France'],[],[],?,310,1297 kj(310 kcal),28,"2,9","7,5","3,3","5,5","1,7","0,68","['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 84044', 'Entrechaux (Vaucluse, France)']"
1593,Cookie chocolat noir et éclats de caramel d'isigny,3770006165016,['France'],[],[],?,525,2197 kj(525 kcal),29,15,"61,1",34,5,"1,34","0,536",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Biscuot chocolat au lait et noisettes,3770006165047,['France'],[],[],?,539,2255 kj(539 kcal),"32,6",15,"55,6","26,2","5,9","1,15","0,46","['en:gluten-free', 'IGP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Cookid chocolat blanc citron vert caramélisé,3770006165085,['France'],[],[],?,518,2167 kj(518 kcal),"28,6","15,3","60,3","32,6","4,8","1,16","0,464",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Cookie chocolat blanc et citron vert caramelisé - Zumo,3770006165092,['France'],"['Mix farines ', 'riz', 'maïs', 'fécule de pomme de terre', 'beurre de Normandie ', '21,9%', 'chocolat blanc ', 'sucre', 'lait entier en poudre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'sucre', 'sucre roux', ""poudre d'amandes"", ""blanc d'œuf"", 'œuf', 'citron vert crispy ', '1,4%', ' ', 'sucre', 'concentré de jus de citron vert', 'amidon', 'huile de citron vert', 'sel', 'poudre à lever : carbonate de sodium', 'fibre de psyllium', 'eau', 'zestes de citron vert extrait naturel de citron vert']",['Non végétalien'],?,518,2167 kj(518 kcal),"28,6","15,3","60,3","32,6","4,8","1,12","0,448",['en:gluten-free'],,['Zumo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Œufs'],4,,"['E322i - Lécithine', 'E500i - Carbonate de sodium']",,,,,,,
1597,Les affranchis,3770006165139,['France'],[],[],?,501,2096 kj(501 kcal),28,20,58,30,"4,7",1,"0,4",['Sans lactose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Cookies tout cacao & chocolat noir du perou - Les mousquetaires,3770006165160,['France'],"['CONSERVATEUR BISCUITS TOUT CACAO & CHOCOLAT NOIR DU PÉROU Mix ', 'riz mais fécule de pomme de terre ', '10,2%', ' ', 'pâte de cacao Pérou 61,5%', 'sucre de canne', 'beurre de cacao 6%', 'émulsifiant : lécithine de soja', 'vanille naturelle Bourbon en poudre ', 'chocolat noir ', '7,8%', ' ', 'pâte de cacao', 'sucre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', ' sucre de canne', ""poudre d'amandes"", ""blanc d'œuf"", 'œuf', 'poudre cacao origine Pérou ', '2,4%', 'poudre à lever : bicarbonate de sodium', 'sel', 'fibre de psyllium', 'arôme naturel de vanille']",['Non végétalien'],?,505,2113 kj(505 kcal),30,18,54,29,"4,6","1,29","0,516",['en:gluten-free'],,"['Les mousquetaires', 'Les Affranchis']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Œufs'],4,,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']",,,,,,,
1599,Tout cacao & chocolat noir du Pérou,3770006165306,['France'],[],[],?,505,2113 kj(505 kcal),30,18,54,29,"4,6","1,2","0,48",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Tout cacao & chocolat noir du Pérou,3770006165306,['France'],[],[],?,505,2113 kj(505 kcal),30,18,54,29,"4,6","1,2","0,48",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Granola Cool Kid - Dear Muesli - 350g,3770006187049,['France'],"[""flocons d'avoine * "", 'fruits secs ', ' bananes* 6% fraises* 6%', 'sucre de coco* 8%', 'huile de coco* 7%', 'miel* 5%', 'noix de coco 3%', 'graines de pavot* sel', 'poudre de vanille*', "" • Ingrédients issus de l'agriculture biologique""]",['Non végétalien'],?,393,1644 kj(393 kcal),"14,1","10,4","56,2","17,8","7,6","0,1","0,04","['Bio', 'Bio européen', 'Fabriqué en France', 'AB Agriculture Biologique']",,['Dear Muesli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fruits à coque'],,350 g,,,,,,,,
1602,Granola Happy Love - Frichti - 350g,3770006187186,['France'],"[""flocons d'avoine* "", 'sucre de coco* ', 'huile de coco* ', 'miel', 'amandes* 4%', 'noix de coco 3%', "" Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,292,1222 kj(292 kcal),"12,93","7,81","36,41","12,07","5,38","0,1","0,04","['Bio', 'Fabriqué en France']",,['Frichti'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fruits à coque', 'Avoine', 'Noix de coco']",,350 g,,,,,,,,
1603,Lentille,3770006190025,['France'],[],[],?,331,1385 kj(331 kcal),"1,02","0,2","1,4","1,4",25,"0,12","0,048",['AOP'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Miel De Tilleul - Danse des Butineuses - 500g,3770006192173,['France'],[],[],?,302,1264 kj(302 kcal),0,0,100,85,0,,,,B,['Danse des Butineuses'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de tilleul']",0 g,en faible quantité,0 g,en faible quantité,85 g,en quantité élevée,,,,+21%,+22%,-100%,-100%,+35%,+29%,-100%,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,500 g,,,,,,,['France'],"['EMB 04068A', 'Dauphin (Alpes-de-Haute-Provence, France)']"
1605,Gula - 40g,3770006220159,['France'],[],[],?,420,1757 kj(420 kcal),20,"2,6","57,8",33,10,0,0,"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 g,,,,,,,,
1606,Cinnamon city,3770006220180,['France'],[],[],?,357,1494 kj(357 kcal),"14,3","1,1","51,6","44,2",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Eau de fruits pétillante,3770006263040,['France'],[],[],?,20,84 kj(20 kcal),"0,1","0,1",5,5,"0,1","0,03","0,012",['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Filets d'anchois,3770006283000,['France'],[],[],?,277,1159 kj(277 kcal),20,"2,2","1,1","0,5",23,"12,4","4,96",,B,,"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale""]",20 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,12.4 g,en quantité élevée,,+36%,+34%,+59%,-9%,-24%,+89%,+11%,+83%,+83%,15,+20%,D,+20%,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,,,,,,,,,,,,
1609,Grainaline salée - 130g,3770006341038,['France'],[],[],?,547,2289 kj(547 kcal),43,5,22,0,27,"0,5","0,2",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 g,,,,,,,,
1610,Grainaline - 130g,3770006341045,['France'],[],[],?,526,2201 kj(526 kcal),37,4,33,15,23,"0,1","0,04","['Bio', 'en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 g,,,,,,,,
1611,BeeA,3770006348006,['France'],[],[],?,309,1293 kj(309 kcal),"3,6","0,9","54,1","51,7",10,"0,134","0,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Le pétale des glaciers - La Chips Du Bouquetin - 125g,3770006361081,['France'],[],[],2165,?,2165 kj(517 kcal),34,"8,8",51,"1,4","5,4","0,98","0,392","['Sans colorants', 'Sans conservateurs']",B,"['La Chips Du Bouquetin', 'Bouquetin blanc']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre rouge']",34 g,en quantité élevée,8.8 g,en quantité élevée,1.4 g,en faible quantité,0.98 g,en quantité modérée,-2%,,-2%,+4%,+185%,-1%,0%,-10%,-25%,-25%,18,+59%,D,+59%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,"['Plastique', 'Sachet']",,,125g,,,,,,,,
1613,La Dameuse Bio,3770006361401,['France'],[],['Sans huile de palme'],?,600,2510 kj(600 kcal),39,4,54,"0,4",6,"1,5","0,6","['Bio', 'en:gluten-free', 'Sans additifs', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,La surfeuse bio,3770006361418,['France'],[],['Sans huile de palme'],?,600,2510 kj(600 kcal),39,4,54,"0,4",6,"1,5","0,6","['Bio', 'en:gluten-free', 'Sans arômes artificiels', 'Sans additifs', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Huile de tournesol,3770006369247,['France'],[],[],?,827,3460 kj(827 kcal),"91,9","11,4",0,0,0,,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",91.9 g,en quantité élevée,11.4 g,en quantité élevée,0 g,en faible quantité,,,,-6%,-5%,-5%,+8%,-100%,-100%,-100%,,,,,,,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,,,,,,,,,,,
1616,Kopo pomme fraise - 20GR,3770006385070,['France'],[],"['Végétalien', 'Végétarien']",?,301,1259 kj(301 kcal),"0,8","0,4",68,61,"1,7","0,02","0,008","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'FR-BIO-16', 'AB Agriculture Biologique']",,['KOPO'],"['Snacks', 'Snacks sucrés']",0.8 g,en faible quantité,0.4 g,en faible quantité,61 g,en quantité élevée,0.02 g,en faible quantité,,-33%,-33%,-96%,-96%,+18%,+72%,-72%,-95%,-95%,8,-58%,C,-58%,,,,,,,,['Sachet'],,,20GR,,['FRANCE CORREZE'],,,,snack de fruit bio,,
