,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,eco_score,traceability_code,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,ingredients_origins,nova_score,quantity,markets,allergens,generic_name,additives,link,origin_detail,manufacturing,brand_owner,palm_ingredients,producer_info
1486,Cuisse de poulet - La Nouvelle Agriculture,0213402015026,['France'],[],[],?,198,828 kj(198 kcal),14,"3,5",0,0,18,"0,2","0,08",['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']","['Viande-francaise', 'Volaille-francaise']",14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,,+4%,+3%,+13%,+4%,-100%,-100%,-2%,C,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",0.2 g,en faible quantité,-74%,-74%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['France'],,,,,,,,,,,,
1487,Cuisse de poulet - Le Nouvelle Agriculture,0213402015354,['France'],['Eleveur GENDRON Eric Poids Net 1%2/2018 Expédié Le : 23%1/2018'],[],?,198,828 kj(198 kcal),14,"3,5",0,0,18,"0,2","0,08",['Le Nouvelle Agriculture'],['Viandes'],,14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,,-12%,-11%,-4%,-34%,-100%,-100%,-6%,,,0.2 g,en faible quantité,-89%,-89%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,,,
1488,Les milanaises - Le Gaulois,0217217019941,['France'],[],[],?,534,2234 kj(534 kcal),"1,3","0,4","6,6",0,22,"0,86","0,344",['Le Gaulois'],"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,,+305%,+307%,-17%,-25%,-4%,-100%,+3%,D,,0.86 g,en quantité modérée,-5%,-5%,4,+482%,C,+482%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,
1489,Les milanaise - Le Gaulois,0217217024990,['France'],[],[],?,126,527 kj(126 kcal),"1,3","0,4","6,6",0,22,"0,86","0,344",['Le Gaulois'],"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,,-5%,-4%,-17%,-25%,-4%,-100%,+3%,D,,0.86 g,en quantité modérée,-5%,-5%,-1,-246%,A,-246%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,
1490,Escalope de dinde marinée à la milanaise - Le Gaulois,0217217032865,['France'],[],[],?,126,527 kj(126 kcal),"1,3","0,4","6,6",0,22,"0,86","0,344",['Le Gaulois'],"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,,-5%,-4%,-17%,-25%,-4%,-100%,+3%,D,,0.86 g,en quantité modérée,-5%,-5%,-1,-246%,A,-246%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,,,['Escalope de dinde a la milanaise'],,,,,,,,,
1491,Filets de poulet Rôtis - Leader Price,0217437027429,['France'],[],[],?,146,611 kj(146 kcal),"5,6","1,5","0,7","0,6","23,3","1,3","0,52",['Leader Price'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",,5.6 g,en quantité modérée,1.5 g,en quantité modérée,0.6 g,en faible quantité,,+1%,+0%,+4%,+10%,+21%,+39%,-1%,D,,1.3 g,en quantité modérée,-3%,-3%,2,-22%,B,-22%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,['Leader Price'],,,,,,,,,
1492,Brie de meaux aop,0219741021650,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,2,"0,8",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,,-100%,-100%,-95%,-93%,+111%,+297%,-95%,D,"['EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)']",2 g,en quantité élevée,+12%,+12%,8,-47%,C,-47%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
1493,Ossau iraty - Reflets de France,0219746031494,['France'],[],[],?,436,1824 kj(436 kcal),37,25,1,"0,5",24,"1,6","0,64",['Reflets de France'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",,37 g,en quantité élevée,25 g,en quantité élevée,0.5 g,en faible quantité,,+3%,+4%,+3%,+1%,+6%,+71%,+2%,E,,1.6 g,en quantité élevée,-10%,-10%,17,-3%,D,-3%,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,,,,,,,,,,,,,
1494,Ossau Iraty,0219746032279,['France'],[],[],?,436,1824 kj(436 kcal),37,25,1,"0,5",24,"1,6","0,64",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",['AOP'],37 g,en quantité élevée,25 g,en quantité élevée,0.5 g,en faible quantité,,+3%,+4%,+3%,+1%,+6%,+71%,+2%,E,"['EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)']",1.6 g,en quantité élevée,-10%,-10%,17,-3%,D,-3%,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,,,,,,,,,,,,,
1495,Mini viennoiseries,0224503019356,['France'],[],[],?,393,1644 kj(393 kcal),22,14,40,12,"7,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,Escalope extra fine de poulet blanc - U,0253073015819,['France'],[],[],?,105,439 kj(105 kcal),"1,3","0,4","0,4","0,4",23,"0,11","0,044",['U'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Escalopes de poulet']",,1.3 g,en faible quantité,0.4 g,en faible quantité,0.4 g,en faible quantité,,-20%,-20%,-52%,-45%,-89%,-26%,+6%,D,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",0.11 g,en faible quantité,-75%,-75%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,['Magasins U'],,,,,,,,,
1497,Pain spécial maïs tournesol,0260084008860,['France'],[],[],?,282,1180 kj(282 kcal),"4,6","0,5","47,6","6,6","10,3","1,23","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,Emmental francais - Carrefour Bio,0287515023094,['France'],[],[],?,391,1636 kj(391 kcal),30,19,"0,8",0,29,"0,5","0,2",['Carrefour Bio'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['Bio'],30 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,,+3%,+4%,+2%,-4%,+32%,-100%,+5%,D,,0.5 g,en quantité modérée,-15%,-15%,10,-11%,C,-11%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,['Carrefour'],,,,,,,,,
1499,Chaussons aux pommes x4 -,0290458018041,['France'],[],[],?,292,1222 kj(292 kcal),16,10,31,10,"3,8","0,56","0,224",,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",,16 g,en quantité modérée,10 g,en quantité élevée,10 g,en quantité modérée,,-7%,-7%,-11%,-13%,-6%,-6%,-3%,B,,0.56 g,en quantité modérée,-6%,-6%,16,-6%,D,-6%,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,,,,,,,,,
1500,Faux-filet - Charal,0292452036939,['France'],[],[],?,148,619 kj(148 kcal),"6,7","1,7",0,0,22,"0,006","0,002",['Charal'],,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Biftecks - Charal,0292472034441,['France'],['CHARAL 2 Biftecks tendres & savoureux VIANDE BOVINE'],[],?,113,473 kj(113 kcal),"2,3","0,8",0,0,23,"0,2","0,08",['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,2 Biftecks - Charal,0292472037527,['France'],[],[],?,113,473 kj(113 kcal),"2,3","0,8",0,0,23,"0,17","0,068",['Charal'],,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,Bavette d’aloyau - Charal,0292475050974,['France'],['• A conserver entre OOC et +40C et'],[],?,131,548 kj(131 kcal),"5,7","2,2","0,1","0,1",20,"0,175","0,07",['Charal'],"['Viandes', 'Bœuf', ""Bavette d'aloyau de boeuf""]",,5.7 g,en quantité modérée,2.2 g,en quantité modérée,0.1 g,en faible quantité,,0%,0%,0%,0%,+298%,+426%,0%,E,"['FR 49.099.002 CE', 'Cholet (Maine-et-Loire, France)']",0.175 g,en faible quantité,-8%,-8%,-2,,A,,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,,,,,,,,,,
1504,Sauce portofino - Histoires d'ici,04064343,['France'],[],[],?,96,402 kj(96 kcal),"5,6","0,8","8,1","4,2","2,6","1,7","0,68","[""Histoires d'ici""]",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,Belgian seashells - Real,0420136296915,['France'],"['Sucre - huile végétale ', 'palme - colza', ' - beurre de cacao - poudre de lait entier - noisettes - cacao maigre en poudre - lactosérum en poudre ', 'lait', '- lait écrémé en poudre - lécithine de tournesol - arôme naturel vanille']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,562,2351 kj(562 kcal),"34,6","22,3","57,8","56,8",4,"0,1","0,04",['Real'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,34.6 g,en quantité élevée,22.3 g,en quantité élevée,56.8 g,en quantité élevée,,+6%,+6%,+8%,+28%,+10%,+20%,-32%,,,0.1 g,en faible quantité,-35%,-35%,27,+11%,E,+11%,,,,,,,,"['Carton', 'Plastique']",,4,,,"['Lait', 'Fruits à coque']",Bonbons de chocolat fourrés au praliné - Belgian Seashells,['E322i - Lécithine'],,,,,['Huile de palme'],
1506,Biscuit buttter - BELGIAN BISCUIT,0420136296939,['France'],[],[],?,493,2063 kj(493 kcal),21,15,69,36,"6,1","0,7","0,28",['BELGIAN BISCUIT'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['Fabriqué en Belgique'],21 g,en quantité élevée,15 g,en quantité élevée,36 g,en quantité élevée,,+4%,+4%,+1%,+49%,+8%,+22%,-6%,C,,0.7 g,en quantité modérée,+19%,+19%,26,+31%,E,+31%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,,
1507,Extra - Kellogg's - 500g,0421142781358,['France'],[],[],?,?,,?,,?,,?,,,"[""Kellogg's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,,,,,,,,,,,,,,C,,,,,,,,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"['Sachet', 'Plastique']",,,500 g,,,,,,,,,,
1508,'extrait de pépin de pamplemousse,0550040060040,['France'],[],[],?,0,0 kj(0 kcal),0,0,10,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,"Mississippi Belle American Style Pandekagemix, 1 KG - Carrefour",0613668024051,['France'],"['0"" ce onten opgelostzijm mixem omdat dit de pannenkoeken s±viger kan 2 tot 3 minuten laten sun om in te dikken', ' Giet 1/4 kop per pannenkoek op de hete bakptaat Omdraaien *anneer de pannenkoek begint te borrelen en de onderunt goudbruin is', ' een keer omdraaien']",[],?,320,1339 kj(320 kcal),0,0,71,15,8,"3,4","1,36",['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,
1510,Pack gluten free organic black rice pasta noodles - King soba,0619286609038,['France'],"['NOUILLES BIOLOGIQUES Au Riz Noir Biologique ', '55%', 'Riz Biologique', "" PRÉPARATION Porter un poêlon d'eau à ébullition"", "" Ajouter les nouilles lentement jusqu'à immersion"", ' Porter de nouveau à ébullition et diminuer le feu à température moyenne', ' Cuire pendant 4-5 minutes', "" Egoutter les nouilles dans une passoire et les rafraîchir à l'eau froide""]",[],?,364,1523 kj(364 kcal),3,"0,7","69,5","0,9","8,6","0,01","0,004",['King soba'],['en:Rice Noodles'],"['Bio', 'en:gluten-free']",3 g,en quantité modérée,0.7 g,en faible quantité,0.9 g,en faible quantité,,,,,,,,,,,0.01 g,en faible quantité,,,-4,,A,,,,,,,,,,,,,,,,,,,,,,
1511,Milk Chocolate Maple Crunch - North Hatley - 100g,0621299005271,"['Canada', 'France']",[],[],?,515,2155 kj(515 kcal),"27,5","17,8",65,60,5,0,0,['North Hatley'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,
1512,Beclime organic,0627696200011,['France'],[],[],?,40,167 kj(40 kcal),0,0,9,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,"Mutant Mass 2,270 KG PVL Mutant (cookie And Cream - 2.27 KG)",0627933026800,['France'],[],[],?,196.42857142857,822 kj(196 kcal),"4,286","2,143","68,571","6,429",20,"0,339","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Sauce Alfredo,0628456252585,['France'],[],[],?,133.33333333333,558 kj(133 kcal),"11,667",5,5,"1,667","3,333","1,292","0,517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Flacon'],,,,,,,,,,,,,
1515,Yogourt Iogo Probiotique 2.5% Sans Lactose (vanille),0629025430083,"['Canada', 'France']",[],[],?,140,586 kj(140 kcal),"4,5","2,5",20,17,6,,,,,"['en:gluten-free', 'Sans lactose', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Isolate,0634065449513,['France'],[],[],?,370,1548 kj(370 kcal),"0,39","0,25","2,1","0,1","89,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Isolate HT - Eiyōlab,0634065449612,['France'],[],[],?,370,1548 kj(370 kcal),"0,39","0,25","2,1","0,1","89,5","0,3","0,12",['Eiyōlab'],,['Sans lactose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Ilo Drink Strawberry,0638097118317,"['France', 'Espagne']",[],[],?,22,92 kj(22 kcal),0,0,"5,6",1,"0,008","0,008","0,003",['ilo drink'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",['Sans colorants'],0 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,,-51%,-51%,-100%,-100%,-46%,-90%,-98%,C,,0.008 g,en faible quantité,-24%,-24%,5,-26%,C,-26%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,,,,,,,,,
1519,Turron BLANDO - El Almendro,0638564902579,['France'],"['Amandes ', '67%', 'Miel ', '16,4%', 'Sucre', ""Stabilisateur E-471 et Blanc d'oeuf"", "" Peut contenir des traces d'autres fruits à coque""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,557,2330 kj(557 kcal),39,4,30,27,18,"0,1","0,04",['El Almendro'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons crémeux aux amandes']","['Kascher', 'en:Orthodox Union Kosher']",39 g,en quantité élevée,4 g,en quantité modérée,27 g,en quantité élevée,,+2%,+2%,+9%,+38%,-23%,-21%,+18%,E,,0.1 g,en faible quantité,+189%,+189%,7,-49%,C,-49%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,4,,,"['Œufs', 'Fruits à coque']",,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,,
1520,Original Vanilla Crunch Granola - Aurora Natural - 395g,0655852000267,"['France', 'États-Unis']","['ROLLED OATS', 'SUGAR', 'CRISPY RICE [', 'RICE FLOUR', 'SUGAR', 'BARLEY MALT EXTRACT', 'SALT', ' RICE EXTRACT AND DISTILLED MONOGLYCERIDES ADDED AS PROCESSING AIDES]', 'CANOLA OIL', 'BARLEY MALT EXTRACT', 'HONEY', 'WATER', 'MOLASSES', 'MILK POWDER ', 'NON-FAT DRY MILK', 'WHEY SOLIDS', 'LACTOSE', 'CORN SYRUP', 'VANILLA', 'SALT']",['Non végétalien'],?,433.33333333333,1813 kj(433 kcal),10,0,"76,667",30,"6,667","0,25","0,1",['Aurora Natural'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",,10 g,en quantité modérée,0 g,en faible quantité,30 g,en quantité élevée,,+4%,+4%,-24%,-100%,+27%,+78%,-32%,B,,0.25 g,en faible quantité,+44%,+44%,9,+83%,C,+83%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Plastic', 'Loose']",,4,395 g,,['Lait'],Granola,,,,,,,
1521,Tablette Plantation Mangaro Chocolat Lait - Michel cluizel - 70g,0659253121910,['France'],"['CHOCOLAT LAIT ', 'cacao : 50% minimum', ' ', ' Ingrédients lait entier en poudre', ""cacao d'origine plantation Mangaro'"", 'beurre de cacao', 'sucre', 'vanille Bourbon en gousse', ' Pré - sence possible de fruits à coque et gluten', ' MILK CHOCOLATE ', 'cocoa solids: 50%']",[],?,603.79998779297,2526 kj(603 kcal),"46,4","28,7",38,"31,6","10,3","0,28","0,112",['Michel cluizel'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,46.4 g,en quantité élevée,28.7 g,en quantité élevée,31.6 g,en quantité élevée,,+9%,+9%,+34%,+46%,-27%,-36%,+44%,E,,0.28 g,en faible quantité,+20%,+20%,25,-2%,E,-2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,70 g,,"['Gluten', 'Lait']",,,,,,,,
1522,Boîte De Sardines En Chocolat Au Lait - Michel Cluizel,0659253195201,['France'],[],[],?,588,2460 kj(588 kcal),41,"25,2","45,5","45,3","7,2","0,1","0,04",['Michel Cluizel'],"['Produits de la mer', 'Poissons']",,41 g,en quantité élevée,25.2 g,en quantité élevée,45.3 g,en quantité élevée,,+208%,+210%,+263%,+968%,+2088%,+7792%,-61%,,,0.1 g,en faible quantité,-93%,-93%,27,+292%,E,+292%,,,,,,,,,,,,,,,,,,,,,
1523,Pavé de saumon sauce aneth et son riz - Qilibri - 300g,0660989030629,['France'],"['Riz blanc et rouge précuits 46% ', 'riz blanc', 'eau', 'riz rouge', 'sel', 'huile de colza', 'saumon 25%', 'eau', 'carottes 3%', 'crème fraîche 2,3%', 'farine de riz', 'vin blanc', 'huile de colza', 'aneth 0,3%', 'sel', 'jus de citron', 'épaississants : gomme xanthane et gomme guar', 'poivre']","['Non végétalien', 'Non végétarien']",503,120,503 kj(120 kcal),"3,5","0,8",15,0,"6,6","0,89","0,356",['Qilibri'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Plats préparés au poisson', 'Saumons', 'Plats préparés à réchauffer au micro-ondes', 'Pavés de saumon']","['Sans arômes artificiels', 'Cuisiné en France', 'Riche en protéines', 'Sans conservateurs', ""Moins d'1\xa0% de sel""]",3.5 g,en quantité modérée,0.8 g,en faible quantité,0 g,en faible quantité,-31%,-37%,-37%,-70%,-61%,+3489%,-100%,-67%,E,,0.89 g,en quantité modérée,+146%,+146%,0,,B,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,"['Carton', 'Plastique']",,4,300 g,,"['Poisson', 'Lait']",,"['E415 - Gomme xanthane', 'E412 - Gomme de guar']",https://qilibri.fr/contents/produit-pave-de-saumon-sauce-aneth-et-son-riz,,['France'],,,
1524,Roasted and Salted Hulled Sunflower Seeds - Joe's Tasty Travel,0664989606877,['France'],[],[],?,660,2761 kj(660 kcal),54,6,20,4,20,"0,625","0,25","[""Joe's Tasty Travel""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Rice crisps - Superslim - 100g,0686352816614,['France'],[],[],?,450,1883 kj(450 kcal),10,"1,5",80,0,10,"0,75","0,3",['Superslim'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']","['Bio', 'Sans gluten']",10 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,,-3%,-4%,-50%,-72%,+35%,-100%,+1%,B,,0.75 g,en quantité modérée,-62%,-62%,4,-74%,C,-74%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,100g,,,,,,,,,,
1526,Apple Cinnamon Granola Minis - Made Good - 24g,0687456226033,['France'],"[""Pur flocons d' avoine* "", '38%', 'pommes * ', '9,5 %', 'raisins secs *', 'sucre de noix de coco *', ""nectar d'agave *"", 'huile de noix de coco *', 'huile de tournesol *', 'grains entiers croustillant de riz brun *', 'agave inuline *', 'farine de tapioca *', 'cannelle * ', '1%', 'poudre de légumes ', 'épinards', 'brocoli', 'carottes', 'tomates', 'betteraves', ' ', '0,4 %', 'poudre de champignons shiitake']","['Végétalien', 'Végétarien']",?,362,1515 kj(362 kcal),11,"1,4",56,27,5,"0,09","0,036",['Made Good'],"['Snacks', 'Snacks sucrés']","['Bio', 'Végétarien', 'en:gluten-free', 'Kascher', 'Végétalien', 'en:Orthodox Union Kosher', 'en:peanut-free']",11 g,en quantité modérée,1.4 g,en faible quantité,27 g,en quantité élevée,,-19%,-19%,-46%,-86%,-3%,-24%,-16%,,,0.09 g,en faible quantité,-76%,-76%,2,-89%,B,-89%,,,,,,,,['Plastique'],,3,24 g,,,Apple Cinnamon Granola Minis - Minis Muesli Granola Pomme Cannelle,,,,,,,
1527,Slim espresso,0691535209015,"['France', 'États-Unis']","['Protein blend [soy crisp ', 'soy protein', 'tapioca starch', 'salt', 'rice protein', 'soy protein]', 'chicory root', 'dark chocolate ', 'chocolate liquor', 'cane sugar', 'cocoa butter', 'vegetable glycerine', 'alkalized cocoa', 'coffee beans', 'chocolate liquor', 'rice bran', 'natural flavors', 'microcrystalline cellulose', 'peanuts', 'almonds', 'salt']","['Végétalien', 'Végétarien']",?,377.77777777778,1581 kj(377 kcal),"11,111","5,556","44,444","6,667","35,556","0,611","0,244",,['Snacks'],"['Végétarien', 'en:gluten-free', 'Végétalien', 'Arômes naturels', 'Pur beurre de cacao']",11.1 g,en quantité modérée,5.56 g,en quantité élevée,6.67 g,en quantité modérée,,-16%,-16%,-47%,-38%,-21%,-78%,+465%,,,0.611 g,en quantité modérée,+16%,+16%,7,-61%,C,-61%,,,,,,,,,,4,,,"['Fruits à coque', 'Arachides']",,"['E422 - Glycérol', 'E460i - Cellulose microcristalline']",,,,"Lifestyle Evolution, Inc.",,
1528,Graines de chanvre - Superfood - 1kg,0701197959736,['France'],[],[],?,347,1452 kj(347 kcal),11,"1,1",10,"5,9",49,"0,1","0,04",['Superfood'],['Graines de chanvre'],"['Bio', 'Bio européen']",11 g,en quantité modérée,1.1 g,en faible quantité,5.9 g,en quantité modérée,,-31%,-31%,-70%,-74%,+46%,+212%,+71%,,,0.1 g,en faible quantité,+260%,+260%,1,-85%,B,-85%,,,,,,,,,['Hors Union européenne'],,1kg,,,,,,,,,,
1529,Guru bio organic - 250ml,0701648010115,"['Canada', 'France', 'États-Unis']","['Sparkling water', 'organic cane syrup', 'organic white grape juice concentrate', 'natural flavors', 'apple acid', 'citric acid', 'organic green tea leaf extract', 'organic guarana seed extract', 'organic echinacea flower extract', 'organic panax ginseng root extract']",[],?,80,335 kj(80 kcal),0,0,21,21,0,0,0,['Guru'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons énergisantes']","['Bio', 'Arômes naturels']",0 g,en faible quantité,0 g,en faible quantité,21 g,en quantité élevée,,+122%,+125%,-100%,-100%,+162%,+189%,-100%,,,0 g,en faible quantité,-100%,-100%,20,+85%,E,+85%,,,,,,,,,,,250ml,,,,['E330 - Acide citrique'],,,,GURU BEVERAGE CO.,,
1530,12- Pack Of Cadbury Dairy Milk Thins,0718791468038,['France'],[],[],?,68,285 kj(68 kcal),0,0,17,17,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Chocolate chip peanut crunch,0722252120090,['France'],[],[],?,294.11764705882,1231 kj(294 kcal),"10,294","2,206","60,294","29,412","14,706","0,882","0,353",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,Hersheys Milk Chocolate Bar - Hershey s,0753854500089,['France'],"['MUX Mix', 'as', 'FAT SOYA LEC', 'TEN 55%', ' anc O', "" CœOA N n-D,A'O""]","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,['Hershey s'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Soja'],,,,,,,,
1533,Mango - maaza - 330ml,0755270000563,['France'],"['eau', 'purée de mangue ', '18%', 'sucre', 'acidulant: acide citrique', 'arômes de mangue,']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,120,502 kj(120 kcal),30,2,30,2,30,0,0,['Maaza'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,330ml,,,,['E330 - Acide citrique'],,,,,,
1534,Butter popcorn - Starbucks,0762111239273,['France'],[],[],?,500,2092 kj(500 kcal),"17,857","3,571","71,429","3,571","7,143","1,607","0,643",['Starbucks'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
