,name,bar_code,brand,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,labels,markets,palm_ingredients,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,traceability_code,link,brand_owner,ingredients_origins
1635,Sardines Entieres Sauce Tomate Bio -,5034210210152,,['France'],[],,[],,?,168,703 kj(168 kcal),"8,6","3,7",6,"2,7","14,6",1,"0,4",C,,,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive"", 'Sardines à la tomate']","['Bio', 'Bio européen', 'ES-ECO-022-GA']",,,,8.6 g,en quantité modérée,3.7 g,en quantité modérée,2.7 g,en faible quantité,1 g,en quantité modérée,,-9%,-9%,-28%,+21%,+264%,+187%,-16%,+6%,+6%,4,+16%,C,+16%,26.4%,30.5%,28.5%,13.5%,0.9%,0.3%,52,,,,,
1636,French Chestnuts In Box - Organico,5034210521067,['Organico'],['France'],['marrons 100%'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,177,741 kj(177 kcal),"1,3","0,22","35,8","8,3","2,6","0,02","0,008",,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,SAUMON SAUVAGE AU NATUREL SANS ARETES NI PEAU - 160g,5034210521289,,"['France', 'Allemagne', 'Pays-Bas']",[],,[],,?,109,456 kj(109 kcal),"1,9","0,4","0,5","0,5",23,1,"0,4",,,160 g,['karton(s)'],,"['Pêche durable', 'Pêche durable MSC']",['Ekoplaza'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 29.046.500 CE', 'Douarnenez (Finistère, France)', 'MSC-C-50070', 'MSC-C-50286']",,,
1638,"Epicerie / Epicerie Sucrée / Barres De Céréales, Fruits - Wild harvest",5034210522330,['Wild harvest'],['France'],[],,[],,?,472,1975 kj(472 kcal),29,"3,8",36,26,14,"0,02","0,008",,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Filets De Maquereaux Aux graines de moutarde - Fish 4 Ever - 125g,5034210522354,['Fish 4 Ever'],['France'],"['Filets de maquereaux aux graines de moutarde Makreelfilets in mosterdsaus Maquereau ', '52 %', 'moutarde* ', 'eau', 'graines de moutarde *', 'vinaigre de cognac*', 'sel de mer', 'épices*', 'herbes*', ' ', '28%', ""huile d'olive extra vierge*"", 'eau', ""sel *de l'agriculture biologique certifié par SATIVA-PT-B10-03 "", ""Pourcentage d'ingrédients bio: 40%"", ' Makreel ', '52 %', 'Mosterd* ', 'water', 'mosterdzaad*', 'Brandewijn*', 'Zeezout ', 'Kruiden*', ' ', '28%', ' extra vierge olijfolie*', 'water ', 'zout', ' *okologisk certificeret af SATIVA-PT-BlO-03 ', 'Totale percentage biologische ingrediênten: 40%', ' Conseils allergie', ' Pour les allergènes', 'voir les ingrédients en gras/Allergie advies', ' Zie voor allergenen', 'ingrediënten in vet Conserver une fois ouvert au réfrigérateur et consommer dans les deux jours / Eenmaal geopend houden gekoeld en consumeren binnen twee dagen']",,[],,?,206,862 kj(206 kcal),"15,7","3,2",1,"0,9",15,1,"0,4",C,,125 g,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Filets de maquereaux à la moutarde', 'Maquereaux en conserve']","['Bio', 'Bio européen', 'PT-BIO-03']",,,['Moutarde'],15.7 g,en quantité modérée,3.2 g,en quantité modérée,0.9 g,en faible quantité,1 g,en quantité modérée,,-1%,-2%,-5%,-2%,-11%,+57%,+13%,-19%,-19%,4,-33%,C,-33%,39.7%,14.3%,30.7%,14.1%,1.0%,0.3%,55,,,,,
1640,Filets De Maquereaux Sauce Ail,5034210522361,,['France'],[],,[],,?,151,632 kj(151 kcal),"7,8","1,3","1,1","1,1",19,"0,33","0,132",C,,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']","['Bio', 'Bio européen', 'PT-BIO-03']",,,,7.8 g,en quantité modérée,1.3 g,en faible quantité,1.1 g,en faible quantité,0.33 g,en quantité modérée,,-32%,-31%,-52%,-65%,+2%,+107%,+16%,-70%,-70%,-2,-132%,A,-132%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,
1641,Carrot Rubata,5034210522415,,['France'],[],,[],,?,407,1703 kj(407 kcal),11,"1,6",61,"3,4",12,"1,8","0,72",,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Galettes Soufflees Riz Noir Coco Cardamone 150G - Wild Thing,5034210522545,['Wild Thing'],['France'],"[""ma'lS* "", '87,7%', 'carotte déshydratée et hachée* ', '4%', 'betterave déshydratée* ', '3%', 'huile de noix de coco* ', '165%', 'tomate déshydratée et hachée* ', '1%', 'graines de coriander hachée* ', '1%', 'sel de mer', 'racine de gingembre déshydratée et hachée* ', '0', '8%', ' *Ingrédients biologiques']",,"['Végétalien', 'Végétarien']",,?,384,1607 kj(384 kcal),"5,8","2,4",73,"2,8","8,8","1,11","0,444",,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Galettes Soufflees Epinard Brocolis 150G - WILD THING,5034210522552,['WILD THING'],['France'],"['maïs* ', '94%', 'épinard déshydraté et haché*@%', 'huile de noix de coco* ', '1,5%', 'sel de mer', 'brocoli déshydraté et haché* ', '1%', ' *Ingrédients biologiques Zuaten: Mais* ', '94%', 'getrockneter und gemahlener Spinat* Kokosòl* Meersalz* ', '1,5%', ""getrocknete und gemahlene Brokkoli '6""]",,"['Végétalien', 'Végétarien']",,?,371,1552 kj(371 kcal),"5,1","1,8",71,"2,4","9,2","1,6","0,64",,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Protein Burst with buckwheat quinoa & chia,5034210522569,,['France'],[],,"['Végétalien', 'Végétarien']",,?,380,1590 kj(380 kcal),"5,9","1,8",70,"2,2",10,"1,1","0,44",,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Galettes Soufflees Carotte Betterave Gingembre 150 - Wild Thing,5034210522576,['Wild Thing'],['France'],"['maïs* ', '87,7%', 'carotte déshydratée et hachée* ', '4%', 'betterave déshydratée* ', '3%', 'huile de noix de coco* ', 'l ', '5%', 'tomate déshydratée et hachée* ', '1%', 'graines de coriander hachée* ', 'l sel de mer', 'racine de gingembre déshydratée et hachée* ', '0', '8%', ' *Ingrédients biologiques']",,[],,?,373,1561 kj(373 kcal),"5,2","1,8",71,"3,8","8,8","1,1","0,44",,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,5034258000784,5034258000784,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Advanced Pork Floss 60G,5034258003228,,['France'],[],,[],,?,499,2088 kj(499 kcal),"24,8","4,4","35,1","27,53","33,8","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Advance Five Spice Dry Cook Beef,5034258003334,,['France'],[],,[],,?,267,1117 kj(267 kcal),3,"1,1","17,2","11,1","42,9","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Gisant bar abricot - 90g,5034444101110,,['France'],[],,"['Végétalien', 'Végétarien']",,?,412,1724 kj(412 kcal),"18,7","6,8","53,3","27,4","6,2","0,5","0,2",,,90 g,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Artisan Grains Freekeh,5034444115025,['Artisan grains'],['France'],[],,[],,?,165,690 kj(165 kcal),2,"0,38","30,2","1,4","8,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Artisan Grains Royal Quinoa,5034444115032,['Artisan grains'],['France'],[],,[],,?,132,552 kj(132 kcal),?,"0,4",?,"1,3","5,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Artisan grains - Chia seeds - 125g,5034444115049,['Chia seeds'],['France'],[],,[],,?,?,,?,,?,,?,,,,,125g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Al'fez Tagine Saus Honning & Mandel - 200g,5034444115148,,['France'],[],,[],,?,347,1452 kj(347 kcal),"4,3","0,8","63,5","2,9","18,5",,,,,200 g,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Freekeh & Quinoa - Artisan Grains - 200g,5034444115261,['Artisan Grains'],['France'],"['62,5% Blé vert Freekeh', '37,5% Quinoa', ' Allergènes : blé', ' Emballé dans une usine où des noix et graines de sésame sont traitées,']",,[],,?,350,1464 kj(350 kcal),"5,4","0,86","63,8","3,1","16,7","0,2","0,08",,,200 g,,,,,,['Fruits à coque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Ready to eat Quinoa,5034444115629,,['France'],[],,[],,?,160,669 kj(160 kcal),"4,3","0,7","22,1","1,4","5,7","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Roasted Edamame Beans - Salt & Black Pepper 12 X 32G,5034444115902,,['France'],[],,[],,?,424,1774 kj(424 kcal),"18,6","2,8","12,7","6,1","43,2","1,26","0,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Steak hache - 800g,5034525003845,,['France'],[],,[],,?,196,820 kj(196 kcal),"13,5","6,2",0,0,"18,6","0,16","0,064",E,,800 g,,"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Steaks hachés', 'Steaks de bœuf hachés']",['Halal'],,,,13.5 g,en quantité modérée,6.2 g,en quantité élevée,0 g,en faible quantité,0.16 g,en faible quantité,,+5%,+4%,+9%,+19%,-100%,-100%,-3%,-27%,-27%,3,+9%,C,+9%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,
1658,Green Tea Blueberry - the berry company - 1L,5034525007690,['the berry company'],['France'],[],,[],,?,43,180 kj(43 kcal),0,0,"10,4","10,3",0,~ 0,0,A,,1 L,['Tetra Pak'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Thés', 'Thés verts', 'Infusions', 'Jus de fruits', 'Jus de fruits à base de concentré']","['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,,,,-4%,-4%,-100%,-100%,+1%,+5%,-100%,-100%,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,
1659,50 chicken nuggets - Tahira - 1kg,5034525009694,['Tahira'],['France'],"['Préparation à base de viande de poulet traitée en salaison 70% ', 'viande de poulet 75%', 'eau', 'dextrose', 'sel', ' Panure et chapelure 30% ', 'far ne de blé ', 'gluten', 'sel', 'levures', 'épices natut elles : curcuma et paprika', 'huile de tournesol', ' Contient du gluten', ' Fabriqt', ""'é dal s un atelier utilisant du soja et du lait"", ' Instructions de cuisson: - A préparer sans décongélation préalable', ' Poêle: 7 minutes de chaque côté', ' - Four ', 'préchauffé', ' à 1800C: 10 minutes', ' Friteuse: 5 minutes', ' Conseils de conservation:']",,"['Non végétalien', 'Non végétarien']",4,?,264,1105 kj(264 kcal),"16,1","3,4","17,5",2,12,"0,92","0,368",D,,1 kg,"['surgelé', 'Sachet', 'Plastique']","['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet', 'Nuggets']",,,,['Gluten'],16.1 g,en quantité modérée,3.4 g,en quantité modérée,2 g,en faible quantité,0.92 g,en quantité modérée,,+14%,+13%,+32%,+55%,+2%,+47%,-6%,-15%,-15%,4,+45%,C,+45%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,,,
1660,5034525010027,5034525010027,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Superberries - The berry company - 330ml,5034525010058,['The berry company'],"['France', 'Suisse']","['Eau', 'Jus de Fruit à base de Concentré 20% ', 'Raisin', 'Mûre Sauvage', 'Myrtille', 'Mûre Blanche', 'Cassis', 'Sucres Naturels', 'Arômes Naturels ', 'Mûre Sauvage', 'Acide Malique', 'Antioxydant: Acide Ascorbiqu']",['E296 - Acide malique'],"['Végétalien', 'Végétarien']",4,181,?,181 kj(43 kcal),0,0,"10,3","10,3",0,0,0,,,330 ml,,['Boissons'],"['Végétarien', 'en:gluten-free', 'Végétalien', 'en:FSC', 'Sans lactose', 'Sans conservateurs']",,,,0 g,en faible quantité,0 g,en faible quantité,10.3 g,en quantité élevée,0 g,en faible quantité,-35%,,-25%,-100%,-100%,-9%,+9%,-100%,-100%,-100%,14,+83%,E,+83%,,,,,,,,,['FSC-C014047'],,,
1662,Chekky little berries,5034525010843,,['France'],[],,[],,?,9,38 kj(9 kcal),0,0,"1,8","1,8","0,1",,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Bulk Deal 6 X the Berry Company Cheeky Little Berries,5034525010850,['The berry company'],['France'],"['eau', 'fruits pressés et jus 16%', 'raisin', 'purée de mûres 3%', 'purée de myrtille 3%', 'pomme', 'fraise 296', 'arôme naturel', 'vitamine C', 'édulcorant: Glycosides de stéviol', ' Valeurs nutritwes-pour 100 ml:']","['E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",[],4,?,9,38 kj(9 kcal),0,0,"1,8","1,8","0,1",0,0,,,,,"['Boissons', 'Boissons édulcorées']",,,,,0 g,en faible quantité,0 g,en faible quantité,1.8 g,en faible quantité,0 g,en faible quantité,,-40%,-36%,-100%,-100%,-33%,-23%,-21%,-100%,-100%,4,-7%,C,-7%,,,,,,,,,,,,
1664,The berry kids Lemonade - The Berry Company,5034525010904,['The Berry Company'],['France'],[],,[],,?,10,42 kj(10 kcal),0,0,"1,8","1,8",0,0,0,,,,,['Boissons'],,,,,0 g,en faible quantité,0 g,en faible quantité,1.8 g,en faible quantité,0 g,en faible quantité,,-82%,-83%,-100%,-100%,-84%,-81%,-100%,-100%,-100%,4,-48%,C,-48%,,,,,,,,,,,,
1665,Lamb Kofta Kebab,5034525011253,,['France'],[],,[],,?,148,619 kj(148 kcal),"6,7","2,4","3,1",1,"17,4","1,75","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Dairy milk - Cadbury - 53g,5034660003915,['Cadbury'],"['France', 'États-Unis']","['MILK**', 'sugar', 'dried grapes', 'cocoa butter', 'cocoa mass', 'vegetable fats ', 'palm', 'shea', 'WHEAT flour', 'emulsifiers ', 'E442', 'E476', 'salt', 'raising agents ', 'sodium bicarbonate', 'ammonium bicarbonate', 'flavourings', ' **The equivalent of 426ml of fresh liquid milk in every 227g of milk chocolate', ' MILK CHOCOLATE: MILK SOLIDS 20% MINIMUM', 'ACTUAL 23%', 'COCOA SOLIDS 20% MINIMUM', 'CONTAINS VEGETABLE FATS IN ADDITION TO COCOA BUTTER', ' MAY CONTAIN NUTS']","[""E442 - Phosphatides d'ammonium"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]","['Huile de palme', 'Non végétalien']",4,?,505,2113 kj(505 kcal),26,"15,5","59,5",56,7,"0,28","0,112",,,53 g,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,,,"['Gluten', 'Lait']",26 g,en quantité élevée,15.5 g,en quantité élevée,56 g,en quantité élevée,0.28 g,en faible quantité,,+20%,+20%,+77%,+140%,-11%,+13%,+66%,+90%,+90%,25,+37%,E,+37%,,,,,,,,,,,,
1667,Heroes - Cadbury - 950g,5034660518402,['Cadbury'],['France'],"['milk chocolate ', 'milk', 'sugar', 'cocoa butter', 'cocoa mass', 'vegetable fat', 'emulsifiers ', 'E442', 'E476', 'flavourings', 'glucose syrup', 'sugar', 'milk chocolate ', 'sugar', 'dried whole milk', 'cocoa butter', 'cocoa mass', 'dried whey', 'vegetable fat', 'emulsifier ', 'E442', 'flavouring', 'vegetable oil', 'dried whole milk', 'invert sugar syrup', 'chocolate ', 'sugar', 'cocoa mass', 'cocoa butter', 'milkfat', 'emulsifier ', 'soya lecithin', 'dried whey', 'hazelnuts', 'emulsifiers ', 'E471', 'soya lecithin', 'salt', 'molasses', 'acidity regulator ', 'sodium citrate', 'sodium bicarbonate', 'flavourings']","[""E442 - Phosphatides d'ammonium"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E331 - Citrates de sodium', 'E500ii - Carbonate acide de sodium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Végétarien']",4,2160,?,2160 kj(516 kcal),"28,2",17,60,"57,1","5,8","0,254","0,102",,,950 g,"['Steel tin', 'Green dot', 'Recycable Steel']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",['Végétarien'],,,"['Lait', 'Fruits à coque', 'Soja']",28.2 g,en quantité élevée,17 g,en quantité élevée,57.1 g,en quantité élevée,0.254 g,en faible quantité,-3%,,-2%,-12%,-2%,+15%,+20%,-1%,+66%,+66%,27,+11%,E,+11%,,,,,,,,,,,,
1668,Stimorol Original,5034660521211,,['France'],[],,[],,?,166,695 kj(166 kcal),"0,3","0,1",64,"0,5","0,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Softmints,5034660521532,,"['France', 'États-Unis']","['Sugar', 'glucose syrup ', 'contains SULPHITES', 'modified starch', 'natural mint flavouring', 'glazing agent ', 'carnauba wax']","['E14XX - Amidons modifiés', 'E903 - Cire de carnauba']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,374,1565 kj(374 kcal),"0,1","0,1",93,"71,5","0,1",,,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,,,['Anhydride sulfureux et sulfites'],0.1 g,en faible quantité,0.1 g,en faible quantité,71.5 g,en quantité élevée,,,,-11%,-11%,-99%,-98%,+40%,+44%,-98%,,,,,,,,,,,,,,,,,,
1670,Cadbury roses,5034660522096,['Cadbury'],['France'],[],,[],,?,480,2008 kj(480 kcal),"22,7","12,9","64,4","56,5","4,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Burts Vintage Cheddar & Spring Onion Potato Chips,5034709000271,,['France'],[],,[],,?,499,2088 kj(499 kcal),"27,2","3,1","53,8","2,3","7,2","1,1","0,44",,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Burts Sea Salt And Black Pepper Crisps 150G,5034709001438,['Burts'],['France'],"['Pommes de terre', 'huile de tournesol', 'farine de riz', 'grains de poNere moulus', 'se de mer', 'extrait de poudre de levure', 'oignon en poudre', 'arômes naturels Convient aux végétariens', ' Sans gluten']",,[],,?,519,2171 kj(519 kcal),"28,8","2,4","58,6","1,3","5,1","1,3","0,52",,,,,,['Sans gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Burts potato chips - Guinness,5034709003715,['Guinness'],"['France', 'Espagne']",[],,[],,?,514,2151 kj(514 kcal),"28,8","4,1","58,6","4,1","5,1","1,25","0,5",B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées']",,,,,28.8 g,en quantité élevée,4.1 g,en quantité modérée,4.1 g,en faible quantité,1.25 g,en quantité modérée,,-3%,-3%,-10%,+39%,+14%,+77%,-17%,-13%,-13%,15,+32%,D,+32%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,
1674,Rich chilli - Guinness - 40g,5034709004330,['Guinness'],['France'],"[' extracto de pimer para los alérgenos', 'ver los ingredientes en negrita', ' apto para veganos', ' consumir preferentemente antes del: ver dorso del paquete', ' envasado en atmóstera protectora', ' mantener en un lugar seco y fresco alejado de la luz solar directa patatine artigianali burts-gusto guinness e peperoncino ingredienti: patate', 'olio di girasole', 'zucchero', 'estratto di lievito in polvere', 'sale', 'aromi naturali ', 'orzo', 'cipolla in polvere', 'paprika in polvere', ""estratto di malto d'orzo in pole aglio in polvere"", 'cumino macinato', 'peperoncino in polvere', 'pomodoro in polvere', 'erbe macinato', 'acido: acido citrico', 'colore: estratto di paprika', 'estratto di peperoncing', ' per gli allergeni', 'vedere gli ingredienti in grassetto', ' idoneo per vegani', ' da consuman preferibilmente entro il: vedere la parte posteriore della confezione', ' confezionato in atme protettiva', ' conservare in luogo fresco e asciutto al riparo dalla luce diretta del sole', ' nutrition/ernæringsmæssigt indhold/næeringsinformasjon/ näringsinforma nährwertangaben/información nutricional/informazioni nutrizionali typical analysis/typiska/typiske næringsindhold/verdier/värden/durchschnitliche analysewerte/análisis tipico/analisi tipica energy/energi/energie/valor energética/energia fat/fedt/fett/fett/grasas/grassi of which saturated/heraf mættede fedtsyrer/hvorav mettede fettsyrer/ varav mättat fett/davon gesättigte fettsäuren/de las cuales ácidos grasos saturados/di cui acidi grassi saturi carbohydrate/kulhydrat/karbohydrater/kolhydrat/kohlenhydrate/ hidratos de carbono/carboidrati per 100g 2169kj/519 28', '8g 2', '4g 58', '6g of which sugars/heraf sukkerarter/hvorav sukkerarter/varav sockerarter/ davon zucker/de los cuales azúcares/di cui zuccheri fibre/kostfibre/kostfiber/fiber/ballaststoffe/fibra alimentaria/fibre protein/eiweiß/proteinas/proteine salt/salt/salz/sal/sale 2', '2g 2', '5g 5', '1g 1', '1g çooked by: ash grower: geoff vaux 40ge best before: 14 09 2018 prod: 16 03 1822:05 l1']",,[],,?,519,2171 kj(519 kcal),"28,8","2,4","58,6","2,2","5,1","1,1","0,44",,,40 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Sheese 100% dairy-free -  - 227g,5034795000001,,['France'],[],,"['Végétalien', 'Végétarien']",,?,?,,?,,?,,?,,,,,227 g,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts du fromage']","['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose', 'en:The Vegan Society']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Bute Island Creamy Sheese Sweet Chilli - 255g - 255g,5034795000285,['Bute Island'],['France'],"['Eau', 'Huil de Noix de Coco', 'Concentré de Protéines de Soja 9%', 'Sucre', 'Sel', 'Vinaigre d’AlcooI', 'Acide Lactique ', 'non laitier', 'Arômes Naturels ', 'non laitier', 'Epaississant ', 'Carraghénane', 'Poivrons Rouges', 'Chili', 'Ail']","['E270 - Acide lactique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",[],4,?,280,1172 kj(280 kcal),"25,2","21,8","5,7","3,4","6,4","1,6","0,64",,,255 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Creamy cheese 100% dairy-free,5034795001152,,['France'],[],,"['Végétalien', 'Végétarien']",,?,286,1197 kj(286 kcal),28,"23,4","1,3",1,6,"1,2","0,48",,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Cheddar Style with Jalapeno & Chili - 200g,5034795001350,,['France'],[],,"['Végétalien', 'Végétarien']",,?,294,1230 kj(294 kcal),"20,8","17,4","23,3","2,1","0,5",2,"0,8",,,200 g,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Dairy free spread,5034795001572,,['France'],[],,[],,?,286,1197 kj(286 kcal),28,"23,4","1,3",1,6,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Dairy free spread with garlic & herb - 255g,5034795001596,,['France'],[],,"['Végétalien', 'Végétarien']",,?,286,1197 kj(286 kcal),28,"23,4","1,3",1,6,"1,2","0,48",,,255 g,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Vegan Island Dairy Free Spread With Spring Onion - Bute Island Foods Ltd - 255g,5034795001633,['Bute Island Foods Ltd'],"['France', 'Allemagne']","['Dairy-free spread Abend of Coconut Oil & Soya Water', 'Coconut Oil', 'negar Acidity Regulafor: L Soring Onion', 'Black Pepper', 'Thickener ', 'Carrageenan Natural Flavourings', ' Allergens areh before: see side of lid ', ' Keep refrigeratedand once opened consume within 7 days Ingredients sourced as IT Soy a Protein Concentrate', 'Salt', 'Spirit e sola', ' Aa Solas Natural ighlighted in bold Bestprelerbine plenUm']",,"['Végétalien', 'Végétarien']",,?,274,1146 kj(274 kcal),"26,6","21,2",1,1,"6,1","1,2","0,48",,,255g,,"['de:Aufstrich', 'de:Vegan']","['Végétarien', 'Végétalien']",['Lidl'],,,26.6 g,en quantité élevée,21.2 g,en quantité élevée,1 g,en faible quantité,1.2 g,en quantité modérée,,,,,,,,,,,15,,D,,,,,,,,,['Scotland'],,http://www.buteisland.com,,
1682,Mature with caramelised onion,5034795001725,,['France'],[],,"['Végétalien', 'Végétarien']",,?,303,1268 kj(303 kcal),"21,5","17,6","26,4","3,1",1,"1,5","0,6",,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Greek style - 200g,5034795001763,,['France'],[],,"['Végétalien', 'Végétarien']",,?,299,1251 kj(299 kcal),24,20,"20,4","0,1","0,7","1,8","0,72",,,200 g,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
