,name,bar_code,brand,traceability_code,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,packaging,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,producer_info,manufacturing,ingredients_origins,link,palm_ingredients,brand_owner
1129,Kokosöl - Bio4Fit - 1000ml,4057824605191,['Bio4Fit'],,,['France'],"['Huile de noix de coco', 'bio', 'vierge']",,,[],2,?,900,3766 kj(900 kcal),100,94,0,0,0,0,0,,1000 ml,"['Bocal', 'Verre', 'métal']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",['Bio'],100 g,en quantité élevée,94 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+3%,+11%,-100%,-100%,-100%,-100%,-100%,20,+3%,E,+3%,,,,,,,,,,,,,,,
1130,"Orangensaft, Orange - Merziger",4059700260104,['Merziger'],,,['France'],"['Orangensaft aus Orangensaftkonzentrat', 'Fruchtgehalt 100 %']",,,[],1,?,43,180 kj(43 kcal),"0,2",0,9,9,"0,7",0,0,D,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,0.2 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0 g,en faible quantité,,0%,-1%,+20%,-100%,-7%,-1%,+12%,-100%,-100%,2,-33%,C,-33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
1131,Ice tea (pêche) - Lipton,4060800156099,['Lipton'],,,['France'],[],,,[],,?,48,201 kj(48 kcal),"0,5","0,5",6,5,6,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Rockstar Energy Zero Sugar - 500ml,4060800179425,['Rockstar'],,,['France'],"['OA%', 'AURtREGUUtOR UTRJUM', 'JÏUTE', '0,032h', 'suculost', 'SACCHARIN', 'kHHOHLkK•ZUCXERXULbR', '0,01K', ',']",,,[],,?,3,13 kj(3 kcal),0,0,"0,1","0,1","0,2","0,2","0,08",,500ml,,"['Boissons', 'Boissons édulcorées', 'Boissons énergisantes']",,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0.2 g,en quantité modérée,,-92%,-91%,-100%,-100%,-99%,-99%,+38%,+74%,+74%,2,-81%,C,-81%,,,,,,,,,,,,,,,
1133,Hipp Gemüserisotto Mit Zarter Bio Pute,4062300036710,"['Hipp', 'Carrefour Bio']",,['Carrefour'],['France'],[],,,[],,?,66,276 kj(66 kcal),"2,9","0,5","7,1","0,8","2,5","0,39","0,156",,,,"['Aliments pour bébé', 'Dès 12 mois']","['Bio', 'Sans gluten']",,,,,,,,,,-42%,-33%,+20%,-30%,-43%,-79%,-15%,+84%,+84%,,,,,,,,,,,,,,,,,,,
1134,Mon Dîner Bonne Nuit Pâtes Etoilées Légumes Méditerranéens - Hipp - 230g,4062300163782,['Hipp'],,['Stockomani'],['France'],"['Tomates*24%', 'pâtes étoilées cuites ', ""semoule de blé dur et blanc d'œufs de poules"", ' 23%', 'courgettes 16%', 'lait écrémé', 'riz cuit', 'eau de cuisson', 'poivrons 3%', 'crème', 'oignons', 'huile de tournesol', 'fromage à pâte dure râpé', 'aromates ', 'persil', 'origan', 'romarin', 'poivre', 'sel iodé', 'antioxygènes ', 'acide ascorbique', 'extrait riche en tocophérol']","['E300 - Acide ascorbique', 'E306 - Extrait riche en tocophérols']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],3,314,75,314 kj(75 kcal),"2,5","0,9","9,9","1,8","2,7","0,275","0,11",,230 g,"['Sans Bisphénol A', 'Sans phtalates', 'Etui', 'Carton', 'Assiette', 'Plastique']","['Aliments pour bébé', 'Dès 12 mois', 'Plats principaux pour bébé', 'Assiettes pour bébé', 'Plats du soir pour bébé']","['Peu ou pas de sel', 'Peu de sel', 'Bio', 'Bio européen', 'AB Agriculture Biologique', 'AT-BIO-301', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans colorants', 'Sans arômes ajoutés', 'Sans conservateurs', 'Sans épaississant', 'en:peanut-free', 'Teneur limitée en sel']",,,,,,,,,+13%,+7%,+8%,+11%,+63%,+8%,-35%,+20%,+35%,+35%,,,,,,,,,,,,Plat complet adapté à l'enfant,,,,,https://www.hipp.fr/diversification-alimentaire/nos-produits/menus-du-soir/assiettes/pates-etoilees-legumes-mediterraneens/,,
1135,Grießbrei Banane - Hipp,4062300220751,['Hipp'],,,['France'],[],,,[],,?,75,314 kj(75 kcal),"2,5",1,"10,4","4,6","2,5","0,1","0,04",,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Frutta Splash Mela - Hipp,4062300230637,['Hipp'],,,['France'],[],,,[],,?,15,63 kj(15 kcal),"0,1",0,"3,5","3,3",0,0,0,,,,,['Sans arômes ajoutés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Bio-hühnchenfleisch Zubereitung - Hipp,4062300266353,['Hipp'],,,['France'],[],,,[],,?,108,452 kj(108 kcal),"5,8","1,7",6,0,"7,8","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Birne-Banane mit Zwieback - Hipp - 190g,4062300269835,['Hipp'],,,"['France', 'Allemagne']",[],,,[],,?,75,314 kj(75 kcal),"0,5","0,1","15,6","11,6",1,"0,05","0,02",,190g,,"['Aliments pour bébé', 'Dès 4 mois']",['Sans sucre ajouté'],,,,,,,,,,-1%,-4%,-9%,0%,+16%,+59%,-8%,+30%,+30%,,,,,,,,,,,,,,,,,,,
1139,Pflaume Mit Birne - Hipp,4062300293748,['Hipp'],,,"['France', 'Allemagne']",[],,,[],,?,59,247 kj(59 kcal),"0,3",0,"12,1","10,2","0,7","0,02","0,008",,,,"['Aliments pour bébé', 'Dès 4 mois']",['en:gluten-free'],,,,,,,,,,-22%,-25%,-45%,-100%,-10%,+40%,-36%,-48%,-48%,,,,,,,,,,,,,,,,,,,
1140,minusL milchpudding -,4062800001621,,,,['France'],[],,,[],,?,128,536 kj(128 kcal),"5,2","3,4","16,7","13,9","3,2","0,1","0,04",,,,,"['en:German Agricultural Society', 'en:gluten-free', ""Médaille d'or de la Société Allemande d'Agriculture"", 'Agriculture durable', ""Médaille d'or 2015 de la Société Allemande d'Agriculture"", 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Galletas de chocolate Sin Lactosa Minus L - 300g,4062800009245,['Minus-L'],,,"['France', 'Allemagne']","['wheat flour', '28% c coacream filling ', 'sugar', 'uegetable fat ', 'pal palm hernel', ""4% dried milk produçt' 2,5% iow-fat cocoa powder"", 'ct se', 'sugar', 'uegetable oil ', 'palm', 'rapesee ', 'pqlm kemel', 'glucose sgrup', 'coconut fgt', 'sall raising agents: ammonium hgdfopen carbonate', 'sodium hydrogen far nate', 'acid: citric acid', 'natural flauourin g made of skimmed milk mag contain traces of peanuts', 'ts', 'and sesame', 'best before: see printed date keep in a cool and dry place', 'once opened consume within a feu', "" dal}' e 300 g "", '15x20g', ' d urchschnittliche nührwerte je 100 gi/']","['E502 - Carbonates', 'E330 - Acide citrique', 'E100 - Curcumine']",['Gluten'],['Huile de palme'],4,?,487,2038 kj(487 kcal),"18,5",10,72,32,"6,5","0,8","0,32",D,300 g,['Produkt'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['Sans lactose'],18.5 g,en quantité modérée,10 g,en quantité élevée,32 g,en quantité élevée,0.8 g,en quantité modérée,,+3%,+2%,-11%,-1%,+12%,+8%,0%,+36%,+36%,22,+11%,E,+11%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,
1142,Paulaner Weißbier Zitrone Alkoholfrei - 330ml,4066600645245,['Paulaner'],,,['France'],"['Alkoholfreies Weißbier', 'Wasser', 'Weizenmalz', 'Gerstenmalz', 'Gärungskohlensäure', 'Hefe', 'Hopfen', 'Zitronenlimonade', 'Wasser', 'Zucker', 'Zitronensaft', 'Orangensaft', 'Limettensaft ', 'Gärungskohlensäure', 'Acerolasaft', 'Natürliches Zitronenaroma mit anderen natürlichen Aromen', 'Stabilisator Johannisbrotkernmehl']",,['Gluten'],[],3,?,34,142 kj(34 kcal),0,0,"8,1","6,9",0,0,0,C,330ml,,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blanches']",,,,,,,,,,,-17%,-20%,-100%,-100%,+90%,+393%,-100%,-100%,-100%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,
1143,Apple purée - Stollenwerk - 710g,40685939,['Stollenwerk'],,,"['France', 'Allemagne']","['Pommes', 'sucre', 'glucose-fructose-sirop', 'acidifiant: acide citrique', 'antioxydant: acide ascorbique']","['E330 - Acide citrique', 'E300 - Acide ascorbique']",,[],3,?,76,318 kj(76 kcal),"0,1","0,1",18,"15,9","0,3","0,01","0,004",A,710 g,"['Glas', 'Verre', 'Bocal', 'métal']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature']",['Sans conservateurs'],0.1 g,en faible quantité,0.1 g,en faible quantité,15.9 g,en quantité élevée,0.01 g,en faible quantité,,+19%,+19%,-66%,+46%,+27%,+20%,+2%,+51%,+51%,-2,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,Apfelmus,,,,,http://www.stollenwerk-konserven.de/en/Produkte/Fruit%2Bin%2Bjars/Apple%2Bpur%25C3%25A9e-sweetened-29.html,,
1144,Holunder,4072700001065,,,,['France'],[],,,[],,?,27,113 kj(27 kcal),"0,1","0,1","6,2",5,"0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Rindfleisch Maultaschen - Bürger - 360g,4075600057118,['Bürger'],['DE BW-01188 EG'],,"['France', 'Allemagne', 'Suisse']","['Hartweizengrieß', 'Trinkwasser', '12% Rindfieisch', 'Zwiebeln', 'Weißbrot ', 'Weizemehl,Trinkwasser', 'Speisesalz', 'Hefe', 'Lauch', 'Rinderfett', 'Karotten', 'Vollei', 'Sellerie', 'Stärke', 'Tomatenmark', 'Gewürze ', 'Sellerie', 'Traubenzucker', 'Stabilisator ', 'Natriumcitrate', 'Zucker', 'Gewürzextrakte']",['E331 - Citrates de sodium'],"['Céleri', 'Œufs', 'Gluten', 'de:Weizemehl', 'en:Weizemehl']",['Non végétalien'],3,?,189,791 kj(189 kcal),"6,2","2,8","25,9","2,8","7,4","1,4","0,56",,360 g,"['Plastic', 'Plastikfolie (shrink wrap)', 'produkt']","['Plats préparés', 'Plats à base de pâtes', 'de:Maultaschen']",['de:Markenqualität Baden-Württemberg'],6.2 g,en quantité modérée,2.8 g,en quantité modérée,2.8 g,en faible quantité,1.4 g,en quantité modérée,,+5%,+6%,-2%,+15%,+24%,+16%,+0%,+54%,+54%,6,+61%,C,+61%,,,,,,,,Maultaschen,,,['Baden-Württemberg'],['de:Baden-Württemberg'],https://www.buerger.de/de/produkt/rindfleischmaultaschen-360g/,,
1146,Mandel,4085200400610,,,,['France'],[],,,[],,?,467,1954 kj(467 kcal),23,"0,5",56,51,"8,3","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Mais kölbchen - Kühne - 110g,40804385,['Kühne'],,,"['France', 'Allemagne', 'Suisse']","['Épis de mais', 'eau', ""vinaigre d'alcool"", 'sucre', 'sel de cuisine', 'antioxidants: acide citrique et acide ascorbique,']","['E330 - Acide citrique', 'E300 - Acide ascorbique']",,[],3,151,36,151 kj(36 kcal),"0,3","0,1","4,9","4,3","1,5","1,3","0,52",B,110 g,['Glas'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve']",,0.3 g,en faible quantité,0.1 g,en faible quantité,4.3 g,en faible quantité,1.3 g,en quantité modérée,-61%,-59%,-59%,-81%,-68%,-65%,-11%,-45%,+188%,+188%,-2,,A,,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,,,,,,,,
1148,Rotkohl Der Leichte - Kühne - 350g,40804774,['Kühne'],,,"['France', 'Allemagne']",[],,,[],,?,37,155 kj(37 kcal),"0,1","0,1","5,9",5,"1,3","1,2","0,48",B,350 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Choux cabus', 'Chou rouge']",,0.1 g,en faible quantité,0.1 g,en faible quantité,5 g,en quantité modérée,1.2 g,en quantité modérée,,-37%,-37%,-93%,-40%,-29%,-30%,+16%,+77%,+77%,1,,B,,59.0%,0.0%,0.0%,14.5%,17.3%,9.2%,96,,,,,,,,
1149,WeserGold Apfelsaft naturtrüb - 1l,4100060018475,['WeserGold'],,,"['France', 'Allemagne']","['Naturtrüber Apfelsaft', 'Antioxidationsmittel: Ascorbinsäure']",['E300 - Acide ascorbique'],,[],1,?,44,184 kj(44 kcal),0,0,10,"9,9",0,0,0,C,1l,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,0 g,en faible quantité,0 g,en faible quantité,9.9 g,en quantité élevée,0 g,en faible quantité,,-4%,-4%,-100%,-100%,-8%,-4%,-100%,-100%,-100%,4,-3%,C,-3%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,
1150,Mimondo,4100250051039,,,,['France'],[],,,[],,?,400,1674 kj(400 kcal),"5,4",3,86,66,"1,4","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Sonnenblumenkernbrot - Aerzener,4100550596209,['Aerzener'],,,"['France', 'Allemagne']",[],,,[],,?,212,887 kj(212 kcal),"4,9","0,8","31,1","0,9","6,4","1,125","0,45",,,,,['Fabriqué en Allemagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Frucht knusper - Berchtesgadener Land - 150g,4101530002642,['Berchtesgadener Land'],['DE BY-13110 EG'],,['France'],"['135 g Joghurt mild mit 10% Vanillezubereitung +15 g Schokoflakes ', '10%', ' 3,5% Fettim Milchanteil Zutaten: Joghurt mild', 'Zucker', 'Maisflakes', 'Vollmilchpulver', 'Kakaobutter', 'Kakaomasse', 'Gerstenmalzextrakt', 'Süßmolkenpulver', 'Milchzucker', 'Bourbon-Vanilleschotenpulver', 'Emulgator: Lecithine ', 'Soja', 'Überzugsmittel: Gummi arabicum', 'Farbstoffe: Kurkumin und Beta Carotin', 'Salz', 'Aroma', ' Kann zusätzlich Spuren von Schalenfrüchten / Nüssen enthalten']",,,[],,?,132,552 kj(132 kcal),5,"3,5","17,3","15,1",4,"0,13","0,052",,150 g,['Plastik'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,5 g,en quantité modérée,3.5 g,en quantité modérée,15.1 g,en quantité élevée,0.13 g,en faible quantité,,+43%,+44%,+53%,+71%,+57%,+50%,+6%,+13%,+13%,5,+63%,C,+63%,,,,,,,,,,,['Piding'],,,,
1153,Bio Frutta & Cereali - Berchtesgadener Land - 150g,4101530002826,['Berchtesgadener Land'],,,['France'],"[""Joghurt mild'"", '10% Himbeer - zubereitung ', ""Himbeeren',Rohrohrzucker'"", 'Tapiokastärke Verdickungsmitel Johannisbrotkemmehl', 'Rote Be aus Konzentrat', ""9% Schokoladen-Gao deballchen' "", 'Schokola Zucker,Vollmilchpulver', 'Kakaobutter Kakaomasse', ""Emulgator Sojalecithin Getreidebä ER i denkuvertüre' aus llchen' aus Maisgnes"", 'Weizen yollkornmehl', 'Rohrohrzucker', 'Meersal Uberzugsmittel:Gu Honig', 'Rohrohrucker Kann zusätzlic Spuren von Schalenfrüchten/Nisser enthalten']",,,[],,?,130,544 kj(130 kcal),"5,6","3,5","15,3","13,7","4,2","0,1","0,04",C,150g,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",['Bio'],5.6 g,en quantité modérée,3.5 g,en quantité modérée,13.7 g,en quantité élevée,0.1 g,en faible quantité,,+30%,+31%,+79%,+77%,+14%,+10%,+15%,-12%,-12%,5,+79%,C,+79%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,,
1154,Bitburger Fassbrause Waldmeister,4102430058371,['Bitburger'],,,['France'],[],,,[],,?,23,96 kj(23 kcal),0,0,"5,8","5,5",0,0,0,,,,['Boissons'],,0 g,en faible quantité,0 g,en faible quantité,5.5 g,en quantité modérée,0 g,en faible quantité,,-59%,-60%,-100%,-100%,-49%,-42%,-100%,-100%,-100%,8,+4%,D,+4%,,,,,,,,,,,,,,,
1155,Thunfisch In Eigenem Saft Und Aufguss (la Paloma) - 150g,4102670000130,['La Paloma'],,,"['France', 'Allemagne']",[],,,[],,?,113,473 kj(113 kcal),"1,2","0,4","0,5","0,5",26,"1,1","0,44",E,150g,"['Dose', 'can']","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Filets de poissons', 'Filets de thon', 'Thons au naturel']",,1.2 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en faible quantité,1.1 g,en quantité modérée,,-51%,-49%,-91%,-81%,+37%,+191%,+7%,+11%,+11%,0,-100%,B,-100%,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,,,,,,,
1156,Yaourt grec,4103840011413,,['DE NI-33000 EG'],,['France'],[],,,[],,?,126,527 kj(126 kcal),10,"6,5","4,3","4,3","4,6","0,1","0,04",,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",['Fabriqué en Allemagne'],10 g,en quantité modérée,6.5 g,en quantité élevée,4.3 g,en faible quantité,0.1 g,en faible quantité,,+8%,+7%,+46%,+47%,-51%,-46%,+4%,-14%,-14%,5,+23%,C,+23%,,,,,,,,,,,,,,,
1157,"Bio Jogurt Mild, Mango - Andechser natur - 150g",4104060026386,['Andechser natur'],,,['France'],"['lait fermenté* 81%', 'sucre de betterave*', 'pure de mangue* 6%', 'amidon natif de maïs*', 'épaississant Rarine de graines de caroube', 'jus de citron concentre"" etait de vanille Bourbon*', 'poudre de vanille Bourbon"" ngredfents issus de l\'agriculture biologique']",,,['Non végétalien'],,?,103,431 kj(103 kcal),3,2,"14,2","13,9","4,6","0,125","0,05",,150 g,,['Produits laitiers'],['Bio'],3 g,en quantité modérée,2 g,en quantité modérée,13.9 g,en quantité élevée,0.125 g,en faible quantité,,-58%,-57%,-83%,-83%,+189%,+242%,-63%,-84%,-84%,3,-71%,C,-71%,,,,,,,,,,,,,http://www.andechser-natur.de,,
1158,Quinoa - Alnatura - 500g,4104420018389,['Alnatura'],,['Alnatura'],"['France', 'Allemagne', 'Suisse']","['Quinoa*', "" *de l'agriculture biologique""]",,,"['Végétalien', 'Végétarien']",1,1496,354,1496 kj(354 kcal),5,"0,5",59,2,15,"0,03","0,012",B,500 g,['Kunststoff'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien', 'de:Bio 7 Initiative', 'DE-ÖKO-006', 'en:agriculture-bolivie']",5 g,en quantité modérée,0.5 g,en faible quantité,2 g,en faible quantité,0.03 g,en faible quantité,+2%,+8%,+8%,-7%,-23%,+7%,-21%,+27%,-82%,-82%,-6,,A,,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,,,,,['Bolivie'],,,
1159,Alnatura Kräutersalz - 500g,4104420031685,['Alnatura'],,,"['France', 'Allemagne']","['Meersalz unraffiniert 85 %', 'Lauch*', 'Sellerieblätter*', 'Petersilie*', 'Liebstöckel*', 'Majoran*', 'Basilikum*', 'Fenchel*', 'Zwiebel*', 'Pastinake*', 'Karotte*', 'Schnittlauch*', 'Sellerieknolle*', 'Chili* *aus biologischer Landwirtschaft Kann Spuren von Senf enthalten']",,['Céleri'],[],2,?,?,,?,,?,,?,,,B,500g,['Sachet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Sels', 'Sels marins']","['Bio', 'Bio européen', 'de:Bio 7 Initiative', 'en:EG-Öko-Verordnung']",,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,
1160,Rote Bete - Alnatura - 330g,4104420034082,['Alnatura'],,,"['France', 'Allemagne']","['Rote Bete', 'Wasser', 'Rohrohrzucker ', '7%', 'Branntweinessig', 'Kräuterbranntweinessig', 'Meersalz', 'Kümmel', 'Nelken']",,,[],3,?,51,213 kj(51 kcal),"0,5","0,1",11,11,"0,8","0,88","0,352",,330g,['Glas'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Betteraves marinées']","['Bio', 'Bio européen']",0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité modérée,0.88 g,en quantité modérée,,+65%,+66%,+29%,+3%,+193%,+304%,-22%,-49%,-49%,0,-100%,B,-100%,,,,,,,,,,,,,,,
1161,"Grüner Tee, Zitrone - Alnatura - 1l",4104420071629,['Alnatura'],,,['France'],[],,,"['Végétalien', 'Végétarien']",,?,89,372 kj(89 kcal),"0,1","0,1",5,5,"0,5",0,0,A,1l,['Karton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']","['Bio', 'Végétarien', 'Végétalien', 'en:Bio', 'en:Öko']",,,,,,,,,,+889%,+905%,+58%,+410%,+186%,+279%,+196%,-100%,-100%,14,+254%,E,+254%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,
