,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand,traceability_code,packaging,markets,quantity,additives,palm_ingredients,allergens,nova_score,ingredients_origins,manufacturing,generic_name,link,brand_owner,producer_info
1841,Sauce aux Saint-Jacques et au Champagne - Picard - 200g e,3270160699766,,"['Epicerie', 'Surgelés', 'Sauces', 'Sauces surgelées']",['France'],"['Eau', 'crème liquide ', 'lait', 'noix de Saint-Jacques ', 'mollusque', ' 14,4% ', 'Chlamys opercularis', 'Ecosse ou Zygochlamys patagonica', 'Argentine et/ou Chlamys albidus', 'Russie', 'Champagne 7,2 %', 'échalote', 'beurre ', 'lait', 'champignon de Paris', 'lait entier en poudre', 'vinaigre de vin', 'fumet de crabe [crabe vert ', 'crustacé', 'huile de tournesol', 'eau', 'oignon', 'sel]', 'sel', 'concentré de tomate', 'amidon transformé de manioc', 'épaississants : gomme xanthane', 'gomme guar']","['Non végétalien', 'Non végétarien']",13 g,en quantité modérée,8.3 g,en quantité élevée,2.4 g,en faible quantité,1 g,en quantité modérée,?,,141,-7%,590 kj(141 kcal),-6%,13,-4%,"8,3",-8%,"3,2",-37%,"2,4",-13%,"3,7",+89%,1,+11%,"0,4",+11%,13,+10%,D,+10%,,,,,,,,['Fabriqué en France'],['Picard'],,"['Sachet', 'Plastique', 'surgelé']",['Picard'],200 g e,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",,"['Crustacés', 'Lait', 'Mollusques']",4,"['Argentine', 'Russie', 'Royaume-Uni', 'Écosse']",['France'],Sauce surgelée - Sauce aux Saint-Jacques et au Champagne,https://www.picard.fr/produits/sauce-aux-saint-jacques-et-au-champagne-000000000000069976.html,,
1842,Knacks Pur Porc - Carrefour - 140g (4x 35g),3270190207290,D,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg', 'Knacks industrielles']",['France'],"['Viande de porc 71 %', 'eau', 'gras de porc', 'sel', 'protéines de lait', 'sucre', 'arôme', 'colorants : carmins et extraits de paprika', ' antioxydant : ascorbate de sodium', 'arôme de fumée', 'conservateur : nitrite de sodium', 'fumée liquide', 'fumée au bois de hêtre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",25 g,en quantité élevée,10 g,en quantité élevée,0.9 g,en faible quantité,1.8 g,en quantité élevée,?,,282,+6%,1180 kj(282 kcal),+5%,25,+6%,10,+14%,2,+27%,"0,9",-30%,12,-4%,"1,8",-6%,"0,72",-6%,19,+4%,E,+4%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,['Sans polyphosphates'],['Carrefour'],"['EMB 59527', 'Saint-André-lez-Lille (Nord, France)', 'FR 59.527.001 CE', 'Saint-André-lez-Lille (Nord, France)']","['Plastique', 'Sous atmosphère protectrice']","['Carrefour Market', 'Carrefour']",140 g (4 x 35 g),"['E120 - Acide carminique', 'E160c - Extrait de paprika', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,['Lait'],4,"['France', ""Viande de porc d'origine France""]",['France'],Saucisses de Strasbourg avec protéïnes de lait de vache,,,
1843,Melange craquant - Daco Bello,3270720008809,,,['France'],[],[],,,,,,,,,?,,445,,1862 kj(445 kcal),,"23,1",,"2,8",,"35,5",,"35,5",,"17,7",,"0,02",,"0,008",,,,,,,,,,,,,,['Daco Bello'],,,,,,,,,,,,,,
1844,Limonade,3271330013696,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades', 'Boissons avec sucre ajouté']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,7.5 g,en quantité élevée,0 g,en faible quantité,?,,30,-3%,126 kj(30 kcal),0%,0,-100%,0,-100%,"7,5",+0%,"7,5",+3%,0,-100%,0,-100%,0,-100%,10,-2%,E,-2%,,,,,,,,,,,,,,,,,,,,,,,
1845,Cat tonic,3271330030648,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Eau tonique', 'Boissons avec sucre ajouté']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,8.2 g,en quantité élevée,0.01 g,en faible quantité,?,,33,+18%,138 kj(33 kcal),+19%,0,-100%,0,-100%,"8,5",+29%,"8,2",+30%,0,-100%,"0,01",+9%,"0,004",+9%,11,+23%,E,+23%,,,,,,,,,,,,,,,,,,,,,,,
1846,Sirop De Canne Dormoy,3271375003010,,,['France'],[],[],,,,,,,,,?,,356,,1490 kj(356 kcal),,0,,0,,89,,89,,0,,0,,0,,,,,,,,,,,,,,['Dormoy'],,,,,,,,,,,,,,
1847,Jus de Batterie - Dormoy - 50cl,3271375003065,,['Jus de batterie'],['France'],['Élaboré par concentration de pur jus de canne à sucre'],[],0.2 g,en faible quantité,0 g,en faible quantité,47.5 g,en quantité élevée,6.9 g,en quantité élevée,?,,289,,1209 kj(289 kcal),,"0,2",,0,,"70,4",,"47,5",,"1,4",,"6,9",,"2,76",,23,,E,,,,,,,,,,['Dormoy'],,"['Bouteille', 'Verre', 'Bouchon', 'Plastique']",,50 cl,,,,,,,,,,
1848,Gelée de fruit de la passion,3271377024075,,,['France'],[],[],,,,,,,,,?,,261,,1092 kj(261 kcal),,"0,8",,"0,5",,64,,62,,"0,6",,0,,0,,,,,,,,,,,,,,,,,['Magasins U'],,,,,,,,,,,
1849,Douce Crème d’ail au thym de Provence - Jean Martin,3271514117226,,"[""Sauce d'ail""]",['France'],"['Pois chiches cuits ', 'POIS chiches', 'eau', 'sel', ""huile d'olive vierge extra"", 'ail', '22%', 'sel', 'jus de citron concentré', 'thym de Provence ', '0,22%', "",piment d'Espelette"", 'poivre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",34.9 g,en quantité élevée,5.3 g,en quantité élevée,0.7 g,en faible quantité,1.13 g,en quantité modérée,?,,157,,657 kj(157 kcal),,"34,9",,"5,3",,"11,1",,"0,7",,"4,6",,"1,13",,"0,452",,8,,C,,,,,,,,,,['Jean Martin'],,,,,,,,3,,,,,,
1850,Préparation pour cake aux tomates et olives noires - Jean Martin,3271514170061,,,['France'],"['Coulis de tomates 26 %', 'olives noires d’importation 26 %', 'tomates 23 %', 'huile d’olive vierge extra', 'purée d’olives noires Grossane 10 %', 'sucre', 'thym', 'sel', 'poivre']",[],,,,,,,,,?,,234,,979 kj(234 kcal),,22,,"3,4",,"5,9",,"4,1",,"1,5",,1,,"0,4",,,,,,,,,,,,,,['Jean Martin'],,['240 g'],,,,,,,,,,,,
1851,Gâteau de Semoule,3271598500181,,,['France'],[],[],,,,,,,,,?,,140,,586 kj(140 kcal),,3,,2,,24,,18,,4,,1,,"0,4",,,,,,,,,,,,,,,"['FR 17.028.001 CE', 'Aytré (Charente-Maritime, France)']",,,,,,,,,,,,,
1852,Véritable quatre-quarts pur beurre - Maison Kerys,3271710005037,D,"['Biscuits et gâteaux', 'Gâteaux', 'Quatre-quarts']",['France'],"['Oeufs frais', 'sucre', 'farine de blé', 'beurre concentré 21% ', 'colorant beta carotène', 'sirop de glucose', 'sorbitol', 'agent levant ', 'pyrophosphate et bicarbonate de sodium', 'glycérol', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",26.7 g,en quantité élevée,17.2 g,en quantité élevée,28.8 g,en quantité élevée,1 g,en quantité modérée,?,,474,+12%,1983 kj(474 kcal),+11%,"26,7",+17%,"17,2",+41%,"53,1",+9%,"28,8",+2%,6,+4%,1,-2%,"0,4",-2%,25,+10%,E,+10%,83.1%,9.9%,3.4%,1.8%,1.8%,0.0%,50,,['Maison Kerys'],,,,,"['E160ai - Bêta-carotène', 'E420 - Sorbitol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium', 'E422 - Glycérol']",,"['Œufs', 'Gluten', 'Lait']",4,,,,,,
1853,Ginger Ale,3271791436355,,,['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,0,,0,,11,,11,,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Lait demi-écrémé UHT Bretagne - Agrilait - 1L,3271820004029,B,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",['France'],['Lait demi-écrémé stérilisé UHT'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,195,-1%,46,-2%,195 kj(46 kcal),-1%,"1,6",-5%,1,-3%,"4,8",0%,"4,8",+0%,"3,2",-1%,"0,1",-10%,"0,04",-10%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['Agrilait'],,['Bouteille'],,1L,,,['Lait'],1,"['France', 'Bretagne']","['Cesson-Sévigné', 'Ille-et-Vilaine', 'France', 'Bretagne']",Lait demi-écrémé stérilisé UHT,http://agrilait.fr,,
1855,Faisselle Bio - Royans Frais - 4x 125g,3271962416940,C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Faisselles']",['France'],"['FAISSELLE AU LAIT BIO PASTEURISÉ Poids net 500g', '4x125g', ' ', 'fromage + petit-lait d’égouttage', ' contient plus de 85% d’humidité']",[],4.4 g,en quantité modérée,3.3 g,en quantité modérée,4.5 g,en faible quantité,0.2 g,en faible quantité,?,,89,+3%,372 kj(89 kcal),+4%,"4,4",-17%,"3,3",-1%,"5,9",+34%,"4,5",+32%,"4,3",-3%,"0,2",+80%,"0,08",+80%,2,+36%,B,+36%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['Royans Frais'],"['FR 71.558.002 CE', 'Varennes-Saint-Sauveur (Saône-et-Loire, France)']",,,4 x 125g,,,['Lait'],,,,,,,
1856,Noix de boeuf sechée et tranchée - Roches blanches - 60g,3272550000046,,,['France'],[],[],,,,,,,,,?,,212,,887 kj(212 kcal),,"3,2",,"1,7",,"0,8",,"0,8",,45,,"4,2",,"1,68",,,,,,,,,,,,,,['Roches blanches'],"['FR 76.159.001 CE', 'Cany-Barville (Seine-Maritime, France)']",,,60 g,,,,,,,,,,
1857,Saucisson sec artisanal - Roches Blanches,3272550001906,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",['France'],"['viande de porc - sel de mer ? épices et plantes aromatiques ? dextrose', 'sucre ', 'utilisés uniquement pour la fermentation', ' ? conservateur : nitrate de potassium ? ferments ? boyau naturel de porc ', '200g de viande de porc ont été utilisés pour fabriquer 100g de saucisson sec', 'sans gluten', "" Conditionné sous atmosphère proteftce Informati?ns consommateurs : Otez l'emWlage protégeant le produit ? Placez le saucisson à température ambiante "", ""maximum 24'C"", ""ne pas le mettre au réfrigérateur ? La conservation à l'air ambiant va renforcer tes saveurs du produit ? La texture du saucisson sera plus ferme jour après jour""]","['Non végétalien', 'Non végétarien']",27.5 g,en quantité élevée,10.5 g,en quantité élevée,0.7 g,en faible quantité,5.02 g,en quantité élevée,?,,399,-1%,1669 kj(399 kcal),-1%,"27,5",-13%,"10,5",-15%,"0,7",-69%,"0,7",-49%,"31,2",+13%,"5,02",+7%,"2,008",+7%,24,0%,E,0%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,['Sans gluten'],['Roches Blanches'],,,,,,,,,,,,,,
1858,Saucisson Sec BIO pur porc - Roches blanches,3272550005232,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",['France'],[],[],32.5 g,en quantité élevée,12.9 g,en quantité élevée,0.3 g,en faible quantité,4.6 g,en quantité élevée,?,,430,+4%,1799 kj(430 kcal),+5%,"32,5",-0%,"12,9",+1%,"1,1",-53%,"0,3",-80%,"33,4",+22%,"4,6",-1%,"1,84",-1%,25,+3%,E,+3%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,"['Bio', 'Bio européen', 'FR-BIO-01']",['Roches blanches'],"['FR 76.159.001 CE', 'Cany-Barville (Seine-Maritime, France)', 'EMB 76159', 'Cany-Barville (Seine-Maritime, France)', 'EMB 76159S', 'Cany-Barville (Seine-Maritime, France)']",,,,,,,,,,,,,
1859,Sauce au beurre blanc -,3272640000253,D,"['Epicerie', 'Sauces', 'Sauces pour poissons', 'Sauces au beurre blanc']",['France'],[],[],19.6 g,en quantité modérée,9.5 g,en quantité élevée,1.2 g,en faible quantité,1.2 g,en quantité modérée,?,,197,+3%,824 kj(197 kcal),-2%,"19,6",+4%,"9,5",-18%,"3,1",-24%,"1,2",-23%,"0,4",-62%,"1,2",+3%,"0,48",+3%,16,+3%,D,+3%,81.2%,10.0%,4.0%,2.5%,1.4%,1.0%,43,['Fabriqué en France'],,,['Sachet en plastique'],['Magasins U'],,,,,,,,,,,
1860,Piperade au jambon de Bayonne PIERRE LAGUILHON,3272931009590,,,['France'],[],[],,,,,,,,,?,,57,,238 kj(57 kcal),,2,,"0,5",,"6,1",,"5,3",,"3,1",,"1,5",,"0,6",,,,,,,,,,,,,,['Pierre laguilhon'],,,,,,,,,,,,,,
1861,Oeufs x12,3273024560004,,,['France'],[],[],,,,,,,,,?,,372,,1556 kj(372 kcal),,"27,02",,10,,"4,3",,"1,3",,27,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Pere noel - Rohan,3273071008405,,,['France'],['trose de'],[],,,,,,,,,?,,542,,2268 kj(542 kcal),,32,,20,,57,,56,,6,,"0,15",,"0,06",,,,,,,,,,,,,,['Rohan'],,,,,,,,,,,,,,
1863,Rohan confiserie,3273071238758,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', 'Moulages en chocolat', 'Chocolats au lait', 'Chocolats de Noël']",['France'],"['FR', "" MOULAGES CHOCOLAT AU ET SURpRlSE DANSIJNE CAPSULE - Ingrédients,' CHOÇ LATAU LAIT extrafin tacao: beurre de cacao"", '31 % rnp{mum', ""' suc lait entier,hpàte de cactl?"", ' émulsifiant: lécithine soja', 'arômò ', 'Aout dd*trçSèhde blé', '- DF$0NFISERlE*GÉLiFlÉE: Pulpes de fruit ', 'pomme', 'dSàIucdse', 'gélifiant ', 'pectineài aqiàifiant: 5cide', 'cifnÀueJ irômes', 'colorants: E100i sirop de glucose de b!é7sucHeh', ' aeidif!ànì$ëcideioitrique', 'arômes', ' Traces oeuf', 'arachide', ""et ay'flt&i - À c de la chaleur et de FR - Information à lire et à consewer : jouets ne convenant pas aux enfants de moins de 36 mois"", ' Présence de petits éléments détachables susceptibles']",[],24 g,en quantité élevée,16 g,en quantité élevée,62 g,en quantité élevée,0.1 g,en faible quantité,?,,495,-9%,2071 kj(495 kcal),-9%,24,-24%,16,-18%,66,+18%,62,+15%,"4,5",-30%,"0,1",-48%,"0,04",-48%,26,-0%,E,-0%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['Déconseillé à certaines catégories de personnes', 'Déconseillé aux enfants de moins de 3 ans']",['Rohan'],,"['Sachet', 'Plastique', 'Aluminium', 'métal']",,,['E322i - Lécithine'],,['Lait'],4,,,,,,
1864,Farine de seigle T130 - Celnat,3273120011578,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de seigle', 'Farines de seigle T130']",['France'],[],[],1.3 g,en faible quantité,0.2 g,en faible quantité,2.1 g,en faible quantité,0.15 g,en faible quantité,?,,335,+0%,1402 kj(335 kcal),+0%,"1,3",-9%,"0,2",-6%,"65,9",0%,"2,1",-9%,"9,8",+9%,"0,15",+477%,"0,06",+477%,-1,,A,,61.8%,2.4%,14.7%,15.3%,5.9%,0.0%,95,"['Bio', 'Bio européen', 'FR-BIO-01']",['Celnat'],,,,,,,,,,,,,,
1865,Harina de castañas - Celnat - 500g,3273120011776,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Farines de châtaignes']",['France'],['Farine de Châtaignes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4.5 g,en quantité modérée,1.3 g,en faible quantité,24.9 g,en quantité élevée,0.03 g,en faible quantité,?,,350,-1%,1464 kj(350 kcal),-2%,"4,5",+28%,"1,3",+85%,"64,8",-7%,"24,9",+7%,"6,2",+4%,"0,03",-38%,"0,012",-38%,2,-24%,B,-24%,86.7%,0.8%,3.5%,3.6%,5.5%,0.0%,48,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Celnat'],,"['Sachet', 'Plastique']",,500 g,,,,1,,,,,,
1866,500G Boulgour Gros - Celnat,3273120012032,,,['France'],"[""glé dur 'h comptet"", 'précuit à ia Vapeurr puis émincé finement', ' Procédé exclusif Celnat ue pré-cuisson préservant la qualité du grain', 'tradition libqnaise', 'le boulgour est la base de composés ou de garnitures', ' Cuisson : en tiron 50 g par personne', ' Verser le vo}ume 4e boU€ì', ""0Ur dans 2 volumes d'eau bouillar/e suée• Cuire 15 min"", ' à feu doux', 'Laisser gonfler 10 min', ' On peu cn couvram', ""l'agrbntenter de légumes sautés"", 'tomates', ""oignons Rajovterun filet d'huile d'olive"", ' - Conserver au fiais et au sec']",[],,,,,,,,,?,,352,,1473 kj(352 kcal),,"2,1",,"0,4",,"66,8",,"0,9",,"11,9",,0,,0,,,,,,,,,,,,,['Bio'],['Celnat'],,,,,,,,,,,,,,
1867,500G Boulgour Fin - Celnat,3273120012063,,,['France'],[],[],,,,,,,,,?,,347,,1452 kj(347 kcal),,"1,8",,"0,4",,"66,8",,"0,9",,"11,7",,"0,01",,"0,004",,,,,,,,,,,,,,['Celnat'],,,,,,,,,,,,,,
1868,500G Pois Casses Verts - Celnat,3273120012698,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois cassés secs']",['France'],[],[],1.2 g,en faible quantité,0.2 g,en faible quantité,8 g,en quantité modérée,0.038 g,en faible quantité,?,,336,+1%,1406 kj(336 kcal),+0%,"1,2",-21%,"0,2",-12%,"53,5",+10%,8,+126%,"24,6",+10%,"0,038",+68%,"0,015",+68%,-5,,A,,64.4%,0.0%,18.1%,9.3%,5.1%,3.1%,95,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['Celnat'],,['Plastique'],,500g,,,,,,,,,,
1869,1L Tamari - Celnat,3273120013169,B,"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja', 'Tamaris']",['France'],"['soja*', 'eau', 'sel de mer', 'saké distillé* ', 'shochu : eau', 'riz', 'sel', ' koji', 'ferment : Koji Aspergillus Oryzae ', '*', "" issus de l'Agriculture Biologique"", "" Produit sans utilisation d'OGM"", 'conformément aux modes de production biologique', ' Utilisation : Obtenu à partir de la fermen - tatiOn du soja', 'le tamari a arôme particulier et une ove salée', "" S'utilise en rem lac ment du sel pour ner et releveç le soupes'"", 'tégumess céréate$e a sauce des sustis', ' A ajouteteff? fin do cuisson pour préserver qualités nutritionnelles', 'raison do sa teneur en ', '5,7%', 'utiliser avec ', 'nodération', '*Afhr']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,14 g,en quantité élevée,?,,101,+29%,423 kj(101 kcal),+29%,0,-100%,0,-100%,"11,6",+85%,0,-100%,"13,7",+22%,14,+12%,"5,6",+12%,11,+44%,D,+44%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,"['Bio', 'Sans OGM']",['Celnat'],,,,,,,['Soja'],,,,,,,
1870,Farine précuite d'orge - Celnat,3273120015071,,,['France'],"['e"" la farine précuite à la On appelle ""crèm vapeur', ' Elle a confectionner des potìges des bouillies salées ou sucrées Pour les enfants des pèchamels ou autres sauces', ' diluer 4 c', "" à soupe de 500ml d'eau"", "" Cutre 5 à 7 mirlUtes en remuant jusqu'à l'obtention de la consistance souhaitée"", ' - Conserver frais et au sec après 0UVerture']",[],,,,,,,,,?,,335,,1402 kj(335 kcal),,"2,1",,"1,1",,"63,3",,"1,2",,"11,2",,"0,005",,"0,002",,,,,,,,,,,,,['Bio'],['Celnat'],,,,,,,,,,,,,,
1871,250G GRAINES DE LIN DORé - Celnat - 250g,3273120015163,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Lins', 'Graine de lin doré']",['France'],[],[],37.3 g,en quantité élevée,6 g,en quantité élevée,1.2 g,en faible quantité,0.07 g,en faible quantité,?,,492,+1%,2059 kj(492 kcal),+3%,"37,3",+2%,6,+75%,3,-71%,"1,2",-12%,"23,5",+19%,"0,07",-13%,"0,028",-13%,6,+228%,C,+228%,87.9%,0.0%,4.6%,2.5%,3.1%,1.9%,35,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Celnat'],,,,250 g,,,,,,,,,,
1872,Arrow-root - Celnat - 250g,3273120021775,,,['France'],"['Fécule extraite du rhizome de la maranta', 'plante tropicale']",[],,,,,,,,,?,,347,,1452 kj(347 kcal),,0,,0,,5,,"0,9",,"0,3",,"0,005",,"0,002",,,,,,,,,,,,,['Bio'],['Celnat'],,,,250 g,,,,,,,,,,
1873,"Mix Graines ""Pains"" Omega 3 Vitamine E - Celnat - 250g",3273120021881,,,['France'],"['spsam?complet?', 'de mars fin brun* ', ""graines de to' gr acc"", 'oP', 'qrarnc de pavot ? ', ' "" oc] vit içsu de i \'Aaricu/ture Bioloaiaue atout et ce rnelatv le ', 'jans']",[],,,,,,,,,?,,0,,0 kj(0 kcal),,39,,6,,3,,"2,7",,21,,"0,03",,"0,012",,,,,,,,,,,,,['Bio'],['Celnat'],,,,250 g,,,,,,,,,,
1874,Steaks de Soja Tomate / Basilic - Sojasun - 2.4kg,3273220086469,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Substituts de viande', ""Plats préparés d'origine végétale"", 'Réfrigérés', 'Plats préparés réfrigérés', 'Steaks végétaux', 'Galettes de soja']",['France'],"['Farine protéique de soja réhydratée 62,2%', 'tomates 26,6% [coulis de tomates cuisiné 9% ', 'pulpe et concentré de tomates', 'huile de tournesol', 'oignon', 'sucre sel', 'basilic', 'tomates concassées 9% ', 'tomates', 'jus de tomates', 'concentré de tomates 8%]', 'huile de tournesol', 'basilic 4,2%', 'oignons', 'fibres de soja', 'sel', 'gélifiant : méthylcellulose', 'ail', 'sucre', 'jus concentré de citron', 'poivre']",[],8.5 g,en quantité modérée,0.8 g,en faible quantité,3.5 g,en faible quantité,1.15 g,en quantité modérée,?,,167,-3%,699 kj(167 kcal),-2%,"8,5",+7%,"0,8",-16%,4,-39%,"3,5",+20%,16,+11%,"1,15",+13%,"0,46",+13%,-3,,A,,,,,,,,,"['en:gluten-free', 'Sans OGM', 'Soja Français', 'Soja Français sans OGM']",['Sojasun'],,"['Frais', 'Plastique']",,2.4 kg,['E461 - Méthylcellulose'],,['Soja'],4,['France'],['France'],,,,
1875,"Délices de pomme de terre farcies, BIGARD, 4 pièces - 560g",3273230291488,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Réfrigérés', 'Plats préparés réfrigérés']",['France'],"['Pomme de terre 46 %', 'viande de porc 40 %', 'eau', 'sel', 'huile de tournesol', 'flocons de pomme de terre', 'amidon modifié de pomme de terre et de maïs', 'fécule de pomme de terre', 'fibres de bambou', 'arômes', 'arôme naturel', 'aromates', 'épices', 'gélifiant : carraghénanes', 'antioxydant : ascorbate de sodium', 'colorant : beta carotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",12.1 g,en quantité modérée,3.5 g,en quantité modérée,12.4 g,en quantité modérée,1.48 g,en quantité modérée,?,,195,+7%,816 kj(195 kcal),+8%,"12,1",+32%,"3,5",+24%,"15,3",+3%,"12,4",+471%,"7,6",+1%,"1,48",+44%,"0,592",+44%,10,+102%,C,+102%,,,,,,,,"['Viande Française', 'Viande Porcine Française', 'Point Vert', 'Nutriscore', 'Nutriscore B']",['Bigard'],"['EMB 47032B', 'Bon-Encontre (Lot-et-Garonne, France)', 'FR 47.032.001 CE', 'Bon-Encontre (Lot-et-Garonne, France)']","['Frais', 'Plastique']",,560 g,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E160ai - Bêta-carotène']",,,4,['France'],['France'],,,,
1876,Glaces marc de champagne raisins - SKY,3273440005097,,,['France'],[],[],,,,,,,,,?,,191,,799 kj(191 kcal),,"9,5",,"6,7",,"21,4",,"11,9",,3,,"0,13",,"0,052",,,,,,,,,,,,,['Point Vert'],['SKY'],,,,,,,,,,,,,,
1877,Ski Lolly,3273440008029,,,['France'],[],[],,,,,,,,,?,,78,,326 kj(78 kcal),,0,,0,,19,,13,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Farce -,3273625875101,,"['Viandes', 'Préparations de viande', 'Préparations de viande hachée', 'Farces']",['France'],[],[],23 g,en quantité élevée,7.9 g,en quantité élevée,0.9 g,en faible quantité,2 g,en quantité élevée,?,,271,+13%,1134 kj(271 kcal),+15%,23,+27%,"7,9",+19%,"1,9",-19%,"0,9",-9%,14,-5%,2,+12%,"0,8",+12%,18,+12%,D,+12%,,,,,,,,,,,,,,,,,,,,,,,
