,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,traceability_code,quantity,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,allergens,packaging,nova_score,generic_name,markets,additives,origin_detail,producer_info,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner
1433,Olives noires de Nyons - U Saveurs,3256228415455,['France'],[],[],?,374,1565 kj(374 kcal),37,"4,1","3,7","0,5","1,7","3,5","1,4","['U Saveurs', 'U']",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Pickles', 'Légumes et dérivés', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires', 'Légumes français', 'Olives noires de Nyons']",37 g,en quantité élevée,4.1 g,en quantité modérée,0.5 g,en faible quantité,3.5 g,en quantité élevée,,+6%,+6%,+3%,+4%,+99%,+162%,-6%,-15%,-15%,7,-36%,C,-36%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,['AOP'],,,,,,,,,,,,,
1434,Whey protein 80 chocolat,8718836394119,['France'],[],[],?,396,1657 kj(396 kcal),"7,1","4,5","6,1","6,1","77,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,Limonade Parizz,3534290055343,['France'],[],[],?,31,130 kj(31 kcal),0,0,"7,8","7,8",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,Sauce poivre vert,07881712,['France'],[],[],?,629,2632 kj(629 kcal),"65,9",5,"8,3",8,"0,9","3,46","1,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,Lolly Scramble,9300617074410,['France'],"['glucose syrup', 'sucar', 'wetable oil', 'food acid ', '330', 'fruit juice concentrates', 'gelatine', 'colours ', '163', '160c', '100', '141', 'flavours', ' milkshakes incredients: sweetened condensed milk ', 'full cream milk ', '23%', ' sugar', 'milk solids', 'clucose syrup', 'sugar', 'vegetable oil', 'flavour', ' allergen statement: contains milk', ' minties incredients: glucose syrup', 'sugar', 'vegetable oil', 'gelatine', 'fiavour', ' not all varieties of pascall lolly scrambi may be contained in this pack be treat wise - enjoy a balanced diet']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,381.60000610352,1597 kj(381 kcal),4,4,12,4,4,"0,216","0,086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,4,,,"['E330 - Acide citrique', 'E428 - Gélatine', 'E163 - Anthocyanes', 'E160c - Extrait de paprika', 'E100 - Curcumine', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines']",,,,,,,
1438,"Granola miel, amandes &poudre d’insectes - Jimini's - 350g",3760274102196,['France'],"[""Flocons d'avoine* 56 %"", 'sirop de riz*', 'graines de courge*', 'miel* 5,4 %', 'vers Buffalo entiers ', 'Alphitobius diaperinus', '** en poudre 5 %', 'riz soufflé*', 'amandes* 4,5 %', 'sucre de fleur de coco*', 'huile de colza*', 'protéines de pois']",['Non végétalien'],1680,400,1680 kj(400 kcal),13,"2,25",55,15,14,"0,125","0,05","[""Jimini's"", 'SAS ENTOMA']",,350 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",13 g,en quantité modérée,2.25 g,en quantité modérée,15 g,en quantité élevée,0.125 g,en faible quantité,-6%,-4%,-3%,-1%,-32%,-9%,-11%,+42%,-28%,-28%,1,-80%,B,-80%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Bio', 'Fabriqué en France']","['Fruits à coque', 'Avoine', ""Lespersonnes qui sont allergiques auxmollusques et crustacés et/ou auxacariens peuvent avoir une réactionallergique à la consommationd'insectes.""]",['sachet refermable'],3,"Mélange croustillant et sucré à base de flocons d’avoine, avec des amandes entières, du miel et de la poudre de vers Buffalo",,,,,,"['France', 'Vaux le Pénil']",https://www.jiminis.com/l-epicerie-sucree/216-le-granola-miel-amandes.html,,
1439,Quick look vanille,2099910683418,['France'],[],[],?,396,1657 kj(396 kcal),0,0,99,94,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,Compal figo da piteira do alentejo,5601151972410,['France'],[],[],?,35,146 kj(35 kcal),"0,5","0,1","10,5","10,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,Les brindilles de l'avergnon,3505091817225,['France'],[],[],?,546,2284 kj(546 kcal),"33,6","2,9","54,7","0,2","6,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,Fromage frais cerise,5400141293852,['France'],[],[],?,110,460 kj(110 kcal),"3,7","2,4",13,12,"6,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,8436538084830,8436538084830,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,Club poulet cajun,3700365098892,['France'],[],[],?,286,1197 kj(286 kcal),"14,2","5,1","25,8","4,2","12,7","4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,10628055552038,10628055552038,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,Poitrine de dinde au miel - Kerets,7290014046238,['France'],[],[],?,118,494 kj(118 kcal),2,"0,7",7,3,18,"1,4","0,56",['Kerets'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,Farine de blé - Moulin des moines,3347430020190,['France'],[],[],?,333,1393 kj(333 kcal),"1,46","0,3","64,6","1,77","12,8",,,['Moulin des moines'],,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",1.46 g,en faible quantité,0.3 g,en faible quantité,1.77 g,en faible quantité,,,,-3%,-3%,+9%,+28%,-7%,+16%,+17%,,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,,,,,
1448,Limonade,3770001890388,['France'],[],[],?,30,126 kj(30 kcal),0,0,"7,4","7,4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,Saucisse fumée au boeuf,0063100000202,['France'],[],[],?,80,335 kj(80 kcal),6,3,2,0,5,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,THYM - U - 15g,3256228099594,"['France', 'Martinique']",['Thym déshydraté Traces éventuelles de céleri et moutarde'],[],?,?,,?,,?,,?,,,['U'],,15 g,,['Epicerie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['format classique'],1,,['Magasins U'],,,,,,,,
1451,Feta,4002566011250,['France'],[],[],?,286,1197 kj(286 kcal),23,"16,2","2,5","0,4","17,3",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,Grissini artigianali courge curcuma - Florelli,3760077537935,['France'],[],[],?,434,1816 kj(434 kcal),13,"2,1",66,"2,7",12,"1,7","0,68",['Florelli'],,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",13 g,en quantité modérée,2.1 g,en quantité modérée,2.7 g,en faible quantité,1.7 g,en quantité élevée,,+3%,+3%,+20%,-7%,-1%,+8%,+5%,-11%,-11%,14,+9%,D,+9%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,,,,,,,
1453,Oat Crunch Cinnamon Cheerios - General Mills - 1.6kg,0016000160712,"['France', 'Polynésie française', 'États-Unis']","['Whole Grain Oats', 'Sugar', 'Whole Grain Corn', 'Modified Corn Starch', 'Canola Oil', 'Corn Starch', ' Honey', 'Whole Grain Rice', 'Corn Bran', 'Whole Grain Sorghum', 'Whole Grain Millet', 'Salt', 'Cinnamon', 'Tripotassium Phosphate', 'Baking Soda', 'Color ', 'caramel color and annatto extract', ' Vitamin E ', 'mixed tocopherols', ' Added to Preserve Freshness', ' Vitamins and Minerals: Calcium Carbonate', 'Iron and Zinc ', 'mineral nutrients', 'Á B Vitamin ', 'niacinamide', 'Vitamin C ', 'sodium ascorbate', 'A B Vitamin ', 'calcium pantothenate', 'Vitamin Bs ', 'pyridoxine hydrochloride', 'Vitamin B2 ', 'riboflavin', 'Vitamin B1 ', 'thiamin mononitrate', 'A B Vitamin ', 'folic acid', 'Vitamin B12', 'Vitamin A ', 'palmitate', 'Vitamin D3']",['Non végétalien'],?,426,1780 kj(426 kcal),"9,26","0,926","77,8","27,8","7,41","1,08","0,433",['General Mills'],,1.6kg,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",9.26 g,en quantité modérée,0.926 g,en faible quantité,27.8 g,en quantité élevée,1.08 g,en quantité modérée,,+7%,+7%,+6%,-58%,+17%,+66%,-21%,+203%,+203%,10,+86%,C,+86%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"['Sans arômes artificiels', 'Sans colorants artificiels', 'Sans colorants ni arômes artificiels']",,['Cardboard box'],4,,,"['E340iii - Phosphate tripotassique', 'E500ii - Carbonate acide de sodium']",,,,,https://www.cheerios.com/,,
1454,The Hunger Games Jabberjay Game - Lions Gate Films Inc.,0887961629385,['France'],[],[],?,?,,?,,?,,?,,,['Lions Gate Films Inc.'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['card-box'],,,,,,,,,,,
1455,Jus de pomme,3335104032013,['France'],[],[],?,50,209 kj(50 kcal),"0,3","0,05","11,6","9,4","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,Sablés chocolat noir quinoa -,3760278862638,['France'],[],[],?,359,1502 kj(359 kcal),17,"9,4",43,17,"6,8","0,7","0,28",,,,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'en:biscuit-shortbread-with-butter-and-chocolate']",17 g,en quantité modérée,9.4 g,en quantité élevée,17 g,en quantité élevée,0.7 g,en quantité modérée,,-24%,-25%,-18%,-7%,-33%,-42%,+5%,+19%,+19%,19,-4%,E,-4%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,,
1457,Ouf! La pate a tartiner - Funky Veggie - 200g,0779998009653,['France'],"['Purée de haricots rouges* - 30-% ', 'eau', 'farine de haricots rouges*', 'sucre de fleur de coco*', 'eau', 'purée de _noisettes_torréfiées - 17,5-%', 'poudre de cacao - 4,8-%', "" \r*ingrédients issus de l'agriculture biologique"", ""\rPeut contenir des traces d'arachides et d'autres fruits à coques""]",[],1192,285,1192 kj(285 kcal),14,"1,8",33,26,"4,4","0,28","0,112",['Funky Veggie'],,200 g,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",14 g,en quantité modérée,1.8 g,en quantité modérée,26 g,en quantité élevée,0.28 g,en faible quantité,-45%,-46%,-45%,-57%,-78%,-34%,-41%,-29%,+54%,+54%,2,-90%,B,-90%,,,,,,,,"['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Bio', 'Bio européen', 'Allégé en matière grasse', 'Sans huiles végétales', '100% végétal', 'Moins 15% de matière grasse', 'Produit naturel', 'Produit naturel sans huiles végétales', 'Sans huile de palme', 'AB Agriculture Biologique']",['Fruits à coque'],['Pot'],3,"Pâte à tartiner biologique à base de haricots rouges, cacao et noisettes",['Monoprix - Franprix'],,,,,,,,
1458,Gressins,3760061497399,['France'],[],[],?,457,1912 kj(457 kcal),14,"2,3",77,"7,6","5,7",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Pistachios - Wonderful,0014113910835,['France'],[],[],?,590,2469 kj(590 kcal),46,"5,7",18,"7,7",21,0,0,['Wonderful'],,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches']",46 g,en quantité élevée,5.7 g,en quantité élevée,7.7 g,en quantité modérée,0 g,en faible quantité,,-3%,-3%,-6%,-11%,+16%,+11%,-5%,-100%,-100%,3,-50%,C,-50%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,,,,,,,,,,,,,
1460,Pâté de tête,3760128370351,['France'],[],[],?,153.42,642 kj(153 kcal),"10,9","3,4","0,7","0,1","13,83","2,11","0,844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Chocolat nour perou 70%,3663901005757,['France'],[],[],?,574,2402 kj(574 kcal),42,26,36,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,,
1462,Glace biologique au tiramisu,3760239140638,['France'],[],[],?,184,770 kj(184 kcal),"7,9","6,8",26,26,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'IT-BIO-008']",,,,,,,,,,,,,
1463,Les melanges - Noberasco,8005120221306,['France'],[],[],?,?,,?,,?,,?,,,['Noberasco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,Miel de citronnier,3700942500305,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,Saumon fumé tradition,3321431026498,['France'],[],[],?,185,774 kj(185 kcal),11,"1,6","0,5","0,5",22,3,"1,2",,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",11 g,en quantité modérée,1.6 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,0%,+0%,+5%,-22%,+1%,+50%,-0%,+6%,+6%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,
1466,Sappy water melon,8606109589082,['France'],[],[],?,21,88 kj(21 kcal),"0,02","0,003",5,"4,8","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,assortiment tout saumon,3760253240055,['France'],[],[],?,188,787 kj(188 kcal),"7,1","1,5",23,"3,7","7,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,Tonno O. o. gr120 Nostromo .,8005850113155,['France'],[],[],?,363,1519 kj(363 kcal),32,"5,1","1,8",0,17,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,El corte inglés barrita saciante con cla clarinol,8433329094863,['France'],[],[],?,495,2071 kj(495 kcal),26,16,53,33,"7,3","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Moutarde or au jus de truffe blanche - Savor & Sens,3760194226255,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,['Savor & Sens'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,Poulet Huli-Huli,29085217,['France'],[],[],?,120,502 kj(120 kcal),4,"0,9","14,3",4,"5,3","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,Sorbet à la Poire Williams,3331480013028,['France'],[],[],?,121,506 kj(121 kcal),"0,5","0,1",29,29,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1473,fromage frais de campagne - Gérentes - 1kg,07217395,['France'],"['Lait entier pasteurisé', 'ferments lactiques', 'présure', 'conservateur : sorbate de potassium ', 'issu du papier de surface', ' Lait : origine France', "" Contient plus de 85 % d'humidité"", ' 6% de matière grasse dans le produit fini']",['Non végétalien'],?,92,385 kj(92 kcal),6,"3,7",4,4,"5,4","0,08","0,032",['Gérentes'],,1kg,B,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages blancs', 'Plastique']",6 g,en quantité modérée,3.7 g,en quantité modérée,4 g,en faible quantité,0.08 g,en faible quantité,,,-56%,-45%,-15%,-68%,+42%,-40%,-86%,-86%,1,-81%,B,-81%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,['Lait'],['Pots'],3,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,"['France', 'Auvergne']",['43200 Araules Ardeche'],,,
1474,Snack ma salade,3263853238427,['France'],[],[],?,161,674 kj(161 kcal),"8,2","2,1",14,"1,28","7,2","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Fonds pour flammenkuche - Schneider - 880g,3052420330080,['France'],[],[],?,294,1230 kj(294 kcal),"6,7","0,76",49,"3,3","7,3","0,81","0,324",['Schneider'],,880 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
1476,Frutti di Mare MSC,3261080844633,['France'],[],[],?,74,310 kj(74 kcal),"1,7","0,5","0,6",0,14,"0,9","0,36",,['ASC-C-00443'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A', 'Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,
1477,Pokibio - Danival,3431590014677,['France'],[],[],?,51,213 kj(51 kcal),"0,3",0,"9,6","7,5","0,9",,,['Danival'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1478,Café grains pur arabica Mexique el triunfo - Malongo,3187570072525,['France'],[],[],?,?,,?,,?,,?,,,['Malongo'],,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Grains de café']",,,,,,,,,,,,,,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,,,,,,,,,,,,
1479,Choux-fleurs en fleurettes - Thiriet - 600g,3292590829391,['France'],[],[],?,31,130 kj(31 kcal),"0,9","0,2","2,1","1,8","2,9",0,0,['Thiriet'],,600 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Légumes-feuilles', 'Choux-fleurs', 'Choux-fleurs en fleurettes surgelés']",0.9 g,en faible quantité,0.2 g,en faible quantité,1.8 g,en faible quantité,0 g,en faible quantité,,+29%,+30%,+120%,+131%,-3%,+13%,+46%,-100%,-100%,-6,,A,,62.1%,0.0%,0.0%,15.3%,21.9%,0.7%,98,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,['Thiriet'],,,,,,,,
1480,Jus d'orange - Rochambeau,3439495406528,['France'],[],[],?,42,176 kj(42 kcal),"0,5",0,"8,7",8,"0,7",,,['Rochambeau'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,Falafels,3760099539238,['France'],[],[],?,276,1155 kj(276 kcal),15,"1,7",24,"3,5",9,"1,3","0,52",,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale"", 'Falafels']",15 g,en quantité modérée,1.7 g,en quantité modérée,3.5 g,en faible quantité,1.3 g,en quantité modérée,,+14%,+13%,+38%,+18%,+8%,+38%,-0%,+4%,+4%,4,+72%,C,+72%,44.2%,22.1%,10.5%,13.1%,5.9%,4.2%,94,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,
1482,Maionese -  - 300ml,8017596103888,['France'],[],[],?,649,2715 kj(649 kcal),71,"8,4","1,1","0,7","1,4","0,9","0,36",,,300 ml,D,"['Epicerie', 'Sauces', 'Mayonnaises']",71 g,en quantité élevée,8.4 g,en quantité élevée,0.7 g,en faible quantité,0.9 g,en quantité modérée,,+6%,+6%,+7%,+36%,-59%,-52%,+14%,-32%,-32%,19,+6%,E,+6%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,,,
1483,Salade Gnocchetti Artichaut,3350033720657,['France'],[],[],?,134,561 kj(134 kcal),"4,9","1,3",17,"2,3","4,7","0,63","0,252",,"['EMB 60139A', 'Chambly (Oise, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,Chips - Vico,3336971812036,['France'],[],[],?,514,2151 kj(514 kcal),"32,2","2,7","47,9","3,7",6,"1,37","0,548",['Vico'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,Sauce vinaigrette à l'échalote - Casino Bio,3222477449336,['France'],[],[],?,468,1958 kj(468 kcal),50,"5,3","3,9","2,6","0,5","1,7","0,68","['Casino Bio', 'Casino']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,['Casino'],,,,,,,,
1486,Mini toasts,3200740752000,['France'],[],[],?,408,1707 kj(408 kcal),"6,2","0,9",72,"2,8",13,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],,,,,,,,,,,
1487,Mélange d’olives dénoyautées,2609801020606,['France'],[],[],?,191,799 kj(191 kcal),"19,8","2,8","2,2","0,5","1,2","4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,Raisin bio vittoria,3661949030229,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1489,Multivitamine 12-Vruchten Nectar Light,23001152,['France'],[],[],?,24,100 kj(24 kcal),0,0,"5,4","5,2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,Cocoa crush - Nesquik,7613036673365,['France'],[],[],?,423.33333333333,1771 kj(423 kcal),14,3,64,"24,667","21,667","0,6","0,24",['Nesquik'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Pois Chiches Noirs Dési - Prosain,3335880004037,['France'],[],[],?,112,469 kj(112 kcal),"0,9","0,1","17,1","0,6","6,2","0,46","0,184",['Prosain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1492,Compal Vital Damasco Maracujá,5601151972397,['France'],[],[],?,16,67 kj(16 kcal),"0,5","0,1",4,4,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,Easy instant noodles,0841165138838,['France'],[],[],?,463,1937 kj(463 kcal),"17,3",8,"66,5",2,"10,3","0,8","0,32",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,,,,+55%,+54%,+49%,+52%,+64%,-17%,+62%,-69%,-69%,,,,,,,,,,,,,,,,,,,,,,,,,
1494,Yaourt de brebis vanille,3280240052305,['France'],[],[],?,85,356 kj(85 kcal),"2,8","2,1",10,8,5,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,Salade de lentilles aux oignons bio - Salade traiteur bio - 200g,3700009273449,['France'],"['Lentilles vertes cuites* 72,7% ', 'lentilles vertes*', 'eau', 'huile de tournesol*', 'eau', 'oignons 6,7%', ""vinaigre d'alcool*"", 'moutarde de Dijon* ', 'graines de moutarde""', 'vinaigre d\'alcool""', 'eau', 'sel', 'sel', 'poivre*', 'épaississant : gomme xanthane']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,204,854 kj(204 kcal),11,"1,2",16,"0,5","7,8","0,4","0,16",['Salade traiteur bio'],,200 g,,['Salade composéeSalade de lentilles'],11 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,0.4 g,en quantité modérée,,,,,,,,,,,-5,,A,,,,,,,,,"['Bio', 'Agriculture UE/Non UE']",['Moutarde'],['Barquette plastique'],4,,,['E415 - Gomme xanthane'],,,,,,,
1496,Eridania Tropical Moscovado GR. 500,8000121917104,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,Pizza Genova mozza tomate,3448270000332,['France'],[],[],?,231,967 kj(231 kcal),"7,3","2,23","34,5","1,74","6,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,Lavera Pflegedusche Wildrose-Hibiskus,4021457629701,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,,,,,
1499,4021457619801,4021457619801,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
