,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,traceability_code,quantity,additives,nova_score,ingredients_origins,manufacturing,markets,packaging,allergens,link,generic_name,palm_ingredients,brand_owner
1812,Le beurre tendre - Elle & Vire - 250g,12122828,D,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux', 'Beurre doux à 82% MG']",['France'],"['Crème ', 'origine France', 'matière grasse laitières', 'ferments lactiques']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Végétarien']",82 g,en quantité élevée,57 g,en quantité élevée,0.8 g,en faible quantité,0.05 g,en faible quantité,3060,+2%,744,+2%,3060 kj(744 kcal),+0%,82,+1%,57,+3%,"0,8",+8%,"0,8",+18%,"0,7",+2%,"0,05",-19%,"0,02",-19%,19,+2%,E,+2%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,"['Elle & Vire', 'Savencia']",,,250g,,2,,,,['Fresh'],['Lait'],,,,
1813,3600523193318,3600523193318,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Wildlife variety choobs - 6x 37g,3329770062528,,,['France'],"['skimmed milk-sugar 7,2% cream ', 'milk', '-skimmed milk powder modified manioc and maize starch calcium citrate - natural flavourings - stabiliser: guar gum-acid: citric acid - preservative: potassium sorbate-lactic cultures ', 'milk', '- vitamin d', 'for allergens: see ingredients in bold re ca']",['Non végétalien'],,,,,,,,,?,,91,,381 kj(91 kcal),,"2,7",,"1,8",,"12,1",,"10,9",,"3,7",,"0,15",,"0,06",,,,,,,,,,,,,,,,6 x 37 g,['E330 - Acide citrique'],4,,,,,['Lait'],,,,
1815,Multi Bosvruchten,8710395945634,,,['France'],[],[],,,,,,,,,?,,36,,151 kj(36 kcal),,0,,0,,"8,6",,"8,5",,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Escalope de dinde - Le Gaulois,0217638031225,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['Le Gaulois'],,,,,,,,,,,,,,
1817,Purée de carottes - Alnatura,4104420080201,B,"['Plats préparés', 'Légumes préparés', 'Purées', 'Purées de légumes', 'Purées de carottes']",['France'],[],[],0.4 g,en faible quantité,0.1 g,en faible quantité,3.5 g,en faible quantité,0.04 g,en faible quantité,?,,145,+184%,607 kj(145 kcal),+188%,"0,4",-68%,"0,1",-85%,6,+13%,"3,5",-3%,"0,5",-47%,"0,04",-90%,"0,016",-90%,1,,B,,38.4%,0.0%,18.3%,18.7%,15.4%,9.3%,95,['Alnatura'],"['Bio', 'Bio-dynamie', 'Demeter']",,,,,,,['Alnatura'],,,,,,
1818,"Creme fraiche fermiere LA FERME DES GRANDS PRES, 38%MG",3435770123494,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Délice de tomates séchées - Aix&terra - 100g,3760158965824,,"['Produits à tartiner', 'Produits à tartiner salés']",['France'],"['tomates séchées* ', '50 %', 'tomates*', ""huile d'olive*"", 'oignons*', 'sel', 'herbes de Provence', 'jus de citron*', ""pulpe d'ail"", 'poivre*\r * issus de l’agricul Biologique']",[],23.5 g,en quantité élevée,3.2 g,en quantité modérée,9.3 g,en quantité modérée,2.7 g,en quantité élevée,?,,287,-3%,1201 kj(287 kcal),-2%,"23,5",-10%,"3,2",-59%,"15,7",+347%,"9,3",+632%,"3,2",-63%,"2,7",+105%,"1,08",+105%,17,+36%,D,+36%,,,,,,,,['Aix&terra'],"['Bio', 'Fabriqué en France']",,100g,,3,,,,,,,,,
1820,Berries - Haribo,4001686706022,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,5,,1,,86,,70,,1,,1,,"0,4",,,,,,,,,,,,,['Haribo'],,,,,,,,,,,,,,
1821,Monoprix Gourmet,2200268048488,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Monoprix Gourmet'],,,,,,,,['Monoprix'],,,,,,
1822,Filets de poulet marinés au thym citron,4056489040194,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],2.3 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,?,,109,-17%,456 kj(109 kcal),-16%,"2,3",-20%,"0,7",-6%,0,-100%,0,-100%,22,-4%,"1,2",+60%,"0,48",+60%,1,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,
1823,Baumkuchenspitzen Irish Cream,4101540720512,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Courgettes longues vertes - Bio Village - 1kg,3564707117913,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais', 'Courgettes', 'Courgettes fraîches']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio Village'],"['Bio', 'Bio européen', 'FR-BIO-10']",,1 kg,,,['France'],,['Leclerc'],"['barquette carton', 'sachet plastique']",,,,,
1825,Konfitüre Pflaumen - Landliebe - 200g,4002575328868,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Landliebe'],,,200 g,,,,,,['Glas'],,,,,
1826,Herbes de provence - La Vie Claire - 80g,3266191021867,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Mélanges de plantes aromatiques', 'Herbes de Provence']",['France'],"['Thym', 'romarin', 'sarriette', 'origan', 'hysope']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,43.6%,0.0%,30.6%,8.2%,17.6%,0.0%,93,['La Vie Claire'],['Bio'],,80 g,,1,,,['La Vie Claire'],['Plastique'],,,,,
1827,3104690247213,3104690247213,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Accent du béarn,3300946100237,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Maayane,3700029204577,,['it:Moscato'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Maayane'],,,,,,,,,,,,,,
1830,Bordeaux Château Laubart,3556480571716,,"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,13385103,13385103,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Salsa espinaler,8427230005025,,,['France'],[],[],,,,,,,,,?,,7,,29 kj(7 kcal),,0,,0,,"0,8",,"0,8",,"1,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,JET gum Bubble gum,4056489026174,,,['France'],[],[],,,,,,,,,?,,171,,715 kj(171 kcal),,"1,1",,"0,9",,65,,"0,3",,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Peterselie Bio - Boni,5400141296815,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Boni'],['Bio'],,,,,,,,,,,,,
1835,Cubanisto summer punch,5410228257349,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Sorbet citron jaune - L'Angélys - 333g,3760039980984,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron']",['France'],"['Eau', 'pur jus de citron jaune* ', '30,5%', 'sucre*', 'sirop de glucose*', 'sirop de sucre inverti*', 'stabilisants farine de graines de caroube* et pectine', "" *Ingrédients issus de l'agriculture biologique""]",[],0.5 g,en faible quantité,0.5 g,en faible quantité,24 g,en quantité élevée,0.03 g,en faible quantité,?,,130,+9%,544 kj(130 kcal),+9%,"0,5",+189%,"0,5",+920%,32,+12%,24,+0%,"0,5",+56%,"0,03",-5%,"0,012",-5%,6,+4%,C,+4%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"[""L'Angélys""]","['Bio', 'Bio européen', 'Sans gluten', 'FR-BIO-09', 'Sans colorants', 'Sans lactose', 'Sans conservateurs', 'AB Agriculture Biologique']",,333g,['E410 - Gomme de caroube'],4,,,,['Bac'],,,,,
1837,Croissant de sils viande séchée - Migros,7613269731092,,,['France'],[],[],,,,,,,,,?,,346,,1448 kj(346 kcal),,17,,"8,4",,34,,"3,2",,13,,"2,2",,"0,88",,,,,,,,,,,,,['Migros'],,,,,,,,['Migros'],,,,,,
1838,Sorbet Fraise - Altiflore,3598050004675,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la framboise']",['France'],"['Fraise 55 %', 'eau', 'sucre de canne', 'sirop de glucose', ""stabilisant : farine de graine de caroube *Produits issus de l'agriculure biologique Produit fabrique dans un atelier qui utilise la et produits laitiers oeufs fruits à coque gluten""]",[],0 g,en faible quantité,0 g,en faible quantité,22 g,en quantité élevée,0.04 g,en faible quantité,?,,115,-2%,481 kj(115 kcal),-2%,0,-100%,0,-100%,27,-1%,22,-7%,0,-100%,"0,04",+85%,"0,016",+85%,4,-15%,C,-15%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,"['Altiflore', 'Dahu']","['Bio', 'Bio européen', 'FR-BIO-10']",,,['E410 - Gomme de caroube'],4,,,,,,,,,
1839,Jetas - Grefusa,8413164003381,,"['Snacks', 'Snacks salés']","['France', 'Espagne']",[],[],24 g,en quantité élevée,2.6 g,en quantité modérée,2.1 g,en faible quantité,2.6 g,en quantité élevée,?,,484,+5%,2025 kj(484 kcal),+5%,24,-1%,"2,6",-39%,62,+30%,"2,1",-36%,"3,9",-54%,"2,6",+69%,"1,04",+69%,18,+48%,D,+48%,,,,,,,,['Grefusa'],,,,,,,,,,,,,,
1840,Cacahuette TIJUANA,8413164013090,,,['France'],[],[],,,,,,,,,?,,604,,2527 kj(604 kcal),,48,,"7,7",,"5,4",,5,,32,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,1912,3760275850010,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Tarte aux fruits frais,0208972055763,,,['France'],[],[],,,,,,,,,?,,222,,929 kj(222 kcal),,"8,2",,"5,7",,32,,14,,"3,1",,"0,24",,"0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,"Becel Koken, Bakken En Braden 750ML",8712100364174,,,['France'],[],[],,,,,,,,,?,,662,,2770 kj(662 kcal),,74,,"8,5",,"0,5",,"0,5",,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Ninkasi noire - 33cl,10518007,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières noires']",['France'],"['Bière noire à fermentation hauteeau', ""malt d'orge"", 'houblon', 'sucre levure']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Ninkasi'],,,33 cl,,3,,['Tarare'],,['Cannette'],['Gluten'],,,,
1845,Monini Lemoniny Sok Z Cytryny,8005510003765,,,['France'],[],[],,,,,,,,,?,,27,,113 kj(27 kcal),,0,,0,,2,,2,,"0,4",,0,,0,,,,,,,,,,,,,['Monini'],,,,,,,,,,,,,,
1846,Irrésistible cœur fondant - Chevaliers d'Argouges - 140gr,3421371523894,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons de chocolat au lait']",['France'],"['caramel 29% beurre de cacao', 'poudre de lait entier', 'beurre concentré', 'pâte de cacao', 'fleur de sel de Guérande 0,55%', 'arôme naturel de vanille épuisées broyées', 'lécithine de soja', 'arôme naturel de vanille', 'chocolat au lait 45%', 'cacao 33% minimum', 'stabilisant E422']",['Non végétalien'],30 g,en quantité élevée,19 g,en quantité élevée,48 g,en quantité élevée,0.3 g,en quantité modérée,2123,-9%,?,,2123 kj(507 kcal),-7%,30,-10%,19,+3%,60,+11%,48,-5%,"2,8",-55%,"0,3",+46%,"0,12",+46%,27,+6%,E,+6%,,,,,,,,"[""Chevaliers d'Argouges""]",,,140 gr,"['E322i - Lécithine', 'E422 - Glycérol']",4,,['Normandie'],,,"['Lait', 'Soja']",,,,
1847,Spak Cocktail Sauce,85939462,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Tiramisu -,3990251370694,E,"['Produits laitiers', 'Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Gâteaux', 'Desserts lactés', 'Pâtisseries', 'Tiramisu', 'Gâteaux et pâtisseries surgelés']",['France'],"['MASCARPONE ', 'CREME', 'LAIT', 'acidifiant E330', 'CREME liquide UHT', 'beume dour huiles végétales', 'palmiste', 'noix de coco', 'palme', 'colza', 'émulsifiants: E472B', 'E435 E433', ""blanc et jaune d'OEUF"", 'sucre cristal', 'sel', 'boudoirs ', 'farine de blé ', 'GLUTEN', 'ES30', 'OEUF', 'sucre', ' coulis de caarnel ', 'sel de guérande', 'arôme de caramel', 'sirop de glucose-fructose', 'creme fraîche', 'beure']","['Huile de palme', 'Non végétalien']",17.8 g,en quantité modérée,10.9 g,en quantité élevée,37.5 g,en quantité élevée,0.2 g,en faible quantité,?,,395,+50%,1653 kj(395 kcal),+50%,"17,8",+50%,"10,9",+37%,"52,2",+62%,"37,5",+76%,"8,3",+100%,"0,2",+14%,"0,08",+14%,22,+61%,E,+61%,84.5%,12.9%,0.8%,1.3%,0.4%,0.1%,11,,,,,"['E330 - Acide citrique', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E435 - Monostéarate de polyoxyéthylène sorbitane', '', 'Risque modéré de sur-exposition', 'E433 - Monooléate de polyoxyéthylène de sorbitane', '', 'Risque modéré de sur-exposition']",4,,,,,"['Œufs', 'Gluten', 'Lait']",,,['Huile de palme'],
1849,Thé vert en poudre matcha - 80g,3760249070291,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,80 g,,,,,,,,,,,
1850,Huile d'olive - Oliviers & CO - 750ml,3547130094037,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],"['100% ARBEQUIN RECOLTE NOV', ' 201']",[],99.8 g,en quantité élevée,15.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3768,+7%,900,+5%,3768 kj(900 kcal),+5%,"99,8",+5%,"15,1",+8%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['Oliviers & CO'],,,750ml,,,,,,,,,,,
1851,Electrolyte bcaa - Weider,4044782388631,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Weider'],,,,,,,,,,,,,,
1852,Bolletjes Vanille Vla,8718166031906,,,['France'],[],[],,,,,,,,,?,,100,,418 kj(100 kcal),,"2,4",,"1,8",,18,,13,,"1,9",,"0,16",,"0,064",,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,
1853,3600550288490,3600550288490,,"['Non alimentaire', 'Open Beauty Facts']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Olives Kalamon natured,5425001240012,,,['France'],[],[],,,,,,,,,?,,208,,870 kj(208 kcal),,21,,"2,7",,"0,5",,"0,5",,2,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Ice Cream Belgian Chocolate - Häagen Dazs,3415581533156,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",['France'],[],[],20.7 g,en quantité élevée,12.7 g,en quantité élevée,24.3 g,en quantité élevée,0.13 g,en faible quantité,?,,314,+43%,1314 kj(314 kcal),+43%,"20,7",+90%,"12,7",+85%,"26,2",0%,"24,3",+8%,"4,5",+35%,"0,13",-14%,"0,052",-14%,18,+43%,D,+43%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Häagen Dazs'],,,,,,,,,,,,,,
1856,Madeleines Bijou Choconoir Orange,66067993,,,['France'],[],[],,,,,,,,,?,,456,,1908 kj(456 kcal),,22,,6,,57,,31,,6,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Whisky,5000299622162,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Cône menthe chocolat - Casino,3222477281745,,,['France'],[],[],,,,,,,,,?,,276,,1155 kj(276 kcal),,13,,11,,36,,27,,"2,9",,"0,18",,"0,072",,,,,,,,,,,,,['Casino'],"['Agriculture durable', 'en:UTZ Certified']",,,,,,,['Casino'],,,,,,
1859,Fruits à boire - Hipp - 8x 90ml,4062300351523,,"['Aliments pour bébé', 'Dès 8 mois']",['France'],[],[],,,,,,,,,?,,63,-43%,264 kj(63 kcal),-30%,"0,2",-90%,0,-100%,"13,9",+9%,13,+223%,"0,5",-82%,"0,05",-56%,"0,02",-56%,,,,,,,,,,,,['Hipp'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,8 x 90 ml,,,,,,,,,,,
1860,Geröstete cashew - Farmer's Snack,4010442402290,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,614,,2569 kj(614 kcal),,49,,10,,20,,"9,5",,21,,"0,04",,"0,016",,,,,,,,,,,,,"[""Farmer's Snack""]","['Végétarien', 'Végétalien']",,,,,,,,,,,,,
1861,Caramels beurre fleur sel Guérande - Klaus,3025640033048,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",['France'],"['Sirop de glucose', 'sucre', 'lait entier en poudre', 'beurre salé 6', '5 %', 'sirop de sucre inverti', 'émulsifiant : lécithine de soja', 'fleur de sel de Guérande 0', '2 %', 'sel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",8 g,en quantité modérée,5.1 g,en quantité élevée,35 g,en quantité élevée,1 g,en quantité modérée,?,,274,-33%,1146 kj(274 kcal),-33%,8,-42%,"5,1",-43%,62,-9%,35,-31%,2,-15%,1,+3%,"0,4",+3%,19,-23%,E,-23%,,,,,,,,['Klaus'],,,,['E322i - Lécithine'],4,,,,,"['Lait', 'Soja']",,,,
1862,vin de pays charentais - l'oleronnais - 750ml,3334240699913,B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",['France'],"[""fle d'Oléron Poleronais ronals Blanc Par sa situation géographique"", 'son climat acéanique et son ensoleillement', ""l'Ile d'0léron est un lieu privilégié pour la culture de la vigne"", ' Iesu des meilleures parcelles de cépages', 'ugni', 'colombard et dauvignon', 'ce vin de pays blanc est fruit', 'liger', 'fringant', ' Servi à une température de 8° à 10°C', 'il accompagnera merveilleusement vos huitres de Marennes-Oléron', ""et l'ensemble des produits de la mer MIS EN BOUTEILLEA LA PROPRIETÉ PAR S"", 'C', 'A', "" VITI-OLÉRON GROUPEMENT DE PRODUCTEURS AF-17310 ST-PIERRE D'OLERON Produit de France 3ZZ710""]",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"[""l'oleronnais""]",['Récolté en France'],,750ml,,,['France'],,,['bouteille verre'],,,,,
1863,Délice de courgettes - 100g,3382510012849,,,['France'],[],[],,,,,,,,,?,,92,,385 kj(92 kcal),,"6,5",,1,,"5,6",,"3,4",,"1,8",,1,,"0,4",,,,,,,,,,,,,,,"['EMB 84036D', 'Châteauneuf-de-Gadagne (Vaucluse, France)']",100 g,,,,,,,,,,,
1864,Meringues - Stéphane Maurin - 110g,3770012547042,C,"['Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",['France'],"['sucre', ""blancs d'œufs pasteurisés""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1.3 g,en faible quantité,0.1 g,en faible quantité,91.8 g,en quantité élevée,0.09 g,en faible quantité,?,,401,+6%,1678 kj(401 kcal),+6%,"1,3",+26%,"0,1",-73%,"91,8",+5%,"91,8",+10%,"5,5",+36%,"0,09",-44%,"0,036",-44%,15,+3%,D,+3%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,['Stéphane Maurin'],,,110 g,,3,,,,,,,,,
1865,Minute tapas nature,3265980150290,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,25,,10,,1,,1,,16,,"1,6",,"0,64",,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,
1866,"Purée d'Amande, Fraise et Açai - L'Amandaie",3267110004657,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande""]",['France'],[],[],59.3 g,en quantité élevée,5.2 g,en quantité élevée,7.4 g,en quantité modérée,0.01 g,en faible quantité,?,,669,+6%,2799 kj(669 kcal),+6%,"59,3",+10%,"5,2",+16%,"7,5",-12%,"7,4",+50%,"22,3",+2%,"0,01",-40%,"0,004",-40%,14,+264%,D,+264%,,,,,,,,"[""L'Amandaie""]",,,,,,,,,,,,,,
1867,Agua de nascente,20046255,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']","['France', 'États-Unis']","['Enriched wheatflour ', 'wheat flour', 'niacin', 'reduced iron', 'thiamin mononitrate', 'riboflavin', 'folic acid', 'water', 'yeast', 'vegetable oil', 'salt', 'dough improver ', 'yeast', 'wheatflour', ' enzymes', 'soybean oil', 'ascorbic acid']","[""Pourrait contenir de l'huile de palme""]",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1.34 g,en quantité modérée,?,,225,-31%,941 kj(225 kcal),-32%,0,-100%,0,-100%,"42,86",-22%,0,-100%,"7,14",-25%,"1,34",+5%,"0,536",+5%,2,-61%,B,-61%,,,,,,,,,,,,,3,,,,,['Gluten'],,,,FRESH & EASY
1868,chips de lentilles - Vico - 85g,19217796,,['Chips de lentilles'],['France'],[],[],5.2 g,en quantité modérée,0.5 g,en faible quantité,0.7 g,en faible quantité,0.68 g,en quantité modérée,571,,?,,571 kj(136 kcal),-67%,"5,2",-58%,"0,5",-64%,18,-68%,"0,7",-64%,"3,9",-69%,"0,68",-61%,"0,272",-61%,2,-78%,B,-78%,,,,,,,,['Vico'],['Sans huile de palme'],,85 g,,,,['Vic-sur-Aisne'],['Auchan'],['Sachet'],,,,,
1869,Carrefour - 409g,3276556277624,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Carrefour'],,,409 g,,,,,['Carrefour'],,,,,,
1870,Cuvée du curé de Cucugnan - 75cl,3660989213678,,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Alcools artisanaux']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Cuvée du curé de Cucugnan'],,,75cl,,,,,,,,,,,
1871,Tonic a l'eau de source - Agidra,3580283530069,,,['France'],[],[],,,,,,,,,?,,34,,142 kj(34 kcal),,0,,0,,"8,4",,"8,4",,0,,0,,0,,,,,,,,,,,,,['Agidra'],['Fabriqué en France'],,,,,,,,,,,,,
1872,Croq' Kids,3378740000077,,,['France'],[],[],,,,,,,,,?,,253,,1059 kj(253 kcal),,13,,"3,1",,21,,"2,9",,11,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Raisins secs Sultanine,3276650129539,,,['France'],[],[],,,,,,,,,?,,335,,1402 kj(335 kcal),,"0,5",,"0,1",,"83,7",,"78,7",,"2,7",,"0,089",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Bière du comté,3760252660021,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Super papa,3760036720231,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,PULLED - Coop,7613413677245,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,166,,695 kj(166 kcal),,"1,3",,"0,2",,16,,"7,1",,22,,"1,4",,"0,56",,,,,,,,,,,,,['Coop'],"['Végétarien', 'Végétalien', 'Fabriqué en Suisse']",,,,,,,,,,,,,
