,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,brand,categories,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,packaging,manufacturing,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,traceability_code,brand_owner,generic_name,link,palm_ingredients
569,Trempettes Aux épinards,0060410069608,['France'],[],[],?,150,12,6,3,,,,,,,,,,,"0,6",,"0,24",,628 kj(150 kcal),"1,5",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Le petit marseillais,3574661056630,['France'],[],[],?,?,?,?,?,,['Le petit marseillais'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Le boeuf du limousin,3021690029192,['France'],[],[],?,63,1,7,"5,7",,,,,,,,,,,"0,9",,"0,36",,264 kj(63 kcal),"0,3","2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Crème fleurette - 25cl,3337830003107,['France'],[],[],?,?,?,?,?,25cl,['Fleurette'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,
573,700g,3496531102349,['France'],[],[],?,?,?,?,?,700 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Naturnes courgette pomme de terre - Nestlé,7613037275032,['France'],"['Légumes* ', 'courgettes* 40%', 'pommes de terre* 17%', 'Oignons*', 'Eau de cuisson', 'Amidon de maïs', 'huile de colza*', ' \r *Ingrédients issus Agriculture biologique']",[],?,33,"0,5",6,"0,7",,['Nestlé'],,,,,,,,,"0,02",,"0,008",,138 kj(33 kcal),"0,04","1,9",,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,
575,Cônes chocolat lait,3760163210544,['France'],[],[],?,524,"35,1","53,8","5,7",,,,,,,,,,,"0,11",,"0,044",,2192 kj(524 kcal),"21,1","52,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Minibombón helado sabor a vainilla almendrado - El Corte Ingles,8433329081986,['France'],[],[],?,335,21,31,5,,['El Corte Ingles'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",0.17 g,en faible quantité,,+44%,+79%,+11%,+58%,"0,17",+13%,"0,068",+13%,1402 kj(335 kcal),14,30,,,,,,,21 g,en quantité élevée,14 g,en quantité élevée,30 g,en quantité élevée,20,E,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,+44%,+84%,+28%,+49%,+49%,,,,,
577,Contrex eau minéral naturelle - 6x 50cl,7613036462402,['France'],[],[],?,?,?,?,?,6 x 50 cl,['Contrex'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Chocolat Non conché,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Muesli Manola,3760091572226,['France'],[],[],?,369,"7,5",60,10,,['Manola'],,,,,,,,,"0,05",,"0,02",,1544 kj(369 kcal),"1,2",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Pan para perritos - Panrico,8434532529517,['France'],[],[],?,314,"8,6",48,"9,2",,['Panrico'],,,,,,,,,"1,1",,"0,44",,1314 kj(314 kcal),"1,8","3,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Müsli Riegel saveur fraise-yaourt - Delicia - 25g,20214906,['France'],[],[],?,377,"7,3","64,2","11,6",25g,['Delicia'],"['Snacks', 'Snacks sucrés', 'Barres']",0.12 g,en faible quantité,,-16%,-64%,+16%,+38%,"0,12",-65%,"0,048",-65%,1577 kj(377 kcal),"1,4","20,3",,,,,,,7.3 g,en quantité modérée,1.4 g,en faible quantité,20.3 g,en quantité élevée,-1,A,,,,,,,,,,,-17%,-84%,-40%,-106%,-106%,,,,,
582,Ulker Dankek Poti With Cocoa,8690504079279,['France'],[],[],?,409,"19,9","51,2","5,4",,,,,,,,,,,"1,71",,"0,684",,1711 kj(409 kcal),"7,8","28,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,liqueur fraises des bois - marie brizard - 500ml,3041311026751,['France'],[],[],?,?,?,?,?,500ml,['marie brizard'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,,,,,,,,,,,,,,['Bouteille'],,['Intermarche'],,,,,,,,,,,,E,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,,,,,,,
584,marie brizard - 700ml,8410643040325,['France'],[],[],?,?,?,?,?,700ml,['marie brizard'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,,,,,,,,,,,,,,['Bouteille'],,['Intermarche'],,,,,,,,,,,,E,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,,,,,,,
585,Erfrischungs-stäbchen - K-Classic,4337185449581,['France'],[],[],?,396,"9,9",73,2,,['K-Classic'],,,,,,,,,"0,1",,"0,04",,1657 kj(396 kcal),"6,2",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Ginseng Royal Jelly,3760249073049,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Huile de nigelle 100% naturelle,3700612920044,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Aceitunas manzanilla enteras frasco 500 g - El Corte Inglés,8433329084925,['France'],[],[],?,180,19,0,"1,1",,['El Corte Inglés'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes']",3.5 g,en quantité élevée,,+10%,+18%,-100%,-15%,"3,5",+3%,"1,4",+3%,753 kj(180 kcal),4,0,,,,,,,19 g,en quantité modérée,4 g,en quantité modérée,0 g,en faible quantité,15,D,B,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,+10%,+53%,-100%,+25%,+25%,,,,,
589,Lomo embuchado lonchas sin gluten,8433329039062,['France'],[],[],?,188,"5,2","0,9",34,,,,,,,,,,,"3,5",,"1,4",,787 kj(188 kcal),"1,8","0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Sauce algérienne,3700952001397,['France'],[],[],?,521,"49,4","17,1","1,9",,,"['Epicerie', 'Sauces']",2.1 g,en quantité élevée,,+119%,+173%,+73%,-29%,"2,1",-13%,"0,84",-13%,2180 kj(521 kcal),"4,2","12,8",,,,,,,49.4 g,en quantité élevée,4.2 g,en quantité modérée,12.8 g,en quantité élevée,21,E,,,,,,,,,['Halal'],,+121%,+94%,+98%,+81%,+81%,,,,,
591,3760108780033,3760108780033,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Navajas Crianza 2015,8422183000066,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,2441829030638,2441829030638,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Crema de torta,8437010603150,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Chlorelle - Flamant vert,3476500211814,['France'],[],[],?,?,?,?,?,,['Flamant vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Pizza Au Camenbert,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Prunes,3366217525055,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Gros sel d'oleron - 500g,3760058542033,['France'],[],[],?,?,?,?,?,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Pipas de calabaza ligeramente saladas y tostadas - El Corte Inglés,8433329074018,['France'],[],[],?,?,?,?,?,,['El Corte Inglés'],"['Snacks', 'Snacks salés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,"Néctar de manzana, zanahoria y pera bio orgánico - Valmasera",8436018040622,['France'],[],[],?,41,"0,1","9,6","0,2",,['Valmasera'],,,,,,,,,"0,003",,"0,001",,172 kj(41 kcal),0,"9,6",,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
601,Vinagre de sidra - Eva,8410635006018,['France'],[],[],?,46,"1,6","4,8","3,1",,['Eva'],,,,,,,,,"0,13",,"0,052",,192 kj(46 kcal),"1,1","4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Tomate ronde en grappe BIO - Tribu Écolo - 600g,3700344610947,['France'],[],[],?,?,?,?,?,600g,['Tribu Écolo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates fraîches']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,
603,Essential BCAA 2:1:1 - MyProtein,5056185787262,['France'],[],[],?,?,?,?,?,,['MyProtein'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,
604,Jack Daniles 5cl,5099873046258,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Melon Charentais Jaune - SARL TERROIR DE CAMARGUE - 3unités,3760274700071,['France'],['Melon Charentais Jaune'],[],?,?,?,?,?,3 unités,['SARL TERROIR DE CAMARGUE'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Melons et pastèques', 'Fruits frais', 'Melons', 'Melons frais']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,70.3%,0.0%,0.0%,12.0%,10.7%,7.0%,93,,,,,,,,,,,,
606,Champagne,3760197915057,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,velouté de poireaux & pommes de terre et pointe de crème - toque du chef - 1litre,44588878,['France'],"['Eau', 'légumes ', '17% pommes de terre', '16% poireaux', '2% épinards', '1,5% crème ', 'lait', 'amidon modifié de mais', 'huile de colza', 'sel', 'beurre ', 'lait', 'lait écrémé en poudre', 'arômes', ' Traces éventuelles de céréales contenant du gluten', 'de céleri', 'de crustaces', 'de poissons', 'de mollusques', 'de moutarde', ""d'eufs"", 'de soja et de fruit à coque', ' Non ouvert,']",['Non végétalien'],?,34,"1,12","5,52","< 0,2",1litre,['toque du chef'],['Les soupes et potages'],0.66 g,en quantité modérée,,,,,,"0,66",,"0,264",,142 kj(34 kcal),"0,6","< 0,2",['Brique'],,['Lidl'],['E14XX - Amidons modifiés'],['Lait'],4,1.12 g,en faible quantité,0.6 g,en faible quantité,0.2 g,en faible quantité,2,B,,,,,,,,,,,,,,,,['INCONNU'],,,oui,
608,Huile de karité - Terre d'Oleane,3760200183596,['France'],[],[],?,?,?,?,?,,"[""Terre d'Oleane""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maroc'],,,,,,,,,,
609,3373361612289,3373361612289,['France'],[],['Sans huile de palme'],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en France', 'en:palm-oil-free']",,,,,,,,,,,
610,Raisin blanc de table,3606760113973,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Fromage blanc fermier nature - Les P'tits Fermiers - 360g,3760284320986,['France'],"['Lait de nos brebis non homogénéisé et pasteurisé au bain marie', 'ferments lactiques', 'présure']",[],?,95,7,3,"5,3",360 g,"[""Les P'tits Fermiers""]","['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs au lait de brebis', 'Fromages blancs natures']",0.112 g,en faible quantité,,+1%,+37%,-43%,-16%,"0,112",+9%,"0,045",+9%,397 kj(95 kcal),"4,5","0,3",,,,,['Lait'],3,7 g,en quantité modérée,4.5 g,en quantité modérée,0.3 g,en faible quantité,2,B,C,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,+1%,+31%,-92%,+114%,+114%,,,,,
612,Berlingot - Barnier,3374606001431,['France'],[],[],?,391,"0,2",97,"0,1",,['Barnier'],,,,,,,,,0,,0,,1636 kj(391 kcal),0,67,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,
613,Mutine - 75cl,3770010688013,['France'],['Bière'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,?,?,?,?,75cl,['Mutine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Quinoa kale burger - Ardo,5411361090077,['France'],[],"['Végétalien', 'Végétarien']",?,185,"9,5",20,4,,['Ardo'],,,,,,,,,"0,95",,"0,38",,774 kj(185 kcal),"0,9","5,5",,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,
615,gauffre - E.LECLERC - 4,0206240013125,['France'],"['Jaune ', 'OEUFS', 'farine de BLE eauhule oe coze LAIT', 'sucre,sel,']",['Non végétalien'],?,382,27,25,"8,2",4,['E.LECLERC'],,,,,,,,,"0,86",,"0,344",,1598 kj(382 kcal),"2,2","2,6",,['pâtisserie leclerc'],,,"['Œufs', 'Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Terrine aux poireaux - Le Manoir Alexandre,3513261271074,['France'],[],[],?,275,25,1,11,,['Le Manoir Alexandre'],"['Viandes', 'Charcuteries', 'Charcuteries diverses']",1.7 g,en quantité élevée,,-6%,+2%,-43%,-27%,"1,7",-13%,"0,68",-13%,1151 kj(275 kcal),"8,3","0,6",,,,,,,25 g,en quantité élevée,8.3 g,en quantité élevée,0.6 g,en faible quantité,18,D,,,,,,,,,,,-5%,-10%,-23%,-4%,-4%,,,,,
617,8715017342020,8715017342020,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Daddy sucre de canne,15630582,['France'],[],[],?,70,0,100,0,,['Daddy'],,,,,,,,,0,,0,,293 kj(70 kcal),0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Queso edam light lonchas,8433329026284,['France'],[],[],?,54,"3,4",0,"5,8",,,,,,,,,,,"0,34",,"0,136",,226 kj(54 kcal),2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Glace violette,3509240009134,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 07.325.001 CE', 'Ucel (Ardèche, France)']",,,,
621,Carré croustillant au romarin et au thym,3770006856518,['France'],[],[],?,472,21,54,13,,,,,,,,,,,"2,9",,"1,16",,1975 kj(472 kcal),12,"4,1",,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,
622,Cuvee oceane,3058080128050,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Bosco - Bière Artisanale - 75cl,0669014648891,['France'],"['eau', ""malt d'orge"", 'houblon*', 'levure', "" : Produit issu de l'agriculture biologique "", 'D DISTRO 669014 648891 Rapportez moi! FR-BIO-09 Agriculture UE/non UE 2019-9-7 21:28']",[],?,?,?,?,?,75 cl,['Bière Artisanale'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières françaises']",,,,,,,,,,,,,,,['bouteille en verre 75 cl'],,,,['Gluten'],3,,,,,,,,,B,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-09', 'Sans additifs']",,,,,,,,,,,
624,Yaourt brassé Le Subtil - Casino Délices - 2x 125g,3222477237452,['France'],[],[],?,125,"7,3",12,"2,8",2 x 125 g,['Casino Délices'],,,,,,,,,"0,07",,"0,028",,523 kj(125 kcal),5,11,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Huile d olive à la truffe d ete,3527904430339,['France'],[],[],?,894,"99,4","0,2","0,03",,,,,,,,,,,"0,03",,"0,012",,3740 kj(894 kcal),"13,7","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Poiré,3271470754718,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,"Ratafia de champagne JEAN GOYARD, 18°",3178240301069,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Yaourt brassé Le Subtil fraise framboise saveur rose - Casino Délices - 2x 125g,3222477237445,['France'],[],[],?,123,"7,5",11,"2,8",2 x 125 g,"['Casino Délices', 'Casino']",,,,,,,,,"0,08",,"0,032",,515 kj(123 kcal),"5,1",10,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 57132', 'Château-Salins (Moselle, France)', 'FR 57.132.001 CE', 'Château-Salins (Moselle, France)']",,,,
629,Trianon 8 part Leclerc,0263139111188,['France'],[],[],?,411,27,36,"5,4",,,,,,,,,,,"0,35",,"0,14",,1720 kj(411 kcal),8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Goticas de chocolate con leche - Mañocao,8437013630122,['France'],[],[],?,542,33,52,"8,4",,['Mañocao'],,,,,,,,,"0,29",,"0,116",,2268 kj(542 kcal),21,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Fritt Cola + Orange,4000607515309,['France'],[],[],?,401,"8,5",79,2,,['Fritt'],,,,,,,,,"0,01",,"0,004",,1678 kj(401 kcal),"5,7",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Sauce Barbecue - Les délices de l'ogresse - 200g,3701247430045,['France'],[],[],?,153,1,31,"3,2",200g,"[""Les délices de l'ogresse""]","['Epicerie', 'Sauces', 'Sauces barbecue']",2.1 g,en quantité élevée,,-2%,+4%,-0%,+257%,"2,1",+4%,"0,84",+4%,640 kj(153 kcal),"0,2",29,,,,,,,1 g,en faible quantité,0.2 g,en faible quantité,29 g,en quantité élevée,16,D,B,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-09']",,-3%,+47%,+11%,+10%,+10%,,,,,
633,Arome amande amère,3760091669315,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Sauce andalouse - Colona,5410803849983,['France'],[],[],?,?,?,?,?,,['Colona'],"['Epicerie', 'Sauces', 'Sauces andalouses']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,
635,Galettes Pur Beurre - Ker Cadélac - 360g,3259426039188,['France'],[],[],?,493,21,69,"6,2",360 g,['Ker Cadélac'],,,,,,,,,"1,1",,"0,44",,2063 kj(493 kcal),14,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Miel de Lavande,04164562,['France'],[],[],?,?,?,?,?,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
637,challand,3256553398508,['France'],[],[],?,140,1,31,"0,5",,,,,,,,,,,"0,005",,"0,002",,586 kj(140 kcal),"0,5",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Rosé d'une Nuit,3701215700033,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Moulin de Jaure,3662312005660,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Sel Fou de Gruissan,3760199507250,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Baouw,3760267400452,['France'],[],"['Végétalien', 'Végétarien']",?,355,"13,1","46,1","8,5",,,,,,,,,,,"0,01",,"0,004",,1485 kj(355 kcal),"1,2","44,9",,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,
642,Tarte pomme compote - Carrefour - 8/10parts,3276551095094,['France'],"['07-09-2019 10-09-2019 Polds € 5 0 ,90 PricKg 7,38 €/kg 800g ingredient Nappage Blond: Sucre de glucose - Fructose', 'eau', 'sucre', 'puree abricot 1%', 'gelifiants : Pectine ', 'E440', 'alginate de sodiun ', 'E401', 'acidiFiant : acide citrique ', 'E330', ',arone', 'conservateur sorbate de potassiun ', 'E202', 'colorants : E163', 'E160a', 'stabilisants diphosphate disodique ', 'E450i', 'citrate trisodique ', 'E341iii', ""Voir ingredients 'tarte ponne compote' au dos de la boite""]","[""Pourrait contenir de l'huile de palme""]",?,?,?,?,?,8/10 parts,['Carrefour'],"['Biscuits et gâteaux', 'Pâtisseries']",,,,,,,,,,,,,,,,,['Carrefour'],"['E440 - Pectines', 'E400 - Acide alginique', 'E401 - Alginate de sodium', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E163 - Anthocyanes', 'E160a - Carotènes mélangés', 'E450i - Pyrophosphate de sodium acide', 'E331iii - Citrate trisodique', 'E341iii - Phosphate tricalcique']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Preparation pour crepes et gaufres,0055742515268,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans arômes artificiels', 'Sans colorants']",,,,,,,,,,,
644,beignet abricot - Erhard - 750g,3428420055160,['France'],[],[],?,308,12,42,6,750 g,['Erhard'],"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",1.1 g,en quantité modérée,,-13%,-24%,-7%,-5%,"1,1",+49%,"0,44",+49%,1289 kj(308 kcal),"2,3",13,,,,,,,12 g,en quantité modérée,2.3 g,en quantité modérée,13 g,en quantité élevée,11,D,,,,,,,,,,,-13%,-34%,-20%,-8%,-8%,,,,,
645,Dubbeldrank Sinaasappel-perzik,8713300079066,['France'],[],[],?,49,0,"11,2","0,3",,,,,,,,,,,"0,002",,"0,001",,205 kj(49 kcal),0,"11,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Le jus français - Charles & Alice,3297760081524,['France'],[],[],?,43,"0,5",11,"0,5",,['Charles & Alice'],,,,,,,,,"0,01",,"0,004",,180 kj(43 kcal),"0,1",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Confiture framboise miel - Le Bois Jumel - 100g,3176630006105,['France'],[],[],?,233,0,56,"1,2",100 g,['Le Bois Jumel'],,,,,,,,,0,,0,,975 kj(233 kcal),0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Recheadas de Alegria - Pingo Doce - 5x 63g,5601009955671,['France'],[],[],?,495,"22,6","65,8","5,6",5 x 63 g,['Pingo Doce'],,,,,,,,,"0,7",,"0,28",,2071 kj(495 kcal),"12,3","28,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Leche condensada desnatada sin lactosa - Nestlé,7613036588188,"['France', 'Espagne']",[],[],?,281,"0,2","60,8","8,9",,['Nestlé'],['Produits laitiers'],0.24 g,en faible quantité,,+14%,-99%,+1136%,-28%,"0,24",-69%,"0,096",-69%,1176 kj(281 kcal),"0,1","60,8",,,,,,,0.2 g,en faible quantité,0.1 g,en faible quantité,60.8 g,en quantité élevée,14,D,,,,,,,,,['Sans lactose'],,+16%,-99%,+1394%,+37%,+37%,,,,,
650,Animal Mix,9002859047961,['France'],[],[],?,395,"4,3","78,5",9,,,,,,,,,,,"0,5",,"0,2",,1653 kj(395 kcal),"0,7","23,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Saucisson paysan cèpes - 250g,8413107106865,['France'],[],[],?,383,30,"3,8",24,250 g,,,,,,,,,,"4,3",,"1,72",,1602 kj(383 kcal),12,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Café prêt à boire,3700490891290,['France'],[],[],?,2,"0,1","0,2","0,2",,,,,,,,,,,0,,0,,8 kj(2 kcal),"0,1",0,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,
653,Completa,8713300047096,['France'],[],[],?,550,35,57,2,,,,,,,,,,,"0,5",,"0,2",,2301 kj(550 kcal),34,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
