,name,bar_code,brand,labels,sales_countries,ingredients_list,allergens,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,eco_score,manufacturing,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,ingredients_origins,palm_ingredients,traceability_code,link,brand_owner
1902,"Nutri-grain aux céréales complètes à toaster, framboise - Kellogg's - 240g",5050083779305,"[""Kellogg's""]",['Céréales complètes'],['France'],"['Céréales ', 'farine de blé complet ', '25%', 'farine de blé', 'avoine ', '2%', 'fourrage à la framboise ', 'sirop de glucose', 'humectant : glycérol', 'dextrose', 'purée de framboise concentrée ', '2%', 'acide citrique', ""correcteurs d'acidité "", 'E331', 'E333', 'gélifiant ', 'pectine', 'arôme', 'colorant ', 'E163', 'huile végétale', 'maltodextrine', 'sucre', 'poudre de lait écrémé', 'dextrose', 'arôme', 'amidon modifié', 'sel', 'poudres à lever ', 'bicarbonate de potassium', 'E341', 'E450', 'i', 'émulsifiants ', 'lécithine de soja', 'E472e', 'vitamines ', 'PP', 'B6', 'B2', 'B1', 'B9', 'B12', 'fer']","['Gluten', 'Lait', 'Avoine', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,395,1653 kj(395 kcal),12,"4,5",67,24,5,"0,73","0,292",240 g,"['boîte', 'Carton', 'Plastique']","['Snacks', 'Snacks sucrés', 'Petit-déjeuners', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits petit déjeuner']",12 g,en quantité modérée,4.5 g,en quantité modérée,24 g,en quantité élevée,0.73 g,en quantité modérée,,-17%,-17%,-42%,-55%,+5%,-19%,-23%,+24%,+24%,13,-34%,D,-34%,"['E422 - Glycérol', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E333 - Citrates de calcium', 'E440 - Pectines', 'E163 - Anthocyanes', 'E14XX - Amidons modifiés', 'E501ii - Carbonate acide de potassium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E450i - Pyrophosphate de sodium acide', 'E322i - Lécithine', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras""]",4,C,,"['Auchan', 'Carrefour']",80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,Biscuit à toaster fourré à la framboise.,,,,http://www.kelloggs.fr/fr_FR/a-toaster-framboise-product.html,
1903,Nutri-Grain aux céréales complètes à toaster Chocolat - Kellogg's - 240g (6x 40g),5050083779336,"[""Kellogg's"", 'Nutri-Grain']","['Végétarien', 'Entrepreneurs + Engagés']",['France'],"['Huile végétale{Noix de coco', 'Pa miste', 'Palme', 'Tournesol', 'Colza} en proportions variables', 'Chocolat {E', ' {Cacao maigre en poudre', 'Sucre', 'Pâte de cacao', 'Cacao maigre en poudre', 'Amidon', 'Céréales', 'Farine de blé complet{21 Farine de Huiles Dextrose', 'Lait écrémé en poudre', 'Sel', 'Émulsifiants', 'lécithjne de soja', 'E472e', 'Stabilisant ', 'Méthylcellulose', 'Poudre à lever ', 'Bicarbonate de potassium', 'Antioxydant ', 'Extrait riche en tocophérols', 'Niacine', 'Fer', 'Vitamine 86', 'Vitamine B', 'Vitamine BI', 'Acide folique', 'Vitamine BI 2', ' Allergènes : voir les ingrédients en gras Traces éventuelles de fruits à coque']",,"['Huile de palme', 'Non végétalien', 'Végétarien']",?,487,2038 kj(487 kcal),24,"9,1",58,31,"6,6","0,55","0,22",240 g (6 x 40g),['Carton'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",24 g,en quantité élevée,9.1 g,en quantité élevée,31 g,en quantité élevée,0.55 g,en quantité modérée,,+15%,+14%,+52%,+53%,-4%,+14%,-12%,+41%,+41%,18,+36%,D,+36%,"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E461 - Méthylcellulose', 'E501ii - Carbonate acide de potassium', 'E306 - Extrait riche en tocophérols']",4,,,['Monoprix'],,,,,,,,,,['Huile de palme'],,https://www.monoprix.fr/nutri-grain-a-toaster-au-chocolat-nutri-grain-2354256-p,
1904,kellogg's Nutri-Grain aux céréales complètes - 250g,5050083779428,"[""Kellogg's""]",,['France'],"['Céréales complètes ', '34%', 'farine de blé complet', 'avoine complète', 'farine de blé', 'huile végétale', 'sucre', 'raisins de corinthe ', '6,5%', 'agent de charge ', 'polydextrose', 'amidon de maïs', ""fibres d'avoine"", 'gluten de blé', 'arômes', 'carbonate de calcium', 'poudres à lever', 'E503', 'E500', 'E341a', 'E450', 'sel', 'émulsifiants ', 'lécithine de soja', 'E472e', 'poudre de lait écrémé', 'vitamines ', 'PP', 'B6', 'B2', 'B1', 'B9', 'B12', 'fer']","['Gluten', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1797,?,1797 kj(429 kcal),15,4,59,18,8,"0,483","0,193",250 g,['Boîte Carton'],"['Snacks', 'Snacks sucrés', 'Petit-déjeuners', 'Biscuits et gâteaux', 'Biscuits']",15 g,en quantité modérée,4 g,en quantité modérée,18 g,en quantité élevée,0.483 g,en quantité modérée,-10%,,-10%,-28%,-60%,-8%,-39%,+23%,-18%,-18%,8,-60%,C,-60%,"['E1200 - Polydextrose', ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras""]",4,C,,['Leclerc'],80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,biscuits petit déjeuner,,,,,
1905,Kelloggs Nutri Grain Chocolate Chip Cereal Bars 6 x - 6x 40g,5050083779831,['Kelloggs'],,['France'],"['LA NOSTRA RICETTA INGREDIENTI: Avena integrale ', '46%', 'zucchero', 'gocce di cioccolato ', '10%', ' [zucchero', 'pasta di cacao', 'burro di cacao', 'emulsionante ', 'lecitina di scia', ']', 'olio di girasole non idrogenato', 'riso croccante [farina di riso', 'zucchero', ""farina di malto d'orzo"", ""estratto di malto d'orzo"", 'sale', 'olio di colza non idrogenato', 'emulsionanti ', 'glicerolo monostearato', 'lecitina di soja', 'carbonato di calcio]', 'amido modificato', 'sciroppo di glucosio', 'agenti lievitanti ', 'E503', 'E500', 'sale', 'melassa', 'emulsionante ', 'lecitina di soia', 'aroma', 'latte scremato in polvere', 'vitamine ', 'niacina', 'B6', 'B2', 'BI', 'acido folico', 'B12', ' e ferro', ' Per gli allergeni vedi ingredienti in grassetto', ' Pub contenere tracce di frutta a guscio']",,[],?,179,749 kj(179 kcal),6,"1,4",8,8,6,"0,21","0,084",6 x 40 g,,,,,,,,,,,,,,,,,,,,,,,,,"[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium']",,,,,,,,,,,,,,,,,
1906,Nutri grain à toster chocolat  - Kellogg's - 6x 40g,5050083779862,"[""Kellogg's"", 'Nutri-grain']",,['France'],[],,[],?,?,,?,,?,,?,,,6 x 40g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,XTRA saucy BBQ - pringles - 150g,5050083917431,['Pringles'],,['France'],"['Pommes de terre déshydratées', 'huiles végétales ', 'tournesol', 'maïs', 'farine de riz', 'amidon de blé', 'arôme barbecue [sucre', 'lactose ', 'lait', 'biscotte en poudre ', 'blé', 'dextrose', 'arômes', 'arômes de fumée', 'exhausteurs de goût ', 'glutamate monosodique', 'guanylate disodique', 'inosinate disodique', 'acidifiant ', 'acide citrique', 'extrait de levure', 'colorant ', 'extrait de paprika', ""huile d'oignon"", 'ail en poudre', 'tomate en poudre', 'extrait de boeuf', 'poivre', 'protéines de lait]', 'émulsifiant ', 'E471', 'maltodextrine', 'sel']","['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,504,2109 kj(504 kcal),31,"3,2",52,"4,7","4,1","1,7","0,68",150g,['boîte'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']",31 g,en quantité élevée,3.2 g,en quantité modérée,4.7 g,en faible quantité,1.7 g,en quantité élevée,,-1%,-1%,+5%,-5%,-6%,+35%,-7%,+13%,+13%,15,+12%,D,+12%,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E330 - Acide citrique', 'E160c - Extrait de paprika', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,B,['Belgique'],,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,Snack salé au goût barbecue,,,,,
1908,Kellogg's - Trésor - Duo Choco - 650g,5050083929625,"[""Kellogg's"", 'Trésor']",,['France'],"['farines de céréales 51% ', 'riz', 'avoine', 'blé', 'fourrage au chocolat blanc ', 'sucre', 'chocolat blanc 9% ', 'sucre', 'poudre de lait entier', 'beurre de cacao', 'huile végétale', 'poudre de lait écrémé', 'amidon modifié', 'poudre de petit-lait', 'émulsifiant : lécithine de soja', 'arômes', 'sucre', 'cacao en poudre', 'sel', ""antioxydants : palmitate d'ascorbyle"", 'alpha-tocophérol', 'vitamine PP', 'vitamine B6', 'vitamine B2', 'vitamine B1', 'vitamine B9', 'vitamine B12', 'fer']","['Gluten', 'Avoine']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,442,1849 kj(442 kcal),14,"4,5",69,30,8,"0,8","0,32",650 g,"['Carton', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']",14 g,en quantité modérée,4.5 g,en quantité modérée,30 g,en quantité élevée,0.8 g,en quantité modérée,,+1%,+1%,+1%,+19%,+1%,+5%,+7%,+25%,+25%,15,+15%,D,+15%,"['E14XX - Amidons modifiés', 'E322i - Lécithine', ""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol']",4,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,Céréales,,"[""E304 - Palmitate d'ascorbyle""]",,,
1909,Herbalife boisson vanille creme - 56gr,5050083974199,['Herbalife'],,"['France', 'Italie', 'États-Unis']","['Isolat de protéines de soja ', '40 %', 'fructose', 'émulsifiant ', 'lécithine de soja', 'huile de soja', 'épaississants ', 'gomme guar', 'carraghénanes', 'gomme xanthane', 'pectine', 'agent de charge ', 'cellulose microcristalline', 'arômes', ""fibres d'avoine"", 'son de mais', 'citrate de calcium', 'inuline', 'antiagglomérant ', 'dioxyde de silicium', 'concentré de protéines de lait', 'dextrose', 'phosphate de potassium', 'oxyde de magnésium', 'huile de colza', 'acide L-ascorbique', 'fumarate ferreux', 'poudre de miel', 'acétate de DL-alpha tocophéryle', 'nicotinamide', 'persil en poudre ', '0,02 %', 'papaye en poudre ', '0,02 %', 'oxyde de zinc', 'gluconate de cuivre', 'palmitate de rétinykle', 'D-pantothénate de calcium', 'cholécaiciférol', 'antioxydants ', ""paimitate d'ascorbyle"", 'DL-alpha-tocophérol', 'chlorhydrate de pyridoxine', 'cyanocobalamine', 'carbonate de manganèse', 'riboflavine', 'chlorhydrate de thiamine', 'acide ptéroyimonoglutamique', 'iodure de potassium', 'sélénite de sodium', 'D-biotine', ' Conseil : pour les allergènes', 'y compris les céréales contenant du gluten', 'voir les ingrédients en gras']","['Gluten', 'Soja']",['Non végétalien'],?,375,1569 kj(375 kcal),"8,8","1,9",35,33,35,"1,3","0,52",56 gr,['Bustina'],"['Conserves', 'Plats préparés', 'Compléments alimentaires']",8.8 g,en quantité modérée,1.9 g,en quantité modérée,33 g,en quantité élevée,1.3 g,en quantité modérée,,+29%,+30%,+40%,-24%,+83%,+363%,+2%,+134%,+134%,17,+159%,D,+159%,"['E322i - Lécithine', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E440 - Pectines', 'E460i - Cellulose microcristalline', 'E551 - Dioxyde de silicium', 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition']",4,,"['Italia', 'FRANCE', 'Spain', 'Brazil', 'Argentina - Español', 'Aruba - Español', 'Bolivia - Español', 'Brazil - Português', 'Canada - English', 'Canada - Français', 'Chile - Español', 'Colombia - Español', 'Costa Rica - Español', 'Ecuador - Español', 'El Salvador - Español', 'Guatemala - Español', 'Honduras - Español', 'Jamaica - English', 'Mexico - Español', 'Nicaragua - Español', 'Panamá - Español', 'Paraguay - Español', 'Perú - Español', 'Puerto Rico - Español', 'República Dominicana - Español', 'Trinidad & Tobago - English', 'United States - English', 'United States - Español', 'Uruguay - Español', 'Venezuela - Español', 'Europe', 'Armenia - Pyсский', 'Austria - Deutsch', 'Azerbaijan - Русский', 'Belarus - Pyсский', 'Belgium - Français', 'Belgium - Nederlands', 'Bosnia i Hercegovina - Bosnian', 'Bulgaria - български', 'Croatia - Hrvatski', 'Cyprus - Ελληνικά', 'Czech Republic - Čeština', 'Denmark - Dansk', 'Estonia - Eesti', 'Finland - Suomi', 'France - Français', 'Georgia - ქართული', 'Germany - Deutsch', 'Greece - Ελληνικά', 'Hungary - Magyar', 'Iceland - Íslenska', 'Ireland - English', 'Italy - Italiano', 'Kazakhstan - Pyсский', 'Kyrgyzstan - Русский', 'Latvia - Latviešu', 'Lithuania - lietuvių', 'Moldova - Român', 'Mongolia - Монгол хэл', 'Netherlands - Nederlands', 'North Macedonia - македонски јазик', 'Norway - Norsk', 'Poland - Polski', 'Portugal - Português', 'Romania - Română', 'Russia - Русский', 'Serbia - Srpski', 'Slovak Republic - Slovenčina', 'Slovenia - Slovene', 'Spain - Español', 'Sweden - Svenska', 'Switzerland - Deutsch', 'Switzerland - Français', 'Ukraine - Yкраї́нська', 'United Kingdom - English', 'Middle East & Africa', 'Botswana - English', 'Ghana - English', 'Israel - עברית', 'Lebanon - English', 'Lesotho - English', 'Namibia - English', 'South Africa -English', 'Swaziland - English', 'Turkey - Türkçe', 'Zambia - English', 'Asia Pacific', 'Australia - English', 'Cambodia - English', 'Cambodia - ភាសាខ្មែរ', 'China - 中文', 'Hong Kong - 粵語', 'India - English', 'Indonesia - Bahasa Indonesia', 'Japan - 日本語', 'Korea - 한국어', 'Macau - 中文', 'Malaysia - Bahasa Melayu', 'Malaysia - English', 'Malaysia - 中文', 'New Zealand - English', 'Philippines - English', 'Singapore - English', 'Taiwan - 中文', 'Thailand - ไทย', 'Vietnam - Tiếng Việt']",['https://stefania.goherbalife.com/Catalog/Home/Index/es-US/'],,,,,,,,f1,,,,https://supplements-online.ecwid.com/United-States-English-Instructions-for-discounts-on-herbalife-products-p210923881,
1910,All-Bran Snack,5050087564099,,,['France'],[],,[],?,440,1841 kj(440 kcal),20,5,49,22,8,"0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Tesco Chocolate Spread 400G - 400g,5050179626933,['Tesco'],,"['France', 'Royaume-Uni']","['emulsifier ', 'sunflower lecithins', 'flavouring', 'hazelnuts', '4,5%', 'dried skimmed milk ', '2,5%', 'whey powder ', 'milk', ' ', '2,5%', 'maltodenti ingredients sugar', 'rapeseed oil', 'palm oil', 'fat reduced cocoa powder pezoloio allergy chocolate spread,']","['Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien']",?,569,2381 kj(569 kcal),36,8,58,54,"2,4","0,1","0,04",400 g,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",36 g,en quantité élevée,8 g,en quantité élevée,54 g,en quantité élevée,0.1 g,en faible quantité,,+4%,+4%,+6%,+4%,+13%,+13%,-65%,-3%,-3%,24,+16%,E,+16%,['E322 - Lécithines'],4,E,,['Tesco'],82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,,
1912,Tesco Apple And Mango Juice Not From Concentrate 1 Litre,5050179701906,['Tesco'],,"['France', 'Royaume-Uni']","['Pressed apple and mango juice not from concentrate', ' Ingredients Pressed Apple Juice ', '90%', 'Mango Purée ', '10%', 'Antioxidant ', 'Ascorbic Acid']",,[],?,40,167 kj(40 kcal),"0,1","0,1","9,7","9,7","0,3","0,1","0,04",,,['Boissons'],0.1 g,en faible quantité,0.1 g,en faible quantité,9.7 g,en quantité élevée,0.1 g,en faible quantité,,-29%,-31%,-71%,-15%,-14%,+3%,-40%,+141%,+141%,13,+70%,E,+70%,['E300 - Acide ascorbique'],,,,,,,,,,,,,,,,,
1913,Tesco Carrot Coriander Soup 600G,5050179965940,['Tesco'],,"['France', 'Royaume-Uni']",[],,[],?,33,138 kj(33 kcal),"1,6","0,1","2,9","2,9","0,6","0,4","0,16",,['hdpe-bottle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,Mugshot Roast Chicken Pasta,5050665003996,,,['France'],[],,[],?,78,326 kj(78 kcal),1,"0,5","14,2","1,8","2,8","0,61","0,244",,['mixed plastic film-packet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Spice sensation cous cous - ainsley harriott,5050665005389,['ainsley harriott'],,"['France', 'Espagne']",[],,[],?,138,577 kj(138 kcal),"1,1","0,2","25,4","3,4","5,1","0,68","0,272",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",1.1 g,en faible quantité,0.2 g,en faible quantité,3.4 g,en faible quantité,0.68 g,en quantité modérée,,-39%,-40%,-79%,-73%,-16%,-70%,-32%,-95%,-95%,,,,,,,B,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,,,,
1916,Moroccan Medly - Couscous,5050665016729,,,['France'],[],,[],?,136,569 kj(136 kcal),"1,5","0,4","24,8","3,1","4,9","0,7","0,28",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur', 'Semoules de blé dur pour couscous']",1.5 g,en faible quantité,0.4 g,en faible quantité,3.1 g,en faible quantité,0.7 g,en quantité modérée,,-62%,-62%,-25%,+5%,-65%,+17%,-60%,+407%,+407%,1,,B,,,,B,,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,,,,,,
1917,Thaï sweet chili,5050665023741,,,['France'],"['dried egg noodles ', '71%', ' [soft wheat', 'durum wheat semolina', 'egg', 'salt', 'acidity regulator ', 'potassium corbonate', ']', 'sugar', 'potato starch', 'flavourings', 'garlic powder', 'dried spring onion ', '1', '5%', 'dried red pepper ', '1', '4%', 'soy sauce powder [soy sauce ', 'water', 'soya beans', 'wheat', 'salt', 'maltodextrin', 'salf', 'onion powder', 'ground ginger', 'chilli powder', 'colour ', 'paprika extract', 'acid ', 'citric acid', 'palm oil', ' allergy advice: for allergens', 'including cereals confaining gluten', 'see ingredients in bold nutritic']","['Œufs', 'Gluten', 'Soja']","['Huile de palme', 'Non végétalien']",?,85,356 kj(85 kcal),"0,6","0,2","16,5",3,3,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,"['E160c - Extrait de paprika', 'E330 - Acide citrique']",4,,,,,,,,,,,,,,,,
1918,Snack stop cajun pasta,5050665034457,,['Végétarien'],['France'],"['dried pasta ', '61%', ' [durum wheat semolina]', 'maltodextrin', 'potato starch', 'flavourings ', 'contain barley', 'celery', 'palm oil', 'ground spice: ', 'paprika', 'cumin', 'coriander', 'onion powder', 'garlic powder', 'dried red pepper', 'lactose ', 'from milk', 'milk protein', 'dried thyme', 'dried oregano', 'colour ', 'paprika extract', 'fortified wheatflour ', 'wheatflour', 'calcium carbonate', 'iron', 'niacin', 'thiamin]', 'whey powder ', 'from milk', 'allergy advice: for allergens', 'including cereals containing gluten', 'see ingredients in bold', 'suitable for vegetarians', 'also may contain egg,']","['Céleri', 'Gluten', 'Lait']","['Huile de palme', 'Non végétalien', 'Végétarien']",?,70,293 kj(70 kcal),"0,8","0,3","13,3",1,"2,2","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,"['E160c - Extrait de paprika', 'E170i - Carbonate de calcium']",4,,,,,,,,,,,,,,,,
1919,Crème de Légumes du Potager - Rochelle - 96g e (4 * 24g),5050665036987,['Rochelle'],"['Sans colorants', 'Sans conservateurs']",['France'],"['Fécule de pomme de terre', 'maltodextrine', 'légumes 16,8 % ', 'carotte 4 %', 'pois cassé 3 %', 'rutabaga 2 %', 'butternut 2 %', ' petit pois 1,5 %', 'oignon 1,5 %', 'ail 1 %', 'chou 1 %', 'poireau 0,8%', 'huile de palme', 'sirop de glucose', 'arômes ', 'contient ORGE', 'CELERI', 'sel', 'protéines de LAIT', 'poivre', 'stabilisant ', 'dipotassium phosphate', 'persil', 'émulsifiant ', ""mono et di-glycérides d'acides gras"", 'colorant curcumine']","['Céleri', 'Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",?,39,163 kj(39 kcal),"1,5","0,8","4,9","1,2","0,6","0,77","0,308",96 g e (4 * 24 g),"['Carton', 'boîte', 'Sachet']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes de légumes', 'Soupes déshydratées', 'Soupes de légumes déshydratées']",,,,,,,,,,-73%,-72%,-9%,+24%,-79%,-72%,-80%,-71%,-71%,,,,,"['E340ii - Phosphate dipotassique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E100 - Curcumine']",4,B,,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,['Huile de palme'],,,
1920,Raisins sans Pépins -,5050713248577,,,['France'],[],,[],?,66,276 kj(66 kcal),"0,5","0,1",15,15,"0,5","0,01","0,004",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Raisins', 'Raisins sans pépins', 'Raisins frais']",0.5 g,en faible quantité,0.1 g,en faible quantité,15 g,en quantité élevée,0.01 g,en faible quantité,,+78%,+79%,+189%,+150%,+39%,+202%,+35%,,,-2,,A,,,,B,,,68.7%,0.0%,0.0%,15.2%,12.1%,4.0%,97,,,,,,
1921,Shredded Parmigiano Reggiano - Kirkland - 500g e,5050713316627,"['Kirkland', 'Costco']","['AOP', 'Point Vert']","['France', 'Royaume-Uni']","['LAIT de vache', 'sel', 'présure']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,392,1640 kj(392 kcal),"28,4","18,7",0,0,33,"1,6","0,64",500 g e,"['Frais', 'Plastique']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",28.4 g,en quantité élevée,18.7 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,-2%,-2%,-4%,-6%,-100%,,+2%,+0%,+0%,16,-4%,D,-4%,,3,D,['Italie'],['Costco'],82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,['IT 08 172 CE'],,
1922,Confiture de Framboise - Asda,5050854518447,['Asda'],,['France'],[],,[],?,133,556 kj(133 kcal),"0,1","0,1","31,8",30,"0,4","0,2","0,08",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",0.1 g,en faible quantité,0.1 g,en faible quantité,30 g,en quantité élevée,0.2 g,en faible quantité,,-41%,-41%,-63%,+116%,-40%,-42%,-41%,+839%,+839%,2,-77%,B,-77%,,,C,,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,
1923,Pumpkin seeds and oags - Ryvita,5050974000327,['Ryvita'],,['France'],[],,[],?,397,1661 kj(397 kcal),"9,2","1,6","58,7","3,7","13,5","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,Ryvita Fruit Crunch Crisp Bread 200G - 200g,5050974000556,['Ryvita'],,['France'],"['serving suggestion ryvita fruit', 'rye we believe healthy iiving is all about packing in as much good stuff as possible', "" there aren't any rules"", ' well', 'maybe one', ' do & eat things that make currant seed & oat you feel good', ' each 15g slice contains energy saturates salt 226kj 0', '8g']",,[],?,359,1502 kj(359 kcal),"5,4","0,7","61,8","19,4","8,3","0,03","0,012",200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,Cracked Black Pepper - Ryvita,5050974503736,['Ryvita'],,['France'],"['black pepper ', '3%', ' rye flour salt made with of product 104g of rye flour per 100g', ' allergy advice: for allergens', 'including cereals containing gluten', 'see ingredients in bold', ' may also contain: oats ', 'gluten', 'wheat ', 'gluten', 'sesame seeds', 'soya']",,[],?,344,1439 kj(344 kcal),"1,6","0,2","66,6","2,5","8,8","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
