,name,bar_code,eco_score,brand,categories,ingredients_origins,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,labels,markets,allergens,traceability_code,palm_ingredients,manufacturing,generic_name,link,brand_owner
1906,Mozzarella,28128977,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",,"['Autriche', 'France']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
1907,Merry Christmas - Riegelein,4013900978801,,['Riegelein'],,,['France'],[],,[],,,,,,,,,,?,,545,,2280 kj(545 kcal),,32,,0,,57,,57,,"5,5",,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,
1908,Creme et truffe,8000146036026,,,,,['France'],[],,[],,,,,,,,,,?,,279,,1167 kj(279 kcal),,"14,3",,9,,"35,8",,"1,5",,"1,8",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,
1909,Fruits pour smoothies a mixer,3263858559015,,,,,['France'],[],,[],,,,,,,,,,?,,59,,247 kj(59 kcal),,0,,0,,"12,3",,10,,"0,8",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1910,Brioche tressee pur beurre aop pamplie - Leclerc,,C,['Leclerc'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées', 'Brioches pur beurre', 'Brioche tressée pur beurre']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,
1911,Garniture pour bouchées à la reine,3021690029208,,,['Garniture pour bouchées à la reine'],,['France'],[],,[],,4.7 g,en quantité modérée,2.4 g,en quantité modérée,0.5 g,en faible quantité,1.15 g,en quantité modérée,?,,83,,347 kj(83 kcal),,"4,7",,"2,4",,"4,4",,"0,5",,"5,5",,"1,15",,"0,46",,5,,C,,,,,,,,,,,,,,,,,,,
1912,Soupe de Langoustines,3375160900161,,,,,['France'],[],,[],,,,,,,,,,?,,36,,151 kj(36 kcal),,"2,9",,"1,9",,"4,4",,"1,3",,"4,7",,"0,66",,"0,264",,,,,,,,,,,,,,,,,,,,,,,
1913,Comté Portion - Le Berger Comtois,2165745005029,D,['Le Berger Comtois'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,['France'],[],,[],,35 g,en quantité élevée,23 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,?,,430,+8%,1799 kj(430 kcal),+9%,35,+7%,23,+6%,1,+116%,1,+260%,27,+7%,"0,8",-18%,"0,32",-18%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,['Point Vert'],,,,,,,,
1914,Graines de tournesol grillés et salés - 800g,8412669040518,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,['France'],[],,[],,42 g,en quantité élevée,5.6 g,en quantité élevée,2.4 g,en faible quantité,0.44 g,en quantité modérée,?,,560,-2%,2343 kj(560 kcal),-2%,42,-8%,"5,6",+13%,13,-2%,"2,4",-0%,26,+18%,"0,44",-76%,"0,176",-76%,12,-10%,D,-10%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,800 g,,,,,,,,,,
1915,Limonade du Vexin,3760210300075,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,Equi thé,3484703444328,,,,,['France'],[],,[],,,,,,,,,,?,,20,,84 kj(20 kcal),,"0,5",,"0,5",,"4,7",,"4,7",,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
1917,Gouda jeune - Auchan,2093901010368,D,['Auchan'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas jeunes']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,['Auchan'],,,,,,,
1918,Foie gras artisanal -,3760067667222,,,,,['France'],[],,[],,,,,,,,,,?,,579,,2423 kj(579 kcal),,60,,25,,"1,8",,"0,66",,"7,8",,"0,98",,"0,392",,,,,,,,,,,,,,,,,,,,,,,
1919,Pate Negra En Rosace - Labeyrie,3033610002369,,['Labeyrie'],,,['France'],[],,[],,,,,,,,,,?,,284,,1188 kj(284 kcal),,16,,"5,6",,1,,"0,5",,34,,"5,4",,"2,16",,,,,,,,,,,,,,,,,,,,,,,
1920,Les haches boeuf - André Krief,3700048849544,E,['André Krief'],"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Steaks de bœuf hachés', 'Steaks hachés frais', 'Steaks hachés de bœuf frais']",,['France'],[],,[],,4.2 g,en quantité modérée,2.6 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,?,,162,-2%,678 kj(162 kcal),-3%,"4,2",-59%,"2,6",-39%,"1,1",+515%,"0,5",+279%,"23,5",+21%,1,+390%,"0,4",+390%,3,+142%,C,+142%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,,"['FR 86.293.004 CE', 'Vivonne (Vienne, France)']",,,,,
1921,Gnocchi,2614991041461,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,['France'],[],,[],,0.23 g,en faible quantité,0.12 g,en faible quantité,0.7 g,en faible quantité,1.26 g,en quantité modérée,?,,155,-7%,649 kj(155 kcal),-7%,"0,23",-83%,"0,12",-68%,"35,02",+6%,"0,7",-42%,"2,32",-45%,"1,26",+12%,"0,504",+12%,5,+40%,C,+40%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,,,,,
1922,Filets de poulet,0253060026118,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],,[],,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,?,,440,+236%,1841 kj(440 kcal),+239%,"1,3",-55%,"0,4",-46%,0,-100%,0,-100%,23,+1%,"0,11",-85%,"0,044",-85%,0,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1923,Buchette aus agrumes - Thiriet,3292590703677,,['Thiriet'],,,['France'],[],,[],,,,,,,,,,?,,279,,1167 kj(279 kcal),,16,,10,,30,,22,,"3,1",,"0,11",,"0,044",,,,,,,,,,,,,,,,['Thiriet'],,,,,,,
1924,Noix de Coquilles Saint Jacques,3563243000093,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,"['FR 22.325.003 CE', ""Saint-Quay-Portrieux (Côtes-d'Armor, France)""]",,,,,
1925,Axoa de veau - Biraben,3292320041888,D,['Biraben'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats au veau', 'Axoa de veau']",,['France'],[],,[],,3.3 g,en quantité modérée,1.1 g,en faible quantité,2.4 g,en faible quantité,1 g,en quantité modérée,?,,81,-38%,339 kj(81 kcal),-38%,"3,3",-32%,"1,1",-49%,"2,7",+10%,"2,4",+102%,"9,8",-35%,1,+3%,"0,4",+3%,1,-43%,B,-43%,83.4%,6.0%,2.8%,2.0%,1.2%,4.6%,40,,,,,,,,,,,
1926,Saucisson de la Haute-Loire,0247879047495,,,,,['France'],[],,[],,,,,,,,,,?,,344,,1439 kj(344 kcal),,25,,"9,1",,"0,8",,"0,05",,29,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,
1927,Cuisses de poulet - La Nouvelle Agriculture,0213402016405,D,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,['France'],[],,[],,14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,?,,824,+331%,3448 kj(824 kcal),+330%,14,+13%,"3,5",+4%,0,-100%,0,-100%,18,-2%,"0,18",-76%,"0,072",-76%,13,+268%,D,+268%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1928,Piperad Basquaise - Biraben,3292320043271,,['Biraben'],,,['France'],[],,[],,,,,,,,,,?,,35,,146 kj(35 kcal),,"0,49",,"0,06",,"5,44",,"5,36",,"1,41",,"0,77",,"0,308",,,,,,,,,,,,,,,,,,,,,,,
1929,Capsules Espresso - Lobodis - 52g,3376221115876,,['Lobodis'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,52 g,,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'Max Havelaar', 'AB Agriculture Biologique']",,,,,,,,
1930,Fromage fleurs de brebis bio,2164727008966,,,,,['France'],[],,[],,,,,,,,,,?,,329,,1377 kj(329 kcal),,"2,7",,"0,5",,"0,8",,0,,20,,"0,4",,"0,16",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,
1931,Chorizo fort,8437013039215,,,,,['France'],[],,[],,,,,,,,,,?,,335,,1402 kj(335 kcal),,"27,9",,"11,95",,"3,5",,"2,5",,"24,9",,"5,5",,"2,2",,,,,,,,,,,,,,,,,,,,,,,
1932,Foie gras de canard - Germaine de Montpezat,3760265580033,B,['Germaine de Montpezat'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,
1933,Aiguillettes de poulet - La Nouvelle Agriculture,0213329034506,D,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,['France'],[],,[],,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,?,,104,-17%,435 kj(104 kcal),-17%,"1,3",-30%,"0,4",-16%,0,-100%,0,-100%,23,+1%,"0,11",-75%,"0,044",-75%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['Point Vert', 'Bleu Blanc Cœur']",,,,,,,,
1934,Beaufort - 0.201kg,2225666028276,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",,['France'],[],,[],,32 g,en quantité élevée,21.5 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,?,,370,-8%,1548 kj(370 kcal),-8%,32,-0%,"21,5",+4%,2,+118%,0,-100%,25,-6%,1,-12%,"0,4",-12%,13,-6%,D,-6%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,0.201 kg,,,,,"['FR 63.113.081 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,,,,
1935,1883 Caramel,3217690006442,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,Cantal Entre Deux - 0.280kg,2225653022836,,,,,['France'],[],,[],,,,,,,,,,?,,375,,1569 kj(375 kcal),,29,,20,,1,,1,,26,,2,,"0,8",,,,,,,,,,,,,0.280 kg,,,,,,,,,,
1937,Saumon farci,0204706243239,,,,,['France'],[],,[],,,,,,,,,,?,,804,,3364 kj(804 kcal),,12,,"1,8",,"1,2",,"0,5",,20,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,
1938,Fricandeau,2278592031421,,,,,['France'],[],,[],,,,,,,,,,?,,345,,1443 kj(345 kcal),,28,,11,,"2,2",,0,,20,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,
1939,Saint Agur,04321042,,['Saint Agur'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Fabriqué en France', 'Sans lactose']",,,,,,,,
1940,Bloc de foie gras de canard,3432770003344,B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,['France'],[],,[],,44 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,2.4 g,en quantité élevée,?,,427,-13%,1787 kj(427 kcal),-12%,44,-13%,20,-7%,"1,7",-20%,0,-100%,"6,1",-0%,"2,4",+97%,"0,96",+97%,25,+23%,E,+23%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,
1941,3693230040334,3693230040334,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,Gratin d aubergines - Netto,3250392618322,B,['Netto'],"['Plats préparés', 'Gratins', 'Gratins de légumes', ""Gratins d'aubergine""]",,['France'],"['Aubergines préfrites 40,2% ', 'aubergines', 'huile de tournesol', 'coulis de tomates 37', '4% eu emmental* 6', '2%', 'concentré de tomates', 'farine de blé', 'basilic', 'huile de tournesol', 'ardme naturel: lactose et protéines de lait', 'crème*', ' sel', 'épice paprika', 'extrait de levure', 'sucre', 'épice curcuma', 'poivre', 'muscade *dont lait Certains ingrédients ne sont pas français']",,['Non végétalien'],4,10.1 g,en quantité modérée,3.5 g,en quantité modérée,3.5 g,en faible quantité,0.75 g,en quantité modérée,?,,134,-4%,561 kj(134 kcal),-2%,"10,1",+4%,"3,5",+52%,"5,9",+21%,"3,5",-10%,"3,2",+1%,"0,75",+21%,"0,3",+21%,5,+1699%,C,+1699%,71.1%,12.3%,5.4%,6.1%,3.0%,2.1%,76,,,,,"['Gluten', 'Lait']",,,,,,
1943,Vegebaby,8422791009871,,,,,['France'],[],,[],,,,,,,,,,?,,63,,264 kj(63 kcal),,2,,"0,3",,"8,1",,"2,2",,"2,2",,"0,03",,"0,012",,,,,,,,,,,,,,,"['Bio', 'Sans colorants', 'Sans conservateurs']",,,,,,,,
1944,Café type Moka d'Ethiopie,3542720192513,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,Gyoza vegetariens,3662317007164,,,,,['France'],[],,[],,,,,,,,,,?,,168,,703 kj(168 kcal),,"5,6",,1,,"23,4",,1,,"5,9",,"0,481",,"0,192",,,,,,,,,,,,,,,,,,,,,,,
1946,CORDON BLEU DE VOLAILLE A POELER - 0.710kg,2691605037003,D,,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus', 'Cordons bleus de volaille']",,['France'],[],,[],,17 g,en quantité modérée,4.5 g,en quantité modérée,1.6 g,en faible quantité,1.29 g,en quantité modérée,?,,261,+2%,1092 kj(261 kcal),+2%,17,+4%,"4,5",+5%,14,-1%,"1,6",+7%,12,-1%,"1,29",-1%,"0,516",-1%,12,+5%,D,+5%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,0.710 kg,,,,,,,,,,
1947,Cuisses de poulet bio,2220503089809,D,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Bio'],,,,,,,,
1948,Sweet chili - full moon,5036319014051,B,['full moon'],"['Epicerie', 'Sauces', 'Sauces aigre-douces']",,"['France', 'Espagne']",[],,[],,0.46 g,en faible quantité,0.2 g,en faible quantité,36.5 g,en quantité élevée,0.769 g,en quantité modérée,?,,158,+27%,661 kj(158 kcal),+28%,"0,46",+36%,"0,2",+261%,"38,4",+45%,"36,54",+66%,0,-100%,"0,769",-34%,"0,308",-34%,12,+21%,D,+21%,42.4%,22.5%,16.3%,10.1%,5.1%,3.6%,92,,,,,,,,,,,
1949,CUMIN,5285001070244,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,Biscotti Artigianali,8027269207577,,,,,['France'],[],,[],,,,,,,,,,?,,422,,1766 kj(422 kcal),,19,,11,,58,,27,,"5,7",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,
1951,Cotes de porc sans os x4,3266110094415,E,,"['Viandes', 'Porc', 'Côtes de porc']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,77.5%,16.7%,3.3%,1.3%,0.8%,0.5%,21,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,
1952,Jus d'Orange 100 %,6009647694058,,,,,['France'],[],,[],,,,,,,,,,?,,44,,184 kj(44 kcal),,0,,0,,"10,6",,"10,6",,"0,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1953,Feuilles de laurier les herbes chef !,3760202656241,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,Chocolat,5413123010064,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,['France'],[],,[],,33 g,en quantité élevée,22 g,en quantité élevée,50 g,en quantité élevée,0.09 g,en faible quantité,?,,540,-2%,2259 kj(540 kcal),-2%,33,-9%,22,+4%,55,+19%,50,+22%,"4,4",-39%,"0,09",-35%,"0,036",-35%,26,+11%,E,+11%,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,
1955,Soupe 7 légumes,3760038160103,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,Pago,80381082,,['Pago'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Palette à l'emmenthal rôtie d'Alsace,0290793039299,,,,,['France'],[],,[],,,,,,,,,,?,,167,,699 kj(167 kcal),,"8,1",,"3,3",,"0,5",,"0,4",,"22,9",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,
1958,Rôti filet fumé au bois hêtre,0290092064220,,,,,['France'],[],,[],,,,,,,,,,?,,131,,548 kj(131 kcal),,"4,1",,"1,7",,5,,"0,5",,"23,7",,"1,53",,"0,612",,,,,,,,,,,,,,,,,,,,,,,
1959,Smoothie pomme orange mure cassis banane - Delhaize,5400119513210,,['Delhaize'],,,"['Belgique', 'France']",[],,[],,,,,,,,,,?,,49,,205 kj(49 kcal),,"0,5",,"0,1",,12,,"9,1",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,['Delhaize'],,,,,,,
1960,Boudin blanc aux morilles - Brient,3346650229543,D,['Brient'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,['France'],[],,[],,22.8 g,en quantité élevée,8.9 g,en quantité élevée,1.8 g,en faible quantité,1.2 g,en quantité modérée,?,,258,+6%,1079 kj(258 kcal),+6%,"22,8",+13%,"8,9",+14%,"2,1",-51%,"1,8",-9%,"10,2",-1%,"1,2",-19%,"0,48",-19%,16,0%,D,0%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,
1961,Harengs en sauce -,5701379434407,B,,"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Harengs']",,['France'],[],,[],,21 g,en quantité élevée,4.4 g,en quantité modérée,13 g,en quantité élevée,1.4 g,en quantité modérée,?,,276,+48%,1155 kj(276 kcal),+49%,21,+67%,"4,4",+53%,14,+815%,13,+1267%,"6,5",-56%,"1,4",-52%,"0,56",-52%,15,+23%,D,+23%,65.1%,0.0%,5.9%,25.1%,3.0%,0.8%,77,,,,,,,,,,,
1962,Swiss roll,8719324585880,,,,,['France'],[],,[],,,,,,,,,,?,,397,,1661 kj(397 kcal),,"16,3",,"5,7",,"55,8",,"34,6",,"3,7",,"0,32",,"0,128",,,,,,,,,,,,,,,,,,,,,,,
1963,Cuisses de poulet rôti - Le Gaulois,0217637033329,D,['Le Gaulois'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,['France'],[],,[],,10 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,1.4 g,en quantité modérée,?,,168,-12%,703 kj(168 kcal),-12%,10,-19%,"2,6",-22%,0,-100%,0,-100%,19,+3%,"1,4",+84%,"0,56",+84%,5,+42%,C,+42%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1964,Épices islandaises,5694110010568,,,,,['France'],[],,[],,,,,,,,,,?,,252,,1054 kj(252 kcal),,0,,0,,56,,0,,7,,7,,"2,8",,,,,,,,,,,,,,,,,,,,,,,
1965,Céréal,7613036403092,,,,,['France'],[],,[],,,,,,,,,,?,,378,,1582 kj(378 kcal),,"3,6",,"0,7",,74,,22,,"8,7",,"0,81",,"0,324",,,,,,,,,,,,,,,,,,,,,,,
1966,Coeur de myrtille,3760081905119,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,Petillence - Les fous de terroirs,3393190038746,,['Les fous de terroirs'],,,['France'],[],,[],,,,,,,,,,?,,46,,192 kj(46 kcal),,2,,2,,"10,7",,"10,7",,2,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,
1968,Salted Caramel,0708022175576,,,,,['France'],[],,[],,,,,,,,,,?,,481,,2013 kj(481 kcal),,"22,1",,"14,4",,"65,2",,"40,3",,"3,3",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,
1969,Lemon&mint,6281026311552,,,,,['France'],[],,[],,,,,,,,,,?,,55,,230 kj(55 kcal),,50,,25,,18,,14,,0,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1970,Abricot vanille - O' Délices de Lucas,3770011110087,B,"[""O' Délices de Lucas""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,['France'],"['Abricot 58%', 'sucre', 'jus de citron', 'pectine', 'Gousse de Vanille Madagascar']",['E440 - Pectines'],[],4,0 g,en faible quantité,0 g,en faible quantité,54 g,en quantité élevée,0.03 g,en faible quantité,?,,229,+5%,958 kj(229 kcal),+4%,0,-100%,0,-100%,55,+3%,54,+7%,"0,6",+20%,"0,03",+36%,"0,012",+36%,11,+22%,D,+22%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,
1971,Limonade,3551794445036,,,,,['France'],[],,[],,,,,,,,,,?,,30,,126 kj(30 kcal),,0,,0,,"7,4",,"7,4",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1972,La spiruline - La maison de la spiruline - 500gr,3265960800061,E,['La maison de la spiruline'],"['Compléments alimentaires', 'Spiruline']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,500gr,,,,,,,,,,
1973,Comté 24mois,2399623008264,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,['France'],[],,[],,35 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.9 g,en quantité modérée,?,,418,+5%,1749 kj(418 kcal),+6%,35,+7%,23,+6%,"0,5",+8%,"0,5",+80%,27,+7%,"0,9",-8%,"0,36",-8%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
1974,Zwetschgen Fruchtaufstrich mit Lebkuchengewürz - 60g,4033301081887,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,60g,,,,,,,,,,
1975,2211314019550,2211314019550,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-15']",,,,,,,,
1976,Pains au chocolat x10,3801350004871,D,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,['France'],[],,[],,23 g,en quantité élevée,11 g,en quantité élevée,11 g,en quantité modérée,1.1 g,en quantité modérée,?,,405,+2%,1695 kj(405 kcal),+2%,23,+5%,11,-17%,40,-5%,11,-8%,"8,4",+17%,"1,1",+22%,"0,44",+22%,21,+7%,E,+7%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,
1977,Chocolat au lait aux granulés de sucre,2030913199995,,,,,['France'],[],,[],,,,,,,,,,?,,533,,2230 kj(533 kcal),,30,,"18,1",,"58,8",,56,,"5,8",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,
1978,Pâté de Porc Fermier -,3529356161809,,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Porc']",,['France'],[],,[],,32 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,1.5 g,en quantité modérée,?,,355,+21%,1485 kj(355 kcal),+23%,32,+31%,11,+19%,"1,6",-9%,"0,6",-23%,15,0%,"1,5",-23%,"0,6",-23%,20,+6%,E,+6%,,,,,,,,,,,,,,,,,,
1979,Smoked ham,2800233003469,,,,,['France'],[],,[],,,,,,,,,,?,,129,,540 kj(129 kcal),,5,,2,,1,,1,,20,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,
1980,Mélange Sambaha,2600223014501,,,,,['France'],[],,[],,,,,,,,,,?,,465,,1946 kj(465 kcal),,18,,"6,6",,"65,9",,"12,7",,8,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,
