,name,bar_code,eco_score,brand,categories,ingredients_origins,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,labels,markets,allergens,traceability_code,palm_ingredients,manufacturing,generic_name,link,brand_owner
648,Canard à l'orange -,3382563111261,D,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au canard']",,['France'],[],,[],,14 g,en quantité modérée,4.7 g,en quantité modérée,1.7 g,en faible quantité,1.19 g,en quantité modérée,?,,695,+192%,2908 kj(695 kcal),+193%,14,-19%,"4,7",-22%,"5,4",+28%,"1,7",+130%,"4,3",-71%,"1,19",+3%,"0,476",+3%,17,+72%,D,+72%,80.1%,13.0%,2.0%,3.0%,1.1%,0.8%,38,,,,,,,,,,,
649,Life crackers - Lifefood - 90g,8594071482732,,['Lifefood'],,,['France'],[],,[],,,,,,,,,,?,,553,,2314 kj(553 kcal),,42,,5,,6,,3,,20,,19,,"7,6",,,,,,,,,,,,,90g,,,,,,,,,,
650,Sauce de soja saveur champignon,4892958100040,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Diot fumé,2271994041593,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Pain d'epices,3278072200223,B,,"['Biscuits et gâteaux', ""Pains d'épices""]",,['France'],[],,[],,0.5 g,en faible quantité,0.2 g,en faible quantité,46.6 g,en quantité élevée,0.1 g,en faible quantité,?,,326,-3%,1364 kj(326 kcal),-4%,"0,5",-86%,"0,2",-84%,"77,2",+9%,"46,6",+15%,"5,6",+29%,"0,1",-77%,"0,04",-77%,14,-1%,D,-1%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,,,,
653,Arborio,8032605020314,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz de variété japonica', 'Riz pour risotto', 'Riz à grain court', 'Riz arborio']",,['France'],[],,[],,0.6 g,en faible quantité,0.1 g,en faible quantité,0.3 g,en faible quantité,0.01 g,en faible quantité,?,,349,-1%,1460 kj(349 kcal),-1%,"0,6",-16%,"0,1",-45%,78,-0%,"0,3",+39%,"7,4",+5%,"0,01",+94%,"0,004",+94%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,
654,Huile vierge de colza,3770009439008,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,,,,
655,Tartelettes aux noix,0207940018373,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Coupe fraise,3276550585381,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Vignerons de correns,3273942009302,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,
658,Pain speciaux aux cereales,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Maille Vinaigre de Vin Blanc à la Figue 25cl - 250ml,8722700261230,B,"['Maille', 'Unilever']","['Vinaigres', 'Vinaigres de vin']",,['France'],"[""Vinaigre d'alcool 43%"", 'purée de figue 40%', 'sucre', 'stabilisant E414', 'acidifiant E300', 'conservateur E224 ', 'SULFITES']","[""E414 - Gomme d'acacia"", 'E300 - Acide ascorbique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",['Sans huile de palme'],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,250 ml,,['Point Vert'],,['Anhydride sulfureux et sulfites'],,,,Vinaigre d'alcool à la figue,,
660,Fondants au chocolat,0201113019358,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Le jus de grenade et figue de barbarie,3412941600114,,,,,['France'],[],,[],,,,,,,,,,?,,54,,226 kj(54 kcal),,0,,0,,"14,3",,13,,"0,2",,"0,021",,"0,008",,,,,,,,,,,,,,,['Bio'],,,,,,,,
662,Nectar Multifruits - Eco+,3450970464680,D,['Eco+'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars multifruits']",,['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,5.5 g,en quantité modérée,0.01 g,en faible quantité,?,,22,-48%,92 kj(22 kcal),-48%,"0,5",+159%,"0,1",+252%,"5,5",-45%,"5,5",-42%,"0,5",+60%,"0,01",+4%,"0,004",+4%,8,-25%,D,-25%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,
663,Bonbons dragéifiés a base de chocolat au lait colorés,2080750180052,,,,,['France'],[],,[],,,,,,,,,,?,,443,,1854 kj(443 kcal),,"13,8",,"8,2",,"76,5",,"76,2",,"2,9",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
664,Tomme de savoie - Carrefour,2258932016530,D,['Carrefour'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'en:tomme-cheese-from-mountain-or-savoy']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,['Carrefour'],,,,,,,
665,Pain NORDIK,0209950008535,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Rillette pur porc,3760113830389,D,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",,['France'],[],,[],,41 g,en quantité élevée,18 g,en quantité élevée,1 g,en faible quantité,1 g,en quantité modérée,?,,428,+8%,1791 kj(428 kcal),+9%,41,+11%,18,+28%,1,+98%,1,+194%,14,-11%,1,-22%,"0,4",-22%,19,-3%,E,-3%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,
667,Gruyere Swizerland,2890904039958,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Fabriqué en Suisse'],,,,,,,,
668,Tarte normande 6 parts,3250391134861,,,"['Tartes', 'Tartes sucrées', 'Tartes normandes']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,2090000173888,2090000173888,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Xxl energy,9501100001207,,,,,['France'],[],,[],,,,,,,,,,?,,52,,218 kj(52 kcal),,0,,0,,13,,13,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
671,passierte Tomaten - real Bio - 500g,4334011201276,A,['real Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Coulis de tomates']",,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,500 g,['tetra pak'],['Bio'],,,,,,,,
672,Champignons - real Bio,4334011120621,A,['real Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Champignons de Paris']",,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,['Glas'],"['Bio', 'Bio européen']",,,,,,,,
673,Filet de poulet - Le gaulois,2444670039294,D,['Le gaulois'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
674,Arôme banane,2700784333568,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Bio pure origine - Kritsen,3321431025897,,['Kritsen'],,,['France'],[],,[],,,,,,,,,,?,,176,,736 kj(176 kcal),,"9,6",,"1,8",,"0,5",,"0,5",,22,,3,,"1,2",,,,,,,,,,,,,,,['Bio'],,,,,,,,
676,Follicle activ,3700327002004,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Farce à legume,2887589022245,,,"['Viandes', 'Préparations de viande', 'Préparations de viande hachée']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Macaron citron framboise,1900000555236,D,,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,
679,8681694011491,8681694011491,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,Grand Cacao Drinking Chocolate,0071818753006,,,,,['France'],[],,[],,,,,,,,,,?,,114,,477 kj(114 kcal),,3,,"1,7",,"11,4",,8,,"1,7",,"0,001",,0,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,
681,Chiffon - Barine - 10€,8681694013365,,['Barine'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,10€,,,,,,,,,,
682,soan papdi,8903059608277,,,,,['France'],[],,[],,,,,,,,,,?,,435,,1820 kj(435 kcal),,12,,1,,3,,3,,6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
683,"volae - valoe - 0,388kg",0211008048080,,['Valoe'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"0,388kg",['2 filets de poulet'],"['Viande-francaise', 'Volaille-francaise']",,,,,,,,
684,Pate de chili,8717677861217,,,,,['France'],[],,[],,,,,,,,,,?,,16,,67 kj(16 kcal),,"0,5",,"0,1",,"2,3",,"1,2",,"0,6",,"8,9",,"3,56",,,,,,,,,,,,,,,,,,,,,,,
685,Pur jus de pomme - Sanofruit,3566140331079,C,['Sanofruit'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,['France'],[],,[],,0.14 g,en faible quantité,0.046 g,en faible quantité,9.6 g,en quantité élevée,0.013 g,en faible quantité,?,,44,-4%,184 kj(44 kcal),-4%,"0,14",-22%,"0,046",+36%,10,-9%,"9,6",-8%,"0,17",-22%,"0,013",+4%,"0,005",+4%,4,-4%,C,-4%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,,,
686,Château de la Gardine - 1,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,1,,,,,,,,,,
687,Découpe de dinde bio,0213030038503,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
688,"Découpe de poulet fermier bio - 0,182kg",0213044033396,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"0,182 kg",,['Bio'],,,,,,,,
689,Glace vanille pur gousse,3448270005801,,,,,['France'],[],,[],,,,,,,,,,?,,198,,828 kj(198 kcal),,"11,1",,"9,6",,"26,4",,26,,"2,4",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,
690,Lukai Sweetened Jujube ( Crystalized Jujube ) 8 Oz,6921996100014,,,,,['France'],[],,[],,,,,,,,,,?,,69,,289 kj(69 kcal),,"1,8",,"0,9",,"10,6",,"4,4",,2,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,
691,8681694011569,8681694011569,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Kaki,8412276511166,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Kakis']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Délice de Noël - Famille Mary,3760115094222,,['Famille Mary'],,,['France'],[],,[],,,,,,,,,,?,,233,,975 kj(233 kcal),,"0,7",,"0,1",,"55,7",,"54,5",,"0,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
694,Ginger beer,5708636840391,,,,,['France'],[],,[],,,,,,,,,,?,,40,,167 kj(40 kcal),,0,,0,,"8,5",,"8,5",,0,,0,,0,,,,,,,,,,,,,,,['Bio'],,,,,,,,
695,Ice Tea Bio,2990000000170,,,,,['France'],[],,[],,,,,,,,,,?,,24,,100 kj(24 kcal),,"0,5",,"0,1",,5,,5,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,['Bio'],,,,,,,,
696,Romarin,5400101258051,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Romarin']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,,,,,,,,,,
697,Chocolat Au Lait Et Noisettes Du Piémont - La Grande Epicerie de Paris,3346041489419,,['La Grande Epicerie de Paris'],,,['France'],[],,[],,,,,,,,,,?,,575,,2406 kj(575 kcal),,"45,81",,25,,"31,37",,"31,37",,"9,3",,"0,005",,"0,002",,,,,,,,,,,,,,,,,,,,,,,
698,Miel Crémeux - La Grande Epicerie de Paris,3346041395819,,['La Grande Epicerie de Paris'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,"['EMB 21231', ""Dijon (Côte-d'Or, France)""]",,,,,
699,Rouleaux Reglisse - JusteBio - 150g,3700146202302,E,['JusteBio'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,['France'],[],,[],,1 g,en faible quantité,0.2 g,en faible quantité,40 g,en quantité élevée,0.75 g,en quantité modérée,?,,355,-0%,1485 kj(355 kcal),-1%,1,-46%,"0,2",-81%,80,-4%,40,-31%,"5,6",+164%,"0,75",+520%,"0,3",+520%,15,+4%,D,+4%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,150 g,,['Bio'],,,,,,,,
700,Panda en chocolat,3367279917369,,,,,['France'],[],,[],,,,,,,,,,?,,582,,2435 kj(582 kcal),,39,,23,,52,,52,,"5,8",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,
701,Sobrasada,2559655002702,,,,,['France'],[],,[],,,,,,,,,,?,,535,,2238 kj(535 kcal),,53,,"20,9",,"1,5",,"0,5",,"14,9",,"3,3",,"1,32",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-016-CL']",,,,,,,,
702,Vermicelli Gebratene Fadennudeln 200 g TRS,5017689048327,,,,,['France'],[],,[],,,,,,,,,,?,,298,,1247 kj(298 kcal),,0,,0,,72,,"4,4",,12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
703,Pain de mie sandwich cereales,3760049796865,,,,,['France'],[],,[],,,,,,,,,,?,,285,,1192 kj(285 kcal),,"6,1",,"0,7",,47,,"5,3",,"8,5",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,
704,Chocolat au lait,74012305,E,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,['France'],[],,[],,42 g,en quantité élevée,16 g,en quantité élevée,40 g,en quantité élevée,0.2 g,en faible quantité,?,,592,+7%,2477 kj(592 kcal),+7%,42,+22%,16,-18%,44,-15%,40,-18%,"8,8",+23%,"0,2",-14%,"0,08",-14%,25,-2%,E,-2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,
705,Keralan spiced chicken soup - Waitrose,5000169117750,,['Waitrose'],,,"['France', 'Royaume-Uni']",[],,[],,,,,,,,,,?,,99,,414 kj(99 kcal),,"6,5",,"4,7",,"5,3",,2,,4,,"0,4",,"0,16",,,,,,,,,,,,,,,,['Waitrose'],,,,,,,
706,Sesame coco,3609760200193,,,,,['France'],[],,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,542,,2268 kj(542 kcal),,38,,22,,36,,31,,9,,"0,07",,"0,028",,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien', 'Sans sucre ajouté', 'Sans additifs']",,,,,,,,
707,Chips sel et poivre,02960685,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', 'Chips au sel et au poivre']",,['France'],[],,[],,22.7 g,en quantité élevée,2.5 g,en quantité modérée,2 g,en faible quantité,1.3 g,en quantité modérée,?,,442,-16%,1849 kj(442 kcal),-16%,"22,7",-29%,"2,5",-15%,"53,9",+4%,2,-14%,"6,3",+3%,"1,3",-9%,"0,52",-9%,12,+5%,D,+5%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,,,,
708,Foie gras a la truffe - Picard,3270160883615,,['Picard'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Picard'],,,,,,,
709,Barre de proteine,8690949000753,,,,,['France'],[],,[],,,,,,,,,,?,,450,,1883 kj(450 kcal),,"25,38",,"1,34",,"38,6",,"18,57",,"16,8",,"0,36",,"0,144",,,,,,,,,,,,,,,,,,,,,,,
710,Top hero,0634158511301,,,,,['France'],[],,[],,,,,,,,,,?,,260,,1088 kj(260 kcal),,"3,3",,"1,6",,"4,8",,"2,9",,"52,9",,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,
711,Papillotes Auteuil,3257984990996,,['Auteuil'],,,['France'],[],,[],,,,,,,,,,?,,543,,2272 kj(543 kcal),,34,,17,,50,,49,,7,,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,
712,Saucisse au choux,3381050002259,,,,,['France'],[],,[],,,,,,,,,,?,,263,,1100 kj(263 kcal),,"22,9",,11,,"0,7",,"0,7",,"13,6",,"2,4",,"0,96",,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,
713,Coulis de chocolat - L’artisan chocolatier - 280g,3760008562685,,['L’artisan chocolatier'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,280g,,,,,,,,,,
714,Chocolat - Abtey,3120470130209,,['Abtey'],,,['France'],[],,[],,,,,,,,,,?,,545,,2280 kj(545 kcal),,32,,20,,57,,56,,"6,1",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,
715,Jambon de Bayonne,0253843114278,E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'Jambons de Bayonne', 'en:raw-cured-ham']",,['France'],[],,[],,15.3 g,en quantité modérée,6.8 g,en quantité élevée,0.5 g,en faible quantité,4.5 g,en quantité élevée,?,,254,+4%,1063 kj(254 kcal),+3%,"15,3",+9%,"6,8",+14%,"0,5",-21%,"0,5",+8%,"28,5",-3%,"4,5",-6%,"1,8",-6%,19,+6%,E,+6%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,,,,,,,,
716,Confiture de fraise fabrication maison,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,
717,Croissant pur beurre AOP,0208751016732,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,,,,,,,,,,,
718,Bavette - Charal,0292475044416,,['Charal'],,,['France'],[],,[],,,,,,,,,,?,,131,,548 kj(131 kcal),,"5,7",,"2,2",,0,,0,,20,,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,,,,
719,Foie gras de canard (bloc) - Produits Blancs,5400101051058,B,['Produits Blancs'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,['France'],[],,[],,53 g,en quantité élevée,23 g,en quantité élevée,1.6 g,en faible quantité,1.1 g,en quantité modérée,?,,511,+4%,2138 kj(511 kcal),+5%,53,+5%,23,+7%,2,-6%,"1,6",+20%,"6,4",+5%,"1,1",-10%,"0,44",-10%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,
720,Pure night detox tea - Fitvia,82269241,,['Fitvia'],,,['France'],[],,[],,,,,,,,,,?,,2,,8 kj(2 kcal),,"0,5",,"0,1",,"0,5",,"0,5",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
721,Jungle Muesli,6009518201996,,,,,['France'],[],,[],,,,,,,,,,?,,388,,1623 kj(388 kcal),,"13,5",,"5,9",,63,,"17,2",,"8,9",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,
722,Foie gras de canard cru,2672673179086,,,,,['France'],[],,[],,,,,,,,,,?,,570,,2385 kj(570 kcal),,59,,26,,"2,5",,"1,5",,"6,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,"['FR 40.281.001 CE', 'Saint-Pierre-du-Mont (Landes, France)']",,,,,
723,Viande bovine piece à fondue,2600026058849,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,
724,Clementine pomme kiwi fraise raisin,0291457032274,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,All Butter Shortbread - McVitie's,5000396037241,C,"[""McVitie's"", 'McVities']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Shortbread']",,['France'],[],,[],,5.5 g,en quantité modérée,3.4 g,en quantité modérée,3.2 g,en faible quantité,0.1 g,en faible quantité,?,,104,-80%,435 kj(104 kcal),-80%,"5,5",-80%,"3,4",-80%,"12,1",-80%,"3,2",-83%,"1,3",-76%,"0,1",-85%,"0,04",-85%,4,-81%,C,-81%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,,,,
726,Macarons,0202593036088,D,,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,['France'],[],,[],,18 g,en quantité modérée,4.3 g,en quantité modérée,52 g,en quantité élevée,0.16 g,en faible quantité,?,,416,-2%,1741 kj(416 kcal),-2%,18,+1%,"4,3",-5%,52,-6%,52,+3%,"9,8",+14%,"0,16",+12%,"0,064",+12%,19,+8%,E,+8%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,
727,Pain aux céréales sans gluten - Cactus - 630g,,,['Cactus'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,630 g,,['en:gluten-free'],,,,,,,,
728,Pain boule blanche,0276607007227,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Steers Hot Peri Peri Sauce 375 ML,6001770000065,,,,,['France'],[],,[],,,,,,,,,,?,,77,,322 kj(77 kcal),,"0,4",,"0,2",,16,,"13,4",,"1,6",,"0,825",,"0,33",,,,,,,,,,,,,,,,,,,,,,,
730,Poulet fermier de Challans label rouge,0215761040213,D,,"['Viandes', 'Volailles', 'Poulets']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Label Rouge'],,,,,,,,
731,Chalet de Noël - Nestlé,3274664099220,,['Nestlé'],,,['France'],[],,[],,,,,,,,,,?,,176,,736 kj(176 kcal),,"7,2",,"6,2",,"25,9",,"23,2",,"1,6",,"0,06",,"0,024",,,,,,,,,,,,,,,['Sans arômes artificiels'],,,,,,,,
