,name,bar_code,eco_score,quantity,packaging,brand,categories,ingredients_origins,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,manufacturing,traceability_code,nova_score,additives,allergens,palm_ingredients,generic_name,origin_detail,producer_info,link,brand_owner
394,Boudins blancs de volaille au porto X 4 - Itineraire des saveurs,3250390313045,D,,,['Itineraire des saveurs'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,['Intermarché'],['France'],"['Viande de poulet* ', '33%', 'gras de porc* ', 'lait', 'amidon de maïs', '** ', '3%', 'dextrose de maïs', 'sel', 'poudre de lait', 'stabilisant : triphosphate Porto rouge de sodium ', ' protéines de lait', ""blanc d'œuf déshydraté"", 'arôme naturel', ' Enveloppe : boyau naturel de porc', ' *Origine : France et ** Origine : Portugal', ' Traces éventuelles de blé', 'moutarde', 'sulfites et fruits à coque']","['Non végétalien', 'Non végétarien']",28.4 g,en quantité élevée,10.7 g,en quantité élevée,3 g,en faible quantité,2.21 g,en quantité élevée,?,,316,+30%,1322 kj(316 kcal),+30%,"28,4",+41%,"10,7",+37%,"4,5",+5%,3,+52%,"10,4",+1%,"2,21",+48%,"0,884",+48%,22,+38%,E,+38%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,4,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition']",['Lait'],,,,,,
395,2 Cordons Bleus de Dinde - Volaé - 200g,3250390318491,C,200 g,['Carton'],['Volaé'],"['Viandes', 'Plats préparés', 'Préparations de viande', 'Volailles', 'Produits panés', 'Dindes', 'Préparations à la dinde', 'Cordons bleus', 'Cordons bleus de dinde']",['France'],,['France'],[],[],12.1 g,en quantité modérée,3.4 g,en quantité modérée,1 g,en faible quantité,1.35 g,en quantité modérée,911,-0%,?,,911 kj(218 kcal),-2%,"12,1",-1%,"3,4",+7%,"14,4",0%,1,-43%,"12,4",-2%,"1,346",+1%,"0,538",+1%,4,-44%,C,-44%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,"['Viande-francaise', 'Volaille-francaise']",['France'],,,,,,,,,,
396,Potage a La Volaille,3250390325109,,,,,,,,['France'],[],[],,,,,,,,,?,,103,,431 kj(103 kcal),,1,,"0,3",,"20,4",,"3,7",,2,,"4,1",,"1,64",,,,,,,,,,,,,,,,,,,,,,,,
397,Pêche Miraculeuse - Ivoria - 350g,3250390340690,,350 g,"['Sachet', 'Plastique']","['Ivoria', 'Intermarché']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Chocolats', 'Moulages en chocolat']",,['Intermarché'],['France'],[],[],31.8 g,en quantité élevée,20.3 g,en quantité élevée,57 g,en quantité élevée,0.16 g,en faible quantité,?,,545,-1%,2280 kj(545 kcal),-1%,"31,8",-7%,"20,3",-4%,57,+6%,57,+9%,"6,2",-7%,"0,16",-18%,"0,064",-18%,26,-1%,E,-1%,,,,,,,,,,,,,,,,,,,
398,Mielak - Chabrior,3250390345817,,,,['Chabrior'],,,,['France'],[],[],,,,,,,,,?,,384,,1607 kj(384 kcal),,"2,1",,"0,5",,"84,2",,"26,1",,"5,2",,"0,37",,"0,148",,,,,,,,,,,,,,,,,,,,,,,,
399,Complet Volkoren - Chabrior - 24,3250390366638,,24,,['Chabrior'],,,['Intermarché'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['EMB 37122F', 'Joué-lès-Tours (Indre-et-Loire, France)']",,,,,,,,,
400,Choux  Farci - Monique Ranou,3250390380160,,,,['Monique Ranou'],,,['Intermarché'],['France'],"['eau', 'gras de porc', 'oignons préfrits 4,7% ', 'oignons', 'huile tournesol', 'fibte lactose* et protéines de lait', 'PBil', 'sel', 'mélange aromatigue** ', ""dextrose méla Ige 't40iceset arômes"", 'arôme de fumée', 'Pourcentages exfime surPlao farce', ' * dont Et', ' donigluten', ' Trac$ éventuelles de : ?uE', '?ns', 'molluques', 'céleri', 'moutarde', ' INFORMATIONS : : du réfrigérateur GI 200 : 72 heur""', ' Congélateur ', '-180C', "" : jusqu'à la date indiquée sur Pemballage"", ' NEMS RECONGELERAPRSDECONGELUTION']",['Non végétalien'],,,,,,,,,?,,151,,632 kj(151 kcal),,"8,2",,5,,"7,8",,"2,14",,"8,9",,0,,0,,,,,,,,,,,,,,,,4,,"['Céleri', 'Lait', 'Moutarde']",,,,,,
401,Saint Eloi Riz Rond - 1kg,3250390385578,B,1 kg,"['Boîte', 'Carton']",['Saint Eloi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']",,['Intermarché'],['France'],['Riz rond'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1 g,en faible quantité,0.2 g,en faible quantité,2.9 g,en faible quantité,,,1460,0%,?,,1460 kj(349 kcal),+3%,1,-17%,"0,2",-26%,76,+5%,"2,9",+736%,7,-3%,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,"['Charmes sur Rhône', 'Ardèche', 'France']",,1,,,,Riz rond,,,,
402,"Costières De Nîmes, Cuvée Des Manades, Vin Rosé",3250390386957,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Salade au thon américaine - Netto - 280g,3250390391555,,280 g,['Conserve'],['Netto'],"['Conserves', 'Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Salades au thon', 'Plats préparés en conserve', 'Salades de légumes']",,['Netto'],['France'],"['Maïs 22%', 'thon 20%', 'eau', 'carottes', 'petits pois', 'cornichons ', 'cornichons', 'eau', ""vinaigre d'alcool"", 'sel', 'metabisulfite de sodium', 'chlorure de calcium', ' ', 'dont sulfites', 'huile végétale', 'poivrons', 'oignons', 'olives noires', 'sucre', 'sel', ""vinaigre d'alcool"", 'moutarde', 'épaississants : gomme xanthane - farine de graine de guar', 'arômes', 'poivre', 'colorant : extrait de paprika']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",6.2 g,en quantité modérée,,,,,,,?,,115,-24%,481 kj(115 kcal),-21%,"6,2",-25%,,,"7,3",-7%,,,"7,4",-8%,,,,,,,,,,,,,,,,,['Capitaine Cook S.A.S. - ZA de Keranna - 29360 Clohars-Carnoët'],"['FR 29.215.500 CE', 'Plozévet (Finistère, France)']",4,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E160c - Extrait de paprika']","['Poisson', 'Moutarde']",,Salade au thon américaine,,,,
404,Pocket Multi Fruits - Paquito - 20cl,3250390393429,C,20 cl,['Carton'],['Paquito'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits']",,['Intermarché'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,
405,Eau - Vernet - 6,3250390393726,,6,,['Vernet'],,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,100% pur jus multifruits - Paquito,3250390394242,D,,,['Paquito'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de fruits pur jus', 'Jus multifruits pur jus']",,,['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité élevée,0.01 g,en faible quantité,?,,49,+2%,205 kj(49 kcal),+2%,"0,5",+160%,"0,1",+252%,12,+8%,12,+15%,"0,5",+16%,"0,01",+25%,"0,004",+25%,5,+11%,C,+11%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,
407,Saucisson sec d'Auvergne,3250390407980,D,,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', ""Saucisson sec d'Auvergne""]",,,['France'],[],[],28.8 g,en quantité élevée,11.2 g,en quantité élevée,0.5 g,en faible quantité,6.1 g,en quantité élevée,?,,380,-1%,1590 kj(380 kcal),-1%,"28,8",-2%,"11,2",-3%,"0,5",-68%,"0,5",-50%,30,+7%,"6,1",+24%,"2,44",+24%,24,+1%,E,+1%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,['Label Rouge'],,,,,,,,,,,
408,Préparation de Miel et de Gelée Royale - Elodie - 250g e,3250390420286,,250 g e,"['Verre', 'Pot', 'Bocal']",['Elodie'],['Produits de la ruche'],,['Intermarché'],['France'],"['Miel 97%', 'gelée royale 3%']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",0.8 g,en faible quantité,0.1 g,en faible quantité,68.9 g,en quantité élevée,0 g,en faible quantité,?,,283,-6%,1184 kj(283 kcal),-6%,"0,8",+385%,"0,1",+79%,"68,9",-11%,"68,9",+0%,"0,7",+84%,0,-100%,0,-100%,13,-2%,D,-2%,,,,,,,,"['Labels de distributeurs', 'Point Vert', 'Sélection Intermarché']",,,3,,,,Préparation de Miel et de Gelée Royale,,,,
409,Campaniere Pain Pave,3250390424574,,,,['Campaniere'],,,,['France'],[],[],,,,,,,,,?,,248,,1038 kj(248 kcal),,"1,1",,"0,3",,"48,8",,"1,5",,"9,3",,"1,36",,"0,544",,,,,,,,,,,,,,,,,,,,,,,,
410,Poulet sauce curry et riz basmati - Itinéraire des Saveurs - 300g,3250390427759,E,300 g,"['Carton', 'Barquette', 'Plastique', 'Frais']",['Itinéraire des Saveurs'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à base de riz', 'Poulets', 'Volailles cuites', 'Plats à la volaille', 'Poulets cuisinés', 'Plats au poulet', 'Poulets au curry']",,['Intermarché'],['France'],"['Riz basmati cuit 45,3 % ', 'riz basmati', 'eau', 'viande de poulet cuite traitée en salaison 17,5 % [viande de poulet', 'eau', 'saumure ', 'sirop de glucose', 'sel', 'stabilisant : triphosphate de sodium', 'gélifiant : algues Euchema transformées', 'antioxydant : érythorbate de sodium]', 'eau', 'crème fraîche ', 'dont lait', 'courgettes 4,4 %', 'base curry ', 'dont lait', ' [sirop de glucose', 'fécule de manioc', 'matière grasses végétales de palme et coprah', 'sel', 'arômes', 'amidon transformé de maïs', 'épices ', 'curry 6,2 %', 'curcuma', 'carvi', 'coriandre', 'fenugrec', 'cardamome', 'anis', 'poivre', 'piment de Cayenne', 'girofle', 'aromates ', 'ail et oignons déshydratés', 'poudre de tomate', 'gélifiant : gomme xanthane', 'saccharose]', 'champignons noirs', 'pousses de bambou carottes 2,9 %', 'poivrons rouges 2,2 %', 'fromage blanc ', 'dont lait', 'sel']","['Huile de palme', 'Non végétalien', 'Non végétarien']",2.5 g,en faible quantité,1.2 g,en faible quantité,0.7 g,en faible quantité,0.63 g,en quantité modérée,464,-6%,?,,464 kj(111 kcal),-15%,"2,5",-46%,"1,2",-34%,"16,2",+17%,"0,7",-61%,"5,3",-26%,"0,63",-18%,"0,252",-18%,1,-27%,B,-27%,80.4%,13.1%,1.9%,2.8%,1.1%,0.8%,36,"['Labels de distributeurs', 'Viande-francaise', 'Poulet Français', 'Sélection Intermarché']",,"['FR 35.139.001 CE', 'Laillé (Ille-et-Vilaine, France)', 'EMB 35139A', 'Laillé (Ille-et-Vilaine, France)']",4,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",['Lait'],,Riz basmati et viande de poulet accompagnée d'une sauce au curry,,,,
411,Goûter fourrés parfum chocolat -,3250390445333,D,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits fourrés']",,,['France'],[],[],14 g,en quantité modérée,6.5 g,en quantité élevée,28 g,en quantité élevée,0.77 g,en quantité modérée,?,,435,-7%,1820 kj(435 kcal),-8%,14,-27%,"6,5",-24%,70,+5%,28,-15%,"6,1",+5%,"0,77",+39%,"0,308",+39%,20,+1%,E,+1%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,,,,,,,
412,Haricots blancs à la tomate - Saint Eloi,3250390446026,B,,,['Saint Eloi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Plats préparés', 'Légumes secs', 'Haricots', 'Légumes préparés', 'Haricots blancs', 'Haricots à la tomate']",,['Intermarché'],['France'],"['Haricots', 'eau', 'concentré de tomates ', '1%', 'sel', ' arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.6 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,1 g,en quantité modérée,?,,93,+2%,389 kj(93 kcal),+7%,"0,6",+5%,"0,2",+75%,"14,3",+16%,"0,5",-80%,5,+1%,1,+31%,"0,4",+31%,2,,B,,17.3%,37.5%,18.0%,13.6%,7.9%,5.7%,96,,,,4,,,,,,,,
413,Bouton d'Or - Mélange Prestige - 150g,3250390462064,E,150 g,['Plastique'],"[""Bouton d'Or""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Apéritif', 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou', 'Graines grillées']","[""Matières premières d'importation""]",,['France'],"['Cacahuètes blanchies', 'noisettes', 'noix de macadamia', 'noix de pécan', 'noix de cajou', 'huile végétale ', 'tournesol', 'sel', 'antioxyègne : E320']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,3,['E320 - Butylhydroxyanisol'],['Fruits à coque'],,Mélange de graines grillées salées,,,,
414,Barres céréalières Raisin & Noix de Coco - Netto - 125g,3250390473046,,125 g,['Carton'],['Netto'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,['Netto'],['France'],"['Céréales 38% ', ""flocons d'avoine"", 'farine de blé', 'sirop de glucose de blé', 'raisins 10,2% ', 'raisin', 'huile de coton', 'noix de coco 9,5%', 'huile de palme', 'stabilisant : sorbitols', 'sucre', 'dextrose', 'caramel aromatique ', 'sucre', 'eau', ""correcteur d'acidité : hydroxyde de sodium"", 'sel', 'arôme', ""émulsifiant : sucroesters d'acide gras "", 'E473']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",11.8 g,en quantité modérée,8.7 g,en quantité élevée,30.6 g,en quantité élevée,0.24 g,en faible quantité,?,,408,-4%,1707 kj(408 kcal),-4%,"11,8",-25%,"8,7",+46%,"67,4",+12%,"30,6",+12%,"5,8",-22%,"0,24",-39%,"0,096",-39%,20,+52%,E,+52%,,,,,,,,,['France'],"['EMB 45008A', 'Artenay (Loiret, France)']",4,"['E420 - Sorbitol', 'E524 - Hydroxyde de sodium', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition']","['Gluten', 'Avoine']",['Huile de palme'],,,,,
415,Celeri rémoulade - Monique Ranou,3250390476559,B,,,['Monique Ranou'],"['Plats préparés', 'Légumes préparés', 'Céleris Rémoulade']",,,['France'],[],[],14 g,en quantité modérée,0.7 g,en faible quantité,1.2 g,en faible quantité,1.16 g,en quantité modérée,?,,147,+13%,615 kj(147 kcal),+13%,14,+21%,"0,7",-29%,"2,7",-17%,"1,2",-31%,"1,1",-9%,"1,16",+15%,"0,464",+15%,6,+75%,C,+75%,68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,
416,Cuisses de poulet surgelées - Netto - 2000g,3250390490180,C,2000 g,,['Netto'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,['Netto'],['France'],"['Cuisses de poulet ', 'origine : Danemark']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",14 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,0.15 g,en faible quantité,807,-0%,?,,807 kj(193 kcal),+1%,14,+13%,3,-10%,0,-100%,0,-100%,17,-8%,"0,15",-80%,"0,06",-80%,-1,-128%,A,-128%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Sans colorants'],,,1,,,,,,,,
417,Courgettes Cuisinées Recette Provencale - Saint eloi,3250390491026,,,,['Saint eloi'],,,['Intermarché'],['France'],"['CUISINÉES À LA SAUCE TOMATE', ""huile d'olive vierge extra 1,9% : Courgettes 50% "", 'dont huile de tournesol', 'tomates 25% [tomates']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,65,,272 kj(65 kcal),,"2,8",,"0,4",,"6,8",,"6,5",,"1,8",,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,
418,Sauvanet Netto Printaniere De Legumes Surgele,3250390491873,,,,['Netto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Printanière de légumes']",,['Netto'],['France'],"['Petits pois doux ', '20% min', 'pommes de terre entières 120% min] haricots verts coupés ', '16% min', 'jeunes carottes entières ', '16% min]', ' oignons émincés ', '8% mine']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,2.5 g,en faible quantité,0.06 g,en faible quantité,?,,54,+6%,226 kj(54 kcal),+4%,"0,5",+58%,"0,1",-12%,"8,4",+3%,"2,5",+9%,"2,5",+6%,"0,06",+5%,"0,024",+5%,-10,,A,,,,,,,,,,,,1,,,,,,,,
419,Pamplemousse rose - Solal,3250390505099,,,,['Solal'],['Boissons'],,,['France'],['JUS DE PAMPLEMOUSSE ROSE A BASE DE CONCENTRE'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.3 g,en faible quantité,0.1 g,en faible quantité,8.3 g,en quantité élevée,0.01 g,en faible quantité,?,,41,-27%,172 kj(41 kcal),-29%,"0,3",-14%,"0,1",-15%,"9,3",-18%,"8,3",-12%,"0,9",+81%,"0,01",-76%,"0,004",-76%,2,-74%,C,-74%,,,,,,,,,,"['EMB 45290', ""Saint-Martin-d'Abbat (Loiret, France)""]",1,,,,,,,,
420,Saucisses De Volaille x 6 - Volae,3250390506829,D,,,['Volae'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",,,['France'],"['Viande de dinde ', 'Origine: France', ' 71%', 'gras de veau', 'eau', 'sel', "" extrait d'epices"", 'sirop de glucose', 'vinaigre blanc', 'épices', 'arômes naturels', ' betterave rouge', 'ferments', 'boyau naturel de mouton', ' Traces_éventuelles de LAIT', 'CEREALES CONTENANT DU GLUTEN']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",18 g,en quantité modérée,8 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,?,,222,+23%,929 kj(222 kcal),+22%,18,+53%,8,+120%,0,-100%,0,-100%,15,-9%,"1,9",+7%,"0,76",+7%,17,+73%,D,+73%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,4,,"['Gluten', 'Lait']",,,,,,
421,Netto Creme Dessert Saveur Vanille,3250390515760,C,,,['Netto'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert rayon frais', 'Crèmes dessert vanille']",,['Netto'],['France'],"['Lait 81% [origine Francel sucre', 'maltodextrine', 'amidon transformé de maïs', 'amidon de mais', 'arôme vanille', ' fecule de manioc', ' épaississant :  riboflavine', ' carraghénanes', 'sel', 'colorant ', ' traces éventuelles de céréales contenant du gluten', ""de noisettes et d'amandes"", ' CONSEILS ET INFORMATIONS : consommer de préférence avant le : voir la date sur le fond de la boîte', ' Prêt à consommer', ' Avant ouverture se conserve à température ambiante']",['Non végétalien'],3.1 g,en quantité modérée,1.9 g,en quantité modérée,14 g,en quantité élevée,0.18 g,en faible quantité,?,,114,0%,477 kj(114 kcal),-1%,"3,1",-13%,"1,9",-14%,19,+9%,14,-1%,"2,6",-10%,"0,18",+24%,"0,072",+24%,4,-4%,C,-4%,75.1%,12.7%,4.2%,4.9%,2.4%,0.6%,65,,,,4,"['E14XX - Amidons modifiés', 'E101i - Riboflavine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],,,,,,
422,Riz Au Lait Vanille 510g - Netto,3250390515777,B,,,['Netto'],"['Desserts', 'Puddings', 'Riz au lait', 'Riz au lait saveur vanille']",,['Netto'],['France'],[],[],2.2 g,en faible quantité,1.3 g,en faible quantité,14 g,en quantité élevée,0.12 g,en faible quantité,?,,114,-14%,477 kj(114 kcal),-13%,"2,2",-40%,"1,3",-43%,21,+1%,14,+12%,"2,4",-27%,"0,12",-7%,"0,048",-7%,4,+11%,C,+11%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,,,,,,,,,,
423,"Oeufs tres gros, dates du jour de ponte, x6, la bo - Moisson",3250390520405,C,,,['Moisson'],"[""Produits d'élevages"", 'Œufs']",,,['France'],"['uoss', 'ommer de préférence avant la Date de ', 'DC sur le dessus de la boîte', ' Œufs de catégorie A', ' ffs sont garantis Origine France', ' Ils sont pondus par des poules élevées ', ""code du producteur commençant par 3 sur l'œuf"", 'FR France', ""s = Identification de l'élevage"", '2 chiffres NO du bâtiment', "" nément aux normes définies par l'Union Européenne"", ' bué / Emballé par : MAT SAS - 33 avenue du Maine Montparnasse - BP 6 75755 Paris Cedex 15']",['Non végétalien'],9.86 g,en quantité modérée,2 g,en quantité modérée,0.22 g,en faible quantité,0 g,en faible quantité,?,,142,+8%,594 kj(142 kcal),+7%,"9,86",+5%,2,-17%,"0,8",+18%,"0,22",-55%,"12,6",+2%,0,-100%,0,-100%,-3,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,['Aucun'],,,,,,
424,Ivoria Papillote Noir,3250390522287,,,,['Ivoria'],,,,['France'],"[""chocolat noi'a"", ' cacao', 'sucre', 'matière grasse de laieanhù urre de cacao', 'émulsifiant : lécithine des crecgraisse de palme', 'noisettes', 'cacao maigre ', 'amandes', 'lait entier en poudre', 'huile de urne/ de cacao', '""\'l ', ' lactosérum en éclats de es de càcao', 'rrefie poudre* ', 'ats de crêped elléè', 'sqte', 'farine de blé', ""huiled 'Iza"", 'matière grasSè de lait anhydre', 'lactose*', 'protév de lait', 'sel', ""extraitde malt d'orge"", 'poudre à de sodium', 'émulsifiant : lécithine de tournesol', 'antioxydant :aE306', 'grains ', 'amandes torréfiées', 'pâte de cacao', ""chocolat au'lait "", 'sucre', 'beurre de cacao', 'lait entier en poudret pâte de cacao', 'lactose*', 'lactosérum en poudre*', 'émulsifiànNécithine de soja émulsifiant : lécithine de soja', ' * Dont lait', ' Traces éventuelles de : noix', 'noix de cajou', 'noix de pécan', 'pistaches', 'arachides et oeuf', ' INFORMATIONS : A consommer de préfèrence avantfin:/ Lot NO : voir sur le côté du sachet', ' A conserverl!06dJ réfrigérateur', ""à l'abri de la chaleur et de l'humidite?""]",['Non végétalien'],,,,,,,,,?,,537,,2247 kj(537 kcal),,35,,16,,47,,44,,"6,8",,"0,03",,"0,012",,,,,,,,,,,,,,,,4,['E322i - Lécithine'],"['Gluten', 'Lait', 'Fruits à coque']",,,,,,
425,Lemon Lime - Netto - 33cl,3250390542049,,33 cl,"['Canette', 'Aluminium']",['Netto'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Sodas', 'Sodas aux fruits', 'Sodas au citron', 'Boissons avec sucre ajouté']",,['Netto'],['France'],"['Eau gazéifiée', 'acidifiant : acide citrique', 'arôme naturel de citron vert', ""extraits d'écorces de citron"", ""correcteur d'acidité : citrate de sodium""]",[],0.5 g,en faible quantité,0.5 g,en faible quantité,8 g,en quantité élevée,0.01 g,en faible quantité,145,+23%,?,,145 kj(35 kcal),+38%,"< 0,5",+471%,"< 0,5",+3126%,"8,5",+42%,8,+36%,"< 0,5",+524%,"0,01",-29%,"0,004",-29%,11,+31%,E,+31%,,,,,,,,,"['Margès', 'France']","['EMB 42198', 'Saint-Alban-les-Eaux (Loire, France)']",4,"['E330 - Acide citrique', 'E331 - Citrates de sodium']",,,"Boisson gazéifiée aux extraits d'écorces de citron, aromatisée citron citron vert",,,,
