,name,bar_code,eco_score,quantity,packaging,brand,categories,ingredients_origins,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,manufacturing,traceability_code,nova_score,additives,allergens,palm_ingredients,generic_name,origin_detail,producer_info,link,brand_owner
356,Aix Les Bains Eau MIN.PK6,3250390050186,,,,,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,"0,1",,"0,1",,"0,1",,"0,1",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,20 œufs régionaux - Moisson,3250390058892,B,20 œufs,['Oeufs'],['Moisson'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en cage']","['France', 'Bourgogne']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,['Pondu en France'],,,,,,,,,,,
358,", Le lait, lait sterilise UHT entier, le pack de 6x50 cl soit - Paturages",3250390058977,D,,,['Paturages'],"['Produits laitiers', 'Laits']",,['Intermarché'],['France'],"['ENTIER STÉRILISÉ UHT : À consommerde préférence avant le/ no de lot :voirsutlecoldela olieVësouvelture,àconserverentre +00Cet+60Cetàconsornrnerdansles3n GESTERILISEERDE VOLLE MELK /lNf0RMATlE: Ten minste houdbaar tot/ lotnr', ': lie op de hals van de iles', ' Na openiflb tussen OOC en +60C bewareìen binnen de 3 dagen zonder aidichtingQraktjsch•10001ihermetisch']",[],3.6 g,en quantité modérée,2.4 g,en quantité modérée,4.8 g,en faible quantité,0.13 g,en faible quantité,?,,64,-3%,268 kj(64 kcal),-2%,"3,6",+75%,"2,4",+102%,"4,8",-20%,"4,8",-12%,"3,2",-10%,"0,13",+5%,"0,052",+5%,2,+248%,B,+248%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,
359,Printiligne - Paturages,3250390058991,D,,,['Paturages'],"['Produits laitiers', 'Laits']",,['Intermarché'],['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,?,,32,-52%,134 kj(32 kcal),-51%,"0,5",-76%,"0,1",-92%,"4,8",-20%,"4,8",-12%,"3,2",-10%,"0,13",+5%,"0,052",+5%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,
360,Confiserie Confiserie - Netto,3250390079064,E,,"['Sachet', 'Plastique']",['Netto'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,['Netto'],['France'],"['Sirop de glucose', 'sucre', 'eau', 'gélatine de porc', 'acidifiant : acide citrique', 'arômes', 'huile de coco', ""agent d'enrobage: cire de carnauba"", 'colorants: curcumine- carmins-bleu patenté V- extrait de anthocyanes', 'amidon de blé']","['Non végétalien', 'Non végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,72 g,en quantité élevée,0.01 g,en faible quantité,?,,349,+1%,1460 kj(349 kcal),+1%,"0,5",+25%,"0,1",-40%,"81,6",+1%,72,+25%,"5,3",+44%,"0,01",-91%,"0,004",-91%,14,-1%,D,-1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,4,"['E428 - Gélatine', 'E330 - Acide citrique', 'E903 - Cire de carnauba', 'E100 - Curcumine', 'E120 - Acide carminique']",,,Confiseries Confiserie,,,,
361,Son de blé à saupoudrer - Regain - 200g,3250390100164,A,200 g,['Carton'],['Regain'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Son', 'Sons de céréales', 'Sons de blé']",,,['France'],['100 % son de blé'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",5 g,en quantité modérée,1 g,en faible quantité,2 g,en faible quantité,0.002 g,en faible quantité,?,,183,-33%,766 kj(183 kcal),-33%,5,+14%,1,+26%,19,-34%,2,-48%,17,+15%,"0,002",-86%,"0,001",-86%,-3,,A,,33.7%,17.7%,17.8%,10.7%,20.1%,0.0%,98,"['Labels de distributeurs', 'Sélection Intermarché']",,,1,,['Gluten'],,,,,,
362,Champignons émincés 2 X 1 / 4 230 g,3250390104568,,,,,,,,['France'],[],[],,,,,,,,,?,,18,,75 kj(18 kcal),,"0,4",,0,,"0,2",,0,,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,"Confiture Peche, Abricot 330 g - Regain",3250390104933,B,,,['Regain'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,['France'],[],[],,,0.13 g,en faible quantité,25.1 g,en quantité élevée,0.03 g,en faible quantité,?,,121,-45%,506 kj(121 kcal),-45%,?,,"0,13",+204%,?,,"25,1",-50%,"0,4",-20%,"0,03",+36%,"0,012",+36%,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,
364,Breakfast Tea - Cotterley,3250390106388,B,,"['Carton', 'Sachets', 'Plastique']",['Cotterley'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés noirs']",,,['France'],[],[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,"['Labels de distributeurs', 'Sélection Intermarché']",,,,,,,,,,,
365,"Frit'bacon, Produit Soufflé à Base De Céréales Et Pommes De Terre Goût Bacon, Le Sachet, - Bouton d'Or",3250390107675,,,,"[""Bouton d'Or""]",,,,['France'],"['@PRODUIT SOUFFLÉ À BASE DESEMOULE DE MAÏS ET DE POMME DE TERRE GOUT BACON onnementt g,', 'aci i iant : e produi uit$ècoquez crustacés et moutarde', ""- -rurnRMATlONS A conserver à l'abri de la chaleur et de l*humidité""]",[],,,,,,,,,?,,418,,1749 kj(418 kcal),,"10,3",,"1,1",,71,,"2,1",,"7,6",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,['Moutarde'],,,,,,
366,Soupe Moulinée Légumes Verts - Saint eloi,3250390111672,,,,['Saint eloi'],,,['Intermarché'],['France'],[],[],,,,,,,,,?,,338,,1414 kj(338 kcal),,"2,4",,"1,3",,"63,7",,"10,3",,"11,9",,"8,7",,"3,48",,,,,,,,,,,,,,,,,,,,,,,,
367,Infusion aux 5 plantes,3250390116332,,,,,,,,['France'],[],[],,,,,,,,,?,,388,,1623 kj(388 kcal),,0,,0,,97,,97,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Kassoa pocket chocolat au lait - Chabrior - 125g,3250390119951,D,125 g,"['Boite', 'Carton', 'Sachet', 'Plastique']",['Chabrior'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat au lait']",,['Intermarché'],['France'],"['Farine de blé', 'sucre', 'matières grasses végétales ', 'palme', 'chocolat au lait 12% ', 'sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'lécithine de soja', 'arôme', ' ', 'cacao 30% minimum', 'cacao maigre en poudre 6%', 'oeufs', 'pâte de noisettes', 'lait écrémé en poudre', 'carbonate acide de sodium', 'diphosphate disodique', 'lécithine de soja', 'sel']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",26 g,en quantité élevée,12.8 g,en quantité élevée,32.5 g,en quantité élevée,0.61 g,en quantité modérée,2093,-1%,?,,2093 kj(500 kcal),-0%,26,+7%,"12,8",-6%,59,-6%,"32,5",-7%,"7,5",+11%,"0,61",+9%,"0,244",+9%,22,-6%,E,-6%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,"['EMB 50025', 'Avranches (Manche, France)']",4,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']","['Œufs', 'Gluten', 'Soja']",,6 barres biscuitées fourrées au cacao maigre avec talon de chocolat au lait,,,,
369,Assortiment de petit four - Chabrior,3250390120230,,,,['Chabrior'],,,['Intermarché'],['France'],"['Farine de blé 27% ', 'France', 'sucre', 'chocolat au lait 17% ', 'sucret beurre de cacao', 'pâte de cacao OUdre df lait écrémé', 'lactose*t matière grasse laitière anhydre*t lactosérum* en poudre', 'émulsifiant : lécithines ', 'tournesol', '} chocola noir 15% ', 'pâte de cacao sucre beurre de cacao', 'matière grasse laitière anhydre* émulsifiant : lécithines ', 'tournesol', "" blancs d'œufs"", 'chocolat blanc 58% ', 'sucre', 'beurre de cacaot poudre de lait entier', 'émulsifiant : lécithines ', 'tournesol', 'beurri pâtissier*', 'matières grasses végétales ', 'palme', 'colza', 'coprah', 'tournesol', 'émulsifiant : lécithines œufs entiers', 'noì de coco', 'brisures de nougat ', 'amandes', 'sucre', 'sirop de glucose de blé', 'miel', 'beurre de cacao', 'fécule de pomme de terre huile de tournesol', 'albumine dt?Uft arôme', 'paillettes de chocolat noir ', 'sucret pâte de cacaot beurre de cacao', 'lait entie en poudre', 'matière grasse laitière anhydre*', 'arôme naturel de vanille', 'poudre pour florentin ', 'sucre', 'sirop de glucose de bli beurre*t émulsifiant : lécithines ', 'soia', 'poudre de lait écrémé', ' amandes', 'nougatine ', 'sucre', 'amandes et noisette torréfiées', 'poudre dtamandes', 'éclats de caramel aromatique ', 'sucre', 'sirop de glucose de blé', 'crème* et beurre*', ' se poudres ù lever ', 'carbonates de sodium', ""carbonates d'ammonium"", 'diphosphatest tartrates de potassium', 'farine de Glé poudre de lait écrémé', 'arômes', 'extrait de malt drorge', 'fécule de pomme de terre colorant : caramel ordinaire', 'sirop d sucre inverti', ""jaune d'œuf en poudre"", 'poudre de lactosérum* et protéines de ', 'ait', 'noisettes', 'cannelle en poudri émulsifiant : lécithines ', 'tournesol', 'antioxydant : acide ascorbique', ' * dont lait', ' Traces éventuelles de pistaches', 'de noix de cajou et de graines de sésame']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,495,,2071 kj(495 kcal),,"22,9",,"13,9",,"64,8",,"36,4",,"5,6",,"0,38",,"0,152",,,,,,,,,,,,,,,,4,"['E322i - Lécithine', 'E322 - Lécithines', 'E502 - Carbonates', 'E150a - Caramel E150a', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,
370,Spécialité Diététique au Fructose Fraise - Regain - 290g,3250390134701,D,290 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']","['Regain', 'Sélection des Mousquetaires', 'Les Mousquetaires']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confiture de fruits allégée en sucres', 'Confitures de fraises', 'Confitures-au-fructose']",,['Intermarché'],['France'],"['Fraise 60 %', 'fructose', 'gélifiant : pectine de fruits', 'acidifiants : jus de citron', 'citrate de calcium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,33.6 g,en quantité élevée,0.04 g,en faible quantité,610,-8%,?,,610 kj(146 kcal),-11%,"< 0,5",+109%,"< 0,1",+125%,"34,3",-12%,"33,6",-11%,"0,6",+17%,"0,04",+55%,"0,016",+55%,7,+7%,C,+7%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['Peu ou pas de sucre', 'Peu de sucre', 'Labels de distributeurs', 'Allégé en sucre', 'Point Vert', 'Sélection Intermarché', 'A teneur en glucides réduite', 'Eco-Emballages']","[""Confit de Provence - 5135 Route d'Avignon - La Petite Calade - 13540 Puyricard"", 'Bouches-du-Rhône', ""Provence-Alpes-Côte d'Azur"", 'France']",,4,['E440 - Pectines'],,,Spécialité diététique à la fraise et au fructose à teneur en glucides réduite,,,,
371,Poivre vert,3250390136118,,,,,,,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,0,,0,,0,,0,,0,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,
372,Sachet œufs praliné duo - Ivoria - 200g,3250390138365,,200 g,,['Ivoria'],,,['Intermarché'],['France'],"['Sucre', 'praliné 22% ', 'sucre', 'pâte de noisettes ', ""pâte d' amandes "", 'graisses végétales ', 'palme', 'palmiste', 'beurre de cacao', 'poudre de lait entier', 'lactosérum en poudre _*', '_ pâte de cacao', 'poudre de lait  écrémé', 'lactose * ', 'cacao maigre en poudre', 'émulsifiant : lécithines de tournesol', 'arômes', 'matière grasse de lait anhydre', ' * dont  lait ']","['Huile de palme', 'Non végétalien']",,,,,,,,,2309,,?,,2309 kj(552 kcal),,"33,3",,"19,1",,"56,6",,"55,1",,"5,7",,"0,16",,"0,064",,,,,,,,,,,,,,,,4,['E322i - Lécithine'],"['Gluten', 'Lait', 'Fruits à coque', 'Avoine']",,,,,,
373,Oeufs en chocolat,3250390138389,,,,,"['Aliments de Pâques', 'Œufs de Pâques']",,,['France'],[],[],33 g,en quantité élevée,18.8 g,en quantité élevée,62.2 g,en quantité élevée,0.17 g,en faible quantité,?,,570,+4%,2385 kj(570 kcal),+4%,33,-2%,"18,8",-6%,"62,2",+16%,"62,2",+19%,"5,1",-23%,"0,17",-16%,"0,068",-16%,27,+3%,E,+3%,,,,,,,,,,,,,,,,,,,
374,Eau de source St Benoit,3250390143673,,,,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"6,3",,"2,52",,,,,,,,,,,,,,,,,,,,,,,,
375,Vin d'Espagne - Calissou - 1L,3250390145240,C,1 L,"['Bouteille', 'Verre']",['Calissou'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins espagnols']",['Espagne'],['Intermarché'],['France'],['Vin rouge'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,['79 N 109'],3,,,,Vin rouge,,,,
376,Gousses De Vanille 14 / 16 cm x 2 - Intermarché - 3g,3250390149248,,3 g,"['Blister', 'Carton']",['Intermarché'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Vanille', 'Gousses de vanille']",['Madagascar'],['Intermarché'],['France'],"['Gousses de vanille entières non fendues', 'origine Madagascar']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Labels de distributeurs', 'Sélection Intermarché']",['France'],"['EMB 07055', 'Charmes-sur-Rhône (Ardèche, France)']",,,,,,,,,
377,Onctueux Yt Bras Fraise - Paturages - 4X125g,3250390150299,B,4X125g,,['Paturages'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la fraise']",,['Intermarché'],['France'],"['Lait partiellement écrémé 81% ', 'Origine : France', 'sucre 8,9%', 'fraise 5%,-lactose et protéines de lait', 'sirop de glucose-fructose', 'amidon modifié de maïs', 'arômes', 'ferments lactiques', 'épaississant : gomme xanthane', 'vitamine D ', 'lactose', 'conservateur du fruit : sorbate de potassium', 'colorant : carmins', ' INFORMATIONS :']","['Non végétalien', 'Non végétarien']",1.84 g,en faible quantité,1.2 g,en faible quantité,14.4 g,en quantité élevée,0.08 g,en faible quantité,?,,385,+293%,1610 kj(385 kcal),+296%,"1,84",-38%,"1,2",-37%,"14,4",+9%,"14,4",+16%,"4,24",+16%,"0,08",-25%,"0,032",-25%,6,+123%,C,+123%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,"['EMB 45187', 'Lorris (Loiret, France)']",4,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique']",['Lait'],,,,,,
378,Lait emprésuré au Chocolat - Pâturages - 4*125g,3250390150503,,4*125g,,['Pâturages'],,,['Intermarché'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Farce à légumes - Jean Rozé - 500g,3250390155676,,500 g,"['Barquette', 'Plastique']",['Jean Rozé'],"['Viandes', 'Préparations de viande', 'Préparations de viande hachée', 'Farces', 'Farces de porc', 'Farces à légumes']",,['Intermarché'],['France'],"['Viande de porc 78%', 'eau', 'viande de veau 4%', 'viande de boeuf 4%', 'acidifiant : E326', 'sel', 'gras de porc', 'gras de boeuf', 'dextrose de blé', 'arômes', 'persil déshydraté', 'condiments et épices ', 'betterave', 'ail', 'paprika', 'muscade', 'conservateurs : E262', 'E250', 'antioxydants E301', 'E300', 'colorant E160c']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",24 g,en quantité élevée,9.6 g,en quantité élevée,1.1 g,en faible quantité,1.63 g,en quantité élevée,?,,277,+15%,1159 kj(277 kcal),+18%,24,+33%,"9,6",+44%,"1,6",-32%,"1,1",+12%,14,-5%,"1,63",-8%,"0,652",-8%,19,+18%,E,+18%,,,,,,,,"['Labels de distributeurs', 'Sélection Intermarché']",,"['FR 26.347.022 CE', ""Tain-l'Hermitage (Drôme, France)""]",4,"['E326 - Lactate de potassium', 'E262 - Acétates de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E300 - Acide ascorbique', 'E160c - Extrait de paprika']",,,,,,,
380,Onctueux aux fruits mixés - Paturages,3250390169017,,,,['Paturages'],,,['Intermarché'],['France'],"['Lait partiellement écrémé 81% ', 'Origine : France', 'sucre 7,5%', 'lactose et protéines de lait', 'sirop de glucose-fructose', 'citron vert et citron 2,1 %', 'amidon modifié de maïs', 'ferments lactiques', 'épaississant : gomme xanthane', 'vitamine D ', 'laétose', 'conservateur du fruit : sorbate de potassium', 'arômes', "" INFORMATIONS : A consommer jusqu'au : voir sur le dessus du pack"", ' A conserver à +60C maximum']",['Non végétalien'],,,,,,,,,?,,12,,50 kj(12 kcal),,"1,8",,"1,2",,"14,5",,"14,3",,"4,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,4,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],,,,,,
381,Frite classiques - Netto,3250390176107,,,,['Netto'],,,,['France'],[],[],,,,,,,,,?,,128,,536 kj(128 kcal),,"3,6",,"0,4",,"19,8",,"0,5",,"2,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
382,Regain Puree De Pruneaux,3250390180050,,,,['Regain'],,,,['France'],[],[],,,,,,,,,?,,127,,531 kj(127 kcal),,"0,5",,0,,"28,2",,"21,2",,1,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,
383,Ivoria Ble Praline Noir,3250390188728,,,,['Ivoria'],,,,['France'],"['Praliné 32,99% ', 'sucre', 'pâte de noisettes', 'pâte dlamandes', 'sucre', 'pâte de cacao', 'graisses végétales ', 'palme', 'palmiste', 'beurre de cacao', 'éclats de noisettes 3%', 'poudre de lait écrémé', 'matière grasse de lait anhydre', 'cacao maigre en poudre', 'émulsifiant : lécithine de tournesol', 'arômes', ' Traces éventuelles de : blé', 'orge et autres fruits à coque']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,562,,2351 kj(562 kcal),,36,,17,,52,,52,,"6,5",,"0,05",,"0,02",,,,,,,,,,,,,,,,4,['E322i - Lécithine'],,,,,,,
384,Ivoria Papillot TT Pral,3250390188896,,,,['Ivoria'],,,,['France'],[],[],,,,,,,,,?,,547,,2289 kj(547 kcal),,34,,19,,53,,52,,"5,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
385,"Petits pois extra-fin - Intermarché - 4250ml, 4000g (2805g égoutté)",3250390194927,B,"4250 ml, 4000 g (2805 g égoutté)","['Conserve', 'Métal']","['Intermarché', 'Saint Eloi']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']",,['Intermarché'],['France'],"['Petits pois', 'eau', 'sucre', 'sel', 'arôme naturel de poivre']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.6 g,en faible quantité,0.2 g,en faible quantité,3.3 g,en faible quantité,0.65 g,en quantité modérée,413,+25%,?,,413 kj(99 kcal),+29%,"0,6",-13%,"0,2",+32%,16,+58%,"3,3",-0%,"5,3",+10%,"0,65",+17%,"0,26",+17%,-9,,A,,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,['Point Vert'],,,4,,,,Petits pois extra-fin à l'étuvée,,,,
386,Jardinière de légumes - Saint Eloi - 4000g,3250390205227,,4000 g,,['Saint Eloi'],,,['Intermarché'],['France'],"['Légumes en proportions variables ', 'carottes', 'pommes de terre', 'haricots verts', ' flageolets verts', ' eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,210,,?,,210 kj(50 kcal),,0,,0,,"8,2",,"1,1",,"2,2",,"0,63",,"0,252",,,,,,,,,,,,,['Légumes et dérivés'],,,,,,,,,,,
387,Douce Arome Recharge,3250390229179,,,,,,,,['France'],[],[],,,,,,,,,?,,331,,1385 kj(331 kcal),,0,,0,,"63,4",,"63,4",,"16,4",,"0,065",,"0,026",,,,,,,,,,,,,,,,,,,,,,,,
388,Œuf garni de petites fritures lait - Ivoria,3250390232551,,,['Plastique'],['Ivoria'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Œufs de Pâques']",,,['France'],[],[],6.4 g,en quantité modérée,4.1 g,en quantité modérée,11.4 g,en quantité modérée,0.03 g,en faible quantité,?,,455,-17%,1904 kj(455 kcal),-17%,"6,4",-81%,"4,1",-80%,"11,4",-79%,"11,4",-78%,"1,2",-82%,"0,03",-85%,"0,012",-85%,11,-58%,D,-58%,,,,,,,,,,,,,,,,,,,
389,Cacao en Poudre Non Sucré -  - 250g e,3250390271598,,250 g e,"['Carton', 'boîte']",,"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Boissons chaudes', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Cacaos en poudre']",,,['France'],['Cacao en poudre 100 %'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,1,,,,,,,,
390,Taboulé aux Tomates Fraîches à la Menthe - Netto - 740g,3250390272199,B,740 g,"['Conserve', 'métal', 'Plastique']",['Netto'],"['Plats préparés', 'Taboulés', 'Taboulés aux tomates']",,['Netto'],['France'],"['Tomates fraîches 37%', 'semoule de blé précuite 24%', 'eau', 'oignons frais 5%', 'poivrons rouges huile de colza', 'concentré de tomates', 'sel', 'menthe 0,8%', ' jus concentré de citron', ""huile d'olive vierge extra"", 'poivre', ' Pourcentages exprimés sur le poids net total']",[],2.4 g,en faible quantité,0.3 g,en faible quantité,2.6 g,en faible quantité,0.85 g,en quantité modérée,?,,124,-5%,519 kj(124 kcal),-5%,"2,4",-42%,"0,3",-42%,"20,7",+14%,"2,6",+2%,"3,7",+3%,"0,85",-7%,"0,34",-7%,1,-7%,B,-7%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,['Point Vert'],,,3,,['Gluten'],,,,,,
391,Luchon Eau Miner.nat PK6X,3250390275510,,,,['Luchon'],,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
392,Ivoria Pap Ass LT / NR,3250390280255,,,,['Ivoria'],,,,['France'],"['Sucre', 'chocolat noir ', 'pâte de cacao', 'sucre', 'matière grasse de lait anhydre', 'beurre de cacao', 'émulsifiant: lécithine de soja', 'chocolat au lait ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'lactose*', 'lactosérum en poudre*', 'émulsifiant : lécithine de soja', 'amandes', 'noisettes', 'graisse de palme', 'huile de tournesol', 'lait entier en poudre', 'beurre de cacao', 'noix de coco râpée grillée ', 'noix de coco', 'sucre', 'dextrose', 'sel', 'cacao maigre en poudre', 'éclats de fèves de cacao torréfiées', 'lactosérum en poudre*', 'éclats de crêpe dentelle ', 'sucre', 'farine de blé', 'huile de colza', 'matière grasse de lait anhydre', 'lactose*', 'protéines de lait', 'sel', ""extrait de malt d'orge"", 'poudre à lever : carbonate de sodium', 'émulsifiant: lécithine de tournesol', 'antioxydant : E306', 'grains de noisettes torréfiées', 'arôme', 'émulsifiant :lécithine de soja', ' \r*Dont lait', ' \rTraces éventuelles de : noix', 'noix de cajou', 'noix de pécan', 'pistaches', 'arachides et oeuf']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,538,,2251 kj(538 kcal),,34,,14,,52,,48,,"6,6",,"0,08",,"0,032",,,,,,,,,,,,,,,,4,"['E322i - Lécithine', 'E500i - Carbonate de sodium', 'E306 - Extrait riche en tocophérols']","['Gluten', 'Lait', 'Fruits à coque', 'Soja']",['Huile de palme'],,,,,
393,Boudin Blanc Nature - Monique Ranou - 360g (4x 90g),3250390307754,C,360 g (4 x 90 g),"['Barquette', 'Plastique', 'Carton']",['Monique Ranou'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",['France'],['Intermarché'],['France'],"['Viande de porc ', '50 %', 'lait', 'gras de porc', 'eau', 'amidon de tapioca', 'poudre de lait', 'porto', 'dextrose de maïs', 'sel', 'épices', ' Enveloppe : boyau naturel de porc']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",26.8 g,en quantité élevée,10.8 g,en quantité élevée,3 g,en faible quantité,1.33 g,en quantité modérée,?,,303,+25%,1268 kj(303 kcal),+24%,"26,8",+33%,"10,8",+38%,"5,7",+33%,3,+52%,"9,2",-11%,"1,33",-11%,"0,532",-11%,17,+6%,D,+6%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,"['Labels de distributeurs', 'Viande-francaise', 'Sélection Intermarché', 'Viande-porcine-francaise']",['France'],,4,,['Lait'],,,,,,
