,name,bar_code,eco_score,generic_name,quantity,brand,categories,labels,origin_detail,producer_info,manufacturing,traceability_code,markets,sales_countries,ingredients_list,additives,palm_ingredients,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,ingredients_origins,link,brand_owner
251,Pâtes Mini Farfalle - Barilla - 500g,8076809521567,B,Pâtes alimentaires au blé dur,500 g,"['Barilla', 'Barilla Piccolini']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Mini Farfalles']","[""Importé d'Italie"", 'N° 1 in Italia']",,,['Italie'],,"['Carrefour', 'Magasins U']","['France', 'Allemagne']","['Semoule de blé dur', 'eau', ' peut contenir des traces de soja']",,,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,2 g,en faible quantité,0.5 g,en faible quantité,3.5 g,en faible quantité,0.013 g,en faible quantité,?,,359,+2%,1502 kj(359 kcal),+1%,2,+12%,"0,5",+32%,"71,5",+3%,"3,5",+11%,"12,2",-2%,"0,013",-45%,"0,005",-45%,-4,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['Boîte', 'Carton', 'boîte']",,http://www.barilla.fr/produits/Pates/piccolini/Mini_Farfalle.htm,
252,Galletti - Barilla,8076809572873,C,,,['Barilla'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['Sans huile de palme'],,,,,,"['France', 'Italie', 'Serbie']","['Farine de blé', 'huile de tournesol', 'sucre', 'éclats de sucre 3,7%', 'poudres à lever ', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', 'tartrate monopotassique', 'poudre de lait écrémé', 'lait entier', 'sirop de glucose', 'sel', 'amidon de blé', 'protéines de lait', 'arôme']",,,,[],,18.7 g,en quantité modérée,2.2 g,en quantité modérée,19.5 g,en quantité élevée,0.95 g,en quantité modérée,?,,475,+0%,1987 kj(475 kcal),-0%,"18,7",-10%,"2,2",-78%,68,+6%,"19,5",-34%,"7,1",+9%,"0,95",+61%,"0,38",+61%,12,-39%,D,-39%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,
253,Mélange d'épices pour fajitas - Old El Paso - 30g,8410076490742,B,,30 g,['Old El Paso'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices"", 'Assaisonnements']",,,,['Pays-Bas'],,"['Leclerc', 'Magasins U']",['France'],"['sucre', 'légumes déshydratés ', 'oignon', 'ail', 'sel', 'arômes', 'arôme de fumée', 'protéine de soja hydrolysée', 'épices ', '5,5%', ' ', 'poivre noir', 'piment de Cayenne', 'gingembre', 'acidifiant : acétate de sodium', 'acide citrique', 'extrait de levure', 'colorant : caramel']","['E262i - Acétate de sodium', 'E330 - Acide citrique', 'E150 - Caramel']",,['Soja'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,1.3 g,en faible quantité,0.2 g,en faible quantité,60 g,en quantité élevée,17.8 g,en quantité élevée,?,,313,+38%,1310 kj(313 kcal),+37%,"1,3",-75%,"0,2",-73%,"67,2",+121%,60,+436%,"6,3",-16%,"17,8",+23%,"7,12",+23%,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,"['Sachet', 'Plastique']",,,
254,Puré de patata sin gluten - Maggi - 230g,8410100065113,,Puré de patatas,230g,['Maggi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre', 'es:Puré de patatas']","['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,,,,,"['France', 'Espagne']","['Patata deshidratada ', '99%', 'emulgente ', 'mono y diglicéridos de ácidos grasos', 'aromas', 'especia', 'antioxidante ', 'extractos de romero', ',\rPuede contener leche,']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E392 - Extrait de romarin']",,['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,0.8 g,en faible quantité,0.6 g,en faible quantité,3.5 g,en faible quantité,0.06 g,en faible quantité,?,,348,+41%,1456 kj(348 kcal),+40%,"0,8",-68%,"0,6",-56%,74,+60%,"3,5",+57%,"7,4",+33%,"0,06",-90%,"0,024",-90%,-5,-447%,A,-447%,,,,,,,,['Caja'],,,
255,Don Simón Zumo De Naranja Exprimido Sin Pulpa - 1l,8410261608402,D,Zumo de naranja exprimida sin pulpa,1 l,['Don Simón'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,,,,,"['France', 'Espagne']","['ZUMO DE NARANJA', 'IOO% directamente SQUEEZED ORANGE \\ Zuneo cedente de Naranjos platitaCiOSY CUItivados en aita pot nuestra propiafàtnilia', "" de las ta aranjas 'le es fror su aromas coter y suber 10 V50n Simon puede""]",,,,[],,0.1 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0.01 g,en faible quantité,?,,43,0%,180 kj(43 kcal),-1%,"0,1",-43%,0,-100%,10,+3%,10,+9%,"0,6",-5%,"0,01",+12%,"0,004",+12%,3,+1%,C,+1%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['Tetra Brik'],,http://garciacarrion.es/es/donsimon/zumo-exprimido-100-de-naranja-sin-pulpa-a-temperatura-ambiente-don-simon,
256,Vitalday crocant original galleta integral con - Gullón - 265g,8410376041002,C,,265 g,['Gullón'],"['Snacks', 'Snacks sucrés', 'Petit-déjeuners', 'Biscuits et gâteaux', 'Biscuits']",,,,,,,"['France', 'Portugal', 'Espagne']","['Corn flakes 16% ', 'corn', 'salt', 'sugar', 'barley malt syrup', 'oat flakes 14,5%', 'sugar', 'puff rice 13,5% ', 'rice flour', 'wheat flour', 'salt', 'vegetable oil ', 'high oleic sunflower oil13%', 'wheat flour 11%', 'wheat malt flakes 8,5%', 'vegetable fibre', 'wheat starch', 'malt syrup ', 'barley', 'raising agents ', 'sodium and ammonium bicarbonates', 'emulsifier', ' soya lecíthin', 'salt', 'glucose and fructose syrup', 'vainilla flavour']","[""E503ii - Carbonate acide d'ammonium"", 'E322i - Lécithine']",,"['Gluten', 'Soja']",[],4,14 g,en quantité modérée,1.3 g,en faible quantité,16 g,en quantité élevée,1.1 g,en quantité modérée,?,,446,-6%,1866 kj(446 kcal),-6%,14,-33%,"1,3",-87%,70,+9%,16,-46%,"6,9",+6%,"1,1",+87%,"0,44",+87%,8,-60%,C,-60%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,https://gullon.es/producto/crocante-original/,
257,Allumettes - MC CAIN - 1.04kg,8710438110043,B,Frites allumettes surgelées - Golden Allumettes,1.04 kg,['MC CAIN'],"['Chips et frites', 'Surgelés', 'Pommes de terre préfrites surgelées', 'Frites', 'Frites surgelées']","['Fruits et Légumes de France', 'Fabriqué en France', 'Sans arachide', 'Sans conservateurs', 'Nutriscore', 'Nutriscore A', 'Pommes de terre de France', ""À l'huile de tournesol""]",,,"['France', 'Harnes']","['EMB 62413', 'Harnes (Pas-de-Calais, France)']",['Magasins U'],['France'],"['Pommes de terre ', '95 %', 'huile de tournesol ', '5 %', ',']",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,5 g,en quantité modérée,0.6 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,622,+0%,148,-3%,622 kj(148 kcal),-3%,5,+1%,"0,6",-8%,22,-4%,"0,5",+1%,"2,5",0%,"0,1",-65%,"0,04",-65%,-2,,A,,21.9%,0.0%,23.0%,18.3%,27.1%,9.8%,97,"['Sachet', 'Plastique', 'surgelé', '04']",['France'],https://www.mccain.fr/frites-la-friteuse/golden-allumettes,
258,"Qualité filtre - Maxwell House - 45g e (25x 1,8g)",8711000522516,E,café soluble maxwell house,"45 g e (25 x 1,8 g)",['Maxwell House'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Cafés', 'Boissons instantanées', 'Cafés solubles']",,,,,,,"['France', 'Polynésie française', 'Guadeloupe']",['café soluble lyophilisé'],,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,1,-99%,4 kj(1 kcal),-99%,0,-100%,0,-100%,"0,3",-99%,0,-100%,"0,2",-96%,0,-100%,0,-100%,,,,,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,"['Carton', 'Sticks', 'Plastique']",,,
259,Café - Maxwell House - 200g e,8711000523124,E,Café soluble lyophilisé,200 g e,"['Maxwell House', 'Jacobs Douwe Egberts']","['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']","['Point Vert', 'Triman']",,,,,,['France'],['Café soluble lyophilisé'],,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,3,-98%,13 kj(3 kcal),-98%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,"['Bocal', 'Verre', 'Plastique', 'Bocal en verre']",,,
260,Maizena Fleur de Maïs Sans Gluten Format Familial - 700g,8712100355981,A,Fleur de Maïs®,700 g,['Maizena'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Produits sans gluten', 'Farines de maïs', 'Fleur de Maïs']","['Sans gluten', 'Point Vert']",,,,,['Carrefour'],['France'],['amidon de maïs'],,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,1487,-0%,355,+1%,1487 kj(355 kcal),+0%,"0,5",-71%,"0,1",-63%,86,+13%,"0,5",-34%,"0,5",-92%,"0,01",-87%,"0,004",-87%,3,+267%,C,+267%,70.6%,1.8%,11.3%,11.7%,4.5%,0.0%,93,"['Carton', 'Boîte', 'Boîte en carton']",,,
261,Magnum Glace Batonnet Intense Dark 4x100ml - 296g,8714100691496,A,Glace au chocolat au lait (dont 3% de chocolat au lait) enrobée de chocolat noir (30%).,296 g,['Magnum'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés', 'Bâtonnets glacés au chocolat']","['Sans gluten', 'Point Vert', 'Rainforest Alliance']",,,,,['Carrefour'],"['France', 'Allemagne']","['LAIT écrémé réhydraté', 'pâte de cacao1', 'sucre', 'sirop de glucose-fructose', 'huile de coco', 'cacao maigre en poudre1', 'beurre de cacao1', 'BEURRE concentré', 'émulsifiants ', 'lécithine de SOJA', 'E471', 'E442', 'LAIT en poudre entier', 'stabilisants ', 'E410', 'E407', ' Peut contenir : amandes', ' Sans gluten', ' ¹Vérifié Rainforest Alliance', ' ra', 'org']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E442 - Phosphatides d'ammonium"", 'E410 - Gomme de caroube', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,"['Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,16 g,en quantité modérée,11 g,en quantité élevée,16 g,en quantité élevée,0.04 g,en faible quantité,1005,-23%,240,-26%,1005 kj(240 kcal),-27%,16,-23%,11,-21%,19,-37%,16,-41%,"3,3",-11%,"0,04",-77%,"0,016",-77%,15,-20%,D,-20%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['Surgelé', 'Plastique', 'Carton', 'wrapper', 'produkt', 'Film']",,http://www.magnumicecream.com,
262,Amora Mayonnaise Dijon Nature Œufs Français Offre Saisonnière Flacon Souple - 685g,8714100867099,D,Mayonnaise à la moutarde de Dijon.,685 g,['Amora'],"['Epicerie', 'Condiments', 'Sauces', 'Mayonnaises', 'Mayonnaises de Dijon', 'Assaisonnements']","['Point Vert', 'Sans conservateurs']",,,,,,['France'],"['Huiles végétales ', 'tournesol', 'colza', 'vinaigre de vin blanc', 'eau', 'moutarde de Dijon 5,5% ', 'eau', 'graines de MOUTARDE', ""vinaigre d'alcool"", 'sel', ""jaune d'ŒUF de poules élevées en plein air origine France 5,1%"", 'sel', 'sucre', 'dextrine', 'épaississant : gomme xanthane', 'arômes', 'colorants : extrait de paprika', 'lutéine']","['E1400 - Dextrines', 'E415 - Gomme xanthane', 'E160c - Extrait de paprika', 'E161b - Lutéine']",,"['Œufs', 'Moutarde']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,70 g,en quantité élevée,7 g,en quantité élevée,1.4 g,en faible quantité,1.8 g,en quantité élevée,2679,-2%,640,-2%,2679 kj(640 kcal),-1%,70,-0%,7,+10%,2,-13%,"1,4",-3%,"1,2",-13%,"1,8",+22%,"0,72",+22%,20,+6%,E,+6%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['Bouteille'],['E'],,
263,Le pâté Hénaff bio - 76g,3537580707298,,,76g,['Hénaff'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Charcuterie porcine Bio', 'Pâté sans colorant', 'Pâté sans conservateur']","['Bio', 'Bio européen', 'Viande Française', 'Viande Porcine Française', 'Sans colorants', 'Sans conservateurs', 'Produit en Bretagne']",,,['Pouldreuzic 29710'],"['FR 29.225.001 CE', 'Pouldreuzic (Finistère, France)']","['Market', 'E.Leclerc']",['France'],"['Viande de porc* ', '91%', 'foie de porc*', 'sel de Guérande', 'poivre*', 'épices', "" Viande de porc origine France Ingrédients issus de l'Agricutre biologique Le PORC BIO BRETON ""]",,,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,23 g,en quantité élevée,9 g,en quantité élevée,0.2 g,en faible quantité,1.47 g,en quantité modérée,?,,277,-11%,1159 kj(277 kcal),-10%,23,-14%,9,-11%,"0,5",-79%,"0,2",-78%,17,+20%,"1,475",-11%,"0,59",-11%,17,-10%,D,-10%,,,,,,,,"['conserve en acier', 'boîte métallique']",['France'],https://www.henaff.com/produits/le-pate-henaff-bio/,
264,Spaghetti à la Bolognaise - Picard - 400g,3270160861101,,Spaghetti à la bolognaise,400g,['Picard'],"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande']","['Viande Française', 'Nutriscore', 'Nutriscore B', 'Viande-bovine-francaise']",,,,"['FR 14.630.043 CE', 'Saint-Martin-des-Entrées (Calvados, France)']",['Picard'],['France'],"['Spaghetti cuisiné 50% [eau', 'semoule de blé dur ', 'gluten', 'huile de tournesol', 'sel]', 'tomate pelée concassée 20% ', 'tomate', 'jus de tomate', 'viande bovine 9,2% ', 'origine : France*', 'oignon', 'purée de tomate 4%', 'concentré de tomate 2,4%', 'emmental râpé ', 'France', 'Allemagne', 'Pays-Bas', ' contient lait', 'beurre ', 'lait', 'eau', 'fromage 1% ', 'contient : lait', 'huile de tournesol', 'ail', 'sel', 'amidon transformé de mais et/ou de manioc et/ou de riz', 'basilic', 'extrait de poivre', "" * lssue d'animaux nés"", 'élevés', 'abattus et transformés en France']",['E14XX - Amidons modifiés'],,"['Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,3.5 g,en quantité modérée,1.8 g,en quantité modérée,1.6 g,en faible quantité,0.59 g,en quantité modérée,?,,111,-38%,464 kj(111 kcal),-38%,"3,5",-45%,"1,8",-26%,14,-33%,"1,6",-34%,"5,4",-27%,"0,59",-35%,"0,236",-35%,0,-100%,B,-100%,,,,,,,,"['Barquette carton', 'opercule carton', 'surgelé']",,,
265,Streichzart - Meggle - 250g,4034900008145,E,,250g,['Meggle'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres']",,,,,['DE BY 111 EG'],,"['France', 'Allemagne', 'Espagne']","['Butter 63 %', 'Wasser', 'Rapsöl 13%', 'Magermilchjoghurt']",,,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,65 g,en quantité élevée,35 g,en quantité élevée,0.5 g,en faible quantité,0 g,en faible quantité,2424,-18%,589,-18%,2424 kj(589 kcal),-19%,65,-18%,35,-34%,"0,5",-32%,"0,5",-19%,"0,6",-12%,0,-100%,0,-100%,15,-32%,D,-32%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,"['Kunststoff', 'Aluminium']",,,
266,Fischer - 65cl,3119780268665,C,,65 cl,['Fischer'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,,,,,,['France'],"['eau', ""malt d'orge"", 'sirop de glucose', 'extraits de houblon']",,,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,,,,,,,,,213,+13%,51,+24%,213 kj(51 kcal),+23%,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Bouteille en verre'],,,
267,Mato fresc 0%,8424790019011,,,,,,,,,,,,"['France', 'Espagne']",[],,,,[],,,,,,,,,,?,,72,,301 kj(72 kcal),,"0,4",,"0,3",,"5,2",,4,,"12,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,
268,"Barres gourmandes Cacahuètes et chocolat au lait - crownfield - 96g, 4barres de 24g",20983512,,Barres avec cacahuètes et chocolat au lait,"96 g, 4 barres de 24 g",['Crownfield'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Fruits à coques et dérivés', 'Barres', 'Barres de fruits à coques', 'Barres de cacahuètes']",['Fair trade cocoa'],,,,['FSC-C017110'],['Lidl'],"['France', 'Espagne']","['59% cacahuètes ', 'arachides', 'sirop de glucose-fructose', '10% morceaux de chocolat au lait ', 'sucre', 'lait en poudre entier', 'pâte de cacao', 'beurre de cacao', 'poudre de lactosérum doux ', 'lait', 'émulsifiant: lécithines ', 'tournesol', 'sirop de glucose', '4', '9% pétales de blé complet ', 'farine de blé complet', 'lait concentré sucré ', 'lait', 'sucre', 'graisse de coco', 'humectant: glycérol', ' sel', 'sirop de sucre caramélisé ', 'sirop de glucose', 'sucre', 'émulsifiant: lécithines ', 'tournesol']","['E322i - Lécithine', 'E422 - Glycérol']",,"['Gluten', 'Lait', 'Arachides']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,35.2 g,en quantité élevée,7.6 g,en quantité élevée,20.1 g,en quantité élevée,0.14 g,en faible quantité,2211,+7%,532,+5%,2211 kj(532 kcal),+5%,"35,2",+17%,"7,6",+20%,"31,3",-16%,"20,1",-11%,"17,8",+5%,"0,14",-62%,"0,056",-62%,16,+19%,D,+19%,,,,,,,,"['FSC Mixte', 'Carton', 'Film plastique']",,,
269,Risotto légumes verts - D'Aucy - 300g,3017800244555,A,,300g,"[""D'Aucy""]","['Plats préparés', 'Plats à base de riz', 'Risottos', 'Risottos aux légumes']","['Sans arômes artificiels', 'Sans colorants', 'Sans exhausteur de goût', 'Recette végétarienne']",,,,,,['France'],"['Riz précuit 43 %', 'eau', 'crème fraîche', 'petits pois 7,5%', 'asperges vertes 6 %', 'fromage râpé 2,8% ', 'lait de vache', 'sel', 'coagulant microbien', 'amidons', 'graines de courges 1,5 %', 'vin blanc', ""huile d'olive vierge extra"", 'huile de colza', 'sel', 'ciboulette', 'arôme naturel', 'poivre', 'Cette recette est cuisinée sans colorant', 'sans arôme artificiel ni exhausteur de goût']",,,['Lait'],['Non végétalien'],4,5.8 g,en quantité modérée,2.5 g,en quantité modérée,0.8 g,en faible quantité,0.75 g,en quantité modérée,?,,149,-39%,623 kj(149 kcal),-38%,"5,8",+85%,"2,5",+89%,20,-54%,"0,8",-50%,"3,7",-35%,"0,75",-14%,"0,3",-14%,3,-30%,C,-30%,38.0%,25.7%,12.0%,12.8%,6.7%,4.8%,95,"['étui carton recyclable', 'bol et film plastiques jetables']",,http://www.daucy.fr,
270,Amora Bio Mayonnaise Standard Bocal - 270g,8711200446070,C,Mayonnaise.,270 g,['Amora'],"['Epicerie', 'Sauces', 'Mayonnaises']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Point Vert']",,,,,['Carrefour'],['France'],"['huile de tournesol¹', 'eau', ""jaune d'ŒUF¹"", ""vinaigre d'alcool¹"", 'sucre¹', 'sel', 'arôme naturel ', 'dont MOUTARDE', 'jus de citron concentré¹', 'acidifiant : acide lactique', 'épaississant : gomme xanthane', "" ¹Ingrédients issus de l'agriculture biologique""]","['E270 - Acide lactique', 'E415 - Gomme xanthane']",,"['Œufs', 'Moutarde']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,77 g,en quantité élevée,8.2 g,en quantité élevée,1.4 g,en faible quantité,1.3 g,en quantité modérée,2911,+15%,708,+15%,2911 kj(708 kcal),+14%,77,+16%,"8,2",+33%,"1,6",-41%,"1,4",-4%,"1,2",-2%,"1,3",-2%,"0,52",-2%,21,+17%,E,+17%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['Bouteille'],,,
271,"Briquettes de jus de pomme - solevita - 0,25l",4056489024194,C,,"0,25 l",['Solevita'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus de pomme', 'Jus de pomme à base de concentré']",,,,,,,['France'],"['Jus de pomme à base de concentré', ' Teneur en fruits: 100%']",,,,[],1,0.1 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité élevée,0.01 g,en faible quantité,?,,45,+2%,188 kj(45 kcal),+2%,"0,1",-37%,"0,1",+210%,"10,5",0%,10,-1%,"0,1",-56%,"0,01",+96%,"0,004",+96%,4,+4%,C,+4%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,['Briques'],,,
272,Huile d'olive vierge extra bio - Boni - 1L,5400141192452,D,,1 L,['Boni'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,['Colruyt'],"['Belgique', 'France']",[],,,,[],,100 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3700,+5%,900,+5%,3700 kj(900 kcal),+3%,100,+5%,17,+21%,0,,0,,0,,0,-100%,0,-100%,7,+14%,C,+14%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,
273,Purée d'amande complète - Jardin Bio - 170g,3456300011500,,,170 g,"['Jardin Bio', 'Léa Nature']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande"", ""Purées d'amande complète"", 'Complète']","['Peu ou pas de sel', 'Bio', 'Végétarien', 'Végétalien', 'Sans sel ajouté', 'Sans sucre ajouté']",,,,,,['France'],"[""PURÉE D'AMANDES COMPLÈTES BIO""]",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,49.9 g,en quantité élevée,3.8 g,en quantité modérée,4.3 g,en faible quantité,0.002 g,en faible quantité,?,,595,-6%,2489 kj(595 kcal),-6%,"49,9",-8%,"3,8",-17%,"9,1",+25%,"4,3",-0%,"21,2",-6%,"0,002",-84%,"0,001",-84%,-5,-370%,A,-370%,,,,,,,,['Bocal en verre'],,,
274,Filets de Maquereaux à la moutarde ancienne - Carrefour,3560071175795,C,,,['Carrefour'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Filets de maquereaux à la moutarde']","['Pêche durable', 'Pêche durable MSC']",,,,['MSC-C-51090'],['Carrefour'],['France'],[],,,,[],,17 g,en quantité modérée,3.1 g,en quantité modérée,3.1 g,en faible quantité,1.2 g,en quantité modérée,?,,231,+11%,967 kj(231 kcal),+10%,17,+3%,"3,1",-5%,"4,7",+320%,"3,1",+439%,14,+5%,"1,2",-3%,"0,48",-3%,5,-16%,C,-16%,39.7%,14.3%,30.7%,14.1%,1.0%,0.3%,55,['boîte et couvercle métal à recycler'],,,
275,Thé noir infusé - Pêche Blanche - Mat tea - 33cl,3124480199317,A,,33 cl,['Mat tea'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons au thé']",,,,,['COCA31B'],,['France'],"['Infusion de thé noirir 94%', 'eau', 'infusion  intense de thé noir sUcre', 'jus de péche à base de concentré 1% arôme naturel de the', 'acidifants:acide malique et acide citrique', 'arômes naturels', ""correcteur d'acidité: acide citrique arôme naturels "", ""correcteur d'acidité : citrate de sodium"", 'antioxydant : acide ascorbique', ' Verihé Rainforest Alliance']","['E296 - Acide malique', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique']",,,[],4,,,,,,,,,85,-7%,20,0%,85 kj(20 kcal),0%,0,-100%,0,-100%,"4,8",+2%,"4,7",+5%,0,-100%,"0,03",+19%,"0,012",+19%,7,+5%,D,+5%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Metal'],,http://www.maytea.fr,
276,Taboulé bio - Garbit - 525g,3261055947161,A,aux Tomates de plein champ,525 g,['Garbit'],"['Plats préparés', 'Taboulés']","['Bio', 'Bio européen', 'FR-BIO-01', 'Nutriscore', 'Nutriscore B']",,,,,,['France'],"['tomate 60 %', 'eau', 'oignon', 'poivron rouge', ""huile d'olive vierge extra 2,6%"", 'feuilles de menthe émincer 1,8 %', 'sel', 'persil', 'jus de citron concentré 0,7 %', ""jus d'orange concentré"", 'extrait de poivre']",,,,[],3,1.9 g,en faible quantité,0.3 g,en faible quantité,1.8 g,en faible quantité,0.77 g,en quantité modérée,?,,113,-33%,473 kj(113 kcal),-33%,"1,9",-71%,"0,3",-58%,19,-11%,"1,8",-45%,"4,1",-7%,"0,77",-18%,"0,308",-18%,0,-100%,B,-100%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,['Carton Conserve'],,,
277,Karéléa Pépites de chocolat - 150g,3456300011265,,,150 g,,,['Sans sucre ajouté'],,,,,,['France'],[],,,,[],,,,,,,,,,?,,452,,1891 kj(452 kcal),,22,,14,,64,,"0,6",,"6,5",,"0,41",,"0,164",,,,,,,,,,,,,['Etui en carton'],,,
