,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,traceability_code,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,allergens,nova_score,packaging,additives,ingredients_origins,manufacturing,markets,brand_owner,origin_detail,producer_info,link,generic_name,palm_ingredients
875,Hellmann's vegan - 710mL,0068400534273,['France'],['sans OGM SANS GLUTEN'],"['Végétalien', 'Végétarien']",?,659.3407,2759 kj(659 kcal),"73,26","10,989","7,326",0,0,"2,198","0,879",,710mL,"['Epicerie', 'Sauces']",,,+177%,+305%,-26%,-100%,,,,,,,,"[""Hellmann's""]",73.3 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,2.2 g,en quantité élevée,+180%,+409%,-100%,-9%,-9%,27,+133%,E,+133%,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,
876,Pain style grand-mère avec grains d'autrefois moulus - St-Méthode,0068505100342,['France'],"['FARINE DE BLÉ INTÉGRALE', 'FARINE DE BLÉ ENRICHIE', 'ORGE GERMÉE', 'GLUTEN DE BLÉ', 'MÉLANGE DE GRAINS ENTIERS MOULUS ', 'AVOINE', 'SEIGLE', 'ÉPEAUTRE', 'KAMUT KHORASAN,', 'SORGHO', 'CHIA', 'QUINOA', 'SARRASIN', 'LEVURE', 'HUILE DE SOYA', 'SUCRE', 'SEL,VINAIGRE', 'LEVAIN DE SEIGLE', 'PROPIONATE DE CALCIUM', 'ACIDE SORBIQUE', 'ENZYMES', ""GARNITURE : FLOCONS D'AVOINE"", 'PEUT CONTENIR : GRAINES DE SÉSAME,']",[],?,250,1046 kj(250 kcal),"2,5","0,375","46,25","1,25","11,25","0,3","0,12",,,,,,,,,,,,,,,,,['St-Méthode'],,,,,,,,,,,,,,,,,,,"['Gluten', 'Avoine']",4,,"['E282 - Propionate de calcium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,['Québec'],,,,,,,
877,Campagnolo pain Multigrain grains entiers 100%,0068505100663,['France'],[],[],?,150,628 kj(150 kcal),2,"0,4",27,27,8,"0,475","0,19",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,-54%,-67%,-51%,-16%,,,,,,,,['Campagnolo'],2 g,en faible quantité,0.4 g,en faible quantité,27 g,en quantité élevée,0.475 g,en quantité modérée,-54%,-66%,+589%,-63%,-63%,-1,-120%,A,-120%,,,,,,,,,,,,,,
878,Miche à l'avoine et sésame - st méthode - 2tranches,0068505100717,['France'],"['FARINE DE BL ENRICHIE', ""FARINE D'AVOINE ENTIÈRE,GLUTEN DE BLÉ"", 'LEVURE', 'SUCRE', ""HUILE D'OLIVE PURE"", 'SEL,VINAIGRE', 'LÉCITHINE DE SOYA', 'PROPIONATE DE CALCIUM', 'ACIDE SORBIQUE ENZYMES', ' GARNITURE: GRAINES DE SÉSAME', ' MEILLEUR AVANT LA DATE SUR LE FERMOIR']",[],?,264,1100 kj(264 kcal),"4,86","0,694","44,4","2,78","11,1","0,001",0,,2 tranches,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pain tranché']",,,-20%,-21%,-19%,+17%,,,,,,,,['st méthode'],4.86 g,en quantité modérée,0.694 g,en faible quantité,2.78 g,en faible quantité,0.000882 g,en faible quantité,-20%,-41%,-29%,-100%,-100%,-6,-218%,A,-218%,,['Gluten'],4,,"['E322i - Lécithine', 'E282 - Propionate de calcium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",['Québec'],['Québec'],,,,,,,
879,Saucisses fumees au poulet - Compliments,0068820121701,['France'],"['Poulet séparé mécaniquement', 'Farine de blé', 'Eau', 'Amidon de blé modifié', 'Sel', 'Lactate de sodium', 'Acétate de sodium', 'Sucres ', 'dextrose', 'Lactate de sodium', 'Épices', 'Érythorbate de sodium', ""Poudre d'ail"", 'Poudre d oignon', 'Nitrite de sodium', 'Saveur naturelle de fumée']",[],?,90,377 kj(90 kcal),7,2,2,0,5,,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses fumées']",,,-69%,-71%,+64%,-68%,,,,,,,,['Compliments'],7 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,,,-69%,-79%,-100%,,,,,,,,['Gluten'],4,,"['E325 - Lactate de sodium', 'E262i - Acétate de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,,
880,Gingembre haché - Derlea Foods - 120g,0069391000389,"['Canada', 'France']",[],[],?,100,418 kj(100 kcal),4,0,20,0,2,0,0,,120 g,,,,,,,,,,,,,,,['Derlea Foods'],,,,,,,,,,,,,,,,,,,,,['Bouteille'],,,,,,,,,,
881,Organic minced garlic - Derlea Foods - 120g,0069391020004,['France'],[],[],?,200,837 kj(200 kcal),20,2,20,0,4,,,,120 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Frais', 'Aliments à base de plantes frais']",,,+413%,+1958%,+371%,+99%,,,,,,,,['Derlea Foods'],20 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,,,+430%,+1083%,-100%,,,,,,,,,,['Bouteille'],,,,,,,,,,
882,Dessiccateur coconut,00613378,['France'],[],[],?,632,2644 kj(632 kcal),62,"53,4","6,1","6,1","5,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Chargrilled Vegetable & Basil Pesto Pizza - M&S - 476g,00614313,"['France', 'Royaume-Uni']","['Farine de blé ', 'contient Gluten', 'Fromage mozzarella végétarien ', 'Lait', ' ', '18%', 'Eau', 'Tomates ', '10%', 'Courgette ', '7%', 'Poivrons rouges ', '7%', 'Tomates Santarella semi-séchées marinées ', '3%', ' ', 'Tomates', 'Huile de tournesol', 'Origan', 'Sel', 'Ail déshydraté', 'Purée de tomate', 'Oignons rouges', 'Huile de colza', ""Huile d'olive vierge extra"", 'Farine complète de blé ', 'contient Gluten', 'Basilic', 'Sel', 'Epinards', 'Levure', ""Huile d'olive"", 'Vinaigre balsamique', 'Sucre', 'Fromage regato végétarien ', 'Lait', 'Farine de blé malté ', 'contient gluten', 'Huile de tournesol', 'Jus de citron', 'Fécule de maïs', ""Purée d'ail"", 'Poivre noir concassé', 'Poivre noir moulu']","['Non végétalien', 'Végétarien']",841,200,841 kj(200 kcal),"7,8","2,5","23,4","3,9","8,4",1,"0,4",C,476 g,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizza aux légumes']",['FSC-C012938'],+5%,+2%,+26%,-10%,+13%,63.5%,14.6%,5.7%,4.9%,2.4%,8.9%,66,"['M&S', 'Marks & Spencer']",7.8 g,en quantité modérée,2.5 g,en quantité modérée,3.9 g,en faible quantité,1 g,en quantité modérée,+3%,+4%,+6%,+1%,+1%,2,-35%,B,-35%,"['Végétarien', 'en:FSC', 'FSC Mix']","['Gluten', 'Lait']",3,"['Frais', 'Plastique', 'Carton']",,,['Royaume-Uni'],['Marks & Spencer'],,,,,"Pâte à pizza recouverte de sauce tomate, de fromage mozzarella, de poivrons rouges cuits au grill, de courgettes cuites au grill, de tomates semi-séchées marinées, d'oignons au vinaigre balsamique et de pesto au basilic.",
884,Trader joes organic super bread - Marks & Spencer,00671729,['France'],[],[],?,375,1569 kj(375 kcal),"20,312","2,344","37,5","4,688","14,062","0,781","0,312",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",,,+7%,+1102%,-46%,+17%,,,,,,,,['Marks & Spencer'],20.3 g,en quantité élevée,2.34 g,en quantité modérée,4.69 g,en faible quantité,0.781 g,en quantité modérée,+6%,+528%,+61%,+6577%,+6577%,0,,B,,,,,,,,,['Marks & Spencer'],,,,,,
885,Salade roquette - Marks & Spencer - 100g,00699211,['France'],[],[],?,146,611 kj(146 kcal),"0,7","0,1","3,7","2,1","2,6","0,1","0,04",,100 g,,,,,,,,,,,,,,,['Marks & Spencer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Tè nero aromatizzato pesca - Twinings,0070177055639,"['France', 'Allemagne']",[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",2,"0,8",,,['Boissons'],,,-98%,-100%,-98%,-80%,,,,,,,,['Twinings'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,2 g,en quantité élevée,-98%,-100%,-100%,+4719%,+4719%,9,+17%,D,+17%,,,,,,,,,,,,,,
887,Green Tea - Twinings,0070177182649,['France'],[],[],?,24,100 kj(24 kcal),"0,1",0,"5,8","5,7","0,1","0,033","0,013",,,,,,,,,,,,,,,,,['Twinings'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,"Tisane camomille, miel et vanille - Twinings",0070177216597,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,['Twinings'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Iced tea - Twinings,0070177271664,['France'],[],[],?,35,146 kj(35 kcal),"0,1",0,"8,4","8,4","0,1","0,018","0,007",,,"['Boissons', 'Thés glacés']",,,+59%,-29%,+59%,-32%,,,,,,,,['Twinings'],0.1 g,en faible quantité,0 g,en faible quantité,8.4 g,en quantité élevée,0.018 g,en faible quantité,+59%,-100%,+67%,-36%,-36%,11,+51%,E,+51%,['Sans colorants'],,,,,,,,,,,,,
890,Myrtille de Montagne - Yoplait - 6oz / 170g,0070470003023,"['France', 'États-Unis']","['Lait pasteurisé écrémé', 'sucre', 'myrtilles', 'amidon modifié de maïs', 'gélatine kasher', 'arôme naturel', 'pectine', 'ferments du yaourt ', 'L', ' bulgarius', 'S', ' thermophilus', 'L', ' acidophilus', 'acétate de vitamine A', 'vitamine D3']","['Non végétalien', 'Non végétarien']",?,88.2353,369 kj(88 kcal),"1,176","0,588","16,471","7,647","3,529","0,125","0,05",B,6 oz / 170 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la myrtille']",,,-12%,-64%,+23%,-4%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['Yoplait', 'General Mills']",1.18 g,en faible quantité,0.588 g,en faible quantité,7.65 g,en quantité modérée,0.125 g,en faible quantité,-12%,-72%,-38%,+17%,+17%,0,-100%,B,-100%,"['Peu ou pas de matière grasse', 'Peu de matière grasse', 'en:gluten-free', 'Kascher', 'Riche en calcium', 'Colorants naturels', 'Arômes naturels', 'Sans colorants artificiels']",['Lait'],4,"['Frais', 'Pot', 'Plastique', 'métal', 'Aluminium']","['E428 - Gélatine', 'E440 - Pectines']",,,['Walgreens'],GENERAL MILLS SALES INC.,,,http://www.generalmillscf.com/products/yogurt/cup/yoplait-original/blueberry,Original Mountain Blueberry,
891,Yoplait Original Yogurt French Vanilla 6oz,0070470003238,"['France', 'États-Unis']","['Pasteurized grade a reduced fat milk', 'sugar', 'modified corn starch', 'kosher gelatin', 'natural flavor', 'yogurt cultures ', 'l', ' bulgaricus', 's', ' thermophilus', 'l', ' acidophilus', 'vitamin a acetate', 'vitamin d3']","['Non végétalien', 'Non végétarien']",?,88.235,369 kj(88 kcal),"1,176","0,588","15,294","11,176","3,529","0,154","0,062",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,-4%,-64%,+39%,-6%,,,,,,,,['Yoplait'],1.18 g,en faible quantité,0.588 g,en faible quantité,11.2 g,en quantité modérée,0.154 g,en faible quantité,-4%,-71%,+11%,+34%,+34%,1,-67%,B,-67%,['en:gluten-free'],,4,,['E428 - Gélatine'],,,,GENERAL MILLS SALES INC.,,,,,
892,Bertie Bott's Beans Jelly Beans - Harry Potter - 35g e,0071567998338,['France'],"['Sucre', 'sirop de glucose', 'amidon de mais modifié', 'arômes', ""réqulateurs d'acidité "", 'E296', 'E330', 'E334', 'colorants ', 'E100 E150a', 'E153', 'E162 E171', ' concentrés de fruits et de légumes ', 'pomme', 'spiruline', 'carotte', 'carotte pourpre', 'cassis', 'citrouille', 'hibiscus', ' purée de myrtille', 'sel', ""agents d'enrobage E901 E903 E904"", 'purée de banane', 'jus de pastèque concentré', 'poivre noir', 'jus de pomme concentré', 'jus de cerise concentré', 'purée de citron', 'dextrine de tapioca']",['Non végétalien'],?,364,1523 kj(364 kcal),0,0,91,62,0,"0,1","0,04",D,35 g e,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Jelly beans']",,,+4%,-100%,+6%,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['Harry Potter', 'Jelly Belly Candy Compagny']",0 g,en faible quantité,0 g,en faible quantité,62 g,en quantité élevée,0.1 g,en faible quantité,+4%,-100%,+0%,+20%,+20%,14,+1%,D,+1%,"['en:gluten-free', 'Kascher', 'en:Orthodox Union Kosher']",['LEMON'],4,['Carton'],"['E296 - Acide malique', 'E330 - Acide citrique', 'E334 - Acide L-tartrique', 'E100 - Curcumine', 'E150a - Caramel E150a', 'E153 - Charbon végétal médicinal', 'E162 - Rouge de betterave', 'E171 - Oxyde de titane', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba', 'E1400 - Dextrines']",,"['Jelly Belly Candy Compagny', 'One Jelly Belly Lane', 'Fairfield', 'CA 94533', 'USA']","[""L'exposition Harry Potter"", 'Hogwarts Express', 'Hogsmeade', 'Diagon Alley']",,,,http://JellyBelly-uk.com,,
893,Bertie Bott's Beans Jelly Beans - JellyBelly - 54g,0071570000615,['France'],"['Sucre', 'sirop de glucose', 'amidon de maïs modifié', 'arômes', 'colorants :  ', 'E100', 'E102', 'E110', 'E129', 'E132 et E153', 'E150a', 'E171', 'purée de myrtille', ""régulateurs d'acidité "", 'E330', 'E296', 'sel', "" agents d'enrobage "", 'E901', 'E903', 'E904', 'purée de banane', 'jus de pastèque concentré', 'poivre noir', 'concentrés de pomme et de carotte pourpre', ""concentré d'hibiscus"", 'jus de pomme concentré', 'purée de citron', 'dextrine de tapioca']","['Non végétalien', 'Non végétarien']",?,364,1523 kj(364 kcal),0,0,91,62,0,"0,12","0,048",E,54 g,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Jelly beans']",,,+4%,-100%,+6%,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['JellyBelly', 'Harry Potter', 'Bertie Botts']",0 g,en faible quantité,0 g,en faible quantité,62 g,en quantité élevée,0.12 g,en faible quantité,+4%,-100%,+0%,+45%,+45%,14,+1%,D,+1%,,,4,"['Sachet', 'Plastique']","['E100 - Curcumine', 'E102 - Tartrazine', 'E110 - Jaune orangé S', 'E129 - Rouge allura AC', ""E132 - Indigotine carmin d'indigo"", 'E153 - Charbon végétal médicinal', 'E150a - Caramel E150a', 'E171 - Oxyde de titane', 'E330 - Acide citrique', 'E296 - Acide malique', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba', 'E904 - Gomme-laque', 'E1400 - Dextrines']",,['Thaïlande'],"['Poudlard Express', 'Chemin de Traverse', 'Hogwarts Express']",,,,,,
894,Fingers Chocolate Biscuits - Cadbury,0072417161575,['France'],"['Milk chocolate ', '48%', ' ', 'Milk', 'Sugar', 'Cocoa butter', 'Cocoa mass', 'Vegetable fats ', 'Palm', 'Sal and Shea in varying proportions', 'Emulsifiers ', 'E442', 'Soya lecithin', 'E476', 'Flavourings', 'Wheat flour ', 'With added Calcium', 'Iron', 'Niacin and Thiamin', 'Palm oil', 'Sugar', 'Partially inverted sugar syrup', 'Salt', 'Raising agents ', 'Ammonium bicarbonate', 'Sodium bicarbonate', 'Flavouring', ' May contain: nuts']","['Huile de palme', 'Non végétalien', 'Végétarien']",?,516,2159 kj(516 kcal),27,15,60,29,"7,3","0,43","0,172",D,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits bâtonnets au chocolat']",,,+3%,+13%,-5%,+8%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,['Cadbury'],27 g,en quantité élevée,15 g,en quantité élevée,29 g,en quantité élevée,0.43 g,en quantité modérée,+3%,+9%,-18%,-13%,-13%,22,-4%,E,-4%,"['Végétarien', 'Pur beurre de cacao']","['Gluten', 'Lait', 'Soja']",4,"['card-box', 'mixed plastic-film', 'pet-tray']","[""E442 - Phosphatides d'ammonium"", 'E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium']",,,,,,,,,
895,Cadbury Snowy Fingers - 230g (2x115g),0072417163517,['France'],"['Ingrédients Chocolat blanc ', '33%', ' ', 'sucre', 'beurre de cacao', 'préparation à base de LAIT ', ' LAIT entier déshydraté', 'lactose ', 'LAIT', 'protéines de LAIT', 'émulsifiants ', 'lécithine de SOJA', 'E476', 'arômes', 'farine de BLE ', ' avec ajouts de calcium', 'fer', 'niacine et thiamine', 'chocolat au LAIT ', '20%', ' ', 'LAIT', 'sucre', 'beurre de cacao', 'masse de cacao', 'graisses végétales ', 'palme', 'sal et karité en diverses proportions', 'émulsifiants ', 'E442', 'lécithine de SOJA', 'E476', 'arômes', 'huile de palme', 'sucre', 'sirop de sucre partiellement inverti', 'sel', 'poudres à lever ', ""bicarbonate d'ammonium"", 'bicarbonate de sodium']","['Huile de palme', 'Non végétalien']",?,536,2243 kj(536 kcal),"29,8","16,8","61,1","37,3","6,3","0,38","0,152",,230g (2x115g),"['Snacks', 'Snacks sucrés']",,,+20%,+47%,+6%,+6%,,,,,,,,['Cadbury'],29.8 g,en quantité élevée,16.8 g,en quantité élevée,37.3 g,en quantité élevée,0.38 g,en quantité modérée,+19%,+69%,+5%,-0%,-0%,24,+26%,E,+26%,,"['Gluten', 'Lait', 'Soja']",4,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", ""E442 - Phosphatides d'ammonium"", ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium']",,,,,,,,,['Huile de palme']
896,Flavored coffee creamer - 355ml,0072457110229,"['France', 'États-Unis']","['Ingredients*: triple filtered purified-water', 'titanium dioxide', 'carrageenan', 'xanthan gum', 'sucralose', 'mono and diglycerides', 'natural flavors', 'lactic acid', 'potassium sorbate', 'sodium benzoate ', 'to preserve freshness', 'cellulose gum', 'sodium acid sulfate', 'cream flavor ', 'non-dairy', 'vegetable fiber', 'salt', 'beta carotene color']","[""Pourrait contenir de l'huile de palme""]",?,6.6666666666667,28 kj(6 kcal),0,0,0,0,0,"0,167","0,067",,355 ml,"['Substitut du lait', 'en:Creamer']",,,-98%,-100%,-100%,-100%,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.167 g,en faible quantité,-98%,-100%,-100%,-46%,-46%,0,-100%,B,-100%,,,4,,"['E171 - Oxyde de titane', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E955 - Sucralose', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose']",,,,"Walden Farms, Inc.",,,,,
897,Borscht with diced beets - Manischewitz - 24fl oz (709ml),0072700102742,"['France', 'États-Unis']","['Water', 'beets', 'sugar', 'salt', 'beetroot powder', 'citric acid']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,80,335 kj(80 kcal),0,0,21,20,1,"2,1","0,84",,24 fl oz (709 ml),"['Conserves', 'Plats préparés', 'Soupes', 'Plats préparés en conserve', 'Soupes en conserve']",,,+57%,-100%,+375%,-55%,,,,,,,,"['Manischewitz', 'R.A.B. Food Group  Llc']",0 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,2.1 g,en quantité élevée,+61%,-100%,+1371%,+162%,+162%,13,+510%,D,+510%,,,3,,['E330 - Acide citrique'],,,,MANISCHEWITZ,,,,,
898,Air Heads Blue Raspberry,0073390002206,"['France', 'États-Unis']","['sucre', 'sirop de blé', 'maltodextrine', 'dextrose', 'amidon modifié de blé', 'huile de soja partiellement hydrogénée', 'huile de palme']",['Huile de palme'],?,375,1569 kj(375 kcal),"6,25",0,"87,5","56,25",0,"0,155","0,062",,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Barres', 'Barres de céréales']",,,-11%,-60%,+45%,-100%,,,,,,,,['Air Heads'],6.25 g,en quantité modérée,0 g,en faible quantité,56.2 g,en quantité élevée,0.155 g,en faible quantité,-12%,-100%,+107%,-60%,-60%,14,+6%,D,+6%,['Contient des OGMs'],,4,,"['E330 - Acide citrique', 'E129 - Rouge allura AC', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E110 - Jaune orangé S', 'E102 - Tartrazine']",,,,Perfetti Van Melle USA Inc.,,,,,
899,Noh chinese roast chicken ounce packet,0073562001808,['France'],"[""ROAST CH'CKEN PREPARATtoN POUR POULET ROTI NOH 'NGREDŒNTS : SUCRE DE CANNE"", 'SAUCE SOJA ', 'OLE', ' SOJA', ' ser', ' 5 EN POUDRE', 'AMIDON MAIS', ' OIGNON POUDRE', 'ANTIAGGLOMÉRANT ', 'E552', 'EPICES', 'FLOCONS DE PERSIL NUTRITIONNELLES POUR 100 G : ENERGIE 1275 KJ /']",[],?,305,1276 kj(305 kcal),0,0,75,"62,5",0,0,0,,,,,,,,,,,,,,,,,['Noh'],,,,,,,,,,,,,,,,,,['Point Vert'],['Soja'],,,['E552 - Silicate de calcium'],,,,,,,,,
900,Hata soda melon fz - 200mL,0074601176082,['France'],[],[],?,35,146 kj(35 kcal),0,0,"9,5","9,5",0,0,0,,200 mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Ramune Kiwi - CTC Food international inc / DAIEI Trading Co. - 200ML,0074601176334,['France'],[],[],?,35,146 kj(35 kcal),0,0,"9,5","9,5",0,0,0,,200 ML,['Boissons'],,,-38%,-100%,-16%,-100%,,,,,,,,"['CTC Food international inc / DAIEI Trading Co.', 'Inc.']",0 g,en faible quantité,0 g,en faible quantité,9.5 g,en quantité élevée,0 g,en faible quantité,-39%,-100%,+1%,-100%,-100%,12,+57%,E,+57%,,,,,,,,,,,,,,
902,"S&b, wasabi in tube",0074880020021,"['France', 'États-Unis']","['Horseradish', 'sorbitol', 'rice bran oil', 'sugar', 'modified food starch', 'salt', 'water', 'cellulose', 'wasabi', 'artificial flavor', 'citric acid', 'turmeric xanthan gum', 'artificial color ', 'fd&c blue#1']",[],?,300,1255 kj(300 kcal),10,0,40,0,0,8,"3,2",,,"['Epicerie', 'Sauces']",,,+26%,-45%,+304%,-100%,,,,,,,,['S&B'],10 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,8 g,en quantité élevée,+27%,-100%,-100%,+231%,+231%,13,+12%,D,+12%,,,4,,"['E420 - Sorbitol', 'E460 - Cellulose', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,S & B Shokuhin Company Ltd,,,,,
903,Torpedo's - Panda,0075172039462,['France'],"['Nutrition contents / Voedingswaarde / Informaciôn numdonal / Informazioni Nutrizionali / Information Nutritionelle / Nâringsinnehâll / Naringsindhold / Ravintosisâltô / 100g Energy/ Energie/ Energia / Énergie/ Energi 1601kJ/377kal Fat/ Vetten/Grasas/Grassi/Graisses/Fett/Fedt/Rasva ofwhidl sabarates / waarvan verzadigde vetzuren / de las cuales âcidos grasos saturados/ di cui acidi grassi saturi / acides gras Rturés/ varav mattatfett/ hvorav mettedefett / fedtsyrer/ josta tyydyttynyü o', 'og Carbohydrate/ / Hidratos de carbono/Carboidrati/ Giuddes/Kolhydrat/Karb0hydrat/ Kulhydrat / Hiilihydraatit ofwhidsugars/waarvan suikers/de los cualesazüares/ di cuizuccheri/ dont sucres / varav soderarter/ ISa11Sale/Sel/Suola']","[""Pourrait contenir de l'huile de palme""]",?,337,1410 kj(337 kcal),"0,2",0,90,71,"2,2","0,3","0,12",,,,,,,,,,,,,,,,,['Panda'],,,,,,,,,,,,,,,,,,,,,,['E570 - Acide stéarique'],,,,,,,,,
904,Sauce à La Thai Aux Arachides - San-J,0075810140260,['France'],"['Sauce soya tamari ', 'eau', 'soya', 'sel', 'alcool', 'aspergillus oryzae', 'culture bactérienne', 'cassonade biologique', 'arachides', 'eau', 'vinaigre de cidre dilué', 'saké ', 'eau', 'riz', 'aspergillus oryzae', 'sel', 'vinaigre de riz', 'miel biologique', ""poudre d'ail"", 'sel', 'épices', 'concentré de citron', 'huile de canola', 'coriandre', 'gomme xanthane']",['Non végétalien'],?,266.66666666667,1116 kj(266 kcal),"11,667","1,667","36,667","26,667",10,"6,25","2,5",,,,,,,,,,,,,,,,,['San-J'],,,,,,,,,,,,,,,,,,,"['Arachides', 'Soja']",4,,['E415 - Gomme xanthane'],,,,,,,,,
905,Bissli Pizza Flavored Wheat Snacks - Osem,0077544000957,['France'],[],[],?,469,1962 kj(469 kcal),24,"8,5",61,"1,6",9,"1,8","0,72",,,,,,,,,,,,,,,,,['Osem'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,"Osem Toasted Pasta Stars, 1.1 LB",0077544001275,['France'],"['Wheat floUf ', 'Çpntains Gl?7i', 'Antioxidant ', 'noscrmw Extract', ' Pâtes Grillées farine de blé ', 'contient du gluten', ' antioxydant ', 'extrait de romarin', ' Allergen Information Contahs traces Information sur les allergenes ', 'OntiQnt du dvtcn de peut contenir traces de soja Importer', ' USA Inc', 'Englewood Cliffs', 'NJ 07632']",[],?,360,1506 kj(360 kcal),1,0,78,2,12,0,0,,,,,,,,,,,,,,,,,['Osem'],,,,,,,,,,,,,,,,,,,['Gluten'],,,['E392 - Extrait de romarin'],,,,,,,,,
